x	y	colour	group
0.583487940630798	0.202498999823862	#619CFF	3
0.602040816326531	0.202498999823862	#619CFF	3
0.602040816326531	0.339565953765332	#619CFF	3
0.620593692022263	0.339565953765332	#619CFF	3
0.620593692022263	0.652210381666174	#619CFF	3
0.639146567717996	0.652210381666174	#619CFF	3
0.639146567717996	0.923694967748904	#619CFF	3
0.657699443413729	0.923694967748904	#619CFF	3
0.657699443413729	0.255653181293607	#619CFF	3
0.676252319109462	0.255653181293607	#619CFF	3
0.676252319109462	0.320113541307044	#619CFF	3
0.694805194805195	0.320113541307044	#619CFF	3
0.694805194805195	0.954545454545454	#619CFF	3
0.713358070500928	0.954545454545454	#619CFF	3
0.713358070500928	0.723819003056173	#619CFF	3
0.73191094619666	0.723819003056173	#619CFF	3
0.73191094619666	0.210326792174132	#619CFF	3
0.750463821892393	0.210326792174132	#619CFF	3
0.750463821892393	0.216053183898145	#619CFF	3
0.769016697588126	0.216053183898145	#619CFF	3
0.769016697588126	0.395173290962962	#619CFF	3
0.787569573283859	0.395173290962962	#619CFF	3
0.787569573283859	0.564643813505627	#619CFF	3
0.806122448979592	0.564643813505627	#619CFF	3
0.806122448979592	0.208338806355135	#619CFF	3
0.824675324675325	0.208338806355135	#619CFF	3
0.824675324675325	0.871942695925828	#619CFF	3
0.843228200371058	0.871942695925828	#619CFF	3
0.843228200371058	0.496140390567789	#619CFF	3
0.86178107606679	0.496140390567789	#619CFF	3
0.86178107606679	0.410273236806336	#619CFF	3
0.880333951762523	0.410273236806336	#619CFF	3
0.880333951762523	0.259307134422383	#619CFF	3
0.898886827458256	0.259307134422383	#619CFF	3
0.898886827458256	0.604332735031925	#619CFF	3
0.917439703153989	0.604332735031925	#619CFF	3
0.917439703153989	0.400610207975281	#619CFF	3
0.935992578849722	0.400610207975281	#619CFF	3
0.935992578849722	0.365884416177218	#619CFF	3
0.954545454545454	0.365884416177218	#619CFF	3
0.954545454545454	0.248913249454599	#619CFF	3
