alpha	colour	fill	x	y
0.1	#F8766D	#F8766D	0.653373087983086	0.734653377195948
0.1	#F8766D	#F8766D	0.538624760081445	0.500407167991889
0.1	#F8766D	#F8766D	0.57716343588621	0.758792637583192
0.1	#F8766D	#F8766D	0.595266348442867	0.642976359020092
0.1	#F8766D	#F8766D	0.747061775437818	0.538905509262124
0.1	#F8766D	#F8766D	0.753317680192803	0.563249654685253
0.1	#F8766D	#F8766D	0.708011646974079	0.556901470446183
0.1	#F8766D	#F8766D	0.65757160950453	0.50423278209584
0.1	#F8766D	#F8766D	0.623913975728006	0.619463137852608
0.1	#F8766D	#F8766D	0.567037933056458	0.635590133725204
0.1	#F8766D	#F8766D	0.542632510458312	0.663849499563972
0.1	#F8766D	#F8766D	0.689491265652883	0.555884709969784
0.1	#F8766D	#F8766D	0.585576716336953	0.515508790053714
0.1	#F8766D	#F8766D	0.706285094274718	0.567618249121028
0.1	#F8766D	#F8766D	0.546815477834234	0.663827064883815
0.1	#F8766D	#F8766D	0.643914858686282	0.772986651290866
0.1	#F8766D	#F8766D	0.625194471817721	0.784197955974549
0.1	#F8766D	#F8766D	0.528825502445043	0.585151189994154
0.1	#F8766D	#F8766D	0.649061286535261	0.538048808731124
0.1	#F8766D	#F8766D	0.603216255027773	0.658517204464509
0.1	#F8766D	#F8766D	0.906547636704963	0.554987081170764
0.1	#F8766D	#F8766D	0.754353958091703	0.556323639920485
0.1	#F8766D	#F8766D	0.601856253517754	0.657646235431604
0.1	#F8766D	#F8766D	0.56062113135937	0.61160361725346
0.1	#F8766D	#F8766D	0.730361822873356	0.547790085798657
0.1	#F8766D	#F8766D	0.573679313528636	0.637654661250282
0.1	#F8766D	#F8766D	0.549873228140023	0.742911335538927
0.1	#F8766D	#F8766D	0.661755281961487	0.593478872281913
0.1	#F8766D	#F8766D	0.751023261964524	0.534821903366664
0.1	#F8766D	#F8766D	0.591119131935373	0.509532262742878
0.1	#F8766D	#F8766D	0.546128063351659	0.570648968448692
0.1	#F8766D	#F8766D	0.635384351767321	0.53423885830319
0.1	#F8766D	#F8766D	0.646684192435925	0.600769996759935
0.1	#F8766D	#F8766D	0.762711016808837	0.726430885210547
0.1	#F8766D	#F8766D	0.534402145347376	0.51844975348054
0.1	#F8766D	#F8766D	0.646126597013055	0.541432151831372
0.1	#F8766D	#F8766D	0.526509229232057	0.628576150499812
0.1	#F8766D	#F8766D	0.548734088775346	0.491344513409489
0.1	#F8766D	#F8766D	0.598992573379439	0.597596612164787
0.1	#F8766D	#F8766D	0.613355167379949	0.64123104635818
0.1	#F8766D	#F8766D	0.734674358701894	0.709933248034559
0.1	#F8766D	#F8766D	0.785079404185807	0.571659738540966
0.1	#F8766D	#F8766D	0.556085607890857	0.599439849498376
0.1	#F8766D	#F8766D	0.633941590462461	0.566436445498692
0.1	#F8766D	#F8766D	0.578661130804919	0.543653175532268
0.1	#F8766D	#F8766D	0.560397823775409	0.540007219327743
0.1	#F8766D	#F8766D	0.573156732720267	0.701289258877136
0.1	#F8766D	#F8766D	0.575055141273207	0.667099938403932
0.1	#F8766D	#F8766D	0.571278089025523	0.6539326127448
0.1	#F8766D	#F8766D	0.816339204614008	0.67560945286869
0.1	#F8766D	#F8766D	0.613385523365099	0.606283852384332
0.1	#F8766D	#F8766D	0.535247249656896	0.505209966339754
0.1	#F8766D	#F8766D	0.753641959391659	0.718347593283554
0.1	#F8766D	#F8766D	0.526334778779135	0.56024366144333
0.1	#F8766D	#F8766D	0.654214209547847	0.667860211826847
0.1	#F8766D	#F8766D	0.581435624035253	0.652336294332855
0.1	#F8766D	#F8766D	0.63723046905404	0.589673545684733
0.1	#F8766D	#F8766D	0.546868545584449	0.84827177610481
0.1	#F8766D	#F8766D	0.607139257886467	0.521046367392906
0.1	#F8766D	#F8766D	0.548436838404448	0.858174198041759
0.1	#F8766D	#F8766D	0.569331659581681	0.654630838114544
0.1	#F8766D	#F8766D	0.945926818105017	0.67988505767748
0.1	#F8766D	#F8766D	0.606397099707239	0.582941434160349
0.1	#F8766D	#F8766D	0.812155468754978	0.622143058118043
0.1	#F8766D	#F8766D	0.537319884042388	0.534614866150374
0.1	#F8766D	#F8766D	0.559212241340534	0.56311001007612
0.1	#F8766D	#F8766D	0.513786463722337	0.522308013653806
0.1	#F8766D	#F8766D	0.596825845378554	0.512992029482011
0.1	#F8766D	#F8766D	0.729380925367349	0.650605183324111
0.1	#F8766D	#F8766D	0.569258130080761	0.603228761984751
0.1	#F8766D	#F8766D	0.645917794440023	0.602529013181284
0.1	#F8766D	#F8766D	0.634359306564759	0.687719771855373
0.1	#F8766D	#F8766D	0.644557153533744	0.589773199004099
0.1	#F8766D	#F8766D	0.615836145158325	0.693058661763561
0.1	#F8766D	#F8766D	0.695756990151263	0.627039574497501
0.1	#F8766D	#F8766D	0.798682764899152	0.611794744436093
0.1	#F8766D	#F8766D	0.549067230803215	0.640450418736499
0.1	#F8766D	#F8766D	0.551781686156143	0.763595210777078
0.1	#F8766D	#F8766D	0.574802370445623	0.530418684610543
0.1	#F8766D	#F8766D	0.698041370500365	0.542679243880053
0.1	#F8766D	#F8766D	0.778528043841401	0.534638501540032
0.1	#F8766D	#F8766D	0.545212242310991	0.524434173059644
0.1	#F8766D	#F8766D	0.579044807006407	0.496819100670529
0.1	#F8766D	#F8766D	0.786624643278399	0.543343538569921
0.1	#F8766D	#F8766D	0.557699546137991	0.531591726268987
0.1	#F8766D	#F8766D	0.530629954647769	0.557870583703561
0.1	#F8766D	#F8766D	0.545199604834502	0.713570932929325
0.1	#F8766D	#F8766D	0.528852927236884	0.606450753832482
0.1	#F8766D	#F8766D	0.952209765195426	0.506302913669216
0.1	#F8766D	#F8766D	0.557800901988371	0.691235502176329
0.1	#F8766D	#F8766D	0.62662515053552	0.518472163030518
0.1	#F8766D	#F8766D	0.606436001295343	0.570923063194081
0.1	#F8766D	#F8766D	0.656768888264149	0.748105700754525
0.1	#F8766D	#F8766D	0.699443160245301	0.492295800263331
0.1	#F8766D	#F8766D	0.583970192173467	0.540340502409324
0.1	#F8766D	#F8766D	0.563628919120657	0.49879737186808
0.1	#F8766D	#F8766D	0.553469949049499	0.653468082325892
0.1	#F8766D	#F8766D	0.512570004797073	0.575800293175034
0.1	#F8766D	#F8766D	0.671809176427232	0.583104181897013
0.1	#F8766D	#F8766D	0.668322144822552	0.647862128538416
0.1	#F8766D	#F8766D	0.64858990491951	0.761727708406352
0.1	#F8766D	#F8766D	0.628517107854437	0.684843490109173
0.1	#F8766D	#F8766D	0.679114595694807	0.607867048113511
0.1	#F8766D	#F8766D	0.683762629673728	0.491794851065391
0.1	#F8766D	#F8766D	0.71410867049085	0.627525013245908
0.1	#F8766D	#F8766D	0.694476961788935	0.494161887431829
0.1	#F8766D	#F8766D	0.538892520535952	0.545924287518266
0.1	#F8766D	#F8766D	0.620728433033544	0.689869828146231
0.1	#F8766D	#F8766D	0.699317067521707	0.654049828347229
0.1	#F8766D	#F8766D	0.533656681303772	0.512526174734348
0.1	#F8766D	#F8766D	0.679751077638483	0.688697321262993
0.1	#F8766D	#F8766D	0.569586164380477	0.53586751320307
0.1	#F8766D	#F8766D	0.631788931996403	0.551406775390721
0.1	#F8766D	#F8766D	0.583298888511084	0.577802807474706
0.1	#F8766D	#F8766D	0.599250415417797	0.498690383798055
0.1	#F8766D	#F8766D	0.519437144875969	0.531131661518288
0.1	#F8766D	#F8766D	0.730313400926526	0.771573256937791
0.1	#F8766D	#F8766D	0.527431023633324	0.564080228107195
0.1	#F8766D	#F8766D	0.677856160082955	0.537978518127491
0.1	#F8766D	#F8766D	0.556367248976584	0.493914470144548
0.1	#F8766D	#F8766D	0.636380159300949	0.577971813157541
0.1	#F8766D	#F8766D	0.573197253033674	0.534537631357537
0.1	#F8766D	#F8766D	0.737156782084625	0.530300370575858
0.1	#F8766D	#F8766D	0.513349822870545	0.610740114699841
0.1	#F8766D	#F8766D	0.641716772993754	0.54919837785852
0.1	#F8766D	#F8766D	0.519580603727929	0.50692393154319
0.1	#F8766D	#F8766D	0.764929133505968	0.680333193586206
0.1	#F8766D	#F8766D	0.635486377016309	0.554727535352888
0.1	#F8766D	#F8766D	0.707502839396514	0.713662612077213
0.1	#F8766D	#F8766D	0.611790559458223	0.644667311766896
0.1	#F8766D	#F8766D	0.712055296556115	0.621550181933232
0.1	#F8766D	#F8766D	0.584596219631747	0.745839955617949
0.1	#F8766D	#F8766D	0.733210139733238	0.646676670334398
0.1	#F8766D	#F8766D	0.584686898012563	0.519026925044759
0.1	#F8766D	#F8766D	0.682038866042916	0.57818995268139
0.1	#F8766D	#F8766D	0.542401771769875	0.687273776519876
0.1	#F8766D	#F8766D	0.525643847652587	0.665732088162989
0.1	#F8766D	#F8766D	0.544077846375884	0.532430541132798
0.1	#F8766D	#F8766D	0.538307304637721	0.534011172378318
0.1	#F8766D	#F8766D	0.656532257145643	0.728458909021023
0.1	#F8766D	#F8766D	0.651508131748847	0.705457026173738
0.1	#F8766D	#F8766D	0.767888057916529	0.519373259906125
0.1	#F8766D	#F8766D	0.616559360668434	0.490696119130351
0.1	#F8766D	#F8766D	0.587913744367466	0.507799012617991
0.1	#F8766D	#F8766D	0.666585516073371	0.720546143420552
0.1	#F8766D	#F8766D	0.527367332599294	0.51885411520504
0.1	#F8766D	#F8766D	0.574124927991349	0.628942208543074
0.1	#F8766D	#F8766D	0.573728223737775	0.619635096952824
0.1	#F8766D	#F8766D	0.614016510669914	0.556438270878217
0.1	#F8766D	#F8766D	0.746237359124859	0.614622761584234
0.1	#F8766D	#F8766D	0.523323132542173	0.616536122649414
0.1	#F8766D	#F8766D	0.723462215532361	0.613181441555919
0.1	#F8766D	#F8766D	0.666415504742818	0.623462527301476
0.1	#F8766D	#F8766D	0.632247280765915	0.597367887584206
0.1	#F8766D	#F8766D	0.522331740384627	0.622092671249986
0.1	#F8766D	#F8766D	0.625508683228513	0.621946142723514
0.1	#F8766D	#F8766D	0.642942052186189	0.527719272597943
0.1	#F8766D	#F8766D	0.561102418627138	0.616379063540442
0.1	#F8766D	#F8766D	0.650034500608273	0.863309988169047
0.1	#F8766D	#F8766D	0.555945558434597	0.52388743886098
0.1	#F8766D	#F8766D	0.551460984185701	0.601034217473082
0.1	#F8766D	#F8766D	0.648855126223303	0.600038361459806
0.1	#F8766D	#F8766D	0.7375361963156	0.519724615047715
0.1	#F8766D	#F8766D	0.641796045176078	0.527391225099673
0.1	#F8766D	#F8766D	0.623276479263868	0.566511936129775
0.1	#F8766D	#F8766D	0.648962414021483	0.493213562138813
0.1	#F8766D	#F8766D	0.864608927076632	0.618555660792695
0.1	#F8766D	#F8766D	0.608837386600758	0.590399407403894
0.1	#F8766D	#F8766D	0.760290835055177	0.499170067032462
0.1	#F8766D	#F8766D	0.599115942480379	0.561304422269172
0.1	#F8766D	#F8766D	0.649596709915419	0.672648530590688
0.1	#F8766D	#F8766D	0.764386239873373	0.535236220863522
0.1	#F8766D	#F8766D	0.636668324953986	0.541093553833194
0.1	#F8766D	#F8766D	0.620205095203418	0.58172724495796
0.1	#F8766D	#F8766D	0.516136777303542	0.55853452296692
0.1	#F8766D	#F8766D	0.620448284794144	0.561699373982014
0.1	#F8766D	#F8766D	0.699785961224172	0.610103490188437
0.1	#F8766D	#F8766D	0.574965237980766	0.60966881990691
0.1	#F8766D	#F8766D	0.606736618896425	0.890912152032354
0.1	#F8766D	#F8766D	0.547988263035877	0.652246855728295
0.1	#F8766D	#F8766D	0.522388491917891	0.532142997383326
0.1	#F8766D	#F8766D	0.647483123405693	0.555520166683155
0.1	#F8766D	#F8766D	0.737778585994123	0.578040383277842
0.1	#F8766D	#F8766D	0.531887470521786	0.608203455001605
0.1	#F8766D	#F8766D	0.715987148827946	0.567916517688602
0.1	#F8766D	#F8766D	0.616389048047385	0.55308268721484
0.1	#F8766D	#F8766D	0.610814261258623	0.548048304701054
0.1	#F8766D	#F8766D	0.733723439580565	0.520706632657198
0.1	#F8766D	#F8766D	0.548118263165444	0.509971562602419
0.1	#F8766D	#F8766D	0.543326586061229	0.515290864182133
0.1	#F8766D	#F8766D	0.522191494659229	0.742959227921122
0.1	#F8766D	#F8766D	0.798862857037897	0.783614964250162
0.1	#F8766D	#F8766D	0.676407239171891	0.507419261066767
0.1	#F8766D	#F8766D	0.766346771187518	0.601463034657517
0.1	#F8766D	#F8766D	0.690091520970782	0.733238637228408
0.1	#F8766D	#F8766D	0.700698970290272	0.594988733662044
0.1	#F8766D	#F8766D	0.543917174053756	0.536985384681851
0.1	#F8766D	#F8766D	0.667246216217215	0.619045333141581
0.1	#F8766D	#F8766D	0.533662347488493	0.578984472905486
0.1	#F8766D	#F8766D	0.557276556793653	0.605691887768644
0.4	#7CAE00	#7CAE00	0.34827325928926	0.632614467592656
0.4	#7CAE00	#7CAE00	0.422855626944255	0.490982617534725
0.4	#7CAE00	#7CAE00	0.483109472049558	0.579086550590136
0.4	#7CAE00	#7CAE00	0.424273066441151	0.678356459406783
0.4	#7CAE00	#7CAE00	0.440762755621487	0.514132601169063
0.4	#7CAE00	#7CAE00	0.411996623536503	0.723668340555558
0.4	#7CAE00	#7CAE00	0.496433161313776	0.650744215076784
0.4	#7CAE00	#7CAE00	0.301629881614948	0.558162839298412
0.4	#7CAE00	#7CAE00	0.473025497537836	0.715570583344979
0.4	#7CAE00	#7CAE00	0.46828191798696	0.669372038485228
0.4	#7CAE00	#7CAE00	0.385364426587122	0.586917762104514
0.4	#7CAE00	#7CAE00	0.381749100867944	0.617479960164784
0.4	#7CAE00	#7CAE00	0.477439808196371	0.644930987332074
0.4	#7CAE00	#7CAE00	0.227204686826764	0.546296710819496
0.4	#7CAE00	#7CAE00	0.39313423564777	0.674726765745718
0.4	#7CAE00	#7CAE00	0.508836117840786	0.570409379478638
0.4	#7CAE00	#7CAE00	0.331494980739192	0.54172229419379
0.4	#7CAE00	#7CAE00	0.498114341500451	0.61899302576681
0.4	#7CAE00	#7CAE00	0.308777879640851	0.499691715560318
0.4	#7CAE00	#7CAE00	0.49369000528954	0.660006647184804
0.4	#7CAE00	#7CAE00	0.180904687967305	0.693541349661935
0.4	#7CAE00	#7CAE00	0.411324010585496	0.556353421018453
0.4	#7CAE00	#7CAE00	0.376914324201726	0.491279513413094
0.4	#7CAE00	#7CAE00	0.436809244234549	0.554065210687532
0.4	#7CAE00	#7CAE00	0.478782842989366	0.540771677545907
0.4	#7CAE00	#7CAE00	0.362689496276148	0.613831405296639
0.4	#7CAE00	#7CAE00	0.499965636134236	0.696789386501378
0.4	#7CAE00	#7CAE00	0.440689182398835	0.519104060930484
0.4	#7CAE00	#7CAE00	0.191462109153636	0.59172533729771
0.4	#7CAE00	#7CAE00	0.128819370846357	0.619279810806703
0.4	#7CAE00	#7CAE00	0.363812176354652	0.493618498091557
0.4	#7CAE00	#7CAE00	0.247232816748391	0.545079993521679
0.4	#7CAE00	#7CAE00	0.506267169513389	0.531379166960567
0.4	#7CAE00	#7CAE00	0.409143095103685	0.717014310818978
0.4	#7CAE00	#7CAE00	0.50412693951368	0.593903152854899
0.4	#7CAE00	#7CAE00	0.482482369406581	0.549095873326093
0.4	#7CAE00	#7CAE00	0.49782764338619	0.598426895864081
0.4	#7CAE00	#7CAE00	0.288845311410316	0.49060225435538
0.4	#7CAE00	#7CAE00	0.201771305939102	0.616604643461891
0.4	#7CAE00	#7CAE00	0.508392701539329	0.58321960585897
0.4	#7CAE00	#7CAE00	0.239136454868926	0.590595617103282
0.4	#7CAE00	#7CAE00	0.469593044208828	0.492297050593378
0.4	#7CAE00	#7CAE00	0.387062651304388	0.547613144564506
0.4	#7CAE00	#7CAE00	0.278295259186846	0.534568254576678
0.4	#7CAE00	#7CAE00	0.490918618387732	0.597518170708946
0.4	#7CAE00	#7CAE00	0.507083276224025	0.618855865983591
0.4	#7CAE00	#7CAE00	0.405390556594411	0.525665877904965
0.4	#7CAE00	#7CAE00	0.220068568432981	0.514062799095511
0.4	#7CAE00	#7CAE00	0.369123297657348	0.549347243442587
0.4	#7CAE00	#7CAE00	0.45085554472926	0.495953936563272
0.4	#7CAE00	#7CAE00	0.508559563430652	0.538648330510876
0.4	#7CAE00	#7CAE00	0.474044062556614	0.510242703045006
0.4	#7CAE00	#7CAE00	0.501865908307529	0.593545585884159
0.4	#7CAE00	#7CAE00	0.195345808005249	0.605118578864791
0.4	#7CAE00	#7CAE00	0.439575887830657	0.58404120917834
0.4	#7CAE00	#7CAE00	0.316628253824472	0.628077976094883
0.4	#7CAE00	#7CAE00	0.314619916233055	0.555291080287809
0.4	#7CAE00	#7CAE00	0.261790122655325	0.631503309962503
0.4	#7CAE00	#7CAE00	0.392442592562745	0.769954584329707
0.4	#7CAE00	#7CAE00	0.428949217731851	0.605266625642944
0.4	#7CAE00	#7CAE00	0.468485348422847	0.815327229366012
0.4	#7CAE00	#7CAE00	0.428467668824175	0.601996510134201
0.4	#7CAE00	#7CAE00	0.371642233255584	0.526223086404835
0.4	#7CAE00	#7CAE00	0.499321973647862	0.525295067126711
0.4	#7CAE00	#7CAE00	0.510438154413575	0.49896334897425
0.4	#7CAE00	#7CAE00	0.276386837936231	0.608863407631509
0.4	#7CAE00	#7CAE00	0.406964991135583	0.76455285598655
0.4	#7CAE00	#7CAE00	0.480521475007346	0.516840331909244
0.4	#7CAE00	#7CAE00	0.300587466416442	0.59440279541103
0.4	#7CAE00	#7CAE00	0.341629638609041	0.515758826104572
0.4	#7CAE00	#7CAE00	0.414987077901537	0.611511597876731
0.4	#7CAE00	#7CAE00	0.494604217973803	0.543375814391008
0.4	#7CAE00	#7CAE00	0.399700310421759	0.49590311660443
0.4	#7CAE00	#7CAE00	0.297090825689376	0.631755499330456
0.4	#7CAE00	#7CAE00	0.496087302878748	0.617237182932432
0.4	#7CAE00	#7CAE00	0.458280728000322	0.535535797704935
0.4	#7CAE00	#7CAE00	0.497025028413933	0.781015013118202
0.4	#7CAE00	#7CAE00	0.456584205644048	0.547383632965805
0.4	#7CAE00	#7CAE00	0.405164144385013	0.663598797193282
0.4	#7CAE00	#7CAE00	0.443519552502497	0.535178117435921
0.4	#7CAE00	#7CAE00	0.506133584203665	0.549466824181388
0.4	#7CAE00	#7CAE00	0.420357086948408	0.564797263564651
0.4	#7CAE00	#7CAE00	0.40237471184742	0.771964867891982
0.4	#7CAE00	#7CAE00	0.392451386628971	0.496669403411445
0.4	#7CAE00	#7CAE00	0.361158761040099	0.562029760099533
0.4	#7CAE00	#7CAE00	0.381330735081684	0.53347281992696
0.4	#7CAE00	#7CAE00	0.445952840890799	0.497480774987368
0.4	#7CAE00	#7CAE00	0.415708057389975	0.586578310640932
0.4	#7CAE00	#7CAE00	0.413106471430366	0.638580954004183
0.4	#7CAE00	#7CAE00	0.503287322427349	0.544436502897894
0.4	#7CAE00	#7CAE00	0.457042015249819	0.743360985573384
0.4	#7CAE00	#7CAE00	0.502090007911474	0.65408331150375
0.4	#7CAE00	#7CAE00	0.474285686417809	0.519491069309543
0.4	#7CAE00	#7CAE00	0.415726653211021	0.523842187970364
0.4	#7CAE00	#7CAE00	0.238610434352861	0.552614407454827
0.4	#7CAE00	#7CAE00	0.371094035778665	0.520321494847356
0.4	#7CAE00	#7CAE00	0.355964331900741	0.509687230890911
0.4	#7CAE00	#7CAE00	0.327451932674545	0.598123636472578
0.4	#7CAE00	#7CAE00	0.505221804651676	0.60196324178872
0.4	#7CAE00	#7CAE00	0.374521812289936	0.546883557345113
0.4	#7CAE00	#7CAE00	0.485296370552237	0.669916980812775
0.4	#7CAE00	#7CAE00	0.0454545454545455	0.526528295398117
0.4	#7CAE00	#7CAE00	0.440096965254739	0.530652240948307
0.4	#7CAE00	#7CAE00	0.410585897546847	0.609314082596365
0.4	#7CAE00	#7CAE00	0.269553276795842	0.5873747316129
0.4	#7CAE00	#7CAE00	0.418430158409944	0.677821585799277
0.4	#7CAE00	#7CAE00	0.366938539231652	0.604314370629028
0.4	#7CAE00	#7CAE00	0.368482003544117	0.663432943092628
0.4	#7CAE00	#7CAE00	0.278757137386847	0.689374152913944
0.4	#7CAE00	#7CAE00	0.461379721853053	0.641841763183154
0.4	#7CAE00	#7CAE00	0.446882989184356	0.528326285372179
0.4	#7CAE00	#7CAE00	0.290102434352747	0.493625083319906
0.4	#7CAE00	#7CAE00	0.323401781985917	0.601775813670305
0.4	#7CAE00	#7CAE00	0.391436005705467	0.557082850140499
0.4	#7CAE00	#7CAE00	0.386006266610527	0.57197731917424
0.4	#7CAE00	#7CAE00	0.372229109157031	0.589243168998874
0.4	#7CAE00	#7CAE00	0.49678113170464	0.530957256097454
0.4	#7CAE00	#7CAE00	0.412900660268433	0.556097231928866
0.4	#7CAE00	#7CAE00	0.230850990574525	0.602654789320361
0.4	#7CAE00	#7CAE00	0.374612230378157	0.918700827279333
0.4	#7CAE00	#7CAE00	0.460751197651653	0.590636675181227
0.4	#7CAE00	#7CAE00	0.294320460209226	0.53074579259886
0.4	#7CAE00	#7CAE00	0.434470421645675	0.508499604585013
0.4	#7CAE00	#7CAE00	0.489533390755022	0.586308152573464
0.4	#7CAE00	#7CAE00	0.49443001391843	0.56151986920304
0.4	#7CAE00	#7CAE00	0.441089815003276	0.526363051097906
0.4	#7CAE00	#7CAE00	0.454043842977251	0.501247523508247
0.4	#7CAE00	#7CAE00	0.449880076457334	0.606669367298574
0.4	#7CAE00	#7CAE00	0.453408339908142	0.679189061716173
0.4	#7CAE00	#7CAE00	0.232547236905617	0.54732716542386
0.4	#7CAE00	#7CAE00	0.436806805512131	0.539502824882518
0.4	#7CAE00	#7CAE00	0.34115302735645	0.516473233640518
0.4	#7CAE00	#7CAE00	0.482391439314586	0.531342085677155
0.4	#7CAE00	#7CAE00	0.444561059704482	0.533401659520271
0.4	#7CAE00	#7CAE00	0.256919523352692	0.578601676768528
0.4	#7CAE00	#7CAE00	0.446595475364364	0.636892429556711
0.4	#7CAE00	#7CAE00	0.383911004028221	0.527136462125995
0.4	#7CAE00	#7CAE00	0.500487318260442	0.596034850234444
0.4	#7CAE00	#7CAE00	0.365040460515018	0.54049226429228
0.4	#7CAE00	#7CAE00	0.419436306485004	0.64736907067083
0.4	#7CAE00	#7CAE00	0.384430056924445	0.550762218405223
0.4	#7CAE00	#7CAE00	0.363616556870124	0.544130407506241
0.4	#7CAE00	#7CAE00	0.484840326230495	0.760860061729382
0.4	#7CAE00	#7CAE00	0.386487167056916	0.530588450546336
0.4	#7CAE00	#7CAE00	0.320415639294854	0.823481726414982
0.4	#7CAE00	#7CAE00	0.450563296001736	0.793463359830476
0.4	#7CAE00	#7CAE00	0.474192707519141	0.621509097034452
0.4	#7CAE00	#7CAE00	0.500158369577652	0.717021302620873
0.4	#7CAE00	#7CAE00	0.436556995925659	0.516759949074043
0.4	#7CAE00	#7CAE00	0.292673563861878	0.520596800789769
0.4	#7CAE00	#7CAE00	0.494402660445456	0.578240700546716
0.4	#7CAE00	#7CAE00	0.379752092045869	0.554759493497207
0.4	#7CAE00	#7CAE00	0.348689894060409	0.711820594357543
0.4	#7CAE00	#7CAE00	0.435419983951043	0.512070206300255
0.4	#7CAE00	#7CAE00	0.456653129422835	0.533738073409212
0.4	#7CAE00	#7CAE00	0.487462356065081	0.522480986433963
0.4	#7CAE00	#7CAE00	0.268069699916231	0.502745272571995
0.4	#7CAE00	#7CAE00	0.272558795552561	0.657763069330281
0.4	#7CAE00	#7CAE00	0.291840389188702	0.565759053709435
0.4	#7CAE00	#7CAE00	0.44231406303968	0.624131616928514
0.4	#7CAE00	#7CAE00	0.362592158427262	0.769183823942126
0.4	#7CAE00	#7CAE00	0.335377891737651	0.508348206791566
0.4	#7CAE00	#7CAE00	0.33486131022203	0.633594897015203
0.4	#7CAE00	#7CAE00	0.44739529824911	0.681557422190199
0.4	#7CAE00	#7CAE00	0.47967872201721	0.522773321859724
0.4	#7CAE00	#7CAE00	0.481479389566564	0.49917584798879
0.4	#7CAE00	#7CAE00	0.234809977312173	0.731955009350892
0.4	#7CAE00	#7CAE00	0.347215368030746	0.618139871570985
0.4	#7CAE00	#7CAE00	0.39753420868423	0.631433820368719
