colour	fill	size	x	y
#F8766D	#F8766D	2.16	0.587063595276924	0.499109510145534
#F8766D	#F8766D	3.15	0.496174840708679	0.68807201037383
#F8766D	#F8766D	3.28	0.614898684173576	0.649760140971708
#F8766D	#F8766D	2.76	0.596013675458101	0.599386028612027
#F8766D	#F8766D	2.43	0.561495860075062	0.585700956386322
#F8766D	#F8766D	2.34	0.55530982204939	0.579365522873267
#F8766D	#F8766D	1.2	0.479361713649082	0.495200055047337
#F8766D	#F8766D	4.05	0.531277922579478	0.771667500412622
#F8766D	#F8766D	1.83	0.501608053832626	0.552876237588815
#F8766D	#F8766D	4.52	0.493160778766476	0.823629703435809
#F8766D	#F8766D	3.76	0.617690910844692	0.706639688507863
#F8766D	#F8766D	2.32	0.587133456994215	0.540169605053326
#F8766D	#F8766D	1.72	0.503341046345644	0.540450333860042
#F8766D	#F8766D	5.71	0.864225487335848	0.725758408846959
#F8766D	#F8766D	2.26	0.578102699366514	0.543825745888911
#F8766D	#F8766D	1.75	0.550219899246881	0.474686519004396
#F8766D	#F8766D	3.74	0.694205883918802	0.632410201128265
#F8766D	#F8766D	1.83	0.523933661908033	0.540535020710079
#F8766D	#F8766D	2.33	0.508621946837219	0.603132101733856
#F8766D	#F8766D	3.1	0.666299610289724	0.553123530815097
#F8766D	#F8766D	1.3	0.505389472664898	0.47733688816478
#F8766D	#F8766D	1.16	0.490207071777541	0.479037497128555
#F8766D	#F8766D	2.74	0.610016275248493	0.580621039117203
#F8766D	#F8766D	3.94	0.690013189318955	0.668531969584012
#F8766D	#F8766D	2.38	0.517012015484885	0.605098779416803
#F8766D	#F8766D	2.15	0.575428893917751	0.526930332596089
#F8766D	#F8766D	2.06	0.552906453417945	0.543971634371238
#F8766D	#F8766D	2.93	0.633610489658579	0.578844284452709
#F8766D	#F8766D	3.01	0.527483530910217	0.667406319056673
#F8766D	#F8766D	2.72	0.530535349574922	0.635624605977586
#F8766D	#F8766D	3.96	0.761155502303966	0.531789461639011
#F8766D	#F8766D	2.3	0.548892821454333	0.579550520594434
#F8766D	#F8766D	1.49	0.509849775688498	0.507499383022566
#F8766D	#F8766D	2.67	0.519209243079817	0.634228269426863
#F8766D	#F8766D	2.09	0.576311184996373	0.51184946149943
#F8766D	#F8766D	1.49	0.496317908975122	0.518895137887421
#F8766D	#F8766D	2.93	0.665391656029007	0.490868516110718
#F8766D	#F8766D	1.41	0.485819865293817	0.515716312917885
#F8766D	#F8766D	3.13	0.536430410774773	0.676420326107207
#F8766D	#F8766D	3.6	0.6255779804395	0.681609167169478
#F8766D	#F8766D	2.76	0.588253274573128	0.605945256796131
#F8766D	#F8766D	1.84	0.476841029216051	0.560342604859644
#F8766D	#F8766D	1.49	0.503032286252621	0.514005035618501
#F8766D	#F8766D	1.54	0.526903876327428	0.488367025899017
#F8766D	#F8766D	2.42	0.588554536412207	0.556779604214188
#F8766D	#F8766D	1.07	0.470664366698613	0.484869468500026
#F8766D	#F8766D	2.9	0.547690343190939	0.648163047990002
#F8766D	#F8766D	2.27	0.602173104907766	0.471990350795825
#F8766D	#F8766D	2.52	0.528061360109025	0.615613822582256
#F8766D	#F8766D	2.15	0.516578854059196	0.58069487572318
#F8766D	#F8766D	3.17	0.689560391711032	0.483495226615167
#F8766D	#F8766D	2.24	0.589045067515435	0.519781251624621
#F8766D	#F8766D	1.56	0.531321395974426	0.475821862121011
#F8766D	#F8766D	2.77	0.48698622010554	0.651269581347411
#F8766D	#F8766D	3.88	0.681646929012184	0.668056991727336
#F8766D	#F8766D	3.16	0.482592051848676	0.690167718252564
#F8766D	#F8766D	1.78	0.49243532587522	0.551430803223349
#F8766D	#F8766D	3.9	0.608842521339482	0.726887177721639
#F8766D	#F8766D	4.65	0.758342999786291	0.694658976496172
#F8766D	#F8766D	3.84	0.749705413491336	0.532555502655706
#F8766D	#F8766D	2.55	0.628079802724096	0.489022593009818
#F8766D	#F8766D	2.02	0.47955250107064	0.577562175492322
#F8766D	#F8766D	1.35	0.48711569256841	0.508369773118189
#F8766D	#F8766D	2.94	0.665616916785058	0.501354053918756
#F8766D	#F8766D	3.82	0.515020997989975	0.751872468070611
#F8766D	#F8766D	1.58	0.533795481202737	0.470463067578691
#F8766D	#F8766D	1.69	0.535703778728727	0.505265617406324
#F8766D	#F8766D	2.74	0.554071331136025	0.627130144703692
#F8766D	#F8766D	2.58	0.579448203326403	0.589546219473365
#F8766D	#F8766D	1.88	0.538784788786815	0.533263017120881
#F8766D	#F8766D	3.1	0.518834586859035	0.678980492072353
#F8766D	#F8766D	2.11	0.570194798253799	0.529047947415761
#F8766D	#F8766D	2.75	0.628844924496922	0.553070322451902
#F8766D	#F8766D	3.29	0.700859121717832	0.494557334612214
#F8766D	#F8766D	1.63	0.482943465366795	0.538164570122463
#F8766D	#F8766D	1.98	0.55345970049733	0.530186491961952
#F8766D	#F8766D	2.35	0.575487132971374	0.561570840106066
#F8766D	#F8766D	3.79	0.578331892387757	0.730264829695495
#F8766D	#F8766D	2.13	0.587521698187561	0.479798243339512
#F8766D	#F8766D	3.16	0.653875544178063	0.590188162437119
#F8766D	#F8766D	2.83	0.539597194271164	0.643966782176794
#F8766D	#F8766D	2.36	0.528848025088928	0.598560152263268
#F8766D	#F8766D	2.39	0.609092296233152	0.507308531026674
#F8766D	#F8766D	2	0.561673586707525	0.521355475983367
#F8766D	#F8766D	1.98	0.55158674310725	0.532789171705279
#F8766D	#F8766D	1.41	0.516286578913675	0.478783524168607
#F8766D	#F8766D	1.86	0.534813776822838	0.534781616902534
#F8766D	#F8766D	3.23	0.695748173030162	0.487442319802201
#F8766D	#F8766D	4.72	0.688191388435468	0.772372714988664
#F8766D	#F8766D	2.11	0.535303601026546	0.566580839769238
#F8766D	#F8766D	2.46	0.612524355510592	0.51897415467428
#F8766D	#F8766D	3.68	0.588471617359185	0.713801640327171
#F8766D	#F8766D	1.44	0.507055163713428	0.504655500496889
#F8766D	#F8766D	2.39	0.555238285823392	0.586475570324409
#F8766D	#F8766D	1.06	0.481209489587909	0.475314883777127
#F8766D	#F8766D	4.18	0.644630740716948	0.737557425092446
#F8766D	#F8766D	2.07	0.557567000742319	0.540899799877672
#F8766D	#F8766D	2.83	0.562397867855917	0.632373360084652
#F8766D	#F8766D	4.37	0.477156957243388	0.809180572474661
#F8766D	#F8766D	1.26	0.491612031485503	0.495059011569232
#F8766D	#F8766D	2.84	0.554051909369316	0.638278409082345
#F8766D	#F8766D	4.32	0.69728839260792	0.71416192829638
#F8766D	#F8766D	1.28	0.468548310488584	0.505550912083496
#F8766D	#F8766D	2.76	0.64608215698447	0.505017436527471
#F8766D	#F8766D	2.59	0.63106673519501	0.493177742004945
#F8766D	#F8766D	1.95	0.544861134652031	0.536337657166102
#F8766D	#F8766D	1.72	0.499676553728958	0.542634410964171
#F8766D	#F8766D	5.85	0.954545454545454	0.47302291235209
#F8766D	#F8766D	2.63	0.635477730950989	0.492557490317044
#F8766D	#F8766D	1.8	0.533348663278831	0.528240743520505
#F8766D	#F8766D	3.43	0.507745457636484	0.713275932032639
#F8766D	#F8766D	2.49	0.5933687848259	0.560619849605182
#F8766D	#F8766D	3.53	0.725090980225977	0.487963145939274
#F8766D	#F8766D	3.26	0.681639953243565	0.557927704856333
#F8766D	#F8766D	2.51	0.492481558579146	0.624937541457217
#F8766D	#F8766D	4.13	0.653535441956925	0.725524560236291
#F8766D	#F8766D	3.77	0.702403234573612	0.625676687334219
#F8766D	#F8766D	2.84	0.555169082473886	0.638150452755043
#F8766D	#F8766D	4.02	0.749562635765993	0.589546824535042
#F8766D	#F8766D	2.36	0.501363214905118	0.608016565895878
#F8766D	#F8766D	1.4	0.515476557201991	0.475502477108532
#F8766D	#F8766D	2.19	0.576149759296994	0.533414487059904
#F8766D	#F8766D	2.52	0.573899295765669	0.586482767040554
#F8766D	#F8766D	2.46	0.571575890984215	0.581892346340658
#F8766D	#F8766D	1.64	0.53047401268252	0.505643117599914
#F8766D	#F8766D	1.56	0.496548720806323	0.52663387366673
#F8766D	#F8766D	2.55	0.524308359300558	0.620176527106025
#F8766D	#F8766D	2.18	0.481032580008572	0.593107931553782
#F8766D	#F8766D	2.15	0.589523716529299	0.480987798108133
#F8766D	#F8766D	1.75	0.503339313888096	0.543735860909425
#F8766D	#F8766D	1.63	0.536384314866308	0.488497196855569
#F8766D	#F8766D	1.72	0.522037109039258	0.527398258561402
#F8766D	#F8766D	2.25	0.598826185786077	0.484036462023512
#F8766D	#F8766D	2.41	0.615003423335597	0.484392164393153
#F8766D	#F8766D	4.8	0.635357484410906	0.812675720641893
#F8766D	#F8766D	2.24	0.508092951724959	0.593498765370587
#F8766D	#F8766D	2.53	0.608081521098562	0.545607713452644
#F8766D	#F8766D	3.33	0.595330724904442	0.670299382663662
#F8766D	#F8766D	1.37	0.487188203498	0.510602073137803
#F8766D	#F8766D	2.87	0.658709379522427	0.49507826207307
#F8766D	#F8766D	1.27	0.502863126386996	0.470389250868148
#F8766D	#F8766D	2.22	0.523802039758971	0.585912500009877
#F8766D	#F8766D	2.08	0.573866780888262	0.515113407564943
#F8766D	#F8766D	1.29	0.490193793599892	0.49954352492983
#F8766D	#F8766D	2.17	0.54958813248974	0.562616864270358
#F8766D	#F8766D	3.83	0.610834737756188	0.718230347141696
#F8766D	#F8766D	2.83	0.582676931436133	0.619400289827219
#F8766D	#F8766D	2.39	0.506861425629134	0.60951012702988
#F8766D	#F8766D	3	0.562853478491	0.651274588736457
#F8766D	#F8766D	2.18	0.500504274492407	0.590205490821434
#F8766D	#F8766D	2.65	0.543529340586963	0.622984171646049
#F8766D	#F8766D	1.71	0.487639823243661	0.54596562268652
#F8766D	#F8766D	3.37	0.492082693524441	0.709741199306785
#F8766D	#F8766D	1.87	0.469378085378411	0.563472214426688
#F8766D	#F8766D	1.82	0.516141523240876	0.544412011489394
#F8766D	#F8766D	2.18	0.593084010443659	0.472686843208119
#F8766D	#F8766D	1.95	0.484503184641756	0.569918644118116
#F8766D	#F8766D	2.29	0.582660463341359	0.541936766605247
#F8766D	#F8766D	2.01	0.555684576765718	0.532667621475573
#F8766D	#F8766D	2.97	0.656799242471412	0.544151229601425
#F8766D	#F8766D	2.98	0.659069986984945	0.539949295577787
#F8766D	#F8766D	3.93	0.530463397014368	0.759699772344777
#F8766D	#F8766D	3.9	0.718327980546439	0.624079526493817
#F8766D	#F8766D	3.62	0.728244945786165	0.527974953234115
#F8766D	#F8766D	2.75	0.473834400142031	0.649940839753278
#F8766D	#F8766D	2.71	0.512861743482168	0.639979852586406
#F8766D	#F8766D	2.2	0.59356099146419	0.487533047928398
#F8766D	#F8766D	5.24	0.8781891607187	0.585361095226969
#F8766D	#F8766D	3.84	0.52938477195791	0.750777502403385
#F8766D	#F8766D	1.42	0.483658117002187	0.51748352568603
#F8766D	#F8766D	2.02	0.572711692348006	0.499369421333931
#F8766D	#F8766D	2.15	0.58915419941283	0.482457065534214
#F8766D	#F8766D	1.9	0.510626135442975	0.557150396932036
#F8766D	#F8766D	2.6	0.507675862740413	0.630791817659023
#F8766D	#F8766D	3.43	0.625575055776881	0.660912443819272
#F8766D	#F8766D	2.99	0.481870238484463	0.673579478425035
#F8766D	#F8766D	3.43	0.71349313272606	0.503179741904242
#F8766D	#F8766D	1.78	0.46865024180701	0.55527818005976
#F8766D	#F8766D	2.44	0.520127583446747	0.610556677591676
#F8766D	#F8766D	3	0.673111910281641	0.471138301770326
#F8766D	#F8766D	3.77	0.737026008464231	0.552576081059057
#F8766D	#F8766D	1.02	0.470723349042048	0.480130513227008
#7CAE00	#7CAE00	2.11	0.359157886121753	0.512924483983401
#7CAE00	#7CAE00	2.35	0.345904626344703	0.540253436215145
#7CAE00	#7CAE00	3.32	0.247641626564562	0.554111273894981
#7CAE00	#7CAE00	3.92	0.196903706404569	0.587785237215109
#7CAE00	#7CAE00	2.74	0.341374898078143	0.596643081726285
#7CAE00	#7CAE00	3.03	0.331546944160928	0.626883676985359
#7CAE00	#7CAE00	4.17	0.201951290070265	0.648349451949094
#7CAE00	#7CAE00	1.87	0.377813193212201	0.495717054982875
#7CAE00	#7CAE00	1.65	0.426824202755944	0.528737854351763
#7CAE00	#7CAE00	1.64	0.464965077093869	0.54068286802808
#7CAE00	#7CAE00	2.93	0.279744910222769	0.532532129401143
#7CAE00	#7CAE00	2.97	0.283322282401738	0.552533588005304
#7CAE00	#7CAE00	1.6	0.401094411925341	0.470724117631667
#7CAE00	#7CAE00	3.67	0.346622829614374	0.711441149789615
#7CAE00	#7CAE00	2.74	0.312711736312193	0.560241710214418
#7CAE00	#7CAE00	2.29	0.450129522318522	0.604069659736595
#7CAE00	#7CAE00	2.01	0.425069898634753	0.568106204881574
#7CAE00	#7CAE00	2.61	0.33914242560133	0.57500785325638
#7CAE00	#7CAE00	2.83	0.280501548325067	0.48315471306284
#7CAE00	#7CAE00	2.6	0.342569587022428	0.577160900030872
#7CAE00	#7CAE00	3.16	0.248591636310958	0.492654750428445
#7CAE00	#7CAE00	3.37	0.440935136736102	0.709022429501362
#7CAE00	#7CAE00	6	0.34708058352037	0.954545454545455
#7CAE00	#7CAE00	1.15	0.45743659207092	0.490525437714301
#7CAE00	#7CAE00	1.93	0.427214963410554	0.560286691326935
#7CAE00	#7CAE00	2.09	0.367177591870062	0.52555581600271
#7CAE00	#7CAE00	2.67	0.298493044502043	0.500506206520288
#7CAE00	#7CAE00	2.98	0.465485832496163	0.672702834875533
#7CAE00	#7CAE00	2.05	0.366955697902241	0.517727239278221
#7CAE00	#7CAE00	3.41	0.287643467736454	0.635398408177704
#7CAE00	#7CAE00	2.14	0.348756185224983	0.482736806779782
#7CAE00	#7CAE00	2.46	0.369494208568373	0.58477860092408
#7CAE00	#7CAE00	3.79	0.441371253501652	0.751228243849238
#7CAE00	#7CAE00	3.98	0.281065392427762	0.706498731118113
#7CAE00	#7CAE00	1.26	0.435267583987449	0.475767403972709
#7CAE00	#7CAE00	2.1	0.367302965881009	0.528606245643802
#7CAE00	#7CAE00	2.37	0.362831792933244	0.565841611065442
#7CAE00	#7CAE00	2.4	0.329789286730905	0.515297325431464
#7CAE00	#7CAE00	1.24	0.455767600834121	0.49885576552078
#7CAE00	#7CAE00	2.95	0.439958833865238	0.667300073492372
#7CAE00	#7CAE00	3.08	0.283124092940021	0.574910591992886
#7CAE00	#7CAE00	2.1	0.422323362951137	0.576986753169488
#7CAE00	#7CAE00	2.88	0.348982827140555	0.621859340139924
#7CAE00	#7CAE00	1.48	0.4123789205546	0.469820075662267
#7CAE00	#7CAE00	5.46	0.222254503519461	0.842862772623148
#7CAE00	#7CAE00	3.95	0.311512073033304	0.723232633402296
#7CAE00	#7CAE00	1.94	0.385539930238778	0.527242679067616
#7CAE00	#7CAE00	3.84	0.215731613274267	0.607776932793421
#7CAE00	#7CAE00	1.42	0.464881324598854	0.519201130327904
#7CAE00	#7CAE00	1.82	0.426919267803177	0.54872064063355
#7CAE00	#7CAE00	3.35	0.39309671011846	0.696557493910784
#7CAE00	#7CAE00	3.66	0.204634339508054	0.527482662078882
#7CAE00	#7CAE00	2.26	0.34294179194094	0.513204345512607
#7CAE00	#7CAE00	2.49	0.343398048418267	0.561353974781172
#7CAE00	#7CAE00	2.16	0.387404802617482	0.561704353035044
#7CAE00	#7CAE00	4.98	0.0740408849256926	0.535068181057634
#7CAE00	#7CAE00	1.53	0.408254168419474	0.479423490394061
#7CAE00	#7CAE00	1.96	0.444822308048047	0.569926559710296
#7CAE00	#7CAE00	3.37	0.254812338392387	0.58299209755731
#7CAE00	#7CAE00	1.82	0.46325552090823	0.558398965725633
#7CAE00	#7CAE00	1.29	0.433306792696488	0.482648116379526
#7CAE00	#7CAE00	2.39	0.325573395961326	0.493950296843016
#7CAE00	#7CAE00	2.67	0.295807110888514	0.483352387473824
#7CAE00	#7CAE00	3.5	0.252110626022376	0.604537704824525
#7CAE00	#7CAE00	2.35	0.420958570574152	0.603159409268683
#7CAE00	#7CAE00	1.84	0.395270660804623	0.524866153381382
#7CAE00	#7CAE00	1.8	0.444467543868072	0.553021248543437
#7CAE00	#7CAE00	2.52	0.310119353768648	0.4732293091582
#7CAE00	#7CAE00	2.85	0.278186796144459	0.486356264724684
#7CAE00	#7CAE00	2.24	0.383681563829156	0.568557664331861
#7CAE00	#7CAE00	2.69	0.296958244644558	0.504359038325533
#7CAE00	#7CAE00	3.39	0.22750014834619	0.504473781622581
#7CAE00	#7CAE00	2.97	0.276622983419721	0.534799277841233
#7CAE00	#7CAE00	1.41	0.44912159281329	0.514265696714906
#7CAE00	#7CAE00	2.35	0.345455744243647	0.54029088532358
#7CAE00	#7CAE00	1.94	0.444410675816161	0.567507216724244
#7CAE00	#7CAE00	2.98	0.409423563591061	0.663597178922305
#7CAE00	#7CAE00	2.12	0.43685018850119	0.583519521581747
#7CAE00	#7CAE00	3.2	0.2515346903835	0.528236396883924
#7CAE00	#7CAE00	3.35	0.247318904754993	0.5626153648078
#7CAE00	#7CAE00	1.74	0.459387501733248	0.550100341747898
#7CAE00	#7CAE00	2.09	0.352636774879143	0.479131277427671
#7CAE00	#7CAE00	1.45	0.421981369899507	0.494077909117824
#7CAE00	#7CAE00	2.78	0.318762065248606	0.575943352312592
#7CAE00	#7CAE00	4.3	0.342923664515079	0.778259286691501
#7CAE00	#7CAE00	1.2	0.443430754924799	0.483528086394651
#7CAE00	#7CAE00	1.59	0.450534981940631	0.533277151551493
#7CAE00	#7CAE00	1.75	0.387020423158658	0.482591908499209
#7CAE00	#7CAE00	1.83	0.380922899285895	0.489678909048177
#7CAE00	#7CAE00	3.34	0.232015532479174	0.506947647150396
#7CAE00	#7CAE00	3.31	0.392213607096462	0.692413543727809
#7CAE00	#7CAE00	2.49	0.328634920138634	0.536751000005793
#7CAE00	#7CAE00	3.42	0.2957649565096	0.645985361173428
#7CAE00	#7CAE00	2.33	0.336944852754725	0.515172827122132
#7CAE00	#7CAE00	3.19	0.374849331074134	0.673267219920976
#7CAE00	#7CAE00	4.72	0.361120288679847	0.828194910492958
#7CAE00	#7CAE00	3.99	0.178566314446873	0.556295363319968
#7CAE00	#7CAE00	3.63	0.361353556877673	0.714740668210286
#7CAE00	#7CAE00	2.46	0.381001252539611	0.593734800822808
#7CAE00	#7CAE00	2.63	0.300142467891243	0.488901481384437
#7CAE00	#7CAE00	2.1	0.359060153703703	0.511739528829137
#7CAE00	#7CAE00	1.41	0.423898066765625	0.489506150062595
#7CAE00	#7CAE00	5.62	0.344528611709345	0.915318463421899
#7CAE00	#7CAE00	2.73	0.398145387172272	0.63392345868017
#7CAE00	#7CAE00	3.3	0.399497821476783	0.694064180164952
#7CAE00	#7CAE00	2.4	0.352111798322495	0.557863147701256
#7CAE00	#7CAE00	2.22	0.452836826333164	0.596662470329588
#7CAE00	#7CAE00	3.46	0.37505750102042	0.7023746273959
#7CAE00	#7CAE00	2.7	0.409247210689168	0.635338990978036
#7CAE00	#7CAE00	2.22	0.38983882355476	0.571830157671139
#7CAE00	#7CAE00	4.01	0.332188291882876	0.742022698939028
#7CAE00	#7CAE00	2.52	0.317127556281827	0.516078824127378
#7CAE00	#7CAE00	2.12	0.349446337478772	0.473572499188308
#7CAE00	#7CAE00	3.4	0.249693730936724	0.579106633778187
#7CAE00	#7CAE00	1.21	0.462755630354234	0.49793987753733
#7CAE00	#7CAE00	4.01	0.286998476937302	0.714534174867042
#7CAE00	#7CAE00	2.99	0.297964764264419	0.582953427923118
#7CAE00	#7CAE00	3.62	0.360308538798692	0.712998097357981
#7CAE00	#7CAE00	1.73	0.400416401512054	0.513075676435425
#7CAE00	#7CAE00	2.65	0.371291493560114	0.610090823542807
#7CAE00	#7CAE00	3.26	0.238662002107258	0.490707788688005
#7CAE00	#7CAE00	1.53	0.467514755364613	0.530581941134995
#7CAE00	#7CAE00	1.5	0.412659335477159	0.485357586643324
#7CAE00	#7CAE00	2.9	0.338699410714065	0.615760077116714
#7CAE00	#7CAE00	2.93	0.323845562616101	0.605470033068983
#7CAE00	#7CAE00	2.82	0.365166599604125	0.625889530311783
#7CAE00	#7CAE00	2.67	0.446097550941463	0.640726435675985
#7CAE00	#7CAE00	2.62	0.352575957597929	0.591078626228233
#7CAE00	#7CAE00	4.27	0.190935294362663	0.649237324421096
#7CAE00	#7CAE00	2.19	0.381052725658219	0.560164125365993
#7CAE00	#7CAE00	4.72	0.0957091013593422	0.50519301260161
#7CAE00	#7CAE00	1.73	0.388887390401105	0.479794511266152
#7CAE00	#7CAE00	3.75	0.291594115747899	0.685076578257518
#7CAE00	#7CAE00	2.83	0.282607459511932	0.500410336500437
#7CAE00	#7CAE00	2.3	0.402127884006276	0.589228187921095
#7CAE00	#7CAE00	2.51	0.439954072256158	0.624414586498083
#7CAE00	#7CAE00	2.64	0.299009913412563	0.473845733731927
#7CAE00	#7CAE00	2.65	0.360680399193705	0.60194357620959
#7CAE00	#7CAE00	3.14	0.250292979525084	0.489492895381603
#7CAE00	#7CAE00	1.81	0.462197852583112	0.557940740173205
#7CAE00	#7CAE00	3.64	0.269668168105694	0.649153806496419
#7CAE00	#7CAE00	4.96	0.360542312592455	0.85282031296522
#7CAE00	#7CAE00	3.78	0.380984106725602	0.737308583519068
#7CAE00	#7CAE00	3.15	0.448506729701154	0.688242498407443
#7CAE00	#7CAE00	2.79	0.289847452345492	0.516290512008437
#7CAE00	#7CAE00	3.64	0.213780232251496	0.554201194552356
#7CAE00	#7CAE00	3.2	0.243741516078581	0.481113725456529
#7CAE00	#7CAE00	1.83	0.37908113982776	0.484811723299918
#7CAE00	#7CAE00	2.23	0.346386827707139	0.512076871964648
#7CAE00	#7CAE00	1.51	0.41899048834559	0.501826876147849
#7CAE00	#7CAE00	1.73	0.412967686913134	0.528285289170713
#7CAE00	#7CAE00	3.33	0.275694401889619	0.608636211244159
#7CAE00	#7CAE00	3.66	0.212959450899706	0.558847456840988
#7CAE00	#7CAE00	2.68	0.42832916435971	0.639061171153886
#7CAE00	#7CAE00	2.49	0.461155618019724	0.624853868736018
#7CAE00	#7CAE00	1.84	0.419670774782048	0.546907954654858
#7CAE00	#7CAE00	1.42	0.463155222710884	0.5193651458813
#7CAE00	#7CAE00	5.34	0.0454545454545454	0.573193639488107
#7CAE00	#7CAE00	1.7	0.395295807614361	0.495264023223168
#7CAE00	#7CAE00	4.01	0.1670419842711	0.515595075486342
#7CAE00	#7CAE00	2.66	0.297338536156185	0.489794991781373
#7CAE00	#7CAE00	3.23	0.245336201122495	0.518558597919803
#7CAE00	#7CAE00	4.49	0.18574403890836	0.678644968258195
#7CAE00	#7CAE00	3.31	0.232205591684786	0.472017226233549
#7CAE00	#7CAE00	2.55	0.348244447111536	0.576774435820507
#7CAE00	#7CAE00	2.87	0.330540231897647	0.603925181827238
#7CAE00	#7CAE00	2.87	0.366829363998445	0.633463598182624
#7CAE00	#7CAE00	4.22	0.197847116758494	0.650835737324275
#7CAE00	#7CAE00	4.45	0.330409167519813	0.78910556006663
#7CAE00	#7CAE00	2.18	0.363158615605223	0.535996343187106
#7CAE00	#7CAE00	2.92	0.459486750906228	0.667023920733258
#7CAE00	#7CAE00	1.69	0.398820484369797	0.500292219981485
#7CAE00	#7CAE00	2.42	0.353953043008769	0.563377890134617
#7CAE00	#7CAE00	3.58	0.235410034532326	0.591384979092542
#7CAE00	#7CAE00	1.56	0.40563669066504	0.480529066805852
#7CAE00	#7CAE00	4.44	0.138630273258978	0.578508086461817
#7CAE00	#7CAE00	2.54	0.316912014024799	0.521474231408456
