y,x,PANEL,group
0.657057932536103,0.373278231404959,1,1
0.363736560024322,0.709366396694215,1,1
0.774209609787365,0.309917355371901,1,1
0.439299162411955,0.681818181818182,1,1
0.743743452554173,0.684573008264463,1,1
0.64560980868485,0.257575752066116,1,1
0.28123227651844,0.775482099173554,1,1
0.850738000090838,0.263085404958678,1,1
0.209300651067156,0.62396694214876,1,1
0.64560980868485,0.62396694214876,1,1
0.657057932536103,0.62396694214876,1,1
0.481763703072238,0.601928380165289,1,1
0.712208091662202,0.268595041322314,1,1
0.245985972008344,0.739669421487603,1,1
0.701445501118427,0.296143256198347,1,1
0.409832077620955,0.701101933884298,1,1
0.668362051007801,0.271349867768595,1,1
0.245985972008344,0.651515157024793,1,1
0.754014027991656,0.276859504132231,1,1
0.245985972008344,0.665289256198347,1,1
0.712208091662202,0.5,1,1
0.598300697967666,0.659779619834711,1,1
0.622266533411168,0.27410467768595,1,1
0.481763703072238,0.786501371900826,1,1
0.764168549245573,0.268595041322314,1,1
0.227830494537581,0.62396694214876,1,1
0.754014027991656,0.28787879338843,1,1
0.263781911339006,0.750688710743802,1,1
0.64560980868485,0.62396694214876,1,1
0.722843311279651,0.293388429752066,1,1
0.481763703072238,0.62396694214876,1,1
0.610363504174754,0.62396694214876,1,1
0.634013963033446,0.356749305785124,1,1
0.535431323117214,0.69283747107438,1,1
0.79396129650406,0.659779619834711,1,1
0.522311884725852,0.684573008264463,1,1
0.743743452554173,0.293388429752066,1,1
0.424686392167323,0.698347107438017,1,1
0.679525742013131,0.252066115702479,1,1
0.331637948992199,0.706611570247934,1,1
0.803676694578365,0.230027553719008,1,1
0.298350233493901,0.739669421487603,1,1
0.712208091662202,0.387052347107438,1,1
0.548361986049591,0.574380165289256,1,1
0.586073766918701,0.662534429752066,1,1
0.803676694578365,0.282369140495868,1,1
0.245985972008344,0.681818181818182,1,1
0.743743452554173,0.62396694214876,1,1
0.634013963033446,0.62396694214876,1,1
0.598300697967666,0.62396694214876,1,1
0.573678183233567,0.659779619834711,1,1
0.690552451756219,0.62396694214876,1,1
0.598300697967666,0.646005504132231,1,1
0.668362051007801,0.27410467768595,1,1
0.227830494537581,0.701101933884298,1,1
0.784139717113486,0.285123966942149,1,1
0.298350233493901,0.659779619834711,1,1
0.733354139510757,0.246556479338843,1,1
0.227830494537581,0.698347107438017,1,1
0.657057932536103,0.665289256198347,1,1
0.764168549245573,0.618457305785124,1,1
0.743743452554173,0.687327818181818,1,1
0.622266533411168,0.28787879338843,1,1
0.39472809907265,0.698347107438017,1,1
0.668362051007801,0.668044082644628,1,1
0.764168549245573,0.279614330578512,1,1
0.151302104234109,0.69283747107438,1,1
0.803676694578365,0.458677685950413,1,1
0.573678183233567,0.62396694214876,1,1
0.561109229128449,0.293388429752066,1,1
0.315148209846721,0.62396694214876,1,1
0.657057932536103,0.505509636363636,1,1
0.598300697967666,0.265840214876033,1,1
0.481763703072238,0.72589532231405,1,1
0.64560980868485,0.265840214876033,1,1
0.363736560024322,0.72589532231405,1,1
0.743743452554173,0.723140495867769,1,1
0.573678183233567,0.665289256198347,1,1
0.712208091662202,0.282369140495868,1,1
0.190380677106908,0.786501371900826,1,1
0.712208091662202,0.28787879338843,1,1
0.363736560024322,0.673553719008264,1,1
0.743743452554173,0.65702479338843,1,1
0.522311884725852,0.71212120661157,1,1
0.733354139510757,0.690082644628099,1,1
0.610363504174754,0.72589532231405,1,1
0.586073766918701,0.293388429752066,1,1
0.298350233493901,0.62396694214876,1,1
0.690552451756219,0.62396694214876,1,1
0.803676694578365,0.610192842975206,1,1
0.634013963033446,0.293388429752066,1,1
0.315148209846721,0.706611570247934,1,1
0.832208156620413,0.260330578512397,1,1
0.209300651067156,0.62396694214876,1,1
0.764168549245573,0.417355371900826,1,1
0.453678118275356,0.74517905785124,1,1
0.712208091662202,0.618457305785124,1,1
0.622266533411168,0.285123966942149,1,1
0.439299162411955,0.783746561983471,1,1
0.701445501118427,0.268595041322314,1,1
0.245985972008344,0.756198347107438,1,1
0.722843311279651,0.62396694214876,1,1
0.64560980868485,0.62396694214876,1,1
0.64560980868485,0.62396694214876,1,1
0.679525742013131,0.62396694214876,1,1
0.64560980868485,0.62396694214876,1,1
0.622266533411168,0.62396694214876,1,1
0.598300697967666,0.62396694214876,1,1
0.679525742013131,0.293388429752066,1,1
0.49548405460481,0.62396694214876,1,1
0.712208091662202,0.282369140495868,1,1
0.209300651067156,0.679063355371901,1,1
0.803676694578365,0.238292016528926,1,1
0.190380677106908,0.750688710743802,1,1
0.743743452554173,0.285123966942149,1,1
0.263781911339006,0.736914595041322,1,1
0.64560980868485,0.282369140495868,1,1
0.315148209846721,0.69283747107438,1,1
0.743743452554173,0.315426991735537,1,1
0.28123227651844,0.637741041322314,1,1
0.722843311279651,0.304407719008264,1,1
0.379365920387763,0.62396694214876,1,1
0.754014027991656,0.62396694214876,1,1
0.657057932536103,0.293388429752066,1,1
