time,y,x,lat,long,date,cloudhigh,cloudlow,cloudmid,ozone,pressure,surftemp,temperature,id
1,1,21,-21.2,-63.7130434782609,1995-01-01,22.5,17.5,23.5,258,945,300.1,301.4,21-1
1,1,22,-21.2,-61.2086956521739,1995-01-01,24,18.5,21,258,990,301.9,304.9,22-1
1,1,23,-21.2,-58.704347826087,1995-01-01,36,12,22.5,258,990,298.3,302.3,23-1
1,1,24,-21.2,-56.2,1995-01-01,36.5,12,25,256,970,296.5,300.1,24-1
1,2,1,-18.704347826087,-113.8,1995-01-01,2.5,34,4,258,1000,297.8,296.9,1-2
1,2,2,-18.704347826087,-111.295652173913,1995-01-01,2.5,34,4,258,1000,297.8,296.9,2-2
1,2,3,-18.704347826087,-108.791304347826,1995-01-01,2.5,37,4.5,258,1000,296.9,296.5,3-2
1,2,4,-18.704347826087,-106.286956521739,1995-01-01,1.5,42.5,4.5,254,1000,296.9,296.5,4-2
1,2,5,-18.704347826087,-103.782608695652,1995-01-01,1,47.5,4.5,252,1000,296.9,296,5-2
1,2,6,-18.704347826087,-101.278260869565,1995-01-01,0.5,47,4,254,1000,296.5,295.5,6-2
1,2,7,-18.704347826087,-98.7739130434783,1995-01-01,0.5,44.5,4.5,256,1000,296.5,295,7-2
1,2,8,-18.704347826087,-96.2695652173913,1995-01-01,0.5,45.5,5,254,1000,296,295.5,8-2
1,2,9,-18.704347826087,-93.7652173913043,1995-01-01,0.5,50.5,5,252,1000,295.5,295,9-2
1,2,10,-18.704347826087,-91.2608695652174,1995-01-01,0.5,54.5,6.5,254,1000,294.6,295,10-2
1,2,11,-18.704347826087,-88.7565217391304,1995-01-01,0.5,59,7,254,1000,294.6,294.6,11-2
1,2,12,-18.704347826087,-86.2521739130435,1995-01-01,1.5,60,9,256,1000,294.1,295,12-2
1,2,13,-18.704347826087,-83.7478260869565,1995-01-01,2.5,57,16,254,1000,293.6,294.6,13-2
1,2,14,-18.704347826087,-81.2434782608696,1995-01-01,3,48,23.5,254,1000,293.6,295.5,14-2
1,2,15,-18.704347826087,-78.7391304347826,1995-01-01,3,47,20,254,1000,295,295,15-2
1,2,16,-18.704347826087,-76.2347826086957,1995-01-01,3,46,14,256,1000,295.5,296.5,16-2
1,2,17,-18.704347826087,-73.7304347826087,1995-01-01,3,43.5,12,256,1000,296.5,296.9,17-2
1,2,18,-18.704347826087,-71.2260869565217,1995-01-01,13.5,14,19.5,260,790,294.1,292.2,18-2
1,2,19,-18.704347826087,-68.7217391304348,1995-01-01,31,NA,29.5,254,630,288.8,283.2,19-2
1,2,20,-18.704347826087,-66.2173913043478,1995-01-01,31,NA,29.5,254,630,288.8,283.2,20-2
1,2,21,-18.704347826087,-63.7130434782609,1995-01-01,31.5,6.5,27.5,258,775,291.2,290.2,21-2
1,2,22,-18.704347826087,-61.2086956521739,1995-01-01,26.5,13,24,262,990,298.3,303.2,22-2
1,2,23,-18.704347826087,-58.704347826087,1995-01-01,36,9.5,26.5,260,975,295,301.4,23-2
1,2,24,-18.704347826087,-56.2,1995-01-01,36.5,13,25.5,260,995,298.7,302.3,24-2
1,3,1,-16.2086956521739,-113.8,1995-01-01,3.5,31,3,258,1000,297.8,296.9,1-3
1,3,2,-16.2086956521739,-111.295652173913,1995-01-01,3,37.5,5,254,1000,297.4,296.9,2-3
1,3,3,-16.2086956521739,-108.791304347826,1995-01-01,1.5,41,4.5,254,1000,297.4,296.5,3-3
1,3,4,-16.2086956521739,-106.286956521739,1995-01-01,1,45.5,4,252,1000,296.9,296,4-3
1,3,5,-16.2086956521739,-103.782608695652,1995-01-01,3,46.5,5,252,1000,296.9,296.5,5-3
1,3,6,-16.2086956521739,-101.278260869565,1995-01-01,2.5,49,4.5,252,1000,296.5,296,6-3
1,3,7,-16.2086956521739,-98.7739130434783,1995-01-01,1.5,48,4.5,252,1000,296,295.5,7-3
1,3,8,-16.2086956521739,-96.2695652173913,1995-01-01,1.5,46.5,5,252,1000,295.5,295.5,8-3
1,3,9,-16.2086956521739,-93.7652173913043,1995-01-01,1,49.5,4.5,250,1000,295,295.5,9-3
1,3,10,-16.2086956521739,-91.2608695652174,1995-01-01,1,51,5,252,1000,295,295.5,10-3
1,3,11,-16.2086956521739,-88.7565217391304,1995-01-01,1,51,5,252,1000,295,295.5,11-3
1,3,12,-16.2086956521739,-86.2521739130435,1995-01-01,0.5,55,5.5,254,1000,294.6,295.5,12-3
1,3,13,-16.2086956521739,-83.7478260869565,1995-01-01,1,56.5,11.5,254,1000,294.6,295.5,13-3
1,3,14,-16.2086956521739,-81.2434782608696,1995-01-01,2.5,56,11,254,1000,295,295.5,14-3
1,3,15,-16.2086956521739,-78.7391304347826,1995-01-01,4,48.5,18.5,254,985,295.5,295.5,15-3
1,3,16,-16.2086956521739,-76.2347826086957,1995-01-01,7,41,16,254,1000,296,296.5,16-3
1,3,17,-16.2086956521739,-73.7304347826087,1995-01-01,16,28.5,17.5,256,920,295.5,293.6,17-3
1,3,18,-16.2086956521739,-71.2260869565217,1995-01-01,28.5,10.5,25.5,254,770,289.3,287.3,18-3
1,3,19,-16.2086956521739,-68.7217391304348,1995-01-01,35.5,6.5,28.5,252,690,284.2,282.2,19-3
1,3,20,-16.2086956521739,-66.2173913043478,1995-01-01,39,5,26.5,254,825,288.8,290.2,20-3
1,3,21,-16.2086956521739,-63.7130434782609,1995-01-01,34,7,24.5,256,995,293.6,301,21-3
1,3,22,-16.2086956521739,-61.2086956521739,1995-01-01,31,8.5,32,258,1000,294.1,301,22-3
1,3,23,-16.2086956521739,-58.704347826087,1995-01-01,39,7.5,33,258,995,295,301.9,23-3
1,3,24,-16.2086956521739,-56.2,1995-01-01,45,9.5,28,258,995,296.5,301,24-3
1,4,1,-13.7130434782609,-113.8,1995-01-01,4,34.5,3.5,254,1000,298.3,297.8,1-4
1,4,2,-13.7130434782609,-111.295652173913,1995-01-01,3,36,6.5,256,1000,298.3,297.4,2-4
1,4,3,-13.7130434782609,-108.791304347826,1995-01-01,3,39,6,254,1000,297.4,297.4,3-4
1,4,4,-13.7130434782609,-106.286956521739,1995-01-01,3.5,41,4.5,250,1000,297.4,296.9,4-4
1,4,5,-13.7130434782609,-103.782608695652,1995-01-01,3,44,4,250,1000,297.4,296.9,5-4
1,4,6,-13.7130434782609,-101.278260869565,1995-01-01,2.5,45.5,3,250,1000,296.5,296.5,6-4
1,4,7,-13.7130434782609,-98.7739130434783,1995-01-01,1.5,46.5,2.5,250,1000,296.5,296,7-4
1,4,8,-13.7130434782609,-96.2695652173913,1995-01-01,1,45,3,252,1000,296,296.5,8-4
1,4,9,-13.7130434782609,-93.7652173913043,1995-01-01,2,44,3.5,250,1000,295.5,295.5,9-4
1,4,10,-13.7130434782609,-91.2608695652174,1995-01-01,2,47,5.5,250,1000,295.5,296,10-4
1,4,11,-13.7130434782609,-88.7565217391304,1995-01-01,2,50.5,6.5,252,1000,295.5,296,11-4
1,4,12,-13.7130434782609,-86.2521739130435,1995-01-01,1.5,52,5,254,1000,296,296.5,12-4
1,4,13,-13.7130434782609,-83.7478260869565,1995-01-01,1,52.5,5,252,1000,296.9,296.5,13-4
1,4,14,-13.7130434782609,-81.2434782608696,1995-01-01,1.5,46.5,6.5,256,1000,296.9,296.9,14-4
1,4,15,-13.7130434782609,-78.7391304347826,1995-01-01,4.5,35.5,13.5,256,1000,296,296.5,15-4
1,4,16,-13.7130434782609,-76.2347826086957,1995-01-01,27,11,23.5,260,860,290.2,293.6,16-4
1,4,17,-13.7130434782609,-73.7304347826087,1995-01-01,41,3.5,29.5,248,695,282.2,281.6,17-4
1,4,18,-13.7130434782609,-71.2260869565217,1995-01-01,42.5,4.5,26.5,244,710,283.2,282.2,18-4
1,4,19,-13.7130434782609,-68.7217391304348,1995-01-01,32,6,28,256,980,292.2,299.6,19-4
1,4,20,-13.7130434782609,-66.2173913043478,1995-01-01,33,8,28,256,1000,294.6,302.8,20-4
1,4,21,-13.7130434782609,-63.7130434782609,1995-01-01,39,8.5,30,256,980,293.6,299.2,21-4
1,4,22,-13.7130434782609,-61.2086956521739,1995-01-01,43,7,32,258,970,292.2,298.7,22-4
1,4,23,-13.7130434782609,-58.704347826087,1995-01-01,48,8,27.5,260,985,293.6,299.2,23-4
1,4,24,-13.7130434782609,-56.2,1995-01-01,45.5,9,27.5,264,970,294.6,299.6,24-4
1,5,1,-11.2173913043478,-113.8,1995-01-01,2,34.5,4.5,252,1000,298.3,298.3,1-5
1,5,2,-11.2173913043478,-111.295652173913,1995-01-01,3,32,4.5,252,1000,298.3,297.8,2-5
1,5,3,-11.2173913043478,-108.791304347826,1995-01-01,4,30,3.5,250,1000,298.3,297.4,3-5
1,5,4,-11.2173913043478,-106.286956521739,1995-01-01,3.5,30.5,3.5,250,1000,297.8,296.9,4-5
1,5,5,-11.2173913043478,-103.782608695652,1995-01-01,2,36.5,3.5,252,1000,297.4,296.9,5-5
1,5,6,-11.2173913043478,-101.278260869565,1995-01-01,1,42,2.5,250,1000,297.4,296.9,6-5
1,5,7,-11.2173913043478,-98.7739130434783,1995-01-01,1,46,3,250,1000,296.9,296.9,7-5
1,5,8,-11.2173913043478,-96.2695652173913,1995-01-01,1.5,46,3,250,1000,296.5,296.5,8-5
1,5,9,-11.2173913043478,-93.7652173913043,1995-01-01,2.5,48,3,250,1000,296.5,296.5,9-5
1,5,10,-11.2173913043478,-91.2608695652174,1995-01-01,2.5,48.5,4,250,1000,296.9,296.9,10-5
1,5,11,-11.2173913043478,-88.7565217391304,1995-01-01,2,47,4.5,250,1000,296.9,296.9,11-5
1,5,12,-11.2173913043478,-86.2521739130435,1995-01-01,2,44,4.5,254,1000,297.8,296.9,12-5
1,5,13,-11.2173913043478,-83.7478260869565,1995-01-01,1,44,4,256,1000,298.7,297.8,13-5
1,5,14,-11.2173913043478,-81.2434782608696,1995-01-01,1.5,33,8,252,1000,296.9,298.3,14-5
1,5,15,-11.2173913043478,-78.7391304347826,1995-01-01,14.5,17,24,256,945,293.2,295.5,15-5
1,5,16,-11.2173913043478,-76.2347826086957,1995-01-01,36.5,4,32.5,248,765,283.7,284.2,16-5
1,5,17,-11.2173913043478,-73.7304347826087,1995-01-01,30,6.5,31.5,256,960,290.7,296.9,17-5
1,5,18,-11.2173913043478,-71.2260869565217,1995-01-01,30,7.5,30.5,254,975,291.7,298.3,18-5
1,5,19,-11.2173913043478,-68.7217391304348,1995-01-01,36,6.5,30,256,990,292.2,299.6,19-5
1,5,20,-11.2173913043478,-66.2173913043478,1995-01-01,38.5,7.5,32,254,985,292.2,299.2,20-5
1,5,21,-11.2173913043478,-63.7130434782609,1995-01-01,41.5,7.5,31,258,975,291.7,299.2,21-5
1,5,22,-11.2173913043478,-61.2086956521739,1995-01-01,44,6.5,29,260,980,291.7,299.2,22-5
1,5,23,-11.2173913043478,-58.704347826087,1995-01-01,44,6.5,29,260,980,291.7,299.2,23-5
1,5,24,-11.2173913043478,-56.2,1995-01-01,47.5,7.5,26,256,980,292.7,298.7,24-5
1,6,1,-8.72173913043478,-113.8,1995-01-01,1.5,27,4.5,252,1000,298.7,298.3,1-6
1,6,2,-8.72173913043478,-111.295652173913,1995-01-01,3,26,4.5,250,1000,298.7,297.8,2-6
1,6,3,-8.72173913043478,-108.791304347826,1995-01-01,1.5,30.5,3,248,1000,298.3,297.4,3-6
1,6,4,-8.72173913043478,-106.286956521739,1995-01-01,1,36.5,3,248,1000,298.3,296.9,4-6
1,6,5,-8.72173913043478,-103.782608695652,1995-01-01,1.5,39.5,3,246,1000,297.8,297.4,5-6
1,6,6,-8.72173913043478,-101.278260869565,1995-01-01,1.5,40,4,248,1000,297.8,297.4,6-6
1,6,7,-8.72173913043478,-98.7739130434783,1995-01-01,2.5,42.5,3.5,248,1000,297.8,297.4,7-6
1,6,8,-8.72173913043478,-96.2695652173913,1995-01-01,2.5,43,3,248,1000,297.8,296.9,8-6
1,6,9,-8.72173913043478,-93.7652173913043,1995-01-01,2.5,42.5,4,250,1000,298.3,296.9,9-6
1,6,10,-8.72173913043478,-91.2608695652174,1995-01-01,2.5,40.5,3.5,250,1000,298.3,297.4,10-6
1,6,11,-8.72173913043478,-88.7565217391304,1995-01-01,2.5,40.5,3.5,250,1000,298.3,297.4,11-6
1,6,12,-8.72173913043478,-86.2521739130435,1995-01-01,2.5,39,3.5,252,1000,298.7,297.4,12-6
1,6,13,-8.72173913043478,-83.7478260869565,1995-01-01,1.5,36,4,254,1000,298.3,298.3,13-6
1,6,14,-8.72173913043478,-81.2434782608696,1995-01-01,1,34,8.5,254,1000,298.3,297.8,14-6
1,6,15,-8.72173913043478,-78.7391304347826,1995-01-01,3,24,20,254,995,296,297.4,15-6
1,6,16,-8.72173913043478,-76.2347826086957,1995-01-01,21,7.5,41,252,765,286.8,286.8,16-6
1,6,17,-8.72173913043478,-73.7304347826087,1995-01-01,21.5,10,36,254,995,292.2,298.7,17-6
1,6,18,-8.72173913043478,-71.2260869565217,1995-01-01,26.5,10.5,36,256,1000,293.2,299.6,18-6
1,6,19,-8.72173913043478,-68.7217391304348,1995-01-01,33.5,8,32.5,256,995,293.2,300.1,19-6
1,6,20,-8.72173913043478,-66.2173913043478,1995-01-01,40.5,7.5,30.5,256,1000,292.2,299.6,20-6
1,6,21,-8.72173913043478,-63.7130434782609,1995-01-01,43,6.5,30,258,1000,292.7,300.5,21-6
1,6,22,-8.72173913043478,-61.2086956521739,1995-01-01,44.5,6.5,27.5,256,1000,292.2,300.1,22-6
1,6,23,-8.72173913043478,-58.704347826087,1995-01-01,42.5,7,31.5,262,995,292.2,299.2,23-6
1,6,24,-8.72173913043478,-56.2,1995-01-01,46,6,30,264,990,291.7,298.7,24-6
1,7,1,-6.22608695652174,-113.8,1995-01-01,1.5,25.5,4,250,1000,299.2,298.3,1-7
1,7,2,-6.22608695652174,-111.295652173913,1995-01-01,1,29.5,3,250,1000,298.7,298.3,2-7
1,7,3,-6.22608695652174,-108.791304347826,1995-01-01,1,33,2,246,1000,298.7,297.8,3-7
1,7,4,-6.22608695652174,-106.286956521739,1995-01-01,0.5,32,2,248,1000,298.3,297.8,4-7
1,7,5,-6.22608695652174,-103.782608695652,1995-01-01,0.5,34.5,2.5,246,1000,298.7,297.8,5-7
1,7,6,-6.22608695652174,-101.278260869565,1995-01-01,1,34,3.5,246,1000,298.3,297.4,6-7
1,7,7,-6.22608695652174,-98.7739130434783,1995-01-01,2.5,36.5,4.5,246,1000,298.3,297.8,7-7
1,7,8,-6.22608695652174,-96.2695652173913,1995-01-01,3,42,3.5,246,1000,298.3,297.4,8-7
1,7,9,-6.22608695652174,-93.7652173913043,1995-01-01,2,43,3.5,248,1000,298.3,297.4,9-7
1,7,10,-6.22608695652174,-91.2608695652174,1995-01-01,2,44.5,4.5,248,1000,298.7,297.8,10-7
1,7,11,-6.22608695652174,-88.7565217391304,1995-01-01,1,44.5,5,248,1000,299.6,298.3,11-7
1,7,12,-6.22608695652174,-86.2521739130435,1995-01-01,0.5,42,4,252,1000,299.2,298.3,12-7
1,7,13,-6.22608695652174,-83.7478260869565,1995-01-01,0.5,34,5.5,252,1000,298.7,298.7,13-7
1,7,14,-6.22608695652174,-81.2434782608696,1995-01-01,1,28.5,16,252,1000,296.9,297.8,14-7
1,7,15,-6.22608695652174,-78.7391304347826,1995-01-01,5.5,14.5,43,254,870,290.7,291.7,15-7
1,7,16,-6.22608695652174,-76.2347826086957,1995-01-01,11.5,8.5,42.5,252,965,290.7,296.5,16-7
1,7,17,-6.22608695652174,-73.7304347826087,1995-01-01,17.5,10.5,36.5,252,1000,294.1,299.6,17-7
1,7,18,-6.22608695652174,-71.2260869565217,1995-01-01,28.5,9.5,33.5,254,1000,294.1,300.1,18-7
1,7,19,-6.22608695652174,-68.7217391304348,1995-01-01,32,10,31.5,254,1000,293.2,300.1,19-7
1,7,20,-6.22608695652174,-66.2173913043478,1995-01-01,35.5,8.5,32.5,256,1000,293.2,301,20-7
1,7,21,-6.22608695652174,-63.7130434782609,1995-01-01,35,8.5,33,258,1000,294.1,301,21-7
1,7,22,-6.22608695652174,-61.2086956521739,1995-01-01,36.5,9.5,31,264,1000,293.6,301,22-7
1,7,23,-6.22608695652174,-58.704347826087,1995-01-01,39.5,8.5,32,260,1000,293.2,300.1,23-7
1,7,24,-6.22608695652174,-56.2,1995-01-01,41,7,30.5,262,1000,292.7,300.1,24-7
1,8,1,-3.73043478260869,-113.8,1995-01-01,0.5,29,1.5,248,1000,298.7,298.3,1-8
1,8,2,-3.73043478260869,-111.295652173913,1995-01-01,0,32,1,246,1000,298.7,297.8,2-8
1,8,3,-3.73043478260869,-108.791304347826,1995-01-01,0,38,1,246,1000,298.7,297.4,3-8
1,8,4,-3.73043478260869,-106.286956521739,1995-01-01,0,40.5,2,246,1000,298.7,297.8,4-8
1,8,5,-3.73043478260869,-103.782608695652,1995-01-01,0.5,44.5,4,246,1000,298.3,298.3,5-8
1,8,6,-3.73043478260869,-101.278260869565,1995-01-01,1,46,5,246,1000,298.7,297.8,6-8
1,8,7,-3.73043478260869,-98.7739130434783,1995-01-01,1.5,48.5,7,244,1000,297.8,298.3,7-8
1,8,8,-3.73043478260869,-96.2695652173913,1995-01-01,3,51,6.5,246,1000,298.3,297.8,8-8
1,8,9,-3.73043478260869,-93.7652173913043,1995-01-01,3.5,50,7.5,246,1000,298.7,298.3,9-8
1,8,10,-3.73043478260869,-91.2608695652174,1995-01-01,1.5,47.5,8.5,248,1000,299.6,298.3,10-8
1,8,11,-3.73043478260869,-88.7565217391304,1995-01-01,0.5,47.5,8.5,248,1000,299.6,297.8,11-8
1,8,12,-3.73043478260869,-86.2521739130435,1995-01-01,0,43.5,8,248,1000,298.3,298.7,12-8
1,8,13,-3.73043478260869,-83.7478260869565,1995-01-01,0,36.5,11,250,1000,298.3,297.8,13-8
1,8,14,-3.73043478260869,-81.2434782608696,1995-01-01,1,31.5,26.5,250,1000,296,297.8,14-8
1,8,15,-3.73043478260869,-78.7391304347826,1995-01-01,7,8.5,41,246,865,287.3,288.8,15-8
1,8,16,-3.73043478260869,-76.2347826086957,1995-01-01,13.5,10,37,248,1000,293.6,300.1,16-8
1,8,17,-3.73043478260869,-73.7304347826087,1995-01-01,21.5,9.5,31.5,250,1000,295,300.1,17-8
1,8,18,-3.73043478260869,-71.2260869565217,1995-01-01,25.5,11.5,30,250,1000,294.6,300.1,18-8
1,8,19,-3.73043478260869,-68.7217391304348,1995-01-01,27.5,10.5,30,250,1000,293.6,300.5,19-8
1,8,20,-3.73043478260869,-66.2173913043478,1995-01-01,29,11.5,29,252,1000,294.6,301,20-8
1,8,21,-3.73043478260869,-63.7130434782609,1995-01-01,26.5,10.5,30.5,254,1000,294.6,301.4,21-8
1,8,22,-3.73043478260869,-61.2086956521739,1995-01-01,26.5,11.5,31.5,254,1000,294.1,301.4,22-8
1,8,23,-3.73043478260869,-58.704347826087,1995-01-01,29.5,11,32,258,1000,293.6,301.4,23-8
1,8,24,-3.73043478260869,-56.2,1995-01-01,32,9.5,28.5,258,1000,293.6,301,24-8
1,9,1,-1.23478260869565,-113.8,1995-01-01,0,37,1,248,1000,298.3,297.8,1-9
1,9,2,-1.23478260869565,-111.295652173913,1995-01-01,0,43,0.5,248,1000,298.7,297.4,2-9
1,9,3,-1.23478260869565,-108.791304347826,1995-01-01,0,46.5,1.5,246,1000,298.3,297.8,3-9
1,9,4,-1.23478260869565,-106.286956521739,1995-01-01,0,52,3.5,248,1000,298.3,297.4,4-9
1,9,5,-1.23478260869565,-103.782608695652,1995-01-01,0,50,7,246,1000,298.3,297.4,5-9
1,9,6,-1.23478260869565,-101.278260869565,1995-01-01,0.5,48.5,10,248,1000,298.3,297.8,6-9
1,9,7,-1.23478260869565,-98.7739130434783,1995-01-01,1.5,52.5,8.5,244,1000,298.3,297.4,7-9
1,9,8,-1.23478260869565,-96.2695652173913,1995-01-01,3.5,51,14,246,1000,298.7,297.4,8-9
1,9,9,-1.23478260869565,-93.7652173913043,1995-01-01,3,47.5,19.5,246,1000,299.6,297.4,9-9
1,9,10,-1.23478260869565,-91.2608695652174,1995-01-01,1.5,43,20,246,1000,299.6,299.2,10-9
1,9,11,-1.23478260869565,-88.7565217391304,1995-01-01,1,43,16,246,1000,299.6,298.3,11-9
1,9,12,-1.23478260869565,-86.2521739130435,1995-01-01,0,45,15,248,1000,298.7,298.3,12-9
1,9,13,-1.23478260869565,-83.7478260869565,1995-01-01,0.5,43,20.5,248,1000,298.3,297.8,13-9
1,9,14,-1.23478260869565,-81.2434782608696,1995-01-01,3.5,30,34,248,1000,296.5,298.3,14-9
1,9,15,-1.23478260869565,-78.7391304347826,1995-01-01,7.5,9,40.5,248,840,285.2,287.3,15-9
1,9,16,-1.23478260869565,-76.2347826086957,1995-01-01,11.5,9.5,37,250,1000,292.7,298.7,16-9
1,9,17,-1.23478260869565,-73.7304347826087,1995-01-01,15,10.5,33,250,1000,294.6,298.3,17-9
1,9,18,-1.23478260869565,-71.2260869565217,1995-01-01,20.5,11.5,32,250,1000,294.6,299.2,18-9
1,9,19,-1.23478260869565,-68.7217391304348,1995-01-01,21.5,12,30.5,250,1000,294.1,300.1,19-9
1,9,20,-1.23478260869565,-66.2173913043478,1995-01-01,20,13,27,252,1000,295,300.5,20-9
1,9,21,-1.23478260869565,-63.7130434782609,1995-01-01,14.5,13.5,26,254,1000,295.5,301.9,21-9
1,9,22,-1.23478260869565,-61.2086956521739,1995-01-01,13.5,15.5,30,256,1000,295,301.4,22-9
1,9,23,-1.23478260869565,-58.704347826087,1995-01-01,15.5,13.5,30.5,254,1000,293.6,300.5,23-9
1,9,24,-1.23478260869565,-56.2,1995-01-01,21,13,29,258,1000,294.1,300.5,24-9
1,10,1,1.26086956521739,-113.8,1995-01-01,0.5,43.5,4,248,1000,297.8,298.3,1-10
1,10,2,1.26086956521739,-111.295652173913,1995-01-01,0.5,47,5.5,246,1000,298.3,297.8,2-10
1,10,3,1.26086956521739,-108.791304347826,1995-01-01,0,51,7,246,1000,298.7,297.8,3-10
1,10,4,1.26086956521739,-106.286956521739,1995-01-01,0,54.5,11,248,1000,298.7,297.8,4-10
1,10,5,1.26086956521739,-103.782608695652,1995-01-01,1,52.5,19,246,1000,298.3,298.7,5-10
1,10,6,1.26086956521739,-101.278260869565,1995-01-01,3,47,21.5,246,1000,298.3,298.3,6-10
1,10,7,1.26086956521739,-98.7739130434783,1995-01-01,5,46,20.5,246,1000,298.7,298.3,7-10
1,10,8,1.26086956521739,-96.2695652173913,1995-01-01,8,42,23,248,1000,299.6,298.7,8-10
1,10,9,1.26086956521739,-93.7652173913043,1995-01-01,8,39,31.5,244,1000,300.1,299.6,9-10
1,10,10,1.26086956521739,-91.2608695652174,1995-01-01,8,37,31.5,248,1000,301,299.6,10-10
1,10,11,1.26086956521739,-88.7565217391304,1995-01-01,7.5,36.5,25,246,1000,301,298.7,11-10
1,10,12,1.26086956521739,-86.2521739130435,1995-01-01,5,40.5,26.5,248,1000,300.5,300.1,12-10
1,10,13,1.26086956521739,-83.7478260869565,1995-01-01,4.5,40.5,33,248,1000,299.6,299.2,13-10
1,10,14,1.26086956521739,-81.2434782608696,1995-01-01,11.5,36.5,38,246,1000,298.7,299.2,14-10
1,10,15,1.26086956521739,-78.7391304347826,1995-01-01,15,13.5,35.5,250,940,290.2,294.6,15-10
1,10,16,1.26086956521739,-76.2347826086957,1995-01-01,9,9.5,37,248,905,291.2,294.6,16-10
1,10,17,1.26086956521739,-73.7304347826087,1995-01-01,8.5,10.5,26,250,980,295.5,297.8,17-10
1,10,18,1.26086956521739,-71.2260869565217,1995-01-01,13,9.5,28.5,250,990,295,298.7,18-10
1,10,19,1.26086956521739,-68.7217391304348,1995-01-01,18.5,12.5,26,252,1000,295,299.6,19-10
1,10,20,1.26086956521739,-66.2173913043478,1995-01-01,15.5,13.5,24.5,252,985,295,299.2,20-10
1,10,21,1.26086956521739,-63.7130434782609,1995-01-01,7,15.5,22,254,980,296,299.2,21-10
1,10,22,1.26086956521739,-61.2086956521739,1995-01-01,5,18,24,254,1000,295.5,300.1,22-10
1,10,23,1.26086956521739,-58.704347826087,1995-01-01,5.5,15.5,29.5,252,995,293.2,299.2,23-10
1,10,24,1.26086956521739,-56.2,1995-01-01,7.5,14,33,254,985,292.2,298.3,24-10
1,11,1,3.75652173913044,-113.8,1995-01-01,5.5,44.5,13,248,1000,298.7,299.6,1-11
1,11,2,3.75652173913044,-111.295652173913,1995-01-01,4.5,47,15.5,248,1000,298.7,299.2,2-11
1,11,3,3.75652173913044,-108.791304347826,1995-01-01,5,47.5,18,248,1000,299.2,299.2,3-11
1,11,4,3.75652173913044,-106.286956521739,1995-01-01,5.5,43.5,22,246,1000,298.7,299.6,4-11
1,11,5,3.75652173913044,-103.782608695652,1995-01-01,11,42,25.5,246,1000,299.2,300.1,5-11
1,11,6,3.75652173913044,-101.278260869565,1995-01-01,11.5,40.5,26.5,246,1000,299.6,299.6,6-11
1,11,7,3.75652173913044,-98.7739130434783,1995-01-01,15.5,35.5,25,248,1000,299.6,300.1,7-11
1,11,8,3.75652173913044,-96.2695652173913,1995-01-01,17.5,30.5,23.5,246,1000,299.6,300.1,8-11
1,11,9,3.75652173913044,-93.7652173913043,1995-01-01,17,31,25,248,1000,300.5,300.1,9-11
1,11,10,3.75652173913044,-91.2608695652174,1995-01-01,16,31,29.5,246,1000,300.5,301,10-11
1,11,11,3.75652173913044,-88.7565217391304,1995-01-01,19,32,23.5,246,1000,301,301,11-11
1,11,12,3.75652173913044,-86.2521739130435,1995-01-01,22,31,19.5,248,1000,302.3,301,12-11
