colour	x	ymin	ymax	group
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#00BA38	0.5	0.0454545454545454	0.239967532279073	2
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
#619CFF	0.8125	0.194672866111799	0.954545454545454	3
