x,y,fill,count,density,PANEL,group,xcenter,ycenter,colour,size
0.106060606060606,0.0810688878284501,#3876A8,55,0.055,1,7,0.437999,1060.41923842059,#3876A8,0
0.121212121212121,0.0899452622879162,#3876A8,55,0.055,1,7,0.437999,1060.41923842059,#3876A8,0
0.136363636363636,0.0810688878284501,#3876A8,55,0.055,1,7,0.437999,1060.41923842059,#3876A8,0
0.166666666666667,0.0810688878284501,#4896D3,25,0.025,1,8,0.510999,1060.41923842059,#4896D3,0
0.166666666666667,0.0633161389095178,#4896D3,25,0.025,1,8,0.510999,1060.41923842059,#4896D3,0
0.151515151515152,0.0544397644500517,#4896D3,25,0.025,1,8,0.510999,1060.41923842059,#4896D3,0
0.136363636363636,0.0633161389095178,#4896D3,25,0.025,1,8,0.510999,1060.41923842059,#4896D3,0
0.136363636363636,0.0810688878284501,#4896D3,25,0.025,1,8,0.510999,1060.41923842059,#4896D3,0
0.151515151515152,0.0899452622879162,#4896D3,25,0.025,1,8,0.510999,1060.41923842059,#4896D3,0
0.166666666666667,0.0810688878284501,#4896D3,25,0.025,1,8,0.510999,1060.41923842059,#4896D3,0
0.196969696969697,0.0810688878284501,#51A6E9,10,0.01,1,9,0.583999,1060.41923842059,#51A6E9,0
0.196969696969697,0.0633161389095178,#51A6E9,10,0.01,1,9,0.583999,1060.41923842059,#51A6E9,0
0.181818181818182,0.0544397644500517,#51A6E9,10,0.01,1,9,0.583999,1060.41923842059,#51A6E9,0
0.166666666666667,0.0633161389095178,#51A6E9,10,0.01,1,9,0.583999,1060.41923842059,#51A6E9,0
0.166666666666667,0.0810688878284501,#51A6E9,10,0.01,1,9,0.583999,1060.41923842059,#51A6E9,0
0.181818181818182,0.0899452622879162,#51A6E9,10,0.01,1,9,0.583999,1060.41923842059,#51A6E9,0
0.196969696969697,0.0810688878284501,#51A6E9,10,0.01,1,9,0.583999,1060.41923842059,#51A6E9,0
0.257575757575757,0.0810688878284501,#55B1F7,1,0.001,1,10,0.729999,1060.41923842059,#55B1F7,0
0.257575757575757,0.0633161389095178,#55B1F7,1,0.001,1,10,0.729999,1060.41923842059,#55B1F7,0
0.242424242424242,0.0544397644500517,#55B1F7,1,0.001,1,10,0.729999,1060.41923842059,#55B1F7,0
0.227272727272727,0.0633161389095178,#55B1F7,1,0.001,1,10,0.729999,1060.41923842059,#55B1F7,0
0.227272727272727,0.0810688878284501,#55B1F7,1,0.001,1,10,0.729999,1060.41923842059,#55B1F7,0
0.242424242424242,0.0899452622879162,#55B1F7,1,0.001,1,10,0.729999,1060.41923842059,#55B1F7,0
0.257575757575757,0.0810688878284501,#55B1F7,1,0.001,1,10,0.729999,1060.41923842059,#55B1F7,0
0.121212121212121,0.107806855742889,#54AEF3,3,0.003,1,11,0.401499,1590.62885813088,#54AEF3,0
0.121212121212121,0.0900541068239563,#54AEF3,3,0.003,1,11,0.401499,1590.62885813088,#54AEF3,0
0.106060606060606,0.0811777323644902,#54AEF3,3,0.003,1,11,0.401499,1590.62885813088,#54AEF3,0
0.090909090909091,0.0900541068239563,#54AEF3,3,0.003,1,11,0.401499,1590.62885813088,#54AEF3,0
0.090909090909091,0.107806855742889,#54AEF3,3,0.003,1,11,0.401499,1590.62885813088,#54AEF3,0
0.106060606060606,0.116683230202355,#54AEF3,3,0.003,1,11,0.401499,1590.62885813088,#54AEF3,0
0.121212121212121,0.107806855742889,#54AEF3,3,0.003,1,11,0.401499,1590.62885813088,#54AEF3,0
0.151515151515151,0.107806855742889,#4997D4,24,0.024,1,12,0.474499,1590.62885813088,#4997D4,0
0.151515151515151,0.0900541068239563,#4997D4,24,0.024,1,12,0.474499,1590.62885813088,#4997D4,0
0.136363636363636,0.0811777323644902,#4997D4,24,0.024,1,12,0.474499,1590.62885813088,#4997D4,0
0.121212121212121,0.0900541068239563,#4997D4,24,0.024,1,12,0.474499,1590.62885813088,#4997D4,0
0.121212121212121,0.107806855742889,#4997D4,24,0.024,1,12,0.474499,1590.62885813088,#4997D4,0
0.136363636363636,0.116683230202355,#4997D4,24,0.024,1,12,0.474499,1590.62885813088,#4997D4,0
0.151515151515151,0.107806855742889,#4997D4,24,0.024,1,12,0.474499,1590.62885813088,#4997D4,0
0.181818181818182,0.107806855742889,#3C7DB2,48,0.048,1,13,0.547499,1590.62885813088,#3C7DB2,0
0.181818181818182,0.0900541068239563,#3C7DB2,48,0.048,1,13,0.547499,1590.62885813088,#3C7DB2,0
0.166666666666667,0.0811777323644902,#3C7DB2,48,0.048,1,13,0.547499,1590.62885813088,#3C7DB2,0
0.151515151515152,0.0900541068239563,#3C7DB2,48,0.048,1,13,0.547499,1590.62885813088,#3C7DB2,0
0.151515151515152,0.107806855742889,#3C7DB2,48,0.048,1,13,0.547499,1590.62885813088,#3C7DB2,0
0.166666666666667,0.116683230202355,#3C7DB2,48,0.048,1,13,0.547499,1590.62885813088,#3C7DB2,0
0.181818181818182,0.107806855742889,#3C7DB2,48,0.048,1,13,0.547499,1590.62885813088,#3C7DB2,0
0.212121212121212,0.107806855742889,#50A5E8,11,0.011,1,14,0.620499,1590.62885813088,#50A5E8,0
0.212121212121212,0.0900541068239563,#50A5E8,11,0.011,1,14,0.620499,1590.62885813088,#50A5E8,0
0.196969696969697,0.0811777323644902,#50A5E8,11,0.011,1,14,0.620499,1590.62885813088,#50A5E8,0
0.181818181818182,0.0900541068239563,#50A5E8,11,0.011,1,14,0.620499,1590.62885813088,#50A5E8,0
0.181818181818182,0.107806855742889,#50A5E8,11,0.011,1,14,0.620499,1590.62885813088,#50A5E8,0
0.196969696969697,0.116683230202355,#50A5E8,11,0.011,1,14,0.620499,1590.62885813088,#50A5E8,0
0.212121212121212,0.107806855742889,#50A5E8,11,0.011,1,14,0.620499,1590.62885813088,#50A5E8,0
0.242424242424242,0.107806855742889,#52A9EC,8,0.008,1,15,0.693499,1590.62885813088,#52A9EC,0
0.242424242424242,0.0900541068239563,#52A9EC,8,0.008,1,15,0.693499,1590.62885813088,#52A9EC,0
0.227272727272727,0.0811777323644902,#52A9EC,8,0.008,1,15,0.693499,1590.62885813088,#52A9EC,0
0.212121212121212,0.0900541068239563,#52A9EC,8,0.008,1,15,0.693499,1590.62885813088,#52A9EC,0
0.212121212121212,0.107806855742889,#52A9EC,8,0.008,1,15,0.693499,1590.62885813088,#52A9EC,0
0.227272727272727,0.116683230202355,#52A9EC,8,0.008,1,15,0.693499,1590.62885813088,#52A9EC,0
0.242424242424242,0.107806855742889,#52A9EC,8,0.008,1,15,0.693499,1590.62885813088,#52A9EC,0
0.363636363636364,0.107806855742889,#55B1F7,1,0.001,1,16,0.985499,1590.62885813088,#55B1F7,0
0.363636363636364,0.0900541068239563,#55B1F7,1,0.001,1,16,0.985499,1590.62885813088,#55B1F7,0
0.348484848484848,0.0811777323644902,#55B1F7,1,0.001,1,16,0.985499,1590.62885813088,#55B1F7,0
0.333333333333333,0.0900541068239563,#55B1F7,1,0.001,1,16,0.985499,1590.62885813088,#55B1F7,0
0.333333333333333,0.107806855742889,#55B1F7,1,0.001,1,16,0.985499,1590.62885813088,#55B1F7,0
0.348484848484848,0.116683230202355,#55B1F7,1,0.001,1,16,0.985499,1590.62885813088,#55B1F7,0
0.363636363636364,0.107806855742889,#55B1F7,1,0.001,1,16,0.985499,1590.62885813088,#55B1F7,0
0.166666666666667,0.134544823657327,#4DA0E0,16,0.016,1,17,0.510999,2120.83847784117,#4DA0E0,0
0.166666666666667,0.116792074738395,#4DA0E0,16,0.016,1,17,0.510999,2120.83847784117,#4DA0E0,0
0.151515151515152,0.107915700278929,#4DA0E0,16,0.016,1,17,0.510999,2120.83847784117,#4DA0E0,0
0.136363636363636,0.116792074738395,#4DA0E0,16,0.016,1,17,0.510999,2120.83847784117,#4DA0E0,0
0.136363636363636,0.134544823657327,#4DA0E0,16,0.016,1,17,0.510999,2120.83847784117,#4DA0E0,0
0.151515151515152,0.143421198116793,#4DA0E0,16,0.016,1,17,0.510999,2120.83847784117,#4DA0E0,0
0.166666666666667,0.134544823657327,#4DA0E0,16,0.016,1,17,0.510999,2120.83847784117,#4DA0E0,0
0.196969696969697,0.134544823657327,#4D9FDF,17,0.017,1,18,0.583999,2120.83847784117,#4D9FDF,0
0.196969696969697,0.116792074738395,#4D9FDF,17,0.017,1,18,0.583999,2120.83847784117,#4D9FDF,0
0.181818181818182,0.107915700278929,#4D9FDF,17,0.017,1,18,0.583999,2120.83847784117,#4D9FDF,0
0.166666666666667,0.116792074738395,#4D9FDF,17,0.017,1,18,0.583999,2120.83847784117,#4D9FDF,0
0.166666666666667,0.134544823657327,#4D9FDF,17,0.017,1,18,0.583999,2120.83847784117,#4D9FDF,0
0.181818181818182,0.143421198116793,#4D9FDF,17,0.017,1,18,0.583999,2120.83847784117,#4D9FDF,0
0.196969696969697,0.134544823657327,#4D9FDF,17,0.017,1,18,0.583999,2120.83847784117,#4D9FDF,0
0.227272727272727,0.134544823657327,#55B1F7,1,0.001,1,19,0.656999,2120.83847784117,#55B1F7,0
0.227272727272727,0.116792074738395,#55B1F7,1,0.001,1,19,0.656999,2120.83847784117,#55B1F7,0
0.212121212121212,0.107915700278929,#55B1F7,1,0.001,1,19,0.656999,2120.83847784117,#55B1F7,0
0.196969696969697,0.116792074738395,#55B1F7,1,0.001,1,19,0.656999,2120.83847784117,#55B1F7,0
0.196969696969697,0.134544823657327,#55B1F7,1,0.001,1,19,0.656999,2120.83847784117,#55B1F7,0
0.212121212121212,0.143421198116793,#55B1F7,1,0.001,1,19,0.656999,2120.83847784117,#55B1F7,0
0.227272727272727,0.134544823657327,#55B1F7,1,0.001,1,19,0.656999,2120.83847784117,#55B1F7,0
0.257575757575757,0.134544823657327,#4D9FDF,17,0.017,1,20,0.729999,2120.83847784117,#4D9FDF,0
0.257575757575757,0.116792074738395,#4D9FDF,17,0.017,1,20,0.729999,2120.83847784117,#4D9FDF,0
0.242424242424242,0.107915700278929,#4D9FDF,17,0.017,1,20,0.729999,2120.83847784117,#4D9FDF,0
0.227272727272727,0.116792074738395,#4D9FDF,17,0.017,1,20,0.729999,2120.83847784117,#4D9FDF,0
0.227272727272727,0.134544823657327,#4D9FDF,17,0.017,1,20,0.729999,2120.83847784117,#4D9FDF,0
0.242424242424242,0.143421198116793,#4D9FDF,17,0.017,1,20,0.729999,2120.83847784117,#4D9FDF,0
0.257575757575757,0.134544823657327,#4D9FDF,17,0.017,1,20,0.729999,2120.83847784117,#4D9FDF,0
0.287878787878788,0.134544823657327,#55AFF5,2,0.002,1,21,0.802999,2120.83847784117,#55AFF5,0
0.287878787878788,0.116792074738395,#55AFF5,2,0.002,1,21,0.802999,2120.83847784117,#55AFF5,0
0.272727272727273,0.107915700278929,#55AFF5,2,0.002,1,21,0.802999,2120.83847784117,#55AFF5,0
0.257575757575758,0.116792074738395,#55AFF5,2,0.002,1,21,0.802999,2120.83847784117,#55AFF5,0
0.257575757575758,0.134544823657327,#55AFF5,2,0.002,1,21,0.802999,2120.83847784117,#55AFF5,0
0.272727272727273,0.143421198116793,#55AFF5,2,0.002,1,21,0.802999,2120.83847784117,#55AFF5,0
0.287878787878788,0.134544823657327,#55AFF5,2,0.002,1,21,0.802999,2120.83847784117,#55AFF5,0
0.318181818181818,0.134544823657327,#55B1F7,1,0.001,1,22,0.875999,2120.83847784117,#55B1F7,0
0.318181818181818,0.116792074738395,#55B1F7,1,0.001,1,22,0.875999,2120.83847784117,#55B1F7,0
0.303030303030303,0.107915700278929,#55B1F7,1,0.001,1,22,0.875999,2120.83847784117,#55B1F7,0
0.287878787878788,0.116792074738395,#55B1F7,1,0.001,1,22,0.875999,2120.83847784117,#55B1F7,0
0.287878787878788,0.134544823657327,#55B1F7,1,0.001,1,22,0.875999,2120.83847784117,#55B1F7,0
0.303030303030303,0.143421198116793,#55B1F7,1,0.001,1,22,0.875999,2120.83847784117,#55B1F7,0
0.318181818181818,0.134544823657327,#55B1F7,1,0.001,1,22,0.875999,2120.83847784117,#55B1F7,0
0.181818181818182,0.161282791571766,#55B1F7,1,0.001,1,23,0.547499,2651.04809755146,#55B1F7,0
0.181818181818182,0.143530042652833,#55B1F7,1,0.001,1,23,0.547499,2651.04809755146,#55B1F7,0
0.166666666666667,0.134653668193367,#55B1F7,1,0.001,1,23,0.547499,2651.04809755146,#55B1F7,0
0.151515151515152,0.143530042652833,#55B1F7,1,0.001,1,23,0.547499,2651.04809755146,#55B1F7,0
0.151515151515152,0.161282791571766,#55B1F7,1,0.001,1,23,0.547499,2651.04809755146,#55B1F7,0
0.166666666666667,0.170159166031232,#55B1F7,1,0.001,1,23,0.547499,2651.04809755146,#55B1F7,0
0.181818181818182,0.161282791571766,#55B1F7,1,0.001,1,23,0.547499,2651.04809755146,#55B1F7,0
0.212121212121212,0.161282791571766,#55B1F7,1,0.001,1,24,0.620499,2651.04809755146,#55B1F7,0
0.212121212121212,0.143530042652833,#55B1F7,1,0.001,1,24,0.620499,2651.04809755146,#55B1F7,0
0.196969696969697,0.134653668193367,#55B1F7,1,0.001,1,24,0.620499,2651.04809755146,#55B1F7,0
0.181818181818182,0.143530042652833,#55B1F7,1,0.001,1,24,0.620499,2651.04809755146,#55B1F7,0
0.181818181818182,0.161282791571766,#55B1F7,1,0.001,1,24,0.620499,2651.04809755146,#55B1F7,0
0.196969696969697,0.170159166031232,#55B1F7,1,0.001,1,24,0.620499,2651.04809755146,#55B1F7,0
0.212121212121212,0.161282791571766,#55B1F7,1,0.001,1,24,0.620499,2651.04809755146,#55B1F7,0
0.242424242424242,0.161282791571766,#4794D0,27,0.027,1,25,0.693499,2651.04809755146,#4794D0,0
0.242424242424242,0.143530042652833,#4794D0,27,0.027,1,25,0.693499,2651.04809755146,#4794D0,0
0.227272727272727,0.134653668193367,#4794D0,27,0.027,1,25,0.693499,2651.04809755146,#4794D0,0
0.212121212121212,0.143530042652833,#4794D0,27,0.027,1,25,0.693499,2651.04809755146,#4794D0,0
0.212121212121212,0.161282791571766,#4794D0,27,0.027,1,25,0.693499,2651.04809755146,#4794D0,0
0.227272727272727,0.170159166031232,#4794D0,27,0.027,1,25,0.693499,2651.04809755146,#4794D0,0
0.242424242424242,0.161282791571766,#4794D0,27,0.027,1,25,0.693499,2651.04809755146,#4794D0,0
0.272727272727273,0.161282791571766,#4FA3E4,13,0.013,1,26,0.766499,2651.04809755146,#4FA3E4,0
0.272727272727273,0.143530042652833,#4FA3E4,13,0.013,1,26,0.766499,2651.04809755146,#4FA3E4,0
0.257575757575758,0.134653668193367,#4FA3E4,13,0.013,1,26,0.766499,2651.04809755146,#4FA3E4,0
0.242424242424243,0.143530042652833,#4FA3E4,13,0.013,1,26,0.766499,2651.04809755146,#4FA3E4,0
0.242424242424243,0.161282791571766,#4FA3E4,13,0.013,1,26,0.766499,2651.04809755146,#4FA3E4,0
0.257575757575758,0.170159166031232,#4FA3E4,13,0.013,1,26,0.766499,2651.04809755146,#4FA3E4,0
0.272727272727273,0.161282791571766,#4FA3E4,13,0.013,1,26,0.766499,2651.04809755146,#4FA3E4,0
0.303030303030303,0.161282791571766,#55AFF5,2,0.002,1,27,0.839499,2651.04809755146,#55AFF5,0
0.303030303030303,0.143530042652833,#55AFF5,2,0.002,1,27,0.839499,2651.04809755146,#55AFF5,0
0.287878787878788,0.134653668193367,#55AFF5,2,0.002,1,27,0.839499,2651.04809755146,#55AFF5,0
0.272727272727273,0.143530042652833,#55AFF5,2,0.002,1,27,0.839499,2651.04809755146,#55AFF5,0
0.272727272727273,0.161282791571766,#55AFF5,2,0.002,1,27,0.839499,2651.04809755146,#55AFF5,0
0.287878787878788,0.170159166031232,#55AFF5,2,0.002,1,27,0.839499,2651.04809755146,#55AFF5,0
0.303030303030303,0.161282791571766,#55AFF5,2,0.002,1,27,0.839499,2651.04809755146,#55AFF5,0
0.333333333333333,0.161282791571766,#55B1F7,1,0.001,1,28,0.912499,2651.04809755146,#55B1F7,0
0.333333333333333,0.143530042652833,#55B1F7,1,0.001,1,28,0.912499,2651.04809755146,#55B1F7,0
0.318181818181818,0.134653668193367,#55B1F7,1,0.001,1,28,0.912499,2651.04809755146,#55B1F7,0
0.303030303030303,0.143530042652833,#55B1F7,1,0.001,1,28,0.912499,2651.04809755146,#55B1F7,0
0.303030303030303,0.161282791571766,#55B1F7,1,0.001,1,28,0.912499,2651.04809755146,#55B1F7,0
0.318181818181818,0.170159166031232,#55B1F7,1,0.001,1,28,0.912499,2651.04809755146,#55B1F7,0
0.333333333333333,0.161282791571766,#55B1F7,1,0.001,1,28,0.912499,2651.04809755146,#55B1F7,0
0.363636363636364,0.161282791571766,#55B1F7,1,0.001,1,29,0.985499,2651.04809755146,#55B1F7,0
0.363636363636364,0.143530042652833,#55B1F7,1,0.001,1,29,0.985499,2651.04809755146,#55B1F7,0
0.348484848484848,0.134653668193367,#55B1F7,1,0.001,1,29,0.985499,2651.04809755146,#55B1F7,0
0.333333333333333,0.143530042652833,#55B1F7,1,0.001,1,29,0.985499,2651.04809755146,#55B1F7,0
0.333333333333333,0.161282791571766,#55B1F7,1,0.001,1,29,0.985499,2651.04809755146,#55B1F7,0
0.348484848484848,0.170159166031232,#55B1F7,1,0.001,1,29,0.985499,2651.04809755146,#55B1F7,0
0.363636363636364,0.161282791571766,#55B1F7,1,0.001,1,29,0.985499,2651.04809755146,#55B1F7,0
0.166666666666667,0.188020759486204,#55B1F7,1,0.001,1,30,0.510999,3181.25771726176,#55B1F7,0
0.166666666666667,0.170268010567272,#55B1F7,1,0.001,1,30,0.510999,3181.25771726176,#55B1F7,0
0.151515151515152,0.161391636107806,#55B1F7,1,0.001,1,30,0.510999,3181.25771726176,#55B1F7,0
0.136363636363636,0.170268010567272,#55B1F7,1,0.001,1,30,0.510999,3181.25771726176,#55B1F7,0
0.136363636363636,0.188020759486204,#55B1F7,1,0.001,1,30,0.510999,3181.25771726176,#55B1F7,0
0.151515151515152,0.19689713394567,#55B1F7,1,0.001,1,30,0.510999,3181.25771726176,#55B1F7,0
0.166666666666667,0.188020759486204,#55B1F7,1,0.001,1,30,0.510999,3181.25771726176,#55B1F7,0
0.227272727272727,0.188020759486204,#54AEF3,3,0.003,1,31,0.656999,3181.25771726176,#54AEF3,0
0.227272727272727,0.170268010567272,#54AEF3,3,0.003,1,31,0.656999,3181.25771726176,#54AEF3,0
0.212121212121212,0.161391636107806,#54AEF3,3,0.003,1,31,0.656999,3181.25771726176,#54AEF3,0
0.196969696969697,0.170268010567272,#54AEF3,3,0.003,1,31,0.656999,3181.25771726176,#54AEF3,0
0.196969696969697,0.188020759486204,#54AEF3,3,0.003,1,31,0.656999,3181.25771726176,#54AEF3,0
0.212121212121212,0.19689713394567,#54AEF3,3,0.003,1,31,0.656999,3181.25771726176,#54AEF3,0
0.227272727272727,0.188020759486204,#54AEF3,3,0.003,1,31,0.656999,3181.25771726176,#54AEF3,0
0.257575757575757,0.188020759486204,#4B9CDB,19,0.019,1,32,0.729999,3181.25771726176,#4B9CDB,0
0.257575757575757,0.170268010567272,#4B9CDB,19,0.019,1,32,0.729999,3181.25771726176,#4B9CDB,0
0.242424242424242,0.161391636107806,#4B9CDB,19,0.019,1,32,0.729999,3181.25771726176,#4B9CDB,0
0.227272727272727,0.170268010567272,#4B9CDB,19,0.019,1,32,0.729999,3181.25771726176,#4B9CDB,0
0.227272727272727,0.188020759486204,#4B9CDB,19,0.019,1,32,0.729999,3181.25771726176,#4B9CDB,0
0.242424242424242,0.19689713394567,#4B9CDB,19,0.019,1,32,0.729999,3181.25771726176,#4B9CDB,0
0.257575757575757,0.188020759486204,#4B9CDB,19,0.019,1,32,0.729999,3181.25771726176,#4B9CDB,0
0.287878787878788,0.188020759486204,#52A9EC,8,0.008,1,33,0.802999,3181.25771726176,#52A9EC,0
0.287878787878788,0.170268010567272,#52A9EC,8,0.008,1,33,0.802999,3181.25771726176,#52A9EC,0
0.272727272727273,0.161391636107806,#52A9EC,8,0.008,1,33,0.802999,3181.25771726176,#52A9EC,0
0.257575757575758,0.170268010567272,#52A9EC,8,0.008,1,33,0.802999,3181.25771726176,#52A9EC,0
0.257575757575758,0.188020759486204,#52A9EC,8,0.008,1,33,0.802999,3181.25771726176,#52A9EC,0
0.272727272727273,0.19689713394567,#52A9EC,8,0.008,1,33,0.802999,3181.25771726176,#52A9EC,0
0.287878787878788,0.188020759486204,#52A9EC,8,0.008,1,33,0.802999,3181.25771726176,#52A9EC,0
0.318181818181818,0.188020759486204,#52A9EC,8,0.008,1,34,0.875999,3181.25771726176,#52A9EC,0
0.318181818181818,0.170268010567272,#52A9EC,8,0.008,1,34,0.875999,3181.25771726176,#52A9EC,0
0.303030303030303,0.161391636107806,#52A9EC,8,0.008,1,34,0.875999,3181.25771726176,#52A9EC,0
0.287878787878788,0.170268010567272,#52A9EC,8,0.008,1,34,0.875999,3181.25771726176,#52A9EC,0
0.287878787878788,0.188020759486204,#52A9EC,8,0.008,1,34,0.875999,3181.25771726176,#52A9EC,0
0.303030303030303,0.19689713394567,#52A9EC,8,0.008,1,34,0.875999,3181.25771726176,#52A9EC,0
0.318181818181818,0.188020759486204,#52A9EC,8,0.008,1,34,0.875999,3181.25771726176,#52A9EC,0
0.348484848484848,0.188020759486204,#54AEF3,3,0.003,1,35,0.948999,3181.25771726176,#54AEF3,0
0.348484848484848,0.170268010567272,#54AEF3,3,0.003,1,35,0.948999,3181.25771726176,#54AEF3,0
0.333333333333333,0.161391636107806,#54AEF3,3,0.003,1,35,0.948999,3181.25771726176,#54AEF3,0
0.318181818181818,0.170268010567272,#54AEF3,3,0.003,1,35,0.948999,3181.25771726176,#54AEF3,0
0.318181818181818,0.188020759486204,#54AEF3,3,0.003,1,35,0.948999,3181.25771726176,#54AEF3,0
0.333333333333333,0.19689713394567,#54AEF3,3,0.003,1,35,0.948999,3181.25771726176,#54AEF3,0
0.348484848484848,0.188020759486204,#54AEF3,3,0.003,1,35,0.948999,3181.25771726176,#54AEF3,0
0.378787878787879,0.188020759486204,#54AEF3,3,0.003,1,36,1.021999,3181.25771726176,#54AEF3,0
0.378787878787879,0.170268010567272,#54AEF3,3,0.003,1,36,1.021999,3181.25771726176,#54AEF3,0
0.363636363636364,0.161391636107806,#54AEF3,3,0.003,1,36,1.021999,3181.25771726176,#54AEF3,0
0.348484848484849,0.170268010567272,#54AEF3,3,0.003,1,36,1.021999,3181.25771726176,#54AEF3,0
0.348484848484849,0.188020759486204,#54AEF3,3,0.003,1,36,1.021999,3181.25771726176,#54AEF3,0
0.363636363636364,0.19689713394567,#54AEF3,3,0.003,1,36,1.021999,3181.25771726176,#54AEF3,0
0.378787878787879,0.188020759486204,#54AEF3,3,0.003,1,36,1.021999,3181.25771726176,#54AEF3,0
