fill,y,x,density,scaled,count,group,PANEL,ymin,ymax
#F8766D,0.0454545454553297,0.0792563600782779,3.26541896371911e-13,8.62700425818644e-13,1.63270948185956e-11,1,1,0.0454545454545455,0.0454545454553297
#F8766D,0.0454545454562418,0.0810354029532112,7.06312294894193e-13,1.86602676206721e-12,3.53156147447097e-11,1,1,0.0454545454545455,0.0454545454562418
#F8766D,0.0454545454581162,0.0828144458281445,1.48671952804166e-12,3.92780707212417e-12,7.43359764020829e-11,1,1,0.0454545454545455,0.0454545454581162
#F8766D,0.0454545454618393,0.0845934887030778,3.03688464642956e-12,8.02323287377788e-12,1.51844232321478e-10,1,1,0.0454545454545455,0.0454545454618393
#F8766D,0.0454545454702683,0.0863725315780111,6.54640195323665e-12,1.72951275636772e-11,3.27320097661833e-10,1,1,0.0454545454545455,0.0454545454702683
#F8766D,0.0454545454882284,0.0881515744529443,1.4024331820535e-11,3.70512855098315e-11,7.01216591026750e-10,1,1,0.0454545454545455,0.0454545454882284
#F8766D,0.0454545455252753,0.0899306173278776,2.94492326252038e-11,7.78027744925568e-11,1.47246163126019e-09,1,1,0.0454545454545455,0.0454545455252753
#F8766D,0.0454545456000496,0.0917096602028109,6.05824756747323e-11,1.60054584549277e-10,3.02912378373662e-09,1,1,0.0454545454545455,0.0454545456000496
#F8766D,0.0454545457476005,0.0934887030777442,1.22017143066126e-10,3.22360598899787e-10,6.10085715330631e-09,1,1,0.0454545454545455,0.0454545457476005
#F8766D,0.0454545460319486,0.0952677459526775,2.40408996931571e-10,6.35143442014198e-10,1.20204498465786e-08,1,1,0.0454545454545455,0.0454545460319486
#F8766D,0.0454545465663654,0.0970467888276108,4.62920103847909e-10,1.22300193373886e-09,2.31460051923955e-08,1,1,0.0454545454545455,0.0454545465663654
#F8766D,0.0454545475441658,0.0988258317025441,8.70039515450009e-10,2.29858241407069e-09,4.35019757725004e-08,1,1,0.0454545454545455,0.0454545475441658
#F8766D,0.0454545495192708,0.100604874577477,1.69239912731277e-09,4.47119791980672e-09,8.46199563656387e-08,1,1,0.0454545454545455,0.0454545495192708
#F8766D,0.0454545533212417,0.102383917452411,3.27539712197988e-09,8.65336584141998e-09,1.63769856098994e-07,1,1,0.0454545454545455,0.0454545533212417
#F8766D,0.045454560400527,0.104162960327344,6.22294591309038e-09,1.64405797501556e-08,3.11147295654519e-07,1,1,0.0454545454545455,0.045454560400527
#F8766D,0.0454545733244174,0.105942003202277,1.16039688883274e-08,3.06568590810923e-08,5.80198444416369e-07,1,1,0.0454545454545455,0.0454545733244174
#F8766D,0.0454545964487547,0.10772104607721,2.12320752522061e-08,5.60936301424239e-08,1.0616037626103e-06,1,1,0.0454545454545455,0.0454545964487547
#F8766D,0.0454546369852383,0.109500088952144,3.81099459653066e-08,1.00683762106747e-07,1.90549729826533e-06,1,1,0.0454545454545455,0.0454546369852383
#F8766D,0.0454547065722171,0.111279131827077,6.70833527990124e-08,1.77229438758256e-07,3.35416763995062e-06,1,1,0.0454545454545455,0.0454547065722171
#F8766D,0.0454548234927184,0.11305817470201,1.15764662330177e-07,3.05841990251839e-07,5.78823311650885e-06,1,1,0.0454545454545455,0.0454548234927184
#F8766D,0.0454550346158582,0.114837217576944,2.03668415726007e-07,5.38077444042642e-07,1.01834207863004e-05,1,1,0.0454545454545455,0.0454550346158582
#F8766D,0.0454554015494912,0.116616260451877,3.56445811967093e-07,9.41704440324108e-07,1.78222905983547e-05,1,1,0.0454545454545455,0.0454554015494912
#F8766D,0.0454560184482009,0.11839530332681,6.13299286652132e-07,1.62029302098025e-06,3.06649643326066e-05,1,1,0.0454545454545455,0.0454560184482009
#F8766D,0.0454570371983235,0.120174346201743,1.03746861090609e-06,2.74091815582151e-06,5.18734305453044e-05,1,1,0.0454545454545455,0.0454570371983235
#F8766D,0.0454586897770384,0.121953389076677,1.72554037770288e-06,4.55875474219727e-06,8.62770188851441e-05,1,1,0.0454545454545455,0.0454586897770384
#F8766D,0.0454613232376935,0.12373243195161,2.82201457858183e-06,7.45556146288853e-06,0.000141100728929091,1,1,0.0454545454545455,0.0454613232376935
#F8766D,0.0454654462312727,0.125511474826543,4.53867439691926e-06,1.19908543999355e-05,0.000226933719845963,1,1,0.0454545454545455,0.0454654462312727
#F8766D,0.0454717892839413,0.127290517701477,7.17968351635537e-06,1.89682123354499e-05,0.000358984175817769,1,1,0.0454545454545455,0.0454717892839413
#F8766D,0.0454820409618585,0.12906956057641,1.14480975250385e-05,3.02450580442995e-05,0.000572404876251926,1,1,0.0454545454545455,0.0454820409618585
#F8766D,0.0454981135136946,0.130848603451343,1.8140105015652e-05,4.79248650640961e-05,0.000907005250782599,1,1,0.0454545454545455,0.0454981135136946
#F8766D,0.0455225124073496,0.132627646326276,2.82988888084142e-05,7.47636480845567e-05,0.00141494444042071,1,1,0.0454545454545455,0.0455225124073496
#F8766D,0.0455589547193871,0.13440668920121,4.34721001077626e-05,0.000114850191325781,0.00217360500538813,1,1,0.0454545454545455,0.0455589547193871
#F8766D,0.0456125233393698,0.136185732076143,6.57760634012271e-05,0.000173775673306814,0.00328880317006135,1,1,0.0454545454545455,0.0456125233393698
#F8766D,0.0456900457647318,0.137964774951076,9.80534924305682e-05,0.000259050341204954,0.00490267462152841,1,1,0.0454545454545455,0.0456900457647318
#F8766D,0.0458005371205669,0.13974381782601,0.000144057947008371,0.00038059083262362,0.00720289735041857,1,1,0.0454545454545455,0.0458005371205669
#F8766D,0.0459557098013072,0.141522860700943,0.000208666028689277,0.00055128078143791,0.0104333014344638,1,1,0.0454545454545455,0.0459557098013072
#F8766D,0.046180291556999,0.143301903575876,0.000302173444727689,0.000798320712698866,0.0151086722363844,1,1,0.0454545454545455,0.046180291556999
#F8766D,0.0464974499167538,0.145080946450809,0.000434226284925239,0.00114719490842914,0.0217113142462619,1,1,0.0454545454545455,0.0464974499167538
#F8766D,0.0469320223613692,0.146859989325743,0.0006151659443037,0.00162522459750614,0.030758297215185,1,1,0.0454545454545455,0.0469320223613692
#F8766D,0.0475187141420463,0.148639032200676,0.000859442387210233,0.00227058555625096,0.0429721193605117,1,1,0.0454545454545455,0.0475187141420463
#F8766D,0.0482994148388631,0.150418075075609,0.00118449686295721,0.00312935632274945,0.0592248431478607,1,1,0.0454545454545455,0.0482994148388631
#F8766D,0.0493238079838723,0.152197117950543,0.00161101573000502,0.00425618878225947,0.080550786500251,1,1,0.0454545454545455,0.0493238079838723
#F8766D,0.0506498286843076,0.153976160825476,0.00216312099309381,0.00571481155273832,0.10815604965469,1,1,0.0454545454545455,0.0506498286843076
#F8766D,0.0523439269025103,0.155755203700409,0.00286847992312559,0.00757831959276128,0.14342399615628,1,1,0.0454545454545455,0.0523439269025103
#F8766D,0.0545384837349537,0.157534246575342,0.00378221104130627,0.00999233210844907,0.189110552065314,1,1,0.0454545454545455,0.0545384837349537
#F8766D,0.0573238819018917,0.159313289450276,0.00494194632089842,0.0130562700920808,0.247097316044921,1,1,0.0454545454545455,0.0573238819018917
#F8766D,0.0607654475741038,0.161092332325209,0.00637488512816609,0.0168419923315142,0.318744256408305,1,1,0.0454545454545455,0.0607654475741038
#F8766D,0.0649597279050641,0.162871375200142,0.00812122607505535,0.0214557006955705,0.406061303752767,1,1,0.0454545454545455,0.0649597279050641
#F8766D,0.0700034365127192,0.164650418075076,0.0102212370830724,0.0270037801639911,0.51106185415362,1,1,0.0454545454545455,0.0700034365127192
#F8766D,0.0759901665950107,0.166429460950009,0.0127138868479215,0.0335891832545117,0.635694342396074,1,1,0.0454545454545455,0.0759901665950107
#F8766D,0.0830067258010799,0.168208503824942,0.0156353188174022,0.0413073983811878,0.781765940870108,1,1,0.0454545454545455,0.0830067258010799
#F8766D,0.0911291649555862,0.169987546699876,0.0190171977012305,0.0502420814511448,0.950859885061523,1,1,0.0454545454545455,0.0911291649555862
#F8766D,0.100533923210412,0.171766589574809,0.0229329861416841,0.0605873155314528,1.14664930708421,1,1,0.0454545454545455,0.100533923210412
#F8766D,0.111231868489557,0.173545632449742,0.0273872091345175,0.0723550553385126,1.36936045672587,1,1,0.0454545454545455,0.111231868489557
#F8766D,0.123138068132925,0.175324675324675,0.0323445039070136,0.0854518749462178,1.61722519535068,1,1,0.0454545454545455,0.123138068132925
#F8766D,0.136220040930611,0.177103718199609,0.0377913465021672,0.0998420450236718,1.88956732510836,1,1,0.0454545454545455,0.136220040930611
#F8766D,0.150414991054655,0.178882761074542,0.0437015910935184,0.11545649016012,2.18507955467592,1,1,0.0454545454545455,0.150414991054655
#F8766D,0.165630111272935,0.180661803949475,0.0500365962320382,0.132193122400229,2.50182981160191,1,1,0.0454545454545455,0.165630111272935
#F8766D,0.181744108395432,0.182440846824409,0.0567458599847137,0.149918519234975,2.83729299923568,1,1,0.0454545454545455,0.181744108395432
#F8766D,0.198609968669274,0.184219889699342,0.0637681713412794,0.168470965536201,3.18840856706397,1,1,0.0454545454545455,0.198609968669274
#F8766D,0.216088792034243,0.185998932574275,0.0710456975286392,0.187697671237668,3.55228487643196,1,1,0.0454545454545455,0.216088792034243
#F8766D,0.23393398763916,0.187777975449208,0.078475767369245,0.207327386403076,3.92378836846225,1,1,0.0454545454545455,0.23393398763916
#F8766D,0.251909804127378,0.189557018324142,0.0859602228443407,0.227100784540116,4.29801114221703,1,1,0.0454545454545455,0.251909804127378
#F8766D,0.269830973602318,0.191336061199075,0.0934219253536398,0.24681407096255,4.67109626768199,1,1,0.0454545454545455,0.269830973602318
#F8766D,0.287525673291182,0.193115104074008,0.100789334341893,0.2662782406203,5.03946671709466,1,1,0.0454545454545455,0.287525673291182
#F8766D,0.304841419667614,0.194894146948941,0.1079989613904,0.285325561634376,5.39994806952002,1,1,0.0454545454545455,0.304841419667614
#F8766D,0.321649929401639,0.196673189823875,0.114997394134164,0.303814922341803,5.74986970670818,1,1,0.0454545454545455,0.321649929401639
#F8766D,0.337850778761284,0.198452232698808,0.121742819899412,0.321635856637412,6.08714099497058,1,1,0.0454545454545455,0.337850778761284
#F8766D,0.353316428825862,0.200231275573741,0.128182136265242,0.338648071708448,6.4091068132621,1,1,0.0454545454545455,0.353316428825862
#F8766D,0.368004683847515,0.202010318448675,0.134297774505567,0.354805152232267,6.71488872527836,1,1,0.0454545454545455,0.368004683847515
#F8766D,0.381981030600243,0.203789361323608,0.140117000855806,0.370179133660268,7.00585004279029,1,1,0.0454545454545455,0.381981030600243
#F8766D,0.395274057086601,0.205568404198541,0.145651718287508,0.384801462795261,7.28258591437538,1,1,0.0454545454545455,0.395274057086601
#F8766D,0.407928900478531,0.207347447073474,0.150920720225377,0.398721790526384,7.54603601126886,1,1,0.0454545454545455,0.407928900478531
#F8766D,0.420002610060951,0.209126489948408,0.155947759850981,0.412002871067046,7.79738799254907,1,1,0.0454545454545455,0.420002610060951
#F8766D,0.431559827162973,0.210905532823341,0.160759751388211,0.42471580987927,8.03798756941056,1,1,0.0454545454545455,0.431559827162973
#F8766D,0.442669001895573,0.212684575698274,0.165385194894808,0.43693590208513,8.26925974474039,1,1,0.0454545454545455,0.442669001895573
#F8766D,0.453378314995726,0.214463618573208,0.169844151021751,0.448716146495298,8.49220755108757,1,1,0.0454545454545455,0.453378314995726
#F8766D,0.46376871751681,0.216242661448141,0.174170324750124,0.46014558926849,8.7085162375062,1,1,0.0454545454545455,0.46376871751681
#F8766D,0.473941692240843,0.218021704323074,0.178405969702397,0.471335861464927,8.92029848511984,1,1,0.0454545454545455,0.473941692240843
#F8766D,0.483965435922306,0.219800747198008,0.182579480448173,0.482361979514536,9.12897402240866,1,1,0.0454545454545455,0.483965435922306
#F8766D,0.493911837897237,0.221579790072941,0.18672078900946,0.49330302168696,9.33603945047299,1,1,0.0454545454545455,0.493911837897237
#F8766D,0.503858525203149,0.223358832947874,0.19086221637186,0.504244377723464,9.54311081859302,1,1,0.0454545454545455,0.503858525203149
#F8766D,0.513890460874081,0.225137875822807,0.195039137954662,0.515279506961489,9.7519568977331,1,1,0.0454545454545455,0.513890460874081
#F8766D,0.524100861741911,0.226916918697741,0.199290365748862,0.526510947916102,9.9645182874431,1,1,0.0454545454545455,0.524100861741911
#F8766D,0.534618145409446,0.228695961572674,0.203669368025627,0.53807995995039,10.1834684012814,1,1,0.0454545454545455,0.534618145409446
#F8766D,0.54559586766817,0.230475004447607,0.208240079654623,0.550155454434987,10.4120039827311,1,1,0.0454545454545455,0.54559586766817
#F8766D,0.557113232068047,0.23225404732254,0.213035478022081,0.562824555274851,10.651773901104,1,1,0.0454545454545455,0.557113232068047
#F8766D,0.569269899752802,0.234033090197474,0.218097058288642,0.576196889728082,10.9048529144321,1,1,0.0454545454545455,0.569269899752802
#F8766D,0.582150178170012,0.235812133072407,0.223459922911989,0.590365195987013,11.1729961455995,1,1,0.0454545454545455,0.582150178170012
#F8766D,0.595816452989717,0.23759117594734,0.229150046944216,0.605398098288689,11.4575023472108,1,1,0.0454545454545455,0.595816452989717
#F8766D,0.610303138360488,0.239370218822274,0.235181759145457,0.621333452196537,11.7590879572728,1,1,0.0454545454545455,0.610303138360488
#F8766D,0.625611482609964,0.241149261697207,0.2415555792725,0.63817263087096,12.077778963625,1,1,0.0454545454545455,0.625611482609964
#F8766D,0.64174387742152,0.24292830457214,0.24827250313256,0.655918265163672,12.413625156628,1,1,0.0454545454545455,0.64174387742152
#F8766D,0.65862487279437,0.244707347447073,0.255301116176435,0.674487360073807,12.7650558088217,1,1,0.0454545454545455,0.65862487279437
#F8766D,0.676031957659826,0.246486390322007,0.262548773144456,0.693635153425808,13.1274386572228,1,1,0.0454545454545455,0.676031957659826
#F8766D,0.693799541734857,0.24826543319694,0.269946528456253,0.713179495908343,13.4973264228126,1,1,0.0454545454545455,0.693799541734857
#F8766D,0.711742586234786,0.250044476071873,0.277417338905136,0.732916844858264,13.8708669452568,1,1,0.0454545454545455,0.711742586234786
#F8766D,0.729665986934932,0.251823518946807,0.284879970412888,0.752632585628425,14.2439985206444,1,1,0.0454545454545455,0.729665986934932
#F8766D,0.747374523596358,0.25360256182174,0.292253140597308,0.772111975955994,14.6126570298654,1,1,0.0454545454545455,0.747374523596358
#F8766D,0.76468295983154,0.255381604696673,0.299459723977299,0.791151255814694,14.9729861988649,1,1,0.0454545454545455,0.76468295983154
#F8766D,0.78139050087872,0.257160647571607,0.306416117148531,0.809529550966592,15.3208058574265,1,1,0.0454545454545455,0.78139050087872
#F8766D,0.797291915307959,0.25893969044654,0.313036869444522,0.827021106838755,15.6518434722261,1,1,0.0454545454545455,0.797291915307959
#F8766D,0.812382843544382,0.260718733321473,0.319320165701879,0.84362112789882,15.966008285094,1,1,0.0454545454545455,0.812382843544382
#F8766D,0.826632326185735,0.262497776196406,0.325253115587202,0.859295558804308,16.2626557793601,1,1,0.0454545454545455,0.826632326185735
#F8766D,0.840046464389068,0.26427681907134,0.330838259393351,0.874051110827975,16.5419129696675,1,1,0.0454545454545455,0.840046464389068
#F8766D,0.85266306392717,0.266055861946273,0.336091338025519,0.887929370319887,16.8045669012759,1,1,0.0454545454545455,0.85266306392717
#F8766D,0.864544246668808,0.267834904821206,0.341038216698849,0.900998671335689,17.0519108349425,1,1,0.0454545454545455,0.864544246668808
#F8766D,0.875767317849556,0.269613947696139,0.345711082412693,0.913344049634511,17.2855541206346,1,1,0.0454545454545455,0.875767317849556
#F8766D,0.886393871955938,0.271392990571073,0.350135580800015,0.925033259151531,17.5067790400007,1,1,0.0454545454545455,0.886393871955938
#F8766D,0.896466323683105,0.273172033446006,0.354329371748339,0.936112956051415,17.716468587417,1,1,0.0454545454545455,0.896466323683105
#F8766D,0.906084998326081,0.274951076320939,0.358334226945986,0.946693498158689,17.9167113472993,1,1,0.0454545454545455,0.906084998326081
#F8766D,0.915238224072717,0.276730119195873,0.362145286688341,0.956762046479989,18.107264334417,1,1,0.0454545454545455,0.915238224072717
#F8766D,0.923867730543159,0.278509162070806,0.365738289375724,0.966254503597474,18.2869144687862,1,1,0.0454545454545455,0.923867730543159
#F8766D,0.931865670026766,0.280288204945739,0.369068331268219,0.975052237029443,18.4534165634109,1,1,0.0454545454545455,0.931865670026766
#F8766D,0.939074494667943,0.282067247820672,0.372069815350459,0.982981944134737,18.6034907675229,1,1,0.0454545454545455,0.939074494667943
#F8766D,0.945289770626048,0.283846290695606,0.374657623042219,0.989818747688653,18.7328811521109,1,1,0.0454545454545455,0.945289770626048
#F8766D,0.950212908008074,0.285625333570539,0.376707432716105,0.995234198808881,18.8353716358052,1,1,0.0454545454545455,0.950212908008074
#F8766D,0.953340802229001,0.287404376445472,0.378009770501022,0.998674882451902,18.9004885250511,1,1,0.0454545454545455,0.953340802229001
#F8766D,0.954545454545455,0.289183419320406,0.378511342523154,1,18.9255671261577,1,1,0.0454545454545455,0.954545454545455
#F8766D,0.95355011796725,0.290962462195339,0.378096921720227,0.998905129763974,18.9048460860114,1,1,0.0454545454545455,0.95355011796725
#F8766D,0.950110612755366,0.292741505070272,0.376664840811325,0.995121674030902,18.8332420405663,1,1,0.0454545454545455,0.950110612755366
#F8766D,0.944030520490729,0.294520547945206,0.374133318536998,0.988433572539802,18.7066659268499,1,1,0.0454545454545455,0.944030520490729
#F8766D,0.935174587626628,0.296299590820139,0.370446040395543,0.978692046389291,18.5223020197772,1,1,0.0454545454545455,0.935174587626628
#F8766D,0.923479818936187,0.298078633695072,0.365576777538275,0.965827800829805,18.2788388769137,1,1,0.0454545454545455,0.923479818936187
#F8766D,0.908895105944275,0.299857676570005,0.359504250313903,0.949784616538702,17.9752125156952,1,1,0.0454545454545455,0.908895105944275
#F8766D,0.891271168651608,0.301636719444939,0.352166304132193,0.930398285516769,17.6083152066096,1,1,0.0454545454545455,0.891271168651608
#F8766D,0.871243529968895,0.303415762319872,0.343827546886294,0.908367882965785,17.1913773443147,1,1,0.0454545454545455,0.871243529968895
#F8766D,0.849120148567034,0.305194805194805,0.334616201011167,0.884032163423737,16.7308100505583,1,1,0.0454545454545455,0.849120148567034
#F8766D,0.825260042724419,0.306973848069739,0.324681748246411,0.85778604699686,16.2340874123205,1,1,0.0454545454545455,0.825260042724419
#F8766D,0.800056681211925,0.308752890944672,0.314188014224001,0.830062349333118,15.7094007112001,1,1,0.0454545454545455,0.800056681211925
#F8766D,0.77392031926437,0.310531933819605,0.303305813829617,0.801312351190807,15.1652906914809,1,1,0.0454545454545455,0.77392031926437
#F8766D,0.747259963298532,0.312310976694538,0.292205441987965,0.771985959628385,14.6102720993983,1,1,0.0454545454545455,0.747259963298532
#F8766D,0.720470702262399,0.314090019569472,0.281051398911976,0.742517772488639,14.0525699455988,1,1,0.0454545454545455,0.720470702262399
#F8766D,0.694003045880514,0.315869062444405,0.270031259946373,0.713403350468566,13.5015629973186,1,1,0.0454545454545455,0.694003045880514
#F8766D,0.668135710418652,0.317648105319338,0.25926107208589,0.684949281460518,12.9630536042945,1,1,0.0454545454545455,0.668135710418652
#F8766D,0.643064947022908,0.319427148194272,0.248822546943786,0.657371441725199,12.4411273471893,1,1,0.0454545454545455,0.643064947022908
#F8766D,0.618924408095301,0.321206191069205,0.238771332365193,0.630816848904831,11.9385666182596,1,1,0.0454545454545455,0.618924408095301
#F8766D,0.595789737024816,0.322985233944138,0.2291389234189,0.605368710727298,11.456946170945,1,1,0.0454545454545455,0.595789737024816
#F8766D,0.5736860299238,0.324764276819071,0.219935769184401,0.58105463291618,10.9967884592201,1,1,0.0454545454545455,0.5736860299238
#F8766D,0.552597689249392,0.326543319694005,0.21115537543012,0.557857458174331,10.557768771506,1,1,0.0454545454545455,0.552597689249392
#F8766D,0.532489389087161,0.328322362568938,0.202783033770829,0.535738327995877,10.1391516885415,1,1,0.0454545454545455,0.532489389087161
#F8766D,0.513419668604135,0.330101405443871,0.1948431177191,0.514761635464548,9.74215588595502,1,1,0.0454545454545455,0.513419668604135
#F8766D,0.495185223553946,0.331880448318804,0.187250979015378,0.49470374590934,9.36254895076888,1,1,0.0454545454545455,0.495185223553946
#F8766D,0.477753471027387,0.333659491193738,0.179993051358882,0.475528818130125,8.99965256794411,1,1,0.0454545454545455,0.477753471027387
#F8766D,0.461117068622764,0.335438534068671,0.17306627764906,0.45722877548504,8.65331388245301,1,1,0.0454545454545455,0.461117068622764
#F8766D,0.445295840237284,0.337217576943604,0.166478911812851,0.439825424261012,8.32394559064257,1,1,0.0454545454545455,0.445295840237284
#F8766D,0.430335772049635,0.338996619818538,0.160250100769512,0.423369349254598,8.0125050384756,1,1,0.0454545454545455,0.430335772049635
#F8766D,0.416305240832617,0.340775662693471,0.154408314041519,0.407935764915878,7.72041570207594,1,1,0.0454545454545455,0.416305240832617
#F8766D,0.403291449599529,0.342554705568404,0.148989859691471,0.393620594559482,7.44949298457357,1,1,0.0454545454545455,0.403291449599529
#F8766D,0.391581135461285,0.344333748443338,0.144114124293053,0.380739249007413,7.20570621465267,1,1,0.0454545454545455,0.391581135461285
#F8766D,0.381082540514076,0.346112791318271,0.139742903298171,0.369190794565484,6.98714516490856,1,1,0.0454545454545455,0.381082540514076
#F8766D,0.371841033089372,0.347891834193204,0.135895086377683,0.35902513639831,6.79475431888413,1,1,0.0454545454545455,0.371841033089372
#F8766D,0.363865313618696,0.349670877068137,0.132574296064805,0.350251844980565,6.62871480324027,1,1,0.0454545454545455,0.363865313618696
#F8766D,0.35712108256277,0.351449919943071,0.129766251318414,0.342833190819047,6.48831256592071,1,1,0.0454545454545455,0.35712108256277
#F8766D,0.351527149840551,0.353228962818004,0.127437147635276,0.336679864824606,6.37185738176378,1,1,0.0454545454545455,0.351527149840551
#F8766D,0.346954116559428,0.355008005692937,0.125533108171971,0.331649528215371,6.27665540859853,1,1,0.0454545454545455,0.346954116559428
#F8766D,0.343225752208341,0.356787048567871,0.123980757156431,0.327548327429175,6.19903785782153,1,1,0.0454545454545455,0.343225752208341
#F8766D,0.340165178450051,0.358566091442804,0.122706449086075,0.324181696295056,6.13532245430376,1,1,0.0454545454545455,0.340165178450051
#F8766D,0.337368326075239,0.360345134317737,0.121541944704123,0.321105158682763,6.07709723520615,1,1,0.0454545454545455,0.337368326075239
#F8766D,0.334552871602475,0.36212417719267,0.120369695106595,0.318008158762723,6.01848475532973,1,1,0.0454545454545455,0.334552871602475
#F8766D,0.331441409771724,0.363903220067604,0.11907419915235,0.314585550748896,5.95370995761752,1,1,0.0454545454545455,0.331441409771724
#F8766D,0.327770424429667,0.365682262942537,0.117545738603125,0.310547466872634,5.87728693015627,1,1,0.0454545454545455,0.327770424429667
#F8766D,0.323301459900707,0.36746130581747,0.115685029463226,0.305631605890777,5.78425147316128,1,1,0.0454545454545455,0.323301459900707
#F8766D,0.31783115174844,0.369240348692404,0.113407398412223,0.299614266923284,5.67036992061114,1,1,0.0454545454545455,0.31783115174844
#F8766D,0.311199799331077,0.371019391567337,0.110646352095359,0.292319779264185,5.53231760476793,1,1,0.0454545454545455,0.311199799331077
#F8766D,0.303098612026797,0.37279843444227,0.107273321684526,0.283408473229477,5.36366608422632,1,1,0.0454545454545455,0.303098612026797
#F8766D,0.293670975850757,0.374577477317203,0.103348007736133,0.273038073435833,5.16740038680663,1,1,0.0454545454545455,0.293670975850757
#F8766D,0.282973792620591,0.376356520192137,0.0988941020318995,0.26127117188265,4.94470510159498,1,1,0.0454545454545455,0.282973792620591
#F8766D,0.27109709756695,0.37813556306707,0.0939490918634585,0.248206807323645,4.69745459317292,1,1,0.0454545454545455,0.27109709756695
#F8766D,0.25817481731253,0.379914605942003,0.0885687392511415,0.233992299043783,4.42843696255708,1,1,0.0454545454545455,0.25817481731253
#F8766D,0.244377802849826,0.381693648816937,0.0828241801373433,0.218815583134809,4.14120900686716,1,1,0.0454545454545455,0.244377802849826
#F8766D,0.229905952780053,0.38347269169187,0.0767986447987692,0.202896548058058,3.83993223993846,1,1,0.0454545454545455,0.229905952780053
#F8766D,0.21497967457546,0.385251734566803,0.0705839026364651,0.186477642033006,3.52919513182326,1,1,0.0454545454545455,0.21497967457546
#F8766D,0.199844182474016,0.387030777441736,0.0642820516578925,0.169828600721418,3.21410258289462,1,1,0.0454545454545455,0.199844182474016
#F8766D,0.184802077453824,0.38880982031667,0.0580190835557687,0.153282285199207,2.90095417778844,1,1,0.0454545454545455,0.184802077453824
#F8766D,0.170070593341491,0.390588863191603,0.0518854463441793,0.137077652675641,2.59427231720896,1,1,0.0454545454545455,0.170070593341491
#F8766D,0.155842635590043,0.392367906066536,0.0459614586153294,0.121426899149047,2.29807293076647,1,1,0.0454545454545455,0.155842635590043
#F8766D,0.142286123165072,0.39414694894147,0.0403170355256313,0.10651473548158,2.01585177628157,1,1,0.0454545454545455,0.142286123165072
#F8766D,0.129540734537074,0.395925991816403,0.035010333949012,0.0924948079907814,1.7505166974506,1,1,0.0454545454545455,0.129540734537074
#F8766D,0.117715831483696,0.397705034691336,0.0300868880260776,0.0794874146320652,1.50434440130388,1,1,0.0454545454545455,0.117715831483696
#F8766D,0.106889543802589,0.399484077566269,0.0255792280728881,0.0675784981828474,1.2789614036444,1,1,0.0454545454545455,0.106889543802589
