order	level	x	y	piece	group
110	110	0.0736434108527132	0.409090909090909	4	1-004
110	110	0.0665961945031713	0.423514055356035	4	1-004
110	110	0.0663358547623872	0.424242424242424	4	1-004
110	110	0.063953488372093	0.439393939393939	4	1-004
110	110	0.0586680761099366	0.454545454545455	4	1-004
110	110	0.0560253699788584	0.46830704868852	4	1-004
110	110	0.0556810767582987	0.46969696969697	4	1-004
110	110	0.0556810767582987	0.484848484848485	4	1-004
110	110	0.0555172056395173	0.5	4	1-004
110	110	0.0555172056395173	0.515151515151515	4	1-004
110	110	0.0454545454545455	0.529574661416641	4	1-004
110	110	0.0454545454545455	0.637092005250025	5	1-005
110	110	0.0555172056395173	0.651515151515151	5	1-005
110	110	0.0555172056395173	0.666666666666667	5	1-005
110	110	0.0555172056395173	0.681818181818182	5	1-005
110	110	0.0560253699788584	0.683208102826631	5	1-005
110	110	0.0613107822410148	0.696969696969697	5	1-005
110	110	0.0660880301638302	0.712121212121212	5	1-005
110	110	0.0656264821716948	0.727272727272727	5	1-005
110	110	0.0656264821716948	0.742424242424242	5	1-005
110	110	0.0656264821716948	0.757575757575758	5	1-005
110	110	0.0665961945031713	0.758965678584207	5	1-005
110	110	0.0761973066960077	0.772727272727273	5	1-005
110	110	0.0771670190274841	0.774117193735722	5	1-005
110	110	0.0867681312203206	0.787878787878788	5	1-005
110	110	0.0867681312203206	0.803030303030303	5	1-005
110	110	0.0867681312203206	0.818181818181818	5	1-005
110	110	0.087737843551797	0.819571739190268	5	1-005
110	110	0.0973389557446335	0.833333333333333	5	1-005
110	110	0.09830866807611	0.834723254341783	5	1-005
110	110	0.107909780268946	0.848484848484849	5	1-005
110	110	0.108879492600423	0.849874769493298	5	1-005
110	110	0.118480604793259	0.863636363636364	5	1-005
110	110	0.119450317124736	0.865026284644813	5	1-005
110	110	0.129051429317572	0.878787878787879	5	1-005
110	110	0.130021141649049	0.880177799796328	5	1-005
110	110	0.139622253841885	0.893939393939394	5	1-005
110	110	0.140591966173362	0.895329314947844	5	1-005
110	110	0.151162790697674	0.895329314947844	5	1-005
110	110	0.161733615221987	0.895329314947844	5	1-005
110	110	0.1723044397463	0.895329314947844	5	1-005
110	110	0.181905551939137	0.909090909090909	5	1-005
110	110	0.182875264270613	0.909819277977298	5	1-005
110	110	0.193446088794926	0.909819277977298	5	1-005
110	110	0.204016913319239	0.909819277977298	5	1-005
110	110	0.214587737843552	0.909819277977298	5	1-005
110	110	0.225158562367865	0.909819277977298	5	1-005
110	110	0.235729386892178	0.909819277977298	5	1-005
110	110	0.24630021141649	0.909819277977298	5	1-005
110	110	0.256362871601462	0.924242424242424	5	1-005
110	110	0.256871035940803	0.924970793128813	5	1-005
110	110	0.267441860465116	0.924970793128813	5	1-005
110	110	0.278012684989429	0.924615577870881	5	1-005
110	110	0.288583509513742	0.924615577870881	5	1-005
110	110	0.299154334038055	0.924970793128813	5	1-005
110	110	0.309725158562368	0.925632345250874	5	1-005
110	110	0.319326270755204	0.939393939393939	5	1-005
110	110	0.320295983086681	0.940783860402389	5	1-005
110	110	0.329897095279517	0.954545454545455	5	1-005
110	110	0.803030303030303	0.0454545454545455	6	1-006
110	110	0.806553911205074	0.053030303030303	6	1-006
110	110	0.809196617336152	0.0606060606060606	6	1-006
110	110	0.81183932346723	0.0757575757575758	6	1-006
110	110	0.81183932346723	0.0909090909090909	6	1-006
110	110	0.814482029598309	0.106060606060606	6	1-006
110	110	0.817124735729387	0.119822200203672	6	1-006
110	110	0.817469028949947	0.121212121212121	6	1-006
110	110	0.817632900068728	0.136363636363636	6	1-006
110	110	0.822410147991543	0.151515151515152	6	1-006
110	110	0.825052854122622	0.166666666666667	6	1-006
110	110	0.825581395348837	0.181818181818182	6	1-006
110	110	0.8276955602537	0.189393939393939	6	1-006
110	110	0.832980972515856	0.196969696969697	6	1-006
110	110	0.838266384778013	0.204545454545455	6	1-006
110	110	0.843551797040169	0.212121212121212	6	1-006
110	110	0.845313601127555	0.227272727272727	6	1-006
110	110	0.838610677998572	0.242424242424242	6	1-006
110	110	0.838266384778013	0.243814163432692	6	1-006
110	110	0.835623678646934	0.257575757575758	6	1-006
110	110	0.832980972515856	0.272727272727273	6	1-006
110	110	0.831219168428471	0.287878787878788	6	1-006
110	110	0.828203724593041	0.303030303030303	6	1-006
110	110	0.831219168428471	0.318181818181818	6	1-006
110	110	0.835623678646934	0.333333333333333	6	1-006
110	110	0.838266384778013	0.347094927476399	6	1-006
110	110	0.838610677998572	0.348484848484849	6	1-006
110	110	0.843551797040169	0.363636363636364	6	1-006
110	110	0.847327091513138	0.378787878787879	6	1-006
110	110	0.848837209302326	0.392549472930944	6	1-006
110	110	0.849345373641667	0.393939393939394	6	1-006
110	110	0.859408033826639	0.40836254020452	6	1-006
110	110	0.859752327047198	0.409090909090909	6	1-006
110	110	0.869978858350951	0.423748937292955	6	1-006
110	110	0.880549682875264	0.423748937292955	6	1-006
110	110	0.881519395206741	0.424242424242424	6	1-006
110	110	0.891120507399577	0.43800401838549	6	1-006
110	110	0.90169133192389	0.43800401838549	6	1-006
110	110	0.902661044255367	0.439393939393939	6	1-006
110	110	0.902661044255367	0.454545454545455	6	1-006
110	110	0.912262156448203	0.46830704868852	6	1-006
110	110	0.91323186877968	0.46969696969697	6	1-006
110	110	0.91323186877968	0.484848484848485	6	1-006
110	110	0.912262156448203	0.486238405856934	6	1-006
110	110	0.902661044255367	0.5	6	1-006
110	110	0.90169133192389	0.50138992100845	6	1-006
110	110	0.892090219731054	0.515151515151515	6	1-006
110	110	0.891120507399577	0.515645002100984	6	1-006
110	110	0.880549682875264	0.52020202020202	6	1-006
110	110	0.870487022690293	0.53030303030303	6	1-006
110	110	0.869978858350951	0.530796517252499	6	1-006
110	110	0.859752327047198	0.545454545454545	6	1-006
110	110	0.859408033826639	0.546182914340934	6	1-006
110	110	0.849345373641667	0.560606060606061	6	1-006
110	110	0.848837209302326	0.561334429492449	6	1-006
110	110	0.841789992952784	0.575757575757576	6	1-006
110	110	0.838774549117354	0.590909090909091	6	1-006
110	110	0.838266384778013	0.59140257785856	6	1-006
110	110	0.8276955602537	0.595959595959596	6	1-006
110	110	0.817124735729387	0.598484848484849	6	1-006
110	110	0.80752362353655	0.606060606060606	6	1-006
110	110	0.806553911205074	0.607450527069056	6	1-006
110	110	0.796952799012238	0.621212121212121	6	1-006
110	110	0.795983086680761	0.622602042220571	6	1-006
110	110	0.786381974487925	0.636363636363636	6	1-006
110	110	0.785412262156448	0.637753557372086	6	1-006
110	110	0.780126849894292	0.651515151515151	6	1-006
110	110	0.774841437632135	0.656565656565657	6	1-006
110	110	0.769556025369979	0.666666666666667	6	1-006
110	110	0.769556025369979	0.681818181818182	6	1-006
110	110	0.764270613107822	0.686868686868687	6	1-006
110	110	0.758985200845666	0.696969696969697	6	1-006
110	110	0.754044081804069	0.712121212121212	6	1-006
110	110	0.75369978858351	0.712494365749669	6	1-006
110	110	0.743128964059197	0.71969696969697	6	1-006
110	110	0.736081747709655	0.727272727272727	6	1-006
110	110	0.732558139534884	0.734848484848485	6	1-006
110	110	0.729034531360113	0.742424242424242	6	1-006
110	110	0.722331608231131	0.757575757575758	6	1-006
110	110	0.721987315010571	0.758304126462146	6	1-006
110	110	0.711416490486258	0.767676767676768	6	1-006
110	110	0.701815378293422	0.772727272727273	6	1-006
110	110	0.700845665961945	0.773220759676742	6	1-006
110	110	0.699875953630469	0.772727272727273	6	1-006
110	110	0.690274841437632	0.76969696969697	6	1-006
110	110	0.679704016913319	0.768939393939394	6	1-006
110	110	0.670102904720483	0.772727272727273	6	1-006
110	110	0.669133192389006	0.773455641613662	6	1-006
110	110	0.658562367864693	0.774117193735722	6	1-006
110	110	0.648961255671857	0.787878787878788	6	1-006
110	110	0.647991543340381	0.788607156765177	6	1-006
110	110	0.637420718816068	0.789268708887237	6	1-006
110	110	0.627819606623231	0.803030303030303	6	1-006
110	110	0.626849894291755	0.803758671916692	6	1-006
110	110	0.616279069767442	0.804420224038753	6	1-006
110	110	0.606677957574605	0.818181818181818	6	1-006
110	110	0.605708245243129	0.819571739190268	6	1-006
110	110	0.596107133050293	0.833333333333333	6	1-006
110	110	0.595137420718816	0.834723254341783	6	1-006
110	110	0.58553630852598	0.848484848484849	6	1-006
110	110	0.584566596194503	0.849874769493298	6	1-006
110	110	0.574965484001667	0.863636363636364	6	1-006
110	110	0.57399577167019	0.865026284644813	6	1-006
110	110	0.564394659477354	0.878787878787879	6	1-006
110	110	0.563424947145877	0.880177799796328	6	1-006
110	110	0.552854122621565	0.879516247674268	6	1-006
110	110	0.542283298097252	0.880177799796328	6	1-006
110	110	0.531712473572939	0.886363636363636	6	1-006
110	110	0.522111361380102	0.893939393939394	6	1-006
110	110	0.521141649048626	0.894667762825783	6	1-006
110	110	0.510570824524313	0.895329314947844	6	1-006
110	110	0.5	0.895329314947844	6	1-006
110	110	0.490398887807164	0.909090909090909	6	1-006
110	110	0.489429175475687	0.909819277977298	6	1-006
110	110	0.478858350951374	0.909819277977298	6	1-006
110	110	0.468287526427061	0.910480830099359	6	1-006
110	110	0.458686414234225	0.924242424242424	6	1-006
110	110	0.457716701902748	0.925632345250874	6	1-006
110	110	0.447145877378436	0.925632345250874	6	1-006
110	110	0.436575052854123	0.925632345250874	6	1-006
110	110	0.426973940661286	0.939393939393939	6	1-006
110	110	0.42600422832981	0.940783860402389	6	1-006
110	110	0.415433403805497	0.940783860402389	6	1-006
110	110	0.404862579281184	0.940783860402389	6	1-006
110	110	0.394291754756871	0.940783860402389	6	1-006
110	110	0.384690642564035	0.954545454545455	6	1-006
110	110	0.40583229161266	0.0454545454545455	7	1-007
110	110	0.415433403805497	0.059216139597611	7	1-007
110	110	0.416403116136973	0.0606060606060606	7	1-007
110	110	0.42600422832981	0.0681818181818182	7	1-007
110	110	0.436575052854123	0.0681818181818182	7	1-007
110	110	0.447145877378436	0.0707070707070707	7	1-007
110	110	0.457716701902748	0.0750292068711869	7	1-007
110	110	0.458686414234225	0.0757575757575758	7	1-007
110	110	0.468287526427061	0.0833333333333333	7	1-007
110	110	0.477888638619898	0.0757575757575758	7	1-007
110	110	0.478858350951374	0.0743676547491262	7	1-007
110	110	0.488459463144211	0.0606060606060606	7	1-007
110	110	0.489429175475687	0.059216139597611	7	1-007
110	110	0.499030287668524	0.0454545454545455	7	1-007
120	120	0.224650398028524	0.0454545454545455	8	1-008
120	120	0.214587737843552	0.0598776917196717	8	1-008
120	120	0.214079573504211	0.0606060606060606	8	1-008
120	120	0.214079573504211	0.0757575757575758	8	1-008
120	120	0.211064129668781	0.0909090909090909	8	1-008
120	120	0.204016913319239	0.105332237174217	8	1-008
120	120	0.203672620098679	0.106060606060606	8	1-008
120	120	0.200493305144468	0.121212121212121	8	1-008
120	120	0.198731501057082	0.136363636363636	8	1-008
120	120	0.196969696969697	0.151515151515152	8	1-008
120	120	0.193446088794926	0.165276745658217	8	1-008
120	120	0.193101795574366	0.166666666666667	8	1-008
120	120	0.18816067653277	0.181818181818182	8	1-008
120	120	0.182875264270613	0.189393939393939	8	1-008
120	120	0.177589852008457	0.196969696969697	8	1-008
120	120	0.1723044397463	0.204545454545455	8	1-008
120	120	0.167019027484144	0.212121212121212	8	1-008
120	120	0.161733615221987	0.21969696969697	8	1-008
120	120	0.158210007047216	0.227272727272727	8	1-008
120	120	0.151162790697674	0.237373737373737	8	1-008
120	120	0.149048625792812	0.242424242424242	8	1-008
120	120	0.144820295983087	0.257575757575758	8	1-008
120	120	0.140591966173362	0.271998903840884	8	1-008
120	120	0.140331626432577	0.272727272727273	8	1-008
120	120	0.135306553911205	0.287878787878788	8	1-008
120	120	0.130021141649049	0.302301934143914	8	1-008
120	120	0.129676848428489	0.303030303030303	8	1-008
120	120	0.123678646934461	0.318181818181818	8	1-008
120	120	0.119450317124736	0.332604964446944	8	1-008
120	120	0.119189977383952	0.333333333333333	8	1-008
120	120	0.114164904862579	0.348484848484849	8	1-008
120	120	0.108879492600423	0.362907994749975	8	1-008
120	120	0.108670189860381	0.363636363636364	8	1-008
120	120	0.10676532769556	0.378787878787879	8	1-008
120	120	0.103594080338266	0.393939393939394	8	1-008
120	120	0.100951374207188	0.409090909090909	8	1-008
120	120	0.09830866807611	0.416666666666667	8	1-008
120	120	0.094785059901339	0.424242424242424	8	1-008
120	120	0.087737843551797	0.434343434343434	8	1-008
120	120	0.0850951374207188	0.439393939393939	8	1-008
120	120	0.0824524312896406	0.454545454545455	8	1-008
120	120	0.0850951374207188	0.46969696969697	8	1-008
120	120	0.0798097251585624	0.484848484848485	8	1-008
120	120	0.0771670190274841	0.49861007899155	8	1-008
120	120	0.0769920225880553	0.5	8	1-008
120	120	0.0754052149400987	0.515151515151515	8	1-008
120	120	0.0736434108527132	0.53030303030303	8	1-008
120	120	0.0701198026779422	0.545454545454545	8	1-008
120	120	0.0683579985905567	0.560606060606061	8	1-008
120	120	0.0681063122923588	0.575757575757576	8	1-008
120	120	0.0665961945031713	0.583333333333333	8	1-008
120	120	0.0644820295983087	0.590909090909091	8	1-008
120	120	0.0648343904157858	0.606060606060606	8	1-008
120	120	0.0664211980637424	0.621212121212121	8	1-008
120	120	0.0665961945031713	0.62194049009851	8	1-008
120	120	0.0701198026779422	0.636363636363636	8	1-008
120	120	0.0736434108527132	0.651515151515151	8	1-008
120	120	0.0769920225880553	0.666666666666667	8	1-008
120	120	0.0771670190274841	0.667160153616136	8	1-008
120	120	0.0835095137420719	0.681818181818182	8	1-008
120	120	0.087737843551797	0.691919191919192	8	1-008
120	120	0.091261451726568	0.696969696969697	8	1-008
120	120	0.09830866807611	0.704545454545455	8	1-008
120	120	0.105355884425652	0.712121212121212	8	1-008
120	120	0.108879492600423	0.717171717171717	8	1-008
120	120	0.114164904862579	0.727272727272727	8	1-008
120	120	0.119450317124736	0.734848484848485	8	1-008
120	120	0.124735729386892	0.742424242424242	8	1-008
120	120	0.130021141649049	0.752525252525252	8	1-008
120	120	0.13354474982382	0.757575757575758	8	1-008
120	120	0.140247672952802	0.772727272727273	8	1-008
120	120	0.140591966173362	0.773455641613662	8	1-008
120	120	0.147639182522903	0.787878787878788	8	1-008
120	120	0.151162790697674	0.795454545454545	8	1-008
120	120	0.154686398872445	0.803030303030303	8	1-008
120	120	0.161733615221987	0.813131313131313	8	1-008
120	120	0.171334727414824	0.818181818181818	8	1-008
120	120	0.1723044397463	0.818910187068207	8	1-008
120	120	0.182875264270613	0.829545454545455	8	1-008
120	120	0.18816067653277	0.833333333333333	8	1-008
120	120	0.193446088794926	0.837121212121212	8	1-008
120	120	0.203672620098679	0.848484848484849	8	1-008
120	120	0.204016913319239	0.848784849078909	8	1-008
120	120	0.214587737843552	0.848858002113306	8	1-008
120	120	0.225158562367865	0.851515151515152	8	1-008
120	120	0.235729386892178	0.859848484848485	8	1-008
120	120	0.238372093023256	0.863636363636364	8	1-008
120	120	0.24630021141649	0.872727272727273	8	1-008
120	120	0.256871035940803	0.874458874458874	8	1-008
120	120	0.267441860465116	0.877410468319559	8	1-008
120	120	0.268951978254304	0.878787878787879	8	1-008
120	120	0.275898520084567	0.893939393939394	8	1-008
120	120	0.278012684989429	0.896464646464646	8	1-008
120	120	0.288583509513742	0.896464646464646	8	1-008
120	120	0.299154334038055	0.896464646464646	8	1-008
120	120	0.309725158562368	0.896464646464646	8	1-008
120	120	0.320295983086681	0.896464646464646	8	1-008
120	120	0.330866807610994	0.898989898989899	8	1-008
120	120	0.341437632135307	0.9004329004329	8	1-008
120	120	0.352008456659619	0.902597402597403	8	1-008
120	120	0.362579281183932	0.906060606060606	8	1-008
120	120	0.373150105708245	0.903030303030303	8	1-008
120	120	0.383720930232558	0.897727272727273	8	1-008
120	120	0.389006342494715	0.893939393939394	8	1-008
120	120	0.394291754756871	0.891414141414141	8	1-008
120	120	0.404862579281184	0.886363636363636	8	1-008
120	120	0.415433403805497	0.879281365737348	8	1-008
120	120	0.415941568144838	0.878787878787879	8	1-008
120	120	0.42600422832981	0.868686868686869	8	1-008
120	120	0.431289640591966	0.863636363636364	8	1-008
120	120	0.436575052854123	0.858585858585859	8	1-008
120	120	0.447145877378436	0.849213217371237	8	1-008
120	120	0.447654041717777	0.848484848484849	8	1-008
120	120	0.457716701902748	0.838383838383838	8	1-008
120	120	0.463002114164905	0.833333333333333	8	1-008
120	120	0.468287526427061	0.828282828282828	8	1-008
120	120	0.478858350951374	0.823232323232323	8	1-008
120	120	0.489429175475687	0.818675305131287	8	1-008
120	120	0.490398887807164	0.818181818181818	8	1-008
120	120	0.5	0.804420224038753	8	1-008
120	120	0.510570824524313	0.803758671916692	8	1-008
120	120	0.521141649048626	0.803523789979772	8	1-008
120	120	0.522111361380102	0.803030303030303	8	1-008
120	120	0.531712473572939	0.789268708887237	8	1-008
120	120	0.542283298097252	0.789268708887237	8	1-008
120	120	0.552854122621565	0.789268708887237	8	1-008
120	120	0.563424947145877	0.788607156765177	8	1-008
120	120	0.564394659477354	0.787878787878788	8	1-008
120	120	0.57399577167019	0.774117193735722	8	1-008
120	120	0.574965484001667	0.772727272727273	8	1-008
120	120	0.584566596194503	0.758965678584207	8	1-008
120	120	0.585074760533844	0.757575757575758	8	1-008
120	120	0.595137420718816	0.743152611310631	8	1-008
120	120	0.595645585058157	0.742424242424242	8	1-008
120	120	0.605708245243129	0.732323232323232	8	1-008
120	120	0.616279069767442	0.727766214222196	8	1-008
120	120	0.626849894291755	0.728001096159116	8	1-008
120	120	0.637420718816068	0.727572727866788	8	1-008
120	120	0.647991543340381	0.727766214222196	8	1-008
120	120	0.658562367864693	0.732323232323232	8	1-008
120	120	0.669133192389006	0.734848484848485	8	1-008
120	120	0.679704016913319	0.738636363636364	8	1-008
120	120	0.690274841437632	0.733333333333333	8	1-008
120	120	0.700845665961945	0.727645880901184	8	1-008
120	120	0.701189959182505	0.727272727272727	8	1-008
120	120	0.709302325581395	0.712121212121212	8	1-008
120	120	0.711416490486258	0.707070707070707	8	1-008
120	120	0.7184637068358	0.696969696969697	8	1-008
120	120	0.721987315010571	0.689393939393939	8	1-008
120	120	0.725510923185342	0.681818181818182	8	1-008
120	120	0.732558139534884	0.667395035553055	8	1-008
120	120	0.733066303874225	0.666666666666667	8	1-008
120	120	0.743128964059197	0.65224352040154	8	1-008
120	120	0.743473257279756	0.651515151515151	8	1-008
120	120	0.746652572233968	0.636363636363636	8	1-008
120	120	0.750176180408739	0.621212121212121	8	1-008
120	120	0.75369978858351	0.607450527069056	8	1-008
120	120	0.754044081804069	0.606060606060606	8	1-008
120	120	0.758985200845666	0.590909090909091	8	1-008
120	120	0.764270613107822	0.577147496766025	8	1-008
120	120	0.764778777447163	0.575757575757576	8	1-008
120	120	0.769556025369979	0.560606060606061	8	1-008
120	120	0.774841437632135	0.546844466462995	8	1-008
120	120	0.775811149963612	0.545454545454545	8	1-008
120	120	0.785412262156448	0.53169295131148	8	1-008
120	120	0.785920426495789	0.53030303030303	8	1-008
120	120	0.790697674418605	0.515151515151515	8	1-008
120	120	0.795983086680761	0.507575757575758	8	1-008
120	120	0.801268498942918	0.5	8	1-008
120	120	0.806553911205074	0.492424242424242	8	1-008
120	120	0.81183932346723	0.484848484848485	8	1-008
120	120	0.817124735729387	0.471086890705419	8	1-008
120	120	0.817632900068728	0.46969696969697	8	1-008
120	120	0.818094448060863	0.454545454545455	8	1-008
120	120	0.8276955602537	0.440783860402389	8	1-008
120	120	0.828203724593041	0.439393939393939	8	1-008
120	120	0.831219168428471	0.424242424242424	8	1-008
120	120	0.831923890063425	0.409090909090909	8	1-008
120	120	0.831923890063425	0.393939393939394	8	1-008
120	120	0.831219168428471	0.378787878787879	8	1-008
120	120	0.8276955602537	0.368686868686869	8	1-008
120	120	0.825581395348837	0.363636363636364	8	1-008
120	120	0.82165508909695	0.348484848484849	8	1-008
120	120	0.817275088253955	0.333333333333333	8	1-008
120	120	0.817124735729387	0.332604964446944	8	1-008
120	120	0.814104500151012	0.318181818181818	8	1-008
120	120	0.81183932346723	0.303030303030303	8	1-008
120	120	0.81183932346723	0.287878787878788	8	1-008
120	120	0.81183932346723	0.272727272727273	8	1-008
120	120	0.815010570824524	0.257575757575758	8	1-008
120	120	0.817124735729387	0.25	8	1-008
120	120	0.818634853518574	0.242424242424242	8	1-008
120	120	0.817385075470171	0.227272727272727	8	1-008
120	120	0.817124735729387	0.225882806264278	8	1-008
120	120	0.814482029598309	0.212121212121212	8	1-008
120	120	0.809196617336152	0.196969696969697	8	1-008
120	120	0.806553911205074	0.189393939393939	8	1-008
120	120	0.803030303030303	0.181818181818182	8	1-008
120	120	0.796243426421545	0.166666666666667	8	1-008
120	120	0.795983086680761	0.165276745658217	8	1-008
120	120	0.790697674418605	0.151515151515152	8	1-008
120	120	0.785756555377008	0.136363636363636	8	1-008
120	120	0.785412262156448	0.134973715355187	8	1-008
120	120	0.780126849894292	0.121212121212121	8	1-008
120	120	0.775811149963612	0.106060606060606	8	1-008
120	120	0.775185730852695	0.0909090909090909	8	1-008
120	120	0.774841437632135	0.090180722022702	8	1-008
120	120	0.764270613107822	0.0895191699006413	8	1-008
120	120	0.763300900776346	0.0909090909090909	8	1-008
120	120	0.75369978858351	0.104670685052156	8	1-008
120	120	0.743128964059197	0.104670685052156	8	1-008
120	120	0.74215925172772	0.106060606060606	8	1-008
120	120	0.732558139534884	0.119822200203672	8	1-008
120	120	0.731588427203407	0.121212121212121	8	1-008
120	120	0.721987315010571	0.134973715355187	8	1-008
120	120	0.721017602679094	0.136363636363636	8	1-008
120	120	0.711416490486258	0.150125230506702	8	1-008
120	120	0.700845665961945	0.150786782628763	8	1-008
120	120	0.690274841437632	0.150786782628763	8	1-008
120	120	0.679704016913319	0.150786782628763	8	1-008
120	120	0.669133192389006	0.150125230506702	8	1-008
120	120	0.658562367864693	0.150786782628763	8	1-008
120	120	0.657592655533217	0.151515151515152	8	1-008
120	120	0.647991543340381	0.156565656565657	8	1-008
120	120	0.637420718816068	0.159090909090909	8	1-008
120	120	0.627819606623231	0.151515151515152	8	1-008
120	120	0.626849894291755	0.150786782628763	8	1-008
120	120	0.616279069767442	0.150125230506702	8	1-008
