a,b,anew,c,d
0.685,-10,0.684628527572607,-6.58138707279984,6.61558857486067
0.69,-10,0.689638058340341,-6.58760091948708,6.48837458324409
0.695,-10,0.695890533186169,-6.62984159478411,6.57501423223494
0.7,-10,0.698121817228035,-6.34824696127356,6.96394077335888
0.705,-10,0.703770449051218,-6.5796334234658,6.61175833856829
0.71,-10,0.70917310999039,-6.53397286866324,6.65909748147485
0.715,-10,0.715204785369249,-6.33660770279413,6.97242553697845
0.72,-10,0.718342237328043,-6.3791704819327,7.06136386143535
0.725,-10,0.726370671981486,-6.40666270408516,6.80997931954739
0.73,-10,0.730662242803892,-6.17049758767334,7.12616174960391
0.735,-10,0.735052801340144,-6.48544517947236,7.11657978621365
0.74,-10,0.739907349239766,-6.17774882848661,7.1177432023317
0.745,-10,0.744630627962683,-6.13801472531828,7.12428797806894
0.75,-10,0.75006808829222,-6.22587683443325,7.23500870248582
0.755,-10,0.755212051698417,-6.1165368747939,7.44022705085344
0.76,-10,0.758869512469408,-6.08238143577103,7.45507594006527
0.765,-10,0.763922585269329,-6.12735608350639,7.3968229778179
0.77,-10,0.769938565143227,-6.21094600393057,7.39123922881521
0.775,-10,0.775475984782578,-6.21893553105826,7.60097543590751
0.78,-10,0.780824154190699,-6.19321264641993,7.51056481326017
0.785,-10,0.784095639178709,-5.9671444417195,7.71461564332778
0.79,-10,0.78919359408663,-5.88615357624006,7.71737180521601
0.795,-10,0.795884566288465,-5.90841081185506,7.69641035423008
0.8,-10,0.80149077020715,-5.94861274696034,7.79596691297638
0.805,-10,0.804839584624457,-6.02353242750518,7.8761131947555
0.81,-10,0.81068296405803,-5.84237474175956,7.81431049457792
0.815,-10,0.813838474134487,-6.00226367459096,8.00525451357858
0.82,-10,0.820523891774866,-5.82710622732523,8.0411248670599
0.825,-10,0.826800412518803,-5.72837975721906,8.00284826905484
0.83,-10,0.828358707619563,-5.89284487718513,8.04089581103209
0.835,-10,0.834233095918865,-5.57590639521518,8.03133249359446
0.84,-10,0.839055529545585,-5.44773372886324,8.11933628633366
0.845,-10,0.845606395918993,-5.86876017267326,8.18871236932862
0.85,-10,0.849931863362871,-5.839142123116,8.39707141238461
0.855,-10,0.856079929330222,-5.63633470326074,8.30862631017593
0.86,-10,0.860222155992012,-5.79452654691275,8.35610935167636
0.865,-10,0.867368927454368,-5.69322595654599,8.28446521241108
0.87,-10,0.86813587353918,-5.49542201812604,8.45624304386131
0.875,-10,0.875331571487445,-5.80608731768621,8.52768582330659
0.88,-10,0.881821787139336,-5.65779558475776,8.73528173412577
0.885,-10,0.883290433070674,-5.52813476695199,8.66639971707793
0.89,-10,0.889355108003956,-5.73005976977786,8.47258594766834
0.895,-10,0.895507457073446,-5.37346337515337,8.65936536235949
0.9,-10,0.900701615517372,-5.58871639216873,8.86790646190998
0.905,-10,0.904577800057764,-5.50180313825318,8.88074834739985
0.91,-10,0.910373343103508,-5.46290735314407,8.73114909572579
0.915,-10,0.915292766645804,-5.56497691225973,8.78306918887482
0.92,-10,0.919562746414496,-5.4284415894693,8.89863014463685
0.925,-10,0.925448860704754,-5.44931217526187,9.0754750029808
0.93,-10,0.930784696633823,-5.30166152592771,9.23794771452562
0.935,-10,0.935869065069591,-5.30633155055816,9.16871661862767
0.94,-10,0.940782900849503,-5.18817715085209,9.16008326692119
0.945,-10,0.944592090581936,-5.24986679587329,9.3307874351938
0.95,-10,0.951406399117661,-5.16219986835621,9.44737469876698
0.955,-10,0.955596301766296,-5.20115181539349,9.2639908847309
0.96,-10,0.959812224682335,-5.01318438661754,9.39967583259658
0.965,-10,0.964040810247677,-5.24770519124157,9.38690403854527
0.97,-10,0.96911096986471,-5.19613157946268,9.59183031312732
0.975,-10,0.975633707250653,-5.00510149009262,9.51475284813188
0.98,-10,0.979427930532435,-5.06843504675583,9.78379010879889
0.985,-10,0.983770134053115,-5.15144626642682,9.67189204657198
0.99,-10,0.990268223417229,-5.12346329607406,9.76129346289453
0.995,-10,0.994542929344864,-5.02702403959036,9.76330995643777
1,-10,1.00029257010583,-4.9491853322744,9.82046311643244
0,-9,0.000414425117754363,-8.98271722553122,0.756398961957471
0.005,-9,0.00499818175520291,-9.04470858567036,0.792000948477164
0.01,-9,0.0110842302660474,-9.00310780067725,0.78920497057003
0.015,-9,0.0150924898263828,-8.9283155431216,1.01283593183018
0.02,-9,0.0202093662053889,-8.87141680700403,0.923092502643139
0.025,-9,0.02497798830263,-8.93500826035374,0.92952063159512
0.03,-9,0.0303402501544769,-8.75684729689692,1.12204380619144
0.035,-9,0.0347842773464109,-8.93685213287013,0.96277680863117
0.04,-9,0.0403824865550252,-9.09144284472164,1.07127923409299
0.045,-9,0.0449961117881917,-8.70846060573296,1.13097870040799
0.05,-9,0.0503333929294544,-8.57760682277384,1.293850918911
0.055,-9,0.056443104839736,-8.7775231051198,1.22546282425614
0.06,-9,0.0590241671575812,-8.74062564227171,1.22109055880529
0.065,-9,0.0647671604340431,-8.52922312184988,1.53462686430193
0.07,-9,0.0699745615798544,-8.67175192759668,1.34939465238527
0.075,-9,0.075127407831778,-8.60365444572326,1.40144043995022
0.08,-9,0.0785495599223637,-8.66217282725349,1.60342517050945
0.085,-9,0.0855048125343038,-8.65136855890888,1.49102827462975
0.09,-9,0.092193691223742,-8.48350998442865,1.55163653840116
0.095,-9,0.0939354927389586,-8.57697650216073,1.5282398741881
0.1,-9,0.103028309498912,-8.33595034399059,1.53539555826722
0.105,-9,0.103028457825659,-8.42226514114952,1.72813727133085
0.11,-9,0.110678374554016,-8.39843678780826,1.75192646549804
0.115,-9,0.115153752356096,-8.51799087812475,2.03669194077001
0.12,-9,0.122438688798582,-8.30610462196745,1.99541583913721
0.125,-9,0.12559422920002,-8.32411124196442,1.99228254658292
0.13,-9,0.130283862924149,-8.17750895682023,1.96349003613317
0.135,-9,0.136343967082423,-8.27463487136254,2.11041944689766
0.14,-9,0.14048341813754,-8.30745550313036,2.13193233445315
0.145,-9,0.146329240275235,-8.37244625563829,1.75619308883727
0.15,-9,0.151114159164818,-8.30858856102254,2.21548092044362
0.155,-9,0.153340625798932,-8.40240809102201,2.09919038133876
0.16,-9,0.160579161622957,-8.31022596443955,2.11048188780319
0.165,-9,0.166491824046054,-8.13031650203193,2.46533924658365
0.17,-9,0.169282681201152,-8.15966498060092,2.47495185918369
0.175,-9,0.172808729586733,-8.17099417730598,2.38617119026179
0.18,-9,0.179134503380624,-8.17531714295377,2.51913328117673
0.185,-9,0.185136671035243,-8.15154388589547,2.24386723598677
0.19,-9,0.189124693833555,-8.03520468567162,2.55723039553114
0.195,-9,0.194385636898269,-8.04862334071871,2.52104994424315
0.2,-9,0.199696259114742,-7.94674174582964,2.62531800996818
0.205,-9,0.205270281957903,-7.98352181690466,2.48998423917469
0.21,-9,0.207195039294316,-7.96232196462036,2.49634643396415
0.215,-9,0.214729028629511,-7.95030000918938,2.73772097764293
0.22,-9,0.220767930404801,-8.05684346088448,2.69459012980237
0.225,-9,0.223972054482053,-7.94320997887474,2.76011503372821
0.23,-9,0.229700211324918,-7.92974303121502,2.78139155379542
0.235,-9,0.235420110104149,-7.85935963503873,2.94229320697071
0.24,-9,0.239326326924571,-7.78484858345219,2.91073483579217
0.245,-9,0.245049744714873,-7.65023666595104,2.94188283015769
0.25,-9,0.250157750517352,-8.00329204554938,2.98118923652464
0.255,-9,0.252872596092849,-7.53560883425838,3.17277083146085
0.26,-9,0.259300359691816,-7.57226975632493,3.10634367493882
0.265,-9,0.264652377479806,-7.83000399935692,3.05487681234273
0.27,-9,0.269908686181403,-7.62009764578348,3.25786670249551
0.275,-9,0.27520452117181,-7.67674914820334,3.19192594362248
0.28,-9,0.279294969245094,-7.57828947481832,3.35397148618946
0.285,-9,0.283951215077473,-7.67497426312681,3.43452605447755
0.29,-9,0.290776947569563,-7.72032137470764,3.54063729612898
0.295,-9,0.294000082908406,-7.40573655566895,3.4394933352708
0.3,-9,0.299888069180441,-7.46391388771195,3.48222175508497
0.305,-9,0.304657313852665,-7.49516683686838,3.65347389168101
0.31,-9,0.312549606828412,-7.59975810854045,3.67463372701797
0.315,-9,0.313238297755639,-7.50367402506284,3.63815725689405
0.32,-9,0.321783369555984,-7.545227514908,3.48888335010256
0.325,-9,0.324156204662804,-7.42312577507755,3.57460553848244
0.33,-9,0.330276693769437,-7.48127400050423,3.61375104408668
0.335,-9,0.334725773063174,-7.32075333683497,3.85216343388853
0.34,-9,0.340691751701348,-7.26916255157185,3.69655950375279
0.345,-9,0.344627955579651,-7.43752988327438,3.8293955307288
0.35,-9,0.349804577449527,-7.38591544763559,3.91912573917327
0.355,-9,0.355634100118505,-7.28885220874113,4.10257425809347
0.36,-9,0.358482551751592,-7.36252640359665,3.82865541893576
0.365,-9,0.366557814970736,-7.15636051466109,3.96593020250066
0.37,-9,0.370253168775655,-7.12607624818324,4.15762867624165
0.375,-9,0.375239473261679,-7.00168288420588,4.2099055070136
0.38,-9,0.380270660497383,-7.16807358774903,4.25132978223439
0.385,-9,0.384537782264409,-7.08666410010211,4.16733706577823
0.39,-9,0.390935078920716,-7.21903613453656,4.1670466484218
0.395,-9,0.395218328470159,-7.04970112613879,4.29892537300095
0.4,-9,0.398922321491724,-7.21773758428682,4.31420733837166
0.405,-9,0.402117727002959,-7.10315903750568,4.47354251213191
0.41,-9,0.409583992980952,-7.03916046928214,4.50773427345304
0.415,-9,0.414104788472205,-7.19614163095517,4.56757147016665
0.42,-9,0.42027872533759,-6.82384317232363,4.63619541837811
0.425,-9,0.426516462979169,-6.8036214164466,4.49900092832088
0.43,-9,0.428948838137693,-6.98495043226044,4.51989158582804
0.435,-9,0.436093669551164,-7.06308376821193,4.61204757861356
0.44,-9,0.440531958515838,-6.83994808433081,4.62871743896572
0.445,-9,0.444112958006945,-6.79567907263848,4.81785762549236
0.45,-9,0.451241613198403,-6.86175973518076,4.82316947696128
0.455,-9,0.45624471780924,-6.75749543100597,4.74474093482237
0.46,-9,0.460564226871051,-6.72817791896476,4.87191593770325
0.465,-9,0.464891942249906,-6.64224404881856,5.05622216343604
0.47,-9,0.471472527337789,-6.69416938418501,4.92366586404617
0.475,-9,0.475095321765795,-6.67721016399642,4.99632421550682
0.48,-9,0.478536970907198,-6.7439935190887,5.24066002265652
0.485,-9,0.487019882131306,-6.58711111788814,4.90585650665272
0.49,-9,0.490217494663818,-6.52072617636037,5.23910142394469
0.495,-9,0.496153601626688,-6.60306154874069,5.16324823665484
0.5,-9,0.500297123345062,-6.48743017857886,5.22574501847333
0.505,-9,0.505014986861864,-6.36333052217047,5.3904027733361
0.51,-9,0.510538501620403,-6.44725159701669,5.425876974554
0.515,-9,0.514533084329654,-6.4414635076884,5.22987284029919
0.52,-9,0.519326501826313,-6.32549807518612,5.36311058377238
0.525,-9,0.523279445211859,-6.35462089928837,5.52543674095231
0.53,-9,0.529541431062574,-6.38284469182372,5.46616017887605
0.535,-9,0.534541918885318,-6.32674946407891,5.62749324372828
0.54,-9,0.539418561265561,-6.42566408163897,5.71524074774725
0.545,-9,0.544087464348957,-6.21702445238666,5.52890566379087
0.55,-9,0.549125360042279,-6.18810278520236,5.72164243510812
0.555,-9,0.554430211829724,-6.28951886237988,5.83954346717197
0.56,-9,0.560962088837458,-6.28294153307116,5.89351064725813
0.565,-9,0.563651657730592,-6.37920024709498,6.03333358854636
0.57,-9,0.570637236893436,-6.21914841859694,5.82305151578195
0.575,-9,0.573329376443166,-6.07362433107408,5.99352576648012
0.58,-9,0.579799119423474,-6.09932189276039,6.15526357128001
0.585,-9,0.584900629437068,-6.21711149322159,6.03209756027897
0.59,-9,0.590288976916203,-6.03742284634686,6.13108296639642
0.595,-9,0.595328646831917,-6.07152926388452,6.16486953825664
0.6,-9,0.599917116616679,-6.14811329941796,6.21984249734237
0.605,-9,0.605541964511404,-6.05721977413301,6.11380609581294
0.61,-9,0.61051824960674,-5.78394109984162,6.37547556322032
0.615,-9,0.615126975970496,-5.81870887104133,6.32383524013605
0.62,-9,0.619082367588143,-5.89981838528729,6.47213051589279
0.625,-9,0.626179205450362,-6.01665403365865,6.2583586574577
0.63,-9,0.629711138845524,-5.72505441401395,6.55841098935237
0.635,-9,0.636127250321105,-5.76335543171888,6.52784193077902
0.64,-9,0.639557833522135,-5.86716525923875,6.63266239842938
0.645,-9,0.64671042918582,-5.7415722034129,6.61083225915806
0.65,-9,0.65011190300749,-5.72324893391258,6.52879746680351
0.655,-9,0.654764925858074,-5.75464480061239,6.73817081994929
0.66,-9,0.660590389964796,-5.76347988764588,6.44540008338122
0.665,-9,0.665952494764283,-5.86445910859587,6.79719808021672
0.67,-9,0.670701085960198,-5.65886166989574,6.83657029810668
0.675,-9,0.674358650644058,-5.7853701828761,6.7287040594524
0.68,-9,0.680021444339638,-5.50731018496549,6.68860143600668
0.685,-9,0.685978793208397,-5.65388124784385,6.98380944093239
0.69,-9,0.688723158708363,-5.49165604437656,6.97589899170422
0.695,-9,0.694293622142993,-5.53974124671397,6.923174145972
0.7,-9,0.70081970762615,-5.56371745667853,6.99591363440605
0.705,-9,0.704599639386793,-5.61243791975338,7.12809162117578
0.71,-9,0.708920663299656,-5.46661853880222,7.02409863847223
0.715,-9,0.715580755811692,-5.48841782700881,7.24956532067499
0.72,-9,0.720800845875052,-5.56927025966107,7.22723919787666
0.725,-9,0.724378066878699,-5.51671590230768,7.30557648157288
0.73,-9,0.72830139183905,-5.49075067089091,7.41509974263122
0.735,-9,0.737010232635217,-5.14212563627985,7.43150403142049
0.74,-9,0.740075164634319,-5.36116994815562,7.44123757598013
0.745,-9,0.743389916494772,-5.40821380472808,7.52958555042388
0.75,-9,0.748826535762596,-5.17235296589702,7.57369076963922
0.755,-9,0.754305251438343,-5.44615849288141,7.57932296590746
0.76,-9,0.759401491574738,-5.07227513237096,7.55615686311821
0.765,-9,0.767199923232164,-5.29396946317984,7.7013472078645
0.77,-9,0.772047190140037,-5.15467251315926,7.77534856779025
0.775,-9,0.775781209639655,-5.31276914814795,7.84840948087015
0.78,-9,0.779991852391204,-5.08820357589579,7.6835912190525
0.785,-9,0.783803331224169,-5.20769154863632,7.83845747571033
0.79,-9,0.791580943011383,-5.00751753338036,7.83074114228944
0.795,-9,0.794579864878002,-4.93992733526839,7.94130292712163
0.8,-9,0.800500371796185,-5.06039431966462,7.76387659178942
0.805,-9,0.805044314418812,-5.01759883235246,8.05362482984333
0.81,-9,0.810674728501982,-4.98489902126741,8.1302656277648
0.815,-9,0.815098925524429,-5.01301004774641,8.04668529191543
0.82,-9,0.820477989015716,-5.12610836351883,8.24572180458319
0.825,-9,0.824150074515077,-4.94504536786397,8.17998293257171
0.83,-9,0.829849813684244,-4.88812057871573,8.20905351068901
0.835,-9,0.833409723423474,-4.9064366769994,8.41582564230885
0.84,-9,0.840374889474147,-4.79122230063813,8.49286751081151
0.845,-9,0.844478433551935,-4.8754917184204,8.33352698045975
0.85,-9,0.849533870333732,-4.81046632718431,8.45876359843762
0.855,-9,0.857089379602238,-4.83365497713797,8.4445418633798
0.86,-9,0.860761452667515,-4.87021133507962,8.51429436765234
0.865,-9,0.865191853607217,-4.76648319859917,8.55625099538649
0.87,-9,0.870992635906861,-4.53896434432609,8.69007702158824
0.875,-9,0.876419946948417,-4.8351325771581,8.62478918316297
0.88,-9,0.880083696621356,-4.57915603625993,8.75589471725247
0.885,-9,0.884550140956149,-4.88489451302802,8.56645372175483
0.89,-9,0.888558460717359,-4.63536505888072,8.87951382065859
0.895,-9,0.894829807318398,-4.76720248416219,8.80528947361835
0.9,-9,0.900224567856189,-4.56764400904644,8.92353956372508
0.905,-9,0.904171514584242,-4.65319323533541,9.10402428766001
0.91,-9,0.909052013035127,-4.48143670714314,8.80919025154847
0.915,-9,0.914615939212317,-4.48349971307379,9.18842559786864
0.92,-9,0.920975005958442,-4.37705555650964,9.11937836908213
0.925,-9,0.923996053629275,-4.47363271131548,9.29001549545765
0.93,-9,0.93002301350257,-4.71777875128448,9.23400990490648
0.935,-9,0.937749666099451,-4.39627287554712,9.2972050825127
0.94,-9,0.939460277969034,-4.48270371191572,9.41566092622702
0.945,-9,0.943977276631669,-4.40559205873687,9.29999918813546
0.95,-9,0.948520240489678,-4.18249373751292,9.18600752592872
0.955,-9,0.956301164445434,-4.19782170094329,9.21401741358961
0.96,-9,0.961187525418202,-4.44823525146394,9.43056047660149
0.965,-9,0.965719134638173,-4.39174478144471,9.39157267120673
0.97,-9,0.970337547467685,-4.14992867856272,9.44941393814101
0.975,-9,0.974920292044507,-4.24644939830377,9.58373422534899
0.98,-9,0.980886583147575,-4.22726648036804,9.75541966547674
0.985,-9,0.984020551732833,-4.13813806498398,9.6486769731293
0.99,-9,0.990064168765606,-4.02455982799932,9.73523702151303
0.995,-9,0.994323705093694,-4.18113222686676,9.628907346438
1,-9,1.00028481225844,-4.09823252716752,9.79289798986365
0,-8,-0.000327211715481719,-7.86288991364807,0.809123738661906
0.005,-8,0.00326450860405859,-7.97260248953528,1.04617193746525
0.01,-8,0.0099577068548055,-7.8785437231521,1.08686396866354
0.015,-8,0.0142521199282085,-7.89629980715184,0.987192462112481
0.02,-8,0.0193086958300731,-7.8932117393863,1.02658479914012
0.025,-8,0.025068811658994,-7.66187462282881,1.26399807959586
0.03,-8,0.0299884516025051,-7.8996011908862,1.09337600753123
0.035,-8,0.0356956683612948,-8.03506655393869,1.14623954023289
0.04,-8,0.0393166289028954,-7.79738351726417,1.31149942585956
0.045,-8,0.0448674051859312,-7.68879705990733,1.1143509418189
0.05,-8,0.0497292274571509,-7.72515114806571,1.58764975106979
0.055,-8,0.0565671567192053,-7.77666424460337,1.55227502078031
0.06,-8,0.0596601897630134,-7.58888978281265,1.56460144167857
0.065,-8,0.0655701098951858,-7.59541018964993,1.62874299581596
0.07,-8,0.0708707462715075,-7.76431561581307,1.53254773307734
0.075,-8,0.0751169606919118,-7.74544230445903,1.54962916346499
0.08,-8,0.0809269937432824,-7.65175080814867,1.58601756513492
0.085,-8,0.0866014070602192,-7.67880246489433,1.68632267504929
0.09,-8,0.0905384411733191,-7.53585046093876,1.73840429429316
0.095,-8,0.0962159316881411,-7.5953155740639,1.46418799541501
0.1,-8,0.0994558501712879,-7.5092792256859,1.65349499417676
0.105,-8,0.104515987409133,-7.49525463353412,1.9810101569626
0.11,-8,0.11055146640129,-7.52677764615985,1.79977630892253
0.115,-8,0.11553813003946,-7.34582893445017,2.01055769214295
0.12,-8,0.118561149881797,-7.46217538075412,1.99585115474608
0.125,-8,0.126051667424573,-7.38484283854364,1.69877363790365
0.13,-8,0.130129771606188,-7.3249679922485,2.17890314556009
0.135,-8,0.135992573397231,-7.18782641227569,1.91811978874749
0.14,-8,0.139174742906422,-7.37721894291593,2.02595980595199
0.145,-8,0.144561097578799,-7.21210285252518,2.09622808714227
0.15,-8,0.148229800308151,-7.40151062178435,2.18188534620481
0.155,-8,0.156871650484228,-7.27525880394856,2.32536849525838
0.16,-8,0.161557117042912,-7.2330779953682,2.26583603883557
