colour,fill,x,y,PANEL,group
#17334F,#17334F,0.184395579404323,0.200452023665239,1,1
#29577F,#29577F,0.54979503469879,0.492024836906288,1,1
#4085BC,#4085BC,0.780470605878305,0.765605952082798,1,1
#214768,#214768,0.394010269209901,0.390954616913475,1,1
#1E4060,#1E4060,0.350082428484605,0.327553390234023,1,1
#428AC2,#428AC2,0.846040643122771,0.749193515593179,1,1
#3570A0,#3570A0,0.691372747283297,0.644509553103824,1,1
#2C5D86,#2C5D86,0.593240669703152,0.518206990445787,1,1
#428AC2,#428AC2,0.816722657541157,0.774082628286015,1,1
#1E4262,#1E4262,0.332401932428985,0.36913892560473,1,1
#2A5981,#2A5981,0.55338059649699,0.505516311646769,1,1
#1D4060,#1D4060,0.343528983232236,0.329421886043936,1,1
#35709F,#35709F,0.668556242394849,0.661638460230486,1,1
#1E4161,#1E4161,0.355603801811187,0.34020790829525,1,1
#2B5C85,#2B5C85,0.569099339443969,0.533767859010997,1,1
#152F49,#152F49,0.135793132250795,0.124622166130699,1,1
#1B3B58,#1B3B58,0.262492157129211,0.29404808923432,1,1
#3B7BAF,#3B7BAF,0.775440149836778,0.683756631612102,1,1
#316795,#316795,0.610696415579089,0.628906665298401,1,1
#3672A2,#3672A2,0.694774830900941,0.660455936692308,1,1
#1C3D5C,#1C3D5C,0.273057678716594,0.340418467537552,1,1
#183450,#183450,0.209187042670893,0.203235723958044,1,1
#1A3956,#1A3956,0.272682516855318,0.244218762877675,1,1
#1E4161,#1E4161,0.354251410773051,0.33674433248832,1,1
#1B3B59,#1B3B59,0.249949579885618,0.324001573202832,1,1
#27547A,#27547A,0.479619949077386,0.510885163395551,1,1
#3977A9,#3977A9,0.714808155701831,0.692716519371348,1,1
#244D71,#244D71,0.459356742389645,0.435918416768519,1,1
#28557B,#28557B,0.50321195734477,0.499615261445206,1,1
#3B7BAF,#3B7BAF,0.707417303622282,0.744783832125208,1,1
#2E608B,#2E608B,0.600787555450072,0.556409932599211,1,1
#153049,#153049,0.104966661621054,0.168508138919675,1,1
#3977A9,#3977A9,0.707001492202494,0.702089010890469,1,1
#326A97,#326A97,0.616853090304908,0.647590953960922,1,1
#244E72,#244E72,0.444648488609088,0.459591451231108,1,1
#28547B,#28547B,0.478070393532076,0.517337135534025,1,1
#1D405F,#1D405F,0.345595678181516,0.315743909708578,1,1
#1B3C5A,#1B3C5A,0.26272640524814,0.320512111007246,1,1
#4DA0E0,#4DA0E0,0.929033444180157,0.853923729375649,1,1
#3D80B5,#3D80B5,0.748590053656122,0.748297775707624,1,1
#3672A2,#3672A2,0.67448074950608,0.677761631870784,1,1
#28547B,#28547B,0.521779823229347,0.47678006992731,1,1
#2E618C,#2E618C,0.606716883334337,0.560839205851252,1,1
#265277,#265277,0.493049552027455,0.465862655608725,1,1
#1F4263,#1F4263,0.377991378748773,0.336305179351467,1,1
#29577E,#29577E,0.546395244781274,0.489478602570091,1,1
#306692,#306692,0.624264162392577,0.594586966125483,1,1
#214769,#214769,0.424753708791291,0.376971488466331,1,1
