colour,fill,size,x,y,PANEL,group
#F8766D,#F8766D,2.09,0.589748497302209,0.643640572079328,1,1
#F8766D,#F8766D,1.84,0.539082021474332,0.651016227140534,1,1
#F8766D,#F8766D,3.1,0.60905138568891,0.779278793893959,1,1
#F8766D,#F8766D,1.77,0.484176334218305,0.665136558144783,1,1
#F8766D,#F8766D,2.66,0.690051964840904,0.593572144116553,1,1
#F8766D,#F8766D,1.68,0.541476556919967,0.621852123430956,1,1
#F8766D,#F8766D,2.27,0.480384532530148,0.720283835011817,1,1
#F8766D,#F8766D,2.97,0.70665154326305,0.673119226492975,1,1
#F8766D,#F8766D,3.72,0.625390984024929,0.847915147445956,1,1
#F8766D,#F8766D,1.39,0.470740455131649,0.62495395136237,1,1
#F8766D,#F8766D,4.49,0.896090999617457,0.742691579362984,1,1
#F8766D,#F8766D,2.13,0.590621971313749,0.650866884228241,1,1
#F8766D,#F8766D,1.93,0.573902655608728,0.631656609498928,1,1
#F8766D,#F8766D,3.35,0.560871451888458,0.826044794525547,1,1
#F8766D,#F8766D,1.53,0.465127095334775,0.641457423331093,1,1
#F8766D,#F8766D,1.7,0.55077925048124,0.610567525583515,1,1
#F8766D,#F8766D,2.88,0.674896503587943,0.698605816394495,1,1
#F8766D,#F8766D,4.19,0.794407343592066,0.80861343703373,1,1
#F8766D,#F8766D,2.69,0.605480092183246,0.727520278200393,1,1
#F8766D,#F8766D,2.67,0.583494811485556,0.737122528426511,1,1
#F8766D,#F8766D,3.75,0.539527306743138,0.87501189088989,1,1
#F8766D,#F8766D,2.19,0.570658972850634,0.67863900620878,1,1
#F8766D,#F8766D,1.95,0.489167766311153,0.684271755370789,1,1
#F8766D,#F8766D,2.38,0.580535763655525,0.699094346070872,1,1
#F8766D,#F8766D,2.75,0.654661236235476,0.696057449379645,1,1
#F8766D,#F8766D,2.68,0.56042383124632,0.74836012165938,1,1
#F8766D,#F8766D,2.19,0.60470454123433,0.64634046693802,1,1
#F8766D,#F8766D,1.87,0.545877104185381,0.649880898881786,1,1
#F8766D,#F8766D,1.85,0.549016994864373,0.643716752954776,1,1
#F8766D,#F8766D,1.28,0.479631219411179,0.609708701282333,1,1
#F8766D,#F8766D,2.39,0.49084395395696,0.732209955357141,1,1
#F8766D,#F8766D,1.5,0.507683137343392,0.622384364459617,1,1
#F8766D,#F8766D,3.01,0.512232416714144,0.798082946407793,1,1
#F8766D,#F8766D,2.12,0.527294723656554,0.692664720061638,1,1
#F8766D,#F8766D,2.21,0.608618271533278,0.643699807543862,1,1
#F8766D,#F8766D,3.32,0.727420061615244,0.722006726213699,1,1
#F8766D,#F8766D,2.5,0.664519500039688,0.614666073828586,1,1
#F8766D,#F8766D,2.98,0.731991364308489,0.612988714099206,1,1
#F8766D,#F8766D,1.79,0.502677161762967,0.662835757756853,1,1
#F8766D,#F8766D,1.76,0.531402847805326,0.64359295825717,1,1
#F8766D,#F8766D,1.59,0.532514805524044,0.613501825924738,1,1
#F8766D,#F8766D,3.27,0.756148770559193,0.663611318339822,1,1
#F8766D,#F8766D,2.87,0.648433362015874,0.722714308831717,1,1
#F8766D,#F8766D,3.06,0.622695740842195,0.766625169161587,1,1
#F8766D,#F8766D,3.27,0.710510797811018,0.730807411098588,1,1
#F8766D,#F8766D,1.12,0.469678141461218,0.594981839792221,1,1
#F8766D,#F8766D,2,0.597985728853623,0.600013709926306,1,1
#F8766D,#F8766D,1.28,0.498569444609272,0.592607056658637,1,1
#F8766D,#F8766D,1.89,0.580105794351529,0.609440904244445,1,1
#F8766D,#F8766D,1.89,0.580397114314691,0.606229841672126,1,1
#F8766D,#F8766D,2.84,0.708677483324356,0.627000267327386,1,1
#F8766D,#F8766D,2.18,0.554874699870195,0.687166940711528,1,1
#F8766D,#F8766D,2.73,0.60877355556187,0.730626790495167,1,1
#F8766D,#F8766D,2.3,0.483543998379515,0.724168247725533,1,1
#F8766D,#F8766D,2.24,0.568610130890018,0.687728131836613,1,1
#F8766D,#F8766D,2.1,0.559503661802611,0.673440925718934,1,1
#F8766D,#F8766D,2.82,0.512289803602296,0.776373810736946,1,1
#F8766D,#F8766D,1.69,0.511680009166256,0.646619479462966,1,1
#F8766D,#F8766D,2.73,0.686563717410754,0.645649381313421,1,1
#F8766D,#F8766D,1.99,0.526629239184531,0.677969832342843,1,1
#F8766D,#F8766D,1.59,0.509287484641379,0.634795495612507,1,1
#F8766D,#F8766D,2.98,0.684867425965355,0.706639167723606,1,1
#F8766D,#F8766D,2.19,0.589548553203091,0.66249231799274,1,1
#F8766D,#F8766D,3.48,0.544684660143219,0.844276294769261,1,1
#F8766D,#F8766D,1.72,0.549416928599262,0.61804625272534,1,1
#F8766D,#F8766D,3.25,0.484453788785627,0.827441169747226,1,1
#F8766D,#F8766D,2.61,0.677731223386757,0.62151734566878,1,1
#F8766D,#F8766D,1.73,0.493547933523238,0.658679766109468,1,1
#F8766D,#F8766D,2.56,0.540809398418703,0.740167391751342,1,1
#F8766D,#F8766D,2.16,0.520233427057662,0.699810645701321,1,1
#F8766D,#F8766D,2.64,0.622788040174883,0.706801327802002,1,1
#F8766D,#F8766D,2.37,0.597087972463822,0.686506541156094,1,1
#F8766D,#F8766D,2.74,0.647292866572932,0.701447245779445,1,1
#F8766D,#F8766D,1.88,0.490650284837448,0.675923471632982,1,1
#F8766D,#F8766D,2.34,0.589827621253287,0.687152239259156,1,1
#F8766D,#F8766D,2.18,0.624955936942035,0.585160299728171,1,1
#F8766D,#F8766D,2.68,0.68919828402944,0.617487271893047,1,1
#F8766D,#F8766D,1.33,0.492766891158043,0.608152324329257,1,1
#F8766D,#F8766D,4.53,0.584207181322367,0.953804747169857,1,1
#F8766D,#F8766D,3.07,0.496473649872386,0.806448159160515,1,1
#F8766D,#F8766D,2.89,0.583049448123121,0.763883394819495,1,1
#F8766D,#F8766D,1.84,0.566434594645349,0.620377996159288,1,1
#F8766D,#F8766D,1.48,0.527230238118457,0.593423324849316,1,1
#F8766D,#F8766D,2.34,0.59884454531289,0.678987170627492,1,1
#F8766D,#F8766D,2.95,0.688404358260306,0.696035117096235,1,1
#F8766D,#F8766D,2.52,0.651050967119938,0.653505254904473,1,1
#F8766D,#F8766D,2.96,0.730464821361271,0.605192189429927,1,1
#F8766D,#F8766D,1.62,0.475359566880387,0.650051657830581,1,1
#F8766D,#F8766D,3.1,0.696597940465968,0.715166489872682,1,1
#F8766D,#F8766D,1.92,0.516772768493788,0.673209952014736,1,1
#F8766D,#F8766D,3.05,0.608647859546271,0.772861174532114,1,1
#F8766D,#F8766D,4.16,0.818705592968353,0.778767655089659,1,1
#F8766D,#F8766D,1,0.462123246659281,0.582232616525656,1,1
#F8766D,#F8766D,2.61,0.520886123237845,0.751624840490947,1,1
#F8766D,#F8766D,2.87,0.518447264847749,0.781681908233162,1,1
#F8766D,#F8766D,2.43,0.648015957252944,0.632733944747536,1,1
#F8766D,#F8766D,3.55,0.523578089478954,0.855434366642605,1,1
#F8766D,#F8766D,3.86,0.589255927509459,0.876730188625063,1,1
#F8766D,#F8766D,3.26,0.55220270520451,0.817780287393108,1,1
#F8766D,#F8766D,1.65,0.480676947737591,0.652364716113136,1,1
#F8766D,#F8766D,2.93,0.693489718801016,0.684834086255587,1,1
#F8766D,#F8766D,1.38,0.484499007736197,0.620683862744717,1,1
#F8766D,#F8766D,2.08,0.606921784233226,0.606615254929251,1,1
#F8766D,#F8766D,2.36,0.589334000541119,0.690980066635456,1,1
#F8766D,#F8766D,2.29,0.468327289599807,0.724125420856557,1,1
#F8766D,#F8766D,3.26,0.760224406589128,0.653402987298728,1,1
#F8766D,#F8766D,1.45,0.518399178794619,0.602629861428139,1,1
#F8766D,#F8766D,2.87,0.662289130157135,0.709488337938718,1,1
#F8766D,#F8766D,3.39,0.790820336305801,0.588674467442386,1,1
#F8766D,#F8766D,2.13,0.594476246468865,0.646723235628798,1,1
#F8766D,#F8766D,1.38,0.458946348960579,0.625589654722084,1,1
#F8766D,#F8766D,1.54,0.496700891964127,0.634308281171572,1,1
#F8766D,#F8766D,2.03,0.496818735651369,0.69163960188659,1,1
#F8766D,#F8766D,2.3,0.641966383143496,0.583544761822548,1,1
#F8766D,#F8766D,1.24,0.487635791778441,0.597985680686232,1,1
#F8766D,#F8766D,1.99,0.485499869150818,0.689506458803024,1,1
#F8766D,#F8766D,3.55,0.670090449683257,0.805651560593413,1,1
#F8766D,#F8766D,3.83,0.651355953598544,0.851090800149319,1,1
#F8766D,#F8766D,2.28,0.542432684684438,0.706560000372264,1,1
#F8766D,#F8766D,1.57,0.538182114575053,0.598565273501491,1,1
#F8766D,#F8766D,1.44,0.522538344799312,0.583486723488209,1,1
#F8766D,#F8766D,1.82,0.567031729669342,0.614230749598407,1,1
#F8766D,#F8766D,1.34,0.462665648942324,0.620489347795229,1,1
#F8766D,#F8766D,2.38,0.521258863557514,0.725557379043478,1,1
#F8766D,#F8766D,1.66,0.459222621089301,0.655830972865442,1,1
#F8766D,#F8766D,1.77,0.504838919726998,0.659508609626416,1,1
#F8766D,#F8766D,2.5,0.549136738539913,0.729885644649937,1,1
#F8766D,#F8766D,2.01,0.495584798032454,0.689754792628298,1,1
#F8766D,#F8766D,2.19,0.544098555966761,0.694418123836127,1,1
#F8766D,#F8766D,3.53,0.767265035782999,0.714323339702775,1,1
#F8766D,#F8766D,3.5,0.552989023017285,0.845287452186487,1,1
#F8766D,#F8766D,3.25,0.764352256324239,0.636122472901901,1,1
#7CAE00,#7CAE00,3.65,0.211499560550026,0.796773799441702,1,2
#7CAE00,#7CAE00,2.54,0.295299310657765,0.692973262799815,1,2
#7CAE00,#7CAE00,3.72,0.258015193902918,0.834287465776384,1,2
#7CAE00,#7CAE00,3.99,0.0666524074116822,0.691298890579575,1,2
#7CAE00,#7CAE00,1.75,0.391172969316221,0.646566955683834,1,2
#7CAE00,#7CAE00,1.53,0.426766112040523,0.636485156017618,1,2
#7CAE00,#7CAE00,2.2,0.412072123867214,0.709689018790479,1,2
#7CAE00,#7CAE00,2.79,0.218248573280101,0.636855601474361,1,2
#7CAE00,#7CAE00,2.28,0.309553155195914,0.661661209996629,1,2
#7CAE00,#7CAE00,1.94,0.374012966703172,0.662396938936591,1,2
#7CAE00,#7CAE00,2.41,0.278065699452696,0.646652558670575,1,2
#7CAE00,#7CAE00,1.25,0.446443050668152,0.609599783750096,1,2
#7CAE00,#7CAE00,3.13,0.162793298975218,0.60666682679224,1,2
#7CAE00,#7CAE00,1.06,0.446539215096405,0.584587777508007,1,2
#7CAE00,#7CAE00,1.93,0.406254479924689,0.676805386135102,1,2
#7CAE00,#7CAE00,1.88,0.450778074585625,0.679414673063795,1,2
#7CAE00,#7CAE00,4.05,0.249775520097131,0.870992947094293,1,2
#7CAE00,#7CAE00,1.65,0.390235062037276,0.632170204226988,1,2
#7CAE00,#7CAE00,3.5,0.110308361676336,0.583440133659321,1,2
#7CAE00,#7CAE00,2.92,0.443495102914441,0.791730446144444,1,2
#7CAE00,#7CAE00,1.03,0.449122198106405,0.580744031685198,1,2
#7CAE00,#7CAE00,3.46,0.199086017940509,0.757174210127269,1,2
#7CAE00,#7CAE00,4.02,0.331726538762447,0.896651090172904,1,2
#7CAE00,#7CAE00,2.57,0.294869940010966,0.696890296322506,1,2
#7CAE00,#7CAE00,3.85,0.18441467141234,0.806240242851685,1,2
#7CAE00,#7CAE00,1.58,0.452815169192335,0.6468078339496,1,2
#7CAE00,#7CAE00,1.46,0.391067528473746,0.584453643867643,1,2
#7CAE00,#7CAE00,2.53,0.34071067635272,0.722982532231848,1,2
#7CAE00,#7CAE00,2.47,0.354091215267571,0.721117223120983,1,2
#7CAE00,#7CAE00,1.58,0.429738036207048,0.643314887187922,1,2
#7CAE00,#7CAE00,1.92,0.377805624567294,0.661528978340549,1,2
#7CAE00,#7CAE00,2.08,0.307169047292216,0.595697619313334,1,2
#7CAE00,#7CAE00,2.63,0.28717249223196,0.700607195703566,1,2
#7CAE00,#7CAE00,1.63,0.434069686186515,0.649781607135043,1,2
#7CAE00,#7CAE00,2.79,0.404350989856367,0.773921951740649,1,2
#7CAE00,#7CAE00,3.47,0.300489176540206,0.821741569705143,1,2
#7CAE00,#7CAE00,2.25,0.283172815053238,0.591200308896482,1,2
#7CAE00,#7CAE00,2.51,0.378069719555957,0.735083321016517,1,2
#7CAE00,#7CAE00,1.39,0.445476758413348,0.625349981083493,1,2
#7CAE00,#7CAE00,1.84,0.436760554307472,0.673757745719276,1,2
#7CAE00,#7CAE00,3.34,0.241639911594695,0.772967590406922,1,2
#7CAE00,#7CAE00,3.31,0.163062398688934,0.682793719588231,1,2
#7CAE00,#7CAE00,2.56,0.438502060946794,0.752889818766666,1,2
#7CAE00,#7CAE00,2.22,0.426161585378485,0.713784307050207,1,2
#7CAE00,#7CAE00,1.15,0.455641001411249,0.599917804726688,1,2
#7CAE00,#7CAE00,1.28,0.428053439734016,0.603994815401609,1,2
#7CAE00,#7CAE00,1.4,0.443633176952785,0.62625091831955,1,2
#7CAE00,#7CAE00,2.77,0.399192087226001,0.770240777809859,1,2
#7CAE00,#7CAE00,3.21,0.40662091125166,0.819760541845277,1,2
#7CAE00,#7CAE00,1.25,0.446148982210849,0.609249692702342,1,2
#7CAE00,#7CAE00,2.96,0.212561763097163,0.676192072557757,1,2
#7CAE00,#7CAE00,1.96,0.361913075592727,0.657125136345424,1,2
#7CAE00,#7CAE00,1.22,0.425700868658974,0.588590414014074,1,2
#7CAE00,#7CAE00,2.3,0.285367888915976,0.627229758244236,1,2
#7CAE00,#7CAE00,1.88,0.332830265333876,0.585954663859827,1,2
#7CAE00,#7CAE00,2.58,0.279245860804641,0.683197135219791,1,2
#7CAE00,#7CAE00,3.81,0.332093287643404,0.872820055339464,1,2
#7CAE00,#7CAE00,2.4,0.292779263673222,0.665242061887444,1,2
#7CAE00,#7CAE00,2.3,0.389921179073142,0.715158288855244,1,2
#7CAE00,#7CAE00,1.93,0.359836400457586,0.650743204624527,1,2
#7CAE00,#7CAE00,3.6,0.10039317142493,0.626108635236603,1,2
#7CAE00,#7CAE00,1.57,0.418398287490669,0.638003430054362,1,2
#7CAE00,#7CAE00,3.03,0.251343768381571,0.732832299226659,1,2
#7CAE00,#7CAE00,2.29,0.376159124383835,0.708822018435082,1,2
#7CAE00,#7CAE00,1.93,0.427003059351012,0.682064828064772,1,2
#7CAE00,#7CAE00,1.4,0.454224538881941,0.627516913090774,1,2
#7CAE00,#7CAE00,2.25,0.337698379867004,0.681590129166858,1,2
#7CAE00,#7CAE00,3.5,0.296453360518217,0.823802017306066,1,2
#7CAE00,#7CAE00,1.24,0.443237238127514,0.607475677332609,1,2
#7CAE00,#7CAE00,2.31,0.275174828723791,0.598725090323119,1,2
#7CAE00,#7CAE00,2.63,0.264462469083547,0.677007932362944,1,2
#7CAE00,#7CAE00,1.46,0.431959682996464,0.629764697083816,1,2
#7CAE00,#7CAE00,2.05,0.335487724590563,0.646429764900887,1,2
#7CAE00,#7CAE00,2.23,0.308280707332541,0.64926116005934,1,2
#7CAE00,#7CAE00,2.04,0.350511049139816,0.659475705448557,1,2
#7CAE00,#7CAE00,2.76,0.347587864843361,0.753640589805694,1,2
#7CAE00,#7CAE00,3.87,0.187556317736861,0.811063180776049,1,2
#7CAE00,#7CAE00,2.17,0.348192316831293,0.677482193963768,1,2
#7CAE00,#7CAE00,2.72,0.22221305741405,0.618635009276209,1,2
#7CAE00,#7CAE00,2.69,0.288473007463648,0.710786892937154,1,2
#7CAE00,#7CAE00,1.16,0.438208282711404,0.59451335886108,1,2
#7CAE00,#7CAE00,3.15,0.393684846418888,0.811733356331646,1,2
#7CAE00,#7CAE00,2.4,0.455473877381234,0.7361291537918,1,2
#7CAE00,#7CAE00,1.99,0.322573084484531,0.610270535819106,1,2
#7CAE00,#7CAE00,1.21,0.42669133282636,0.590289158298092,1,2
#7CAE00,#7CAE00,1.81,0.346018979332329,0.601045229007726,1,2
#7CAE00,#7CAE00,1.28,0.446416640966778,0.6125771569283,1,2
#7CAE00,#7CAE00,1.97,0.320383451356801,0.588227000507308,1,2
#7CAE00,#7CAE00,2.33,0.271234429741201,0.585248702977658,1,2
#7CAE00,#7CAE00,2.04,0.336454277113746,0.646159940533334,1,2
#7CAE00,#7CAE00,2.88,0.360007833804112,0.772781837222716,1,2
#7CAE00,#7CAE00,3.69,0.142861025253311,0.739963117063039,1,2
#7CAE00,#7CAE00,2.48,0.338421333846328,0.715042587729862,1,2
#7CAE00,#7CAE00,3.1,0.419760780350096,0.810331752571847,1,2
#7CAE00,#7CAE00,2.17,0.335783074339666,0.667952085868639,1,2
#7CAE00,#7CAE00,2.05,0.372003570694551,0.676315515010897,1,2
#7CAE00,#7CAE00,3.58,0.16198780671301,0.740272976078767,1,2
#7CAE00,#7CAE00,1.39,0.399822406318582,0.583619849488647,1,2
#7CAE00,#7CAE00,3.18,0.204513758066892,0.713340218444584,1,2
#7CAE00,#7CAE00,2.53,0.301559007219328,0.695750695687573,1,2
#7CAE00,#7CAE00,1.64,0.391408488481685,0.631092107857774,1,2
#7CAE00,#7CAE00,2.24,0.432876706268097,0.717090604817571,1,2
#7CAE00,#7CAE00,1.65,0.368372415973042,0.602249386501654,1,2
#7CAE00,#7CAE00,1.12,0.43706533038751,0.581865954783123,1,2
#7CAE00,#7CAE00,2.3,0.30669588871228,0.661690676854999,1,2
#7CAE00,#7CAE00,1.64,0.452310084918853,0.653444726752647,1,2
#7CAE00,#7CAE00,3.45,0.300635557517152,0.819421567526288,1,2
#7CAE00,#7CAE00,3.98,0.0590533485795899,0.667844838169785,1,2
#7CAE00,#7CAE00,2.18,0.296044451295763,0.608221290053447,1,2
#7CAE00,#7CAE00,1.75,0.353725158644868,0.602226361496477,1,2
#7CAE00,#7CAE00,1.8,0.439050124086788,0.669825119994514,1,2
#7CAE00,#7CAE00,1.74,0.394392647955826,0.646889748271271,1,2
#7CAE00,#7CAE00,1.43,0.394968243306048,0.584495421015814,1,2
#7CAE00,#7CAE00,2.93,0.347137836731779,0.774736147386399,1,2
#7CAE00,#7CAE00,1.34,0.426974592697792,0.612562548940395,1,2
#7CAE00,#7CAE00,1.94,0.448516999776349,0.685844859304326,1,2
#7CAE00,#7CAE00,2.78,0.279107645184488,0.71676773079146,1,2
#7CAE00,#7CAE00,3.02,0.193249815153744,0.658193549243643,1,2
#7CAE00,#7CAE00,3.57,0.321031375253408,0.841634954585786,1,2
#7CAE00,#7CAE00,1.19,0.428097704453408,0.581605139724266,1,2
#7CAE00,#7CAE00,2.63,0.275566142093498,0.688384707848525,1,2
#7CAE00,#7CAE00,2.26,0.410621539534158,0.715501177036984,1,2
#7CAE00,#7CAE00,2.55,0.423673674840183,0.750174391729592,1,2
#7CAE00,#7CAE00,2.36,0.275307421897626,0.623663545444095,1,2
#7CAE00,#7CAE00,1.92,0.327121853506282,0.580667141471416,1,2
#7CAE00,#7CAE00,2.84,0.205174804669611,0.617549794367805,1,2
#7CAE00,#7CAE00,3.3,0.341221103608887,0.81598739541032,1,2
#7CAE00,#7CAE00,2.9,0.310909904989495,0.754716738699507,1,2
#7CAE00,#7CAE00,2.16,0.293969353978558,0.583814376666955,1,2
#7CAE00,#7CAE00,1.86,0.418094834932117,0.671965037853159,1,2
#7CAE00,#7CAE00,1.58,0.386236932844219,0.615608105619128,1,2
#7CAE00,#7CAE00,3.88,0.411435437340918,0.894113159194044,1,2
#7CAE00,#7CAE00,1.74,0.3583510292209,0.607715714447596,1,2
#7CAE00,#7CAE00,1.8,0.350050973772054,0.609105844482757,1,2
