alpha,colour,fill,x,y,clickSelects,showSelected,PANEL,group
0.1,#F8766D,#F8766D,0.458558541435551,0.757053824370064,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.686967607403764,0.581647794774386,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.601771649836653,0.719879295879063,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.53524127512919,0.587348233835463,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.531873030605362,0.7436602841691,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.575051277159732,0.584888236874711,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.510561885477603,0.606393192622106,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.464870375036974,0.634959245968308,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.469914898277809,0.620428522438756,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.663105294085126,0.73277559577367,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.489052833413081,0.635238559969022,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.461351062712854,0.608678972510206,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.5196348007573,0.780180626879762,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.760064611322707,0.624559600440812,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.459468921481233,0.594328608494237,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.688279342214894,0.630505793810827,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.686001748047637,0.659184539842351,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.569057408027253,0.616197455620915,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.568838688872755,0.625669048368711,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.470993352323269,0.654911492269008,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.507820147949039,0.658138939955064,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.592173847901027,0.741618825659492,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.649681847971413,0.621827598984062,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.51192214305801,0.679229725519468,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.556322912199781,0.678223767165544,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.473075548520652,0.605114874394895,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.484126495630414,0.647702626816095,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.632425947479759,0.78266554126072,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.736918403080364,0.636216294616703,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.482860511742749,0.602418159579541,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.470484332758143,0.664610871463641,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.502650570196679,0.609074763455963,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.667900465975876,0.717882263449564,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.619008910691171,0.596396459764081,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.478775332830666,0.588126895040729,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.506445932527166,0.620814655323719,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.633201231291673,0.824866208935684,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.581000893182226,0.719750387953766,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.550310074216423,0.606972946885942,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.531703134272379,0.598680866964485,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.524759002184547,0.619421274311653,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.624951732782131,0.651531162161353,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.680259034470616,0.840733313228837,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.523319029095673,0.596790225103602,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.61206641479002,0.667558470507552,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.482664022411216,0.681307023047789,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.692669572293403,0.652621287902656,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.768066992263516,0.698743031739392,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.672437955353631,0.627869814637536,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.462845225526911,0.737218998830608,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.794500746863342,0.716710913308209,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.60028248478418,0.607844463551104,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.519385603040147,0.737412453358685,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.505818319027115,0.738944082995669,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.463183633000049,0.727077359059203,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.496579115017452,0.68314872920565,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.474305354858167,0.589625157310629,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.907132955555589,0.58284926220197,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.50798157829438,0.632424229846629,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.705526798090306,0.69581933449292,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.4753345148789,0.612564564111929,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.61771979144555,0.622150452262131,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.659073838412906,0.874270654180222,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.706138423353219,0.599917222930455,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.468439260368384,0.68619221577494,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.565738946025823,0.590303005462946,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.536700725166948,0.788010124629276,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.678890145824377,0.697777515661304,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.611897579294596,0.711282552688501,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.669610008517441,0.611129920675296,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.469572064981809,0.700139654253646,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.548506283342007,0.655769584822414,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.464671440053148,0.700133466028243,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.536410738294793,0.689797682412547,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.546314777751119,0.873072163330219,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.543119295140552,0.61909729433569,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.504998690366769,0.59730730324845,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.646311051729482,0.708037044374933,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.515906408924538,0.656643190675993,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.638777813679801,0.774205064806704,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.684330339340291,0.621348928523456,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.483125865778319,0.688744599737765,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.687426422042416,0.612822854867165,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.648461350083174,0.653251296857563,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.794244127725504,0.74616784503707,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.473898332694464,0.631422604720444,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.557942601345873,0.800412085447512,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.547227313207977,0.62080025391899,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.630811730376221,0.824417483599279,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.586829487244538,0.729584243569109,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.584036856080761,0.667544616593459,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.528245239786718,0.647887679123394,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.589748497302209,0.643640572079328,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.539082021474332,0.651016227140534,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.60905138568891,0.779278793893959,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.484176334218305,0.665136558144783,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.690051964840904,0.593572144116553,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.541476556919967,0.621852123430956,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.480384532530148,0.720283835011817,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.70665154326305,0.673119226492975,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.625390984024929,0.847915147445956,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.470740455131649,0.62495395136237,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.896090999617457,0.742691579362984,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.590621971313749,0.650866884228241,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.573902655608728,0.631656609498928,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.560871451888458,0.826044794525547,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.465127095334775,0.641457423331093,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.55077925048124,0.610567525583515,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.674896503587943,0.698605816394495,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.794407343592066,0.80861343703373,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.605480092183246,0.727520278200393,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.583494811485556,0.737122528426511,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.539527306743138,0.87501189088989,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.570658972850634,0.67863900620878,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.489167766311153,0.684271755370789,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.580535763655525,0.699094346070872,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.654661236235476,0.696057449379645,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.56042383124632,0.74836012165938,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.60470454123433,0.64634046693802,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.545877104185381,0.649880898881786,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.549016994864373,0.643716752954776,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.479631219411179,0.609708701282333,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.49084395395696,0.732209955357141,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.507683137343392,0.622384364459617,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.512232416714144,0.798082946407793,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.527294723656554,0.692664720061638,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.608618271533278,0.643699807543862,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.727420061615244,0.722006726213699,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.664519500039688,0.614666073828586,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.731991364308489,0.612988714099206,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.502677161762967,0.662835757756853,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.531402847805326,0.64359295825717,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.532514805524044,0.613501825924738,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.756148770559193,0.663611318339822,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.648433362015874,0.722714308831717,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.622695740842195,0.766625169161587,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.710510797811018,0.730807411098588,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.469678141461218,0.594981839792221,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.597985728853623,0.600013709926306,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.498569444609272,0.592607056658637,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.580105794351529,0.609440904244445,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.580397114314691,0.606229841672126,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.708677483324356,0.627000267327386,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.554874699870195,0.687166940711528,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.60877355556187,0.730626790495167,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.483543998379515,0.724168247725533,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.568610130890018,0.687728131836613,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.559503661802611,0.673440925718934,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.512289803602296,0.776373810736946,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.511680009166256,0.646619479462966,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.686563717410754,0.645649381313421,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.526629239184531,0.677969832342843,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.509287484641379,0.634795495612507,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.684867425965355,0.706639167723606,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.589548553203091,0.66249231799274,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.544684660143219,0.844276294769261,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.549416928599262,0.61804625272534,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.484453788785627,0.827441169747226,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.677731223386757,0.62151734566878,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.493547933523238,0.658679766109468,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.540809398418703,0.740167391751342,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.520233427057662,0.699810645701321,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.622788040174883,0.706801327802002,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.597087972463822,0.686506541156094,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.647292866572932,0.701447245779445,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.490650284837448,0.675923471632982,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.589827621253287,0.687152239259156,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.624955936942035,0.585160299728171,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.68919828402944,0.617487271893047,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.492766891158043,0.608152324329257,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.584207181322367,0.953804747169857,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.496473649872386,0.806448159160515,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.583049448123121,0.763883394819495,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.566434594645349,0.620377996159288,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.527230238118457,0.593423324849316,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.59884454531289,0.678987170627492,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.688404358260306,0.696035117096235,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.651050967119938,0.653505254904473,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.730464821361271,0.605192189429927,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.475359566880387,0.650051657830581,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.696597940465968,0.715166489872682,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.516772768493788,0.673209952014736,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.608647859546271,0.772861174532114,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.818705592968353,0.778767655089659,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.462123246659281,0.582232616525656,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.520886123237845,0.751624840490947,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.518447264847749,0.781681908233162,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.648015957252944,0.632733944747536,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.523578089478954,0.855434366642605,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.589255927509459,0.876730188625063,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.55220270520451,0.817780287393108,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.480676947737591,0.652364716113136,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.693489718801016,0.684834086255587,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.484499007736197,0.620683862744717,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.606921784233226,0.606615254929251,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.589334000541119,0.690980066635456,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.468327289599807,0.724125420856557,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.760224406589128,0.653402987298728,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.518399178794619,0.602629861428139,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.662289130157135,0.709488337938718,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.790820336305801,0.588674467442386,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.594476246468865,0.646723235628798,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.458946348960579,0.625589654722084,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.496700891964127,0.634308281171572,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.496818735651369,0.69163960188659,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.641966383143496,0.583544761822548,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.487635791778441,0.597985680686232,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.485499869150818,0.689506458803024,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.670090449683257,0.805651560593413,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.651355953598544,0.851090800149319,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.542432684684438,0.706560000372264,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.538182114575053,0.598565273501491,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.522538344799312,0.583486723488209,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.567031729669342,0.614230749598407,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.462665648942324,0.620489347795229,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.521258863557514,0.725557379043478,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.459222621089301,0.655830972865442,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.504838919726998,0.659508609626416,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.549136738539913,0.729885644649937,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.495584798032454,0.689754792628298,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.544098555966761,0.694418123836127,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.767265035782999,0.714323339702775,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.552989023017285,0.845287452186487,Q1,Q1,1,1
0.1,#F8766D,#F8766D,0.764352256324239,0.636122472901901,Q1,Q1,1,1
0.4,#7CAE00,#7CAE00,0.211499560550026,0.796773799441702,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.295299310657765,0.692973262799815,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.258015193902918,0.834287465776384,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.0666524074116822,0.691298890579575,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.391172969316221,0.646566955683834,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.426766112040523,0.636485156017618,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.412072123867214,0.709689018790479,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.218248573280101,0.636855601474361,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.309553155195914,0.661661209996629,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.374012966703172,0.662396938936591,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.278065699452696,0.646652558670575,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.446443050668152,0.609599783750096,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.162793298975218,0.60666682679224,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.446539215096405,0.584587777508007,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.406254479924689,0.676805386135102,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.450778074585625,0.679414673063795,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.249775520097131,0.870992947094293,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.390235062037276,0.632170204226988,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.110308361676336,0.583440133659321,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.443495102914441,0.791730446144444,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.449122198106405,0.580744031685198,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.199086017940509,0.757174210127269,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.331726538762447,0.896651090172904,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.294869940010966,0.696890296322506,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.18441467141234,0.806240242851685,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.452815169192335,0.6468078339496,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.391067528473746,0.584453643867643,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.34071067635272,0.722982532231848,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.354091215267571,0.721117223120983,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.429738036207048,0.643314887187922,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.377805624567294,0.661528978340549,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.307169047292216,0.595697619313334,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.28717249223196,0.700607195703566,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.434069686186515,0.649781607135043,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.404350989856367,0.773921951740649,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.300489176540206,0.821741569705143,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.283172815053238,0.591200308896482,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.378069719555957,0.735083321016517,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.445476758413348,0.625349981083493,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.436760554307472,0.673757745719276,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.241639911594695,0.772967590406922,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.163062398688934,0.682793719588231,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.438502060946794,0.752889818766666,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.426161585378485,0.713784307050207,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.455641001411249,0.599917804726688,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.428053439734016,0.603994815401609,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.443633176952785,0.62625091831955,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.399192087226001,0.770240777809859,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.40662091125166,0.819760541845277,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.446148982210849,0.609249692702342,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.212561763097163,0.676192072557757,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.361913075592727,0.657125136345424,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.425700868658974,0.588590414014074,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.285367888915976,0.627229758244236,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.332830265333876,0.585954663859827,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.279245860804641,0.683197135219791,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.332093287643404,0.872820055339464,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.292779263673222,0.665242061887444,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.389921179073142,0.715158288855244,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.359836400457586,0.650743204624527,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.10039317142493,0.626108635236603,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.418398287490669,0.638003430054362,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.251343768381571,0.732832299226659,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.376159124383835,0.708822018435082,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.427003059351012,0.682064828064772,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.454224538881941,0.627516913090774,Q2,Q2,1,2
0.4,#7CAE00,#7CAE00,0.337698379867004,0.681590129166858,Q2,Q2,1,2
