alpha,colour,fill,x,y,clickSelects,showSelected,PANEL,group
0.6832,#F8766D,#F8766D,0.535734201516669,0.61760651678118,Q1,Q1,1,1
0.8088,#F8766D,#F8766D,0.75157979826168,0.651031344059541,Q1,Q1,1,1
0.78,#F8766D,#F8766D,0.522240817637468,0.752754481925717,Q1,Q1,1,1
0.7528,#F8766D,#F8766D,0.705774625518735,0.56615419243645,Q1,Q1,1,1
0.816,#F8766D,#F8766D,0.776113368313236,0.624294415113174,Q1,Q1,1,1
0.7224,#F8766D,#F8766D,0.617791784434729,0.630530688966435,Q1,Q1,1,1
0.6296,#F8766D,#F8766D,0.546011224130534,0.508682927203884,Q1,Q1,1,1
0.7232,#F8766D,#F8766D,0.673711401578568,0.511622391558874,Q1,Q1,1,1
0.7088,#F8766D,#F8766D,0.585224972902502,0.631796274924678,Q1,Q1,1,1
0.7256,#F8766D,#F8766D,0.630756301639039,0.622909120286423,Q1,Q1,1,1
0.6432,#F8766D,#F8766D,0.53527435531855,0.558219013664666,Q1,Q1,1,1
0.6464,#F8766D,#F8766D,0.523867280708605,0.569008786281437,Q1,Q1,1,1
0.7872,#F8766D,#F8766D,0.576435493137147,0.75229517418562,Q1,Q1,1,1
0.6096,#F8766D,#F8766D,0.514076786166764,0.516410670918176,Q1,Q1,1,1
0.656,#F8766D,#F8766D,0.531264026677541,0.580417129916007,Q1,Q1,1,1
0.672,#F8766D,#F8766D,0.58602917373268,0.563422725483535,Q1,Q1,1,1
0.7424,#F8766D,#F8766D,0.611225162237169,0.669941879708435,Q1,Q1,1,1
0.78,#F8766D,#F8766D,0.526185369728196,0.75228419019837,Q1,Q1,1,1
0.6688,#F8766D,#F8766D,0.561652455089024,0.582490258400634,Q1,Q1,1,1
0.7392,#F8766D,#F8766D,0.655204208482883,0.623102039817801,Q1,Q1,1,1
0.7016,#F8766D,#F8766D,0.592521549662466,0.614557666725921,Q1,Q1,1,1
0.7968,#F8766D,#F8766D,0.727911540630067,0.656429822650503,Q1,Q1,1,1
0.668,#F8766D,#F8766D,0.598662266613325,0.510944691676494,Q1,Q1,1,1
0.7704,#F8766D,#F8766D,0.700712140835371,0.632424331896346,Q1,Q1,1,1
0.664,#F8766D,#F8766D,0.536262610953079,0.590263522655998,Q1,Q1,1,1
0.7888,#F8766D,#F8766D,0.762384143850174,0.533120710920343,Q1,Q1,1,1
0.664,#F8766D,#F8766D,0.579505037838026,0.55278334137892,Q1,Q1,1,1
0.8408,#F8766D,#F8766D,0.833759789777758,0.533670772531121,Q1,Q1,1,1
0.7032,#F8766D,#F8766D,0.636847292681653,0.557952099841282,Q1,Q1,1,1
0.7472,#F8766D,#F8766D,0.621477650218057,0.670891169681153,Q1,Q1,1,1
0.7576,#F8766D,#F8766D,0.721126611420608,0.509342155590219,Q1,Q1,1,1
0.6944,#F8766D,#F8766D,0.508886675347646,0.637415821154434,Q1,Q1,1,1
0.8792,#F8766D,#F8766D,0.831637869715158,0.704398405041626,Q1,Q1,1,1
0.7264,#F8766D,#F8766D,0.67140832167703,0.555280308417086,Q1,Q1,1,1
0.812,#F8766D,#F8766D,0.6865936854549,0.731549874573076,Q1,Q1,1,1
0.736,#F8766D,#F8766D,0.622816509791266,0.649872843946543,Q1,Q1,1,1
0.7224,#F8766D,#F8766D,0.658052699479634,0.57480450510623,Q1,Q1,1,1
0.744,#F8766D,#F8766D,0.537113659227535,0.701712078441184,Q1,Q1,1,1
0.72,#F8766D,#F8766D,0.586929164784943,0.648757510976257,Q1,Q1,1,1
0.6728,#F8766D,#F8766D,0.598219125594641,0.540987229103338,Q1,Q1,1,1
0.6448,#F8766D,#F8766D,0.53687563292982,0.560549531784574,Q1,Q1,1,1
0.6232,#F8766D,#F8766D,0.525208064873836,0.531543679999197,Q1,Q1,1,1
0.7688,#F8766D,#F8766D,0.734576596028215,0.533454251374167,Q1,Q1,1,1
0.6344,#F8766D,#F8766D,0.530703258114739,0.547661643771981,Q1,Q1,1,1
0.7256,#F8766D,#F8766D,0.502232964649962,0.680243083337999,Q1,Q1,1,1
0.6464,#F8766D,#F8766D,0.568998908890475,0.50580570788301,Q1,Q1,1,1
0.7576,#F8766D,#F8766D,0.643091175620984,0.671784883878979,Q1,Q1,1,1
0.6432,#F8766D,#F8766D,0.561384602353196,0.524990517217059,Q1,Q1,1,1
0.6616,#F8766D,#F8766D,0.580747429370964,0.542491313026054,Q1,Q1,1,1
0.7128,#F8766D,#F8766D,0.640745816715589,0.579025570640968,Q1,Q1,1,1
0.7552,#F8766D,#F8766D,0.718234257390087,0.507941071657857,Q1,Q1,1,1
0.6952,#F8766D,#F8766D,0.635824257874035,0.513018806629322,Q1,Q1,1,1
0.6384,#F8766D,#F8766D,0.558145944229968,0.507550360711972,Q1,Q1,1,1
0.6736,#F8766D,#F8766D,0.518058211389862,0.608004078779933,Q1,Q1,1,1
0.8384,#F8766D,#F8766D,0.831608442886545,0.523911307481309,Q1,Q1,1,1
0.716,#F8766D,#F8766D,0.512221026425827,0.666623256318841,Q1,Q1,1,1
0.6536,#F8766D,#F8766D,0.574859293258831,0.529816491192892,Q1,Q1,1,1
0.7768,#F8766D,#F8766D,0.593131706100565,0.731372966394526,Q1,Q1,1,1
0.6728,#F8766D,#F8766D,0.592069518922786,0.555688593164715,Q1,Q1,1,1
0.7272,#F8766D,#F8766D,0.678569127424882,0.524017310577015,Q1,Q1,1,1
0.7616,#F8766D,#F8766D,0.526913318296167,0.727469870027393,Q1,Q1,1,1
0.8216,#F8766D,#F8766D,0.56915041346781,0.801400720878412,Q1,Q1,1,1
0.788,#F8766D,#F8766D,0.763232738330732,0.508703784790895,Q1,Q1,1,1
0.7688,#F8766D,#F8766D,0.635061883628922,0.696594009799106,Q1,Q1,1,1
0.7416,#F8766D,#F8766D,0.637199195210047,0.648071615460345,Q1,Q1,1,1
0.7088,#F8766D,#F8766D,0.592914892358507,0.627384682980242,Q1,Q1,1,1
0.8256,#F8766D,#F8766D,0.708766830343491,0.73654598667607,Q1,Q1,1,1
0.784,#F8766D,#F8766D,0.606103769462751,0.735898542264411,Q1,Q1,1,1
0.7384,#F8766D,#F8766D,0.634203174583115,0.64522464493796,Q1,Q1,1,1
0.7776,#F8766D,#F8766D,0.649696360150243,0.700371589239795,Q1,Q1,1,1
0.748,#F8766D,#F8766D,0.677218567002787,0.61250933154355,Q1,Q1,1,1
0.852,#F8766D,#F8766D,0.547532352078495,0.847232865167042,Q1,Q1,1,1
0.6976,#F8766D,#F8766D,0.620230828867404,0.574673148861697,Q1,Q1,1,1
0.8528,#F8766D,#F8766D,0.705838858606907,0.785883379176525,Q1,Q1,1,1
0.7472,#F8766D,#F8766D,0.660987371871193,0.634150386296535,Q1,Q1,1,1
0.76,#F8766D,#F8766D,0.559984712837336,0.718552542565311,Q1,Q1,1,1
0.7232,#F8766D,#F8766D,0.665238596108487,0.557764297627099,Q1,Q1,1,1
0.7568,#F8766D,#F8766D,0.710490761301796,0.570465055600433,Q1,Q1,1,1
0.7576,#F8766D,#F8766D,0.532027819611387,0.721089156624704,Q1,Q1,1,1
0.7032,#F8766D,#F8766D,0.632143838740939,0.568447118203828,Q1,Q1,1,1
0.6568,#F8766D,#F8766D,0.578394262338323,0.531355950500327,Q1,Q1,1,1
0.7184,#F8766D,#F8766D,0.665825233220275,0.527945082501307,Q1,Q1,1,1
0.8528,#F8766D,#F8766D,0.570959235279972,0.844220906308671,Q1,Q1,1,1
0.7288,#F8766D,#F8766D,0.608193229873775,0.649468789854604,Q1,Q1,1,1
0.7672,#F8766D,#F8766D,0.716267619846809,0.595607871933645,Q1,Q1,1,1
0.8224,#F8766D,#F8766D,0.609984166428635,0.790659277763919,Q1,Q1,1,1
0.7072,#F8766D,#F8766D,0.634956828753182,0.573760744235031,Q1,Q1,1,1
0.7584,#F8766D,#F8766D,0.6457482588266,0.671229976670447,Q1,Q1,1,1
0.7312,#F8766D,#F8766D,0.601510792531286,0.657816695826619,Q1,Q1,1,1
0.7496,#F8766D,#F8766D,0.618877625968956,0.675838005961283,Q1,Q1,1,1
0.716,#F8766D,#F8766D,0.506932892411141,0.666570457360612,Q1,Q1,1,1
0.7528,#F8766D,#F8766D,0.704662458634556,0.570444338557798,Q1,Q1,1,1
0.6736,#F8766D,#F8766D,0.594450624580664,0.551840983840379,Q1,Q1,1,1
0.7456,#F8766D,#F8766D,0.68502227524396,0.591777122874931,Q1,Q1,1,1
0.7456,#F8766D,#F8766D,0.634613614362999,0.657033763461346,Q1,Q1,1,1
0.7672,#F8766D,#F8766D,0.701734963499095,0.622350008493739,Q1,Q1,1,1
0.6992,#F8766D,#F8766D,0.605232429041831,0.598398423531248,Q1,Q1,1,1
0.8744,#F8766D,#F8766D,0.808077582542669,0.727576939642193,Q1,Q1,1,1
0.7784,#F8766D,#F8766D,0.646438049762435,0.704577640904282,Q1,Q1,1,1
0.6152,#F8766D,#F8766D,0.507075922939461,0.530480551493511,Q1,Q1,1,1
0.7376,#F8766D,#F8766D,0.567740703253366,0.684784519825596,Q1,Q1,1,1
0.676,#F8766D,#F8766D,0.501895517840389,0.613262386621877,Q1,Q1,1,1
0.772,#F8766D,#F8766D,0.710349888162751,0.620583254738354,Q1,Q1,1,1
0.844,#F8766D,#F8766D,0.810077564491098,0.642603056505468,Q1,Q1,1,1
0.7456,#F8766D,#F8766D,0.59563736066446,0.683267315412566,Q1,Q1,1,1
0.7856,#F8766D,#F8766D,0.669378088510721,0.698773145235628,Q1,Q1,1,1
0.668,#F8766D,#F8766D,0.520012379825569,0.600846663515456,Q1,Q1,1,1
0.656,#F8766D,#F8766D,0.52849677668006,0.580847922773637,Q1,Q1,1,1
0.6296,#F8766D,#F8766D,0.537339884239362,0.531611206109397,Q1,Q1,1,1
0.6968,#F8766D,#F8766D,0.600300232940487,0.598034810563213,Q1,Q1,1,1
0.7024,#F8766D,#F8766D,0.620443445076721,0.585826956406758,Q1,Q1,1,1
0.7304,#F8766D,#F8766D,0.649305389929949,0.610648734104983,Q1,Q1,1,1
0.6472,#F8766D,#F8766D,0.506917481230099,0.574521985203152,Q1,Q1,1,1
0.6784,#F8766D,#F8766D,0.612377735944277,0.506066039141617,Q1,Q1,1,1
0.7832,#F8766D,#F8766D,0.755753433173691,0.525913965483019,Q1,Q1,1,1
0.7864,#F8766D,#F8766D,0.739844596180053,0.607497137867948,Q1,Q1,1,1
0.7088,#F8766D,#F8766D,0.541271918049181,0.652136827319117,Q1,Q1,1,1
0.6456,#F8766D,#F8766D,0.508513458851922,0.571999604813846,Q1,Q1,1,1
0.776,#F8766D,#F8766D,0.583803670339201,0.733078920389282,Q1,Q1,1,1
0.6192,#F8766D,#F8766D,0.507678039075084,0.535370981031765,Q1,Q1,1,1
0.6528,#F8766D,#F8766D,0.527042883057262,0.576941353709908,Q1,Q1,1,1
0.8776,#F8766D,#F8766D,0.874856542283591,0.596412597651545,Q1,Q1,1,1
0.6504,#F8766D,#F8766D,0.511189978325777,0.578336736531448,Q1,Q1,1,1
0.8392,#F8766D,#F8766D,0.828446412817724,0.563684299791645,Q1,Q1,1,1
0.6768,#F8766D,#F8766D,0.594039313194637,0.562453146790359,Q1,Q1,1,1
0.6832,#F8766D,#F8766D,0.573145357438858,0.597886297308187,Q1,Q1,1,1
0.6864,#F8766D,#F8766D,0.622667586718914,0.518922538087755,Q1,Q1,1,1
0.708,#F8766D,#F8766D,0.6373654337086,0.572195476416754,Q1,Q1,1,1
0.6456,#F8766D,#F8766D,0.566955555028721,0.509797992421478,Q1,Q1,1,1
0.8728,#F8766D,#F8766D,0.863596460289214,0.611081686947171,Q1,Q1,1,1
0.9136,#F8766D,#F8766D,0.773306239879853,0.839148860876694,Q1,Q1,1,1
0.7248,#F8766D,#F8766D,0.668524007846582,0.556168513794339,Q1,Q1,1,1
0.696,#F8766D,#F8766D,0.637229775939311,0.50588603680434,Q1,Q1,1,1
0.7104,#F8766D,#F8766D,0.549282623338546,0.652249780572563,Q1,Q1,1,1
0.7328,#F8766D,#F8766D,0.549118892635033,0.682901025045321,Q1,Q1,1,1
0.7464,#F8766D,#F8766D,0.5017664528731,0.707833470247235,Q1,Q1,1,1
0.704,#F8766D,#F8766D,0.625100148625419,0.582165310050404,Q1,Q1,1,1
0.676,#F8766D,#F8766D,0.609241783999471,0.509210154027589,Q1,Q1,1,1
0.8472,#F8766D,#F8766D,0.837394672616041,0.570671450314258,Q1,Q1,1,1
0.7192,#F8766D,#F8766D,0.542161553460426,0.665621729710302,Q1,Q1,1,1
0.6248,#F8766D,#F8766D,0.537917831657602,0.513383041776615,Q1,Q1,1,1
0.7752,#F8766D,#F8766D,0.579430116967731,0.734244223919747,Q1,Q1,1,1
0.7824,#F8766D,#F8766D,0.74026503764299,0.590346470622489,Q1,Q1,1,1
0.7824,#F8766D,#F8766D,0.554136749765918,0.751212172227629,Q1,Q1,1,1
0.8744,#F8766D,#F8766D,0.842255469242349,0.670773769219935,Q1,Q1,1,1
0.816,#F8766D,#F8766D,0.528019465733813,0.800546761987327,Q1,Q1,1,1
0.8904,#F8766D,#F8766D,0.68828392420601,0.856124211073606,Q1,Q1,1,1
0.7384,#F8766D,#F8766D,0.585366665001134,0.677375960903584,Q1,Q1,1,1
0.7304,#F8766D,#F8766D,0.62731437668757,0.635958568534907,Q1,Q1,1,1
0.6312,#F8766D,#F8766D,0.543583437009009,0.525363775981315,Q1,Q1,1,1
0.664,#F8766D,#F8766D,0.578127492282158,0.555546527637781,Q1,Q1,1,1
0.72,#F8766D,#F8766D,0.502695895880423,0.672109773049605,Q1,Q1,1,1
0.7504,#F8766D,#F8766D,0.699380180209492,0.574188104649292,Q1,Q1,1,1
0.7488,#F8766D,#F8766D,0.688665285637857,0.595398174874564,Q1,Q1,1,1
0.8216,#F8766D,#F8766D,0.696706404434919,0.739903336926074,Q1,Q1,1,1
0.7024,#F8766D,#F8766D,0.634489565308947,0.560422562137665,Q1,Q1,1,1
0.6536,#F8766D,#F8766D,0.526219051023887,0.57807747004915,Q1,Q1,1,1
0.7056,#F8766D,#F8766D,0.538837793728905,0.647661724788154,Q1,Q1,1,1
0.688,#F8766D,#F8766D,0.550244887028029,0.619109553320175,Q1,Q1,1,1
0.7112,#F8766D,#F8766D,0.522975212697641,0.659463163116631,Q1,Q1,1,1
0.716,#F8766D,#F8766D,0.635038197385179,0.597570216312213,Q1,Q1,1,1
0.6848,#F8766D,#F8766D,0.619908135341786,0.52525492839591,Q1,Q1,1,1
0.8144,#F8766D,#F8766D,0.788131946013825,0.586313173120194,Q1,Q1,1,1
0.748,#F8766D,#F8766D,0.668445353732863,0.624905397145324,Q1,Q1,1,1
0.8272,#F8766D,#F8766D,0.738555878852712,0.711257315816243,Q1,Q1,1,1
0.6136,#F8766D,#F8766D,0.514134163579358,0.524200118318582,Q1,Q1,1,1
0.8128,#F8766D,#F8766D,0.663729823452332,0.749572331258719,Q1,Q1,1,1
0.8192,#F8766D,#F8766D,0.803733567015242,0.538642109963189,Q1,Q1,1,1
0.7096,#F8766D,#F8766D,0.577726709629484,0.63836517730156,Q1,Q1,1,1
0.7144,#F8766D,#F8766D,0.653443424284531,0.555263812953773,Q1,Q1,1,1
0.7152,#F8766D,#F8766D,0.632627275595112,0.598075278882092,Q1,Q1,1,1
0.6664,#F8766D,#F8766D,0.595014437132295,0.518571244094806,Q1,Q1,1,1
0.6736,#F8766D,#F8766D,0.573276880707927,0.581231896046849,Q1,Q1,1,1
0.636,#F8766D,#F8766D,0.537209703299081,0.545373912679288,Q1,Q1,1,1
0.8512,#F8766D,#F8766D,0.611031926408981,0.832277249391598,Q1,Q1,1,1
0.9376,#F8766D,#F8766D,0.954545454545454,0.616748083745084,Q1,Q1,1,1
0.716,#F8766D,#F8766D,0.53906566995511,0.662571519504446,Q1,Q1,1,1
0.736,#F8766D,#F8766D,0.569508919546301,0.68116864085599,Q1,Q1,1,1
0.8856,#F8766D,#F8766D,0.886768524700819,0.590645123908212,Q1,Q1,1,1
0.804,#F8766D,#F8766D,0.585213869382526,0.773573656393774,Q1,Q1,1,1
0.8776,#F8766D,#F8766D,0.634266944571584,0.861574780497838,Q1,Q1,1,1
0.7936,#F8766D,#F8766D,0.549798078198745,0.767758648856512,Q1,Q1,1,1
0.6792,#7CAE00,#7CAE00,0.421052723692291,0.58675473673025,Q2,Q2,1,2
0.6,#7CAE00,#7CAE00,0.499857066483704,0.510646043432335,Q2,Q2,1,2
0.7496,#7CAE00,#7CAE00,0.360386283450725,0.660612032211199,Q2,Q2,1,2
0.6568,#7CAE00,#7CAE00,0.427496506719222,0.545297120878183,Q2,Q2,1,2
0.7448,#7CAE00,#7CAE00,0.489869566268944,0.705201519128662,Q2,Q2,1,2
0.6064,#7CAE00,#7CAE00,0.499251434121695,0.519128616916935,Q2,Q2,1,2
0.6616,#7CAE00,#7CAE00,0.496970068264853,0.593682236493621,Q2,Q2,1,2
0.74,#7CAE00,#7CAE00,0.368485167341229,0.649647014461221,Q2,Q2,1,2
0.7928,#7CAE00,#7CAE00,0.255339765421549,0.617998136424916,Q2,Q2,1,2
0.7048,#7CAE00,#7CAE00,0.484445937452292,0.650761663379832,Q2,Q2,1,2
0.6944,#7CAE00,#7CAE00,0.409908632946658,0.603657023227898,Q2,Q2,1,2
0.6656,#7CAE00,#7CAE00,0.407977023592098,0.530368474550239,Q2,Q2,1,2
0.828,#7CAE00,#7CAE00,0.182534685472368,0.520855714319067,Q2,Q2,1,2
0.716,#7CAE00,#7CAE00,0.491900511235979,0.666715969845665,Q2,Q2,1,2
0.68,#7CAE00,#7CAE00,0.420007555066494,0.587075105624677,Q2,Q2,1,2
0.9112,#7CAE00,#7CAE00,0.292221906256539,0.877534498204543,Q2,Q2,1,2
0.684,#7CAE00,#7CAE00,0.380113213588147,0.515378026730479,Q2,Q2,1,2
0.8368,#7CAE00,#7CAE00,0.296992403164905,0.761702330298254,Q2,Q2,1,2
0.6608,#7CAE00,#7CAE00,0.418957224627647,0.540674497988938,Q2,Q2,1,2
0.7456,#7CAE00,#7CAE00,0.372211727319832,0.663428099589314,Q2,Q2,1,2
0.8384,#7CAE00,#7CAE00,0.189809509922794,0.62179105094882,Q2,Q2,1,2
0.7672,#7CAE00,#7CAE00,0.374968751637445,0.700178703922272,Q2,Q2,1,2
0.8376,#7CAE00,#7CAE00,0.230293171413576,0.69471360051075,Q2,Q2,1,2
0.7536,#7CAE00,#7CAE00,0.401753999048649,0.695059545498732,Q2,Q2,1,2
0.6352,#7CAE00,#7CAE00,0.485410584830289,0.555729542602385,Q2,Q2,1,2
0.6768,#7CAE00,#7CAE00,0.407143757135807,0.565220968100726,Q2,Q2,1,2
0.6936,#7CAE00,#7CAE00,0.366313850055646,0.513590762167598,Q2,Q2,1,2
0.62,#7CAE00,#7CAE00,0.469049272699244,0.514752671930435,Q2,Q2,1,2
0.744,#7CAE00,#7CAE00,0.389492470648277,0.673299858818146,Q2,Q2,1,2
0.6344,#7CAE00,#7CAE00,0.451393830039597,0.525937821470588,Q2,Q2,1,2
0.7408,#7CAE00,#7CAE00,0.421731348374754,0.685208548045088,Q2,Q2,1,2
0.7928,#7CAE00,#7CAE00,0.248059830171048,0.598641427220008,Q2,Q2,1,2
0.7704,#7CAE00,#7CAE00,0.420126594971515,0.726964981025693,Q2,Q2,1,2
0.748,#7CAE00,#7CAE00,0.336356122383083,0.631316838628055,Q2,Q2,1,2
0.7128,#7CAE00,#7CAE00,0.341947294003152,0.531464220502657,Q2,Q2,1,2
0.8464,#7CAE00,#7CAE00,0.158341757523313,0.537837765815898,Q2,Q2,1,2
0.7208,#7CAE00,#7CAE00,0.48577278509868,0.673544151838242,Q2,Q2,1,2
0.7848,#7CAE00,#7CAE00,0.358802445396853,0.718137385868531,Q2,Q2,1,2
0.664,#7CAE00,#7CAE00,0.430750784441052,0.566534149221156,Q2,Q2,1,2
0.6432,#7CAE00,#7CAE00,0.470324913878263,0.561717675852238,Q2,Q2,1,2
0.812,#7CAE00,#7CAE00,0.227215101250942,0.618634753871842,Q2,Q2,1,2
0.8112,#7CAE00,#7CAE00,0.275871896712429,0.694597292698659,Q2,Q2,1,2
0.7896,#7CAE00,#7CAE00,0.236411622158798,0.529537901005821,Q2,Q2,1,2
0.6336,#7CAE00,#7CAE00,0.449119750991591,0.51351919883896,Q2,Q2,1,2
0.6904,#7CAE00,#7CAE00,0.404516708263259,0.591245151052171,Q2,Q2,1,2
0.6944,#7CAE00,#7CAE00,0.41103466365903,0.605529960401344,Q2,Q2,1,2
0.7496,#7CAE00,#7CAE00,0.378440535721313,0.673995178527276,Q2,Q2,1,2
0.788,#7CAE00,#7CAE00,0.288113257776868,0.658020476030233,Q2,Q2,1,2
0.8048,#7CAE00,#7CAE00,0.364176715849008,0.753578075480578,Q2,Q2,1,2
0.7296,#7CAE00,#7CAE00,0.323497250836952,0.553116987273222,Q2,Q2,1,2
0.6792,#7CAE00,#7CAE00,0.425126568971958,0.590555345594692,Q2,Q2,1,2
0.6352,#7CAE00,#7CAE00,0.447708009835706,0.513684792709884,Q2,Q2,1,2
0.6992,#7CAE00,#7CAE00,0.381045039386423,0.580104860219669,Q2,Q2,1,2
0.812,#7CAE00,#7CAE00,0.288965644057157,0.709692056378033,Q2,Q2,1,2
0.6816,#7CAE00,#7CAE00,0.382978974236347,0.506295093411313,Q2,Q2,1,2
0.7752,#7CAE00,#7CAE00,0.361774491087975,0.705616769798786,Q2,Q2,1,2
0.7424,#7CAE00,#7CAE00,0.301926819953485,0.533425937052055,Q2,Q2,1,2
0.7088,#7CAE00,#7CAE00,0.47237775313039,0.654492765780568,Q2,Q2,1,2
0.6584,#7CAE00,#7CAE00,0.41483871734329,0.507515598149684,Q2,Q2,1,2
0.7944,#7CAE00,#7CAE00,0.329814025046345,0.713713359504812,Q2,Q2,1,2
0.724,#7CAE00,#7CAE00,0.32848964876255,0.538237386149278,Q2,Q2,1,2
0.708,#7CAE00,#7CAE00,0.406121329498253,0.625200405487578,Q2,Q2,1,2
0.6464,#7CAE00,#7CAE00,0.465312179252526,0.564063739728042,Q2,Q2,1,2
0.6392,#7CAE00,#7CAE00,0.453422517086682,0.540574742166771,Q2,Q2,1,2
0.7184,#7CAE00,#7CAE00,0.347775741857824,0.574304409898047,Q2,Q2,1,2
0.7656,#7CAE00,#7CAE00,0.28372120071655,0.589161333344822,Q2,Q2,1,2
0.776,#7CAE00,#7CAE00,0.388922292230127,0.722200337858998,Q2,Q2,1,2
