x,y,group,showSelected,PANEL
0.051890091357955,0.663369637697265,51,11-5,1
0.051890091357955,0.683374083129584,52,1-16,1
0.051890091357955,0.674483218492998,53,11-6,1
0.051890091357955,0.663369637697265,54,1-17,1
0.051890091357955,0.694487663925317,55,11-7,1
0.051890091357955,0.612247166036897,56,1-18,1
0.051890091357955,0.683374083129584,57,11-8,1
0.051890091357955,0.590020004445433,58,1-19,1
0.051890091357955,0.694487663925317,59,11-9,1
0.051890091357955,0.663369637697265,60,1-2,1
0.051890091357955,0.570015559013114,61,1-20,1
0.051890091357955,0.525561235830184,62,1-21,1
0.051890091357955,0.612247166036897,63,12-1,1
0.051890091357955,0.734496554789954,64,12-10,1
0.051890091357955,0.754501000222272,65,12-11,1
0.051890091357955,0.774505445654589,66,12-12,1
0.051890091357955,0.754501000222272,67,12-13,1
0.051890091357955,0.723382973994221,68,12-14,1
0.051890091357955,0.581129139808846,69,12-15,1
0.051890091357955,0.703378528561902,70,12-16,1
0.051890091357955,0.694487663925317,71,12-17,1
0.051890091357955,0.663369637697265,72,12-18,1
0.051890091357955,0.65447877306068,73,12-19,1
0.051890091357955,0.403311847077128,74,1-22,1
0.051890091357955,0.621138030673483,75,12-2,1
0.051890091357955,0.601133585241165,76,12-20,1
0.051890091357955,0.505556790397866,77,12-21,1
0.051890091357955,0.403311847077128,78,12-22,1
0.051890091357955,0.336630362302733,79,12-23,1
0.051890091357955,0.227717270504556,80,12-24,1
0.051890091357955,0.336630362302733,81,1-23,1
0.051890091357955,0.632251611469215,82,12-3,1
0.051890091357955,0.11213603022894,83,1-24,1
0.051890091357955,0.65447877306068,84,12-4,1
0.051890091357955,0.663369637697265,85,12-5,1
0.051890091357955,0.674483218492998,86,12-6,1
0.051890091357955,0.694487663925317,87,12-7,1
0.051890091357955,0.703378528561902,88,12-8,1
0.051890091357955,0.694487663925317,89,12-9,1
0.051890091357955,0.663369637697265,90,1-3,1
0.051890091357955,0.612247166036897,91,13-1,1
0.051890091357955,0.714492109357635,92,13-10,1
0.051890091357955,0.754501000222272,93,13-11,1
0.051890091357955,0.774505445654589,94,13-12,1
0.051890091357955,0.763391864858857,95,13-13,1
0.051890091357955,0.723382973994221,96,13-14,1
0.051890091357955,0.694487663925317,97,13-15,1
0.051890091357955,0.714492109357635,98,13-16,1
0.051890091357955,0.703378528561902,99,13-17,1
0.051890091357955,0.703378528561902,100,13-18,1
0.051890091357955,0.643365192264947,101,13-19,1
0.051890091357955,0.612247166036897,102,13-2,1
0.051890091357955,0.601133585241165,103,13-20,1
0.051890091357955,0.494443209602134,104,13-21,1
0.051890091357955,0.427761724827739,105,13-22,1
0.051890091357955,0.323294065347855,106,13-23,1
0.051890091357955,0.214380973549677,107,13-24,1
0.051890091357955,0.632251611469215,108,13-3,1
0.051890091357955,0.65447877306068,109,13-4,1
0.051890091357955,0.683374083129584,110,13-5,1
0.051890091357955,0.694487663925317,111,13-6,1
0.051890091357955,0.703378528561902,112,13-7,1
0.051890091357955,0.683374083129584,113,13-8,1
0.051890091357955,0.683374083129584,114,13-9,1
0.051890091357955,0.683374083129584,115,1-4,1
0.051890091357955,0.612247166036897,116,14-1,1
0.051890091357955,0.714492109357635,117,14-10,1
0.051890091357955,0.734496554789954,118,14-11,1
0.051890091357955,0.763391864858857,119,14-12,1
0.051890091357955,0.754501000222272,120,14-13,1
0.051890091357955,0.723382973994221,121,14-14,1
0.051890091357955,0.723382973994221,122,14-15,1
0.051890091357955,0.714492109357635,123,14-16,1
0.051890091357955,0.714492109357635,124,14-17,1
0.051890091357955,0.703378528561902,125,14-18,1
0.051890091357955,0.65447877306068,126,14-19,1
0.051890091357955,0.632251611469215,127,14-2,1
0.051890091357955,0.570015559013114,128,14-20,1
0.051890091357955,0.483329628806401,129,14-21,1
0.051890091357955,0.494443209602134,130,14-22,1
0.051890091357955,0.323294065347855,131,14-23,1
0.051890091357955,0.214380973549677,132,14-24,1
0.051890091357955,0.632251611469215,133,14-3,1
0.051890091357955,0.663369637697265,134,14-4,1
0.051890091357955,0.694487663925317,135,14-5,1
0.051890091357955,0.683374083129584,136,14-6,1
0.051890091357955,0.683374083129584,137,14-7,1
0.051890091357955,0.683374083129584,138,14-8,1
0.051890091357955,0.694487663925317,139,14-9,1
0.051890091357955,0.694487663925317,140,1-5,1
0.051890091357955,0.612247166036897,141,15-1,1
0.051890091357955,0.612247166036897,142,15-10,1
0.051890091357955,0.734496554789954,143,15-11,1
0.051890091357955,0.754501000222272,144,15-12,1
0.051890091357955,0.734496554789954,145,15-13,1
0.051890091357955,0.723382973994221,146,15-14,1
0.051890091357955,0.723382973994221,147,15-15,1
0.051890091357955,0.714492109357635,148,15-16,1
0.051890091357955,0.723382973994221,149,15-17,1
0.051890091357955,0.694487663925317,150,15-18,1
0.051890091357955,0.643365192264947,151,15-19,1
0.051890091357955,0.621138030673483,152,15-2,1
0.051890091357955,0.621138030673483,153,15-20,1
0.051890091357955,0.536674816625916,154,15-21,1
0.051890091357955,0.505556790397866,155,15-22,1
0.051890091357955,0.381084685485663,156,15-23,1
0.051890091357955,0.263280729050899,157,15-24,1
0.051890091357955,0.632251611469215,158,15-3,1
0.051890091357955,0.65447877306068,159,15-4,1
0.051890091357955,0.632251611469215,160,15-5,1
0.051890091357955,0.674483218492998,161,15-6,1
0.051890091357955,0.547788397421649,162,15-7,1
0.051890091357955,0.483329628806401,163,15-8,1
0.051890091357955,0.449988886419204,164,15-9,1
0.051890091357955,0.694487663925317,165,1-6,1
0.051890091357955,0.632251611469215,166,16-1,1
0.051890091357955,0.612247166036897,167,16-10,1
0.051890091357955,0.612247166036897,168,16-11,1
0.051890091357955,0.703378528561902,169,16-12,1
0.051890091357955,0.754501000222272,170,16-13,1
0.051890091357955,0.743387419426539,171,16-14,1
0.051890091357955,0.714492109357635,172,16-15,1
0.051890091357955,0.714492109357635,173,16-16,1
0.051890091357955,0.714492109357635,174,16-17,1
0.051890091357955,0.683374083129584,175,16-18,1
0.051890091357955,0.663369637697265,176,16-19,1
0.051890091357955,0.65447877306068,177,16-2,1
0.051890091357955,0.621138030673483,178,16-20,1
0.051890091357955,0.558901978217381,179,16-21,1
0.051890091357955,0.505556790397866,180,16-22,1
0.051890091357955,0.461102467214937,181,16-23,1
0.051890091357955,0.358857523894198,182,16-24,1
0.051890091357955,0.65447877306068,183,16-3,1
0.051890091357955,0.590020004445433,184,16-4,1
0.051890091357955,0.381084685485663,185,16-5,1
0.051890091357955,0.438875305623472,186,16-6,1
0.051890091357955,0.65447877306068,187,16-7,1
0.051890091357955,0.734496554789954,188,16-8,1
0.051890091357955,0.703378528561902,189,16-9,1
0.051890091357955,0.694487663925317,190,1-7,1
0.051890091357955,0.643365192264947,191,17-1,1
0.051890091357955,0.683374083129584,192,17-10,1
0.051890091357955,0.674483218492998,193,17-11,1
0.051890091357955,0.65447877306068,194,17-12,1
0.051890091357955,0.754501000222272,195,17-13,1
0.051890091357955,0.754501000222272,196,17-14,1
0.051890091357955,0.714492109357635,197,17-15,1
0.051890091357955,0.714492109357635,198,17-16,1
0.051890091357955,0.714492109357635,199,17-17,1
0.051890091357955,0.694487663925317,200,17-18,1
0.051890091357955,0.663369637697265,201,17-19,1
0.051890091357955,0.663369637697265,202,17-2,1
0.051890091357955,0.612247166036897,203,17-20,1
0.051890091357955,0.558901978217381,204,17-21,1
0.051890091357955,0.570015559013114,205,17-22,1
0.051890091357955,0.472216048010669,206,17-23,1
0.051890091357955,0.416648144032007,207,17-24,1
0.051890091357955,0.590020004445433,208,17-3,1
0.051890091357955,0.323294065347855,209,17-4,1
0.051890091357955,0.663369637697265,210,17-5,1
0.051890091357955,0.703378528561902,211,17-6,1
0.051890091357955,0.723382973994221,212,17-7,1
0.051890091357955,0.734496554789954,213,17-8,1
0.051890091357955,0.694487663925317,214,17-9,1
0.051890091357955,0.694487663925317,215,1-8,1
0.051890091357955,0.663369637697265,216,18-1,1
0.051890091357955,0.703378528561902,217,18-10,1
0.051890091357955,0.743387419426539,218,18-11,1
0.051890091357955,0.694487663925317,219,18-12,1
0.051890091357955,0.723382973994221,220,18-13,1
0.051890091357955,0.723382973994221,221,18-14,1
0.051890091357955,0.723382973994221,222,18-15,1
0.051890091357955,0.714492109357635,223,18-16,1
0.051890091357955,0.683374083129584,224,18-17,1
0.051890091357955,0.694487663925317,225,18-18,1
0.051890091357955,0.65447877306068,226,18-19,1
0.051890091357955,0.558901978217381,227,18-2,1
0.051890091357955,0.612247166036897,228,18-20,1
0.051890091357955,0.558901978217381,229,18-21,1
0.051890091357955,0.525561235830184,230,18-22,1
0.051890091357955,0.494443209602134,231,18-23,1
0.051890091357955,0.438875305623472,232,18-24,1
0.051890091357955,0.449988886419204,233,18-3,1
0.051890091357955,0.336630362302733,234,18-4,1
0.051890091357955,0.694487663925317,235,18-5,1
0.051890091357955,0.723382973994221,236,18-6,1
0.051890091357955,0.734496554789954,237,18-7,1
0.051890091357955,0.734496554789954,238,18-8,1
0.051890091357955,0.714492109357635,239,18-9,1
0.051890091357955,0.683374083129584,240,1-9,1
0.051890091357955,0.472216048010669,241,19-1,1
0.051890091357955,0.723382973994221,242,19-10,1
0.051890091357955,0.734496554789954,243,19-11,1
0.051890091357955,0.743387419426539,244,19-12,1
0.051890091357955,0.683374083129584,245,19-13,1
0.051890091357955,0.734496554789954,246,19-14,1
0.051890091357955,0.714492109357635,247,19-15,1
0.051890091357955,0.703378528561902,248,19-16,1
0.051890091357955,0.694487663925317,249,19-17,1
0.051890091357955,0.674483218492998,250,19-18,1
0.051890091357955,0.643365192264947,251,19-19,1
0.051890091357955,0.358857523894198,252,19-2,1
0.051890091357955,0.612247166036897,253,19-20,1
0.051890091357955,0.558901978217381,254,19-21,1
0.051890091357955,0.525561235830184,255,19-22,1
0.051890091357955,0.505556790397866,256,19-23,1
0.051890091357955,0.438875305623472,257,19-24,1
0.051890091357955,0.336630362302733,258,19-3,1
0.051890091357955,0.723382973994221,259,19-4,1
0.051890091357955,0.723382973994221,260,19-5,1
0.051890091357955,0.734496554789954,261,19-6,1
0.051890091357955,0.734496554789954,262,19-7,1
0.051890091357955,0.743387419426539,263,19-8,1
0.051890091357955,0.734496554789954,264,19-9,1
0.051890091357955,0.483329628806401,265,20-1,1
0.051890091357955,0.714492109357635,266,20-10,1
0.051890091357955,0.683374083129584,267,20-11,1
0.051890091357955,0.743387419426539,268,20-12,1
0.051890091357955,0.723382973994221,269,20-13,1
0.051890091357955,0.723382973994221,270,20-14,1
0.051890091357955,0.714492109357635,271,20-15,1
0.051890091357955,0.714492109357635,272,20-16,1
0.051890091357955,0.694487663925317,273,20-17,1
0.051890091357955,0.674483218492998,274,20-18,1
0.051890091357955,0.643365192264947,275,20-19,1
0.051890091357955,0.358857523894198,276,20-2,1
0.051890091357955,0.612247166036897,277,20-20,1
0.051890091357955,0.570015559013114,278,20-21,1
0.051890091357955,0.536674816625916,279,20-22,1
0.051890091357955,0.505556790397866,280,20-23,1
0.051890091357955,0.472216048010669,281,20-24,1
0.051890091357955,0.514447655034452,282,20-3,1
0.051890091357955,0.794509891086908,283,20-4,1
0.051890091357955,0.714492109357635,284,20-5,1
0.051890091357955,0.723382973994221,285,20-6,1
0.051890091357955,0.754501000222272,286,20-7,1
0.051890091357955,0.754501000222272,287,20-8,1
0.051890091357955,0.743387419426539,288,20-9,1
0.051890091357955,0.65447877306068,289,2-1,1
0.051890091357955,0.683374083129584,290,2-10,1
0.051890091357955,0.714492109357635,291,2-11,1
0.051890091357955,0.763391864858857,292,21-1,1
0.051890091357955,0.714492109357635,293,21-10,1
0.051890091357955,0.621138030673483,294,21-11,1
0.051890091357955,0.643365192264947,295,21-12,1
0.051890091357955,0.723382973994221,296,21-13,1
0.051890091357955,0.714492109357635,297,21-14,1
0.051890091357955,0.723382973994221,298,21-15,1
0.051890091357955,0.703378528561902,299,21-16,1
0.051890091357955,0.694487663925317,300,21-17,1
0.051890091357955,0.663369637697265,301,21-18,1
0.051890091357955,0.65447877306068,302,21-19,1
0.051890091357955,0.723382973994221,303,2-12,1
0.051890091357955,0.514447655034452,304,21-2,1
0.051890091357955,0.612247166036897,305,21-20,1
0.051890091357955,0.581129139808846,306,21-21,1
0.051890091357955,0.547788397421649,307,21-22,1
0.051890091357955,0.494443209602134,308,21-23,1
0.051890091357955,0.483329628806401,309,21-24,1
0.051890091357955,0.743387419426539,310,2-13,1
0.051890091357955,0.754501000222272,311,21-3,1
0.051890091357955,0.743387419426539,312,2-14,1
0.051890091357955,0.714492109357635,313,21-4,1
0.051890091357955,0.723382973994221,314,2-15,1
0.051890091357955,0.714492109357635,315,21-5,1
0.051890091357955,0.694487663925317,316,2-16,1
0.051890091357955,0.743387419426539,317,21-6,1
0.051890091357955,0.663369637697265,318,2-17,1
0.051890091357955,0.754501000222272,319,21-7,1
0.051890091357955,0.621138030673483,320,2-18,1
0.051890091357955,0.763391864858857,321,21-8,1
0.051890091357955,0.621138030673483,322,2-19,1
0.051890091357955,0.774505445654589,323,21-9,1
0.051890091357955,0.663369637697265,324,2-2,1
0.051890091357955,0.590020004445433,325,2-20,1
0.051890091357955,0.438875305623472,326,2-21,1
0.051890091357955,0.841186930428984,327,22-1,1
0.051890091357955,0.734496554789954,328,22-10,1
0.051890091357955,0.683374083129584,329,22-11,1
0.051890091357955,0.683374083129584,330,22-12,1
0.051890091357955,0.703378528561902,331,22-13,1
0.051890091357955,0.714492109357635,332,22-14,1
0.051890091357955,0.714492109357635,333,22-15,1
0.051890091357955,0.703378528561902,334,22-16,1
0.051890091357955,0.683374083129584,335,22-17,1
0.051890091357955,0.663369637697265,336,22-18,1
0.051890091357955,0.643365192264947,337,22-19,1
0.051890091357955,0.403311847077128,338,2-22,1
0.051890091357955,0.803400755723494,339,22-2,1
0.051890091357955,0.612247166036897,340,22-20,1
0.051890091357955,0.581129139808846,341,22-21,1
0.051890091357955,0.525561235830184,342,22-22,1
0.051890091357955,0.505556790397866,343,22-23,1
0.051890091357955,0.483329628806401,344,22-24,1
0.051890091357955,0.336630362302733,345,2-23,1
0.051890091357955,0.754501000222272,346,22-3,1
0.051890091357955,0.0721271393643029,347,2-24,1
0.051890091357955,0.703378528561902,348,22-4,1
0.051890091357955,0.714492109357635,349,22-5,1
0.051890091357955,0.734496554789954,350,22-6,1
0.051890091357955,0.754501000222272,351,22-7,1
0.051890091357955,0.763391864858857,352,22-8,1
0.051890091357955,0.763391864858857,353,22-9,1
0.051890091357955,0.663369637697265,354,2-3,1
0.051890091357955,0.783396310291176,355,23-1,1
0.051890091357955,0.714492109357635,356,23-10,1
0.051890091357955,0.714492109357635,357,23-11,1
0.051890091357955,0.683374083129584,358,23-12,1
0.051890091357955,0.714492109357635,359,23-13,1
0.051890091357955,0.714492109357635,360,23-14,1
0.051890091357955,0.703378528561902,361,23-15,1
0.051890091357955,0.694487663925317,362,23-16,1
0.051890091357955,0.683374083129584,363,23-17,1
0.051890091357955,0.663369637697265,364,23-18,1
0.051890091357955,0.632251611469215,365,23-19,1
0.051890091357955,0.763391864858857,366,23-2,1
0.051890091357955,0.612247166036897,367,23-20,1
0.051890091357955,0.558901978217381,368,23-21,1
0.051890091357955,0.525561235830184,369,23-22,1
0.051890091357955,0.505556790397866,370,23-23,1
0.051890091357955,0.483329628806401,371,23-24,1
0.051890091357955,0.774505445654589,372,23-3,1
0.051890091357955,0.714492109357635,373,23-4,1
0.051890091357955,0.714492109357635,374,23-5,1
0.051890091357955,0.714492109357635,375,23-6,1
0.051890091357955,0.734496554789954,376,23-7,1
0.051890091357955,0.763391864858857,377,23-8,1
0.051890091357955,0.743387419426539,378,23-9,1
0.051890091357955,0.674483218492998,379,2-4,1
0.051890091357955,0.734496554789954,380,24-1,1
0.051890091357955,0.694487663925317,381,24-10,1
0.051890091357955,0.65447877306068,382,24-11,1
0.051890091357955,0.723382973994221,383,24-12,1
0.051890091357955,0.714492109357635,384,24-13,1
0.051890091357955,0.703378528561902,385,24-14,1
0.051890091357955,0.694487663925317,386,24-15,1
0.051890091357955,0.683374083129584,387,24-16,1
0.051890091357955,0.674483218492998,388,24-17,1
0.051890091357955,0.65447877306068,389,24-18,1
0.051890091357955,0.621138030673483,390,24-19,1
0.051890091357955,0.783396310291176,391,24-2,1
0.051890091357955,0.601133585241165,392,24-20,1
0.051890091357955,0.558901978217381,393,24-21,1
0.051890091357955,0.525561235830184,394,24-22,1
0.051890091357955,0.505556790397866,395,24-23,1
0.051890091357955,0.483329628806401,396,24-24,1
0.051890091357955,0.754501000222272,397,24-3,1
0.051890091357955,0.723382973994221,398,24-4,1
0.051890091357955,0.703378528561902,399,24-5,1
0.051890091357955,0.703378528561902,400,24-6,1
0.051890091357955,0.734496554789954,401,24-7,1
0.051890091357955,0.754501000222272,402,24-8,1
0.051890091357955,0.743387419426539,403,24-9,1
0.051890091357955,0.683374083129584,404,2-5,1
0.051890091357955,0.683374083129584,405,2-6,1
0.051890091357955,0.694487663925317,406,2-7,1
0.051890091357955,0.683374083129584,407,2-8,1
0.051890091357955,0.674483218492998,408,2-9,1
0.051890091357955,0.643365192264947,409,3-1,1
0.051890091357955,0.683374083129584,410,3-10,1
0.051890091357955,0.714492109357635,411,3-11,1
0.051890091357955,0.734496554789954,412,3-12,1
0.051890091357955,0.734496554789954,413,3-13,1
0.051890091357955,0.743387419426539,414,3-14,1
0.051890091357955,0.723382973994221,415,3-15,1
0.051890091357955,0.714492109357635,416,3-16,1
0.051890091357955,0.683374083129584,417,3-17,1
0.051890091357955,0.643365192264947,418,3-18,1
0.051890091357955,0.632251611469215,419,3-19,1
0.051890091357955,0.65447877306068,420,3-2,1
0.051890091357955,0.381084685485663,421,3-20,1
0.051890091357955,0.438875305623472,422,3-21,1
0.051890091357955,0.201044676594799,423,3-22,1
0.051890091357955,0.125472327183818,424,3-23,1
0.051890091357955,0.0721271393643029,425,3-24,1
0.051890091357955,0.65447877306068,426,3-3,1
0.051890091357955,0.674483218492998,427,3-4,1
0.051890091357955,0.674483218492998,428,3-5,1
0.051890091357955,0.674483218492998,429,3-6,1
0.051890091357955,0.683374083129584,430,3-7,1
0.051890091357955,0.674483218492998,431,3-8,1
0.051890091357955,0.683374083129584,432,3-9,1
0.051890091357955,0.65447877306068,433,4-1,1
0.051890091357955,0.683374083129584,434,4-10,1
0.051890091357955,0.723382973994221,435,4-11,1
0.051890091357955,0.723382973994221,436,4-12,1
0.051890091357955,0.734496554789954,437,4-13,1
0.051890091357955,0.754501000222272,438,4-14,1
0.051890091357955,0.734496554789954,439,4-15,1
0.051890091357955,0.743387419426539,440,4-16,1
0.051890091357955,0.683374083129584,441,4-17,1
0.051890091357955,0.674483218492998,442,4-18,1
0.051890091357955,0.347743943098466,443,4-19,1
0.051890091357955,0.65447877306068,444,4-2,1
0.051890091357955,0.381084685485663,445,4-20,1
0.051890091357955,0.214380973549677,446,4-21,1
0.051890091357955,0.176594798844187,447,4-22,1
0.051890091357955,0.125472327183818,448,4-23,1
0.051890091357955,0.085463436319181,449,4-24,1
0.051890091357955,0.643365192264947,450,4-3,1
0.051890091357955,0.663369637697265,451,4-4,1
0.051890091357955,0.663369637697265,452,4-5,1
0.051890091357955,0.663369637697265,453,4-6,1
0.051890091357955,0.683374083129584,454,4-7,1
0.051890091357955,0.683374083129584,455,4-8,1
0.051890091357955,0.674483218492998,456,4-9,1
0.051890091357955,0.632251611469215,457,5-1,1
0.051890091357955,0.703378528561902,458,5-10,1
0.051890091357955,0.734496554789954,459,5-11,1
0.051890091357955,0.734496554789954,460,5-12,1
0.051890091357955,0.734496554789954,461,5-13,1
0.051890091357955,0.743387419426539,462,5-14,1
0.051890091357955,0.743387419426539,463,5-15,1
0.051890091357955,0.754501000222272,464,5-16,1
0.051890091357955,0.734496554789954,465,5-17,1
0.051890091357955,0.36997110468993,466,5-18,1
0.051890091357955,0.347743943098466,467,5-19,1
0.051890091357955,0.643365192264947,468,5-2,1
0.051890091357955,0.276617026005779,469,5-20,1
0.051890091357955,0.227717270504556,470,5-21,1
0.051890091357955,0.263280729050899,471,5-22,1
0.051890091357955,0.0987997332740604,472,5-23,1
0.051890091357955,0.0987997332740604,473,5-24,1
0.051890091357955,0.65447877306068,474,5-3,1
0.051890091357955,0.663369637697265,475,5-4,1
0.051890091357955,0.663369637697265,476,5-5,1
0.051890091357955,0.674483218492998,477,5-6,1
0.051890091357955,0.683374083129584,478,5-7,1
0.051890091357955,0.694487663925317,479,5-8,1
0.051890091357955,0.674483218492998,480,5-9,1
0.051890091357955,0.621138030673483,481,6-1,1
0.051890091357955,0.694487663925317,482,6-10,1
0.051890091357955,0.723382973994221,483,6-11,1
0.051890091357955,0.723382973994221,484,6-12,1
0.051890091357955,0.734496554789954,485,6-13,1
0.051890091357955,0.734496554789954,486,6-14,1
0.051890091357955,0.754501000222272,487,6-15,1
0.051890091357955,0.754501000222272,488,6-16,1
0.051890091357955,0.581129139808846,489,6-17,1
0.051890091357955,0.347743943098466,490,6-18,1
0.051890091357955,0.323294065347855,491,6-19,1
0.051890091357955,0.632251611469215,492,6-2,1
0.051890091357955,0.312180484552123,493,6-20,1
0.051890091357955,0.358857523894198,494,6-21,1
0.051890091357955,0.323294065347855,495,6-22,1
0.051890091357955,0.287730606801511,496,6-23,1
0.051890091357955,0.189931095799067,497,6-24,1
0.051890091357955,0.643365192264947,498,6-3,1
0.051890091357955,0.65447877306068,499,6-4,1
0.051890091357955,0.663369637697265,500,6-5,1
0.051890091357955,0.674483218492998,501,6-6,1
0.051890091357955,0.674483218492998,502,6-7,1
0.051890091357955,0.683374083129584,503,6-8,1
0.051890091357955,0.683374083129584,504,6-9,1
0.051890091357955,0.632251611469215,505,7-1,1
0.051890091357955,0.694487663925317,506,7-10,1
0.051890091357955,0.734496554789954,507,7-11,1
0.051890091357955,0.734496554789954,508,7-12,1
0.051890091357955,0.734496554789954,509,7-13,1
0.051890091357955,0.743387419426539,510,7-14,1
0.051890091357955,0.743387419426539,511,7-15,1
0.051890091357955,0.734496554789954,512,7-16,1
0.051890091357955,0.494443209602134,513,7-17,1
0.051890091357955,0.547788397421649,514,7-18,1
0.051890091357955,0.403311847077128,515,7-19,1
0.051890091357955,0.621138030673483,516,7-2,1
0.051890091357955,0.494443209602134,517,7-20,1
0.051890091357955,0.449988886419204,518,7-21,1
0.051890091357955,0.36997110468993,519,7-22,1
0.051890091357955,0.323294065347855,520,7-23,1
0.051890091357955,0.252167148255167,521,7-24,1
0.051890091357955,0.632251611469215,522,7-3,1
0.051890091357955,0.643365192264947,523,7-4,1
0.051890091357955,0.663369637697265,524,7-5,1
0.051890091357955,0.674483218492998,525,7-6,1
0.051890091357955,0.683374083129584,526,7-7,1
0.051890091357955,0.694487663925317,527,7-8,1
0.051890091357955,0.674483218492998,528,7-9,1
0.051890091357955,0.621138030673483,529,8-1,1
0.051890091357955,0.703378528561902,530,8-10,1
0.051890091357955,0.734496554789954,531,8-11,1
0.051890091357955,0.743387419426539,532,8-12,1
0.051890091357955,0.723382973994221,533,8-13,1
0.051890091357955,0.734496554789954,534,8-14,1
0.051890091357955,0.734496554789954,535,8-15,1
0.051890091357955,0.694487663925317,536,8-16,1
0.051890091357955,0.514447655034452,537,8-17,1
0.051890091357955,0.643365192264947,538,8-18,1
0.051890091357955,0.601133585241165,539,8-19,1
0.051890091357955,0.632251611469215,540,8-2,1
0.051890091357955,0.558901978217381,541,8-20,1
0.051890091357955,0.472216048010669,542,8-21,1
0.051890091357955,0.36997110468993,543,8-22,1
0.051890091357955,0.323294065347855,544,8-23,1
0.051890091357955,0.252167148255167,545,8-24,1
0.051890091357955,0.632251611469215,546,8-3,1
0.051890091357955,0.65447877306068,547,8-4,1
0.051890091357955,0.65447877306068,548,8-5,1
0.051890091357955,0.663369637697265,549,8-6,1
0.051890091357955,0.674483218492998,550,8-7,1
0.051890091357955,0.683374083129584,551,8-8,1
0.051890091357955,0.674483218492998,552,8-9,1
0.051890091357955,0.621138030673483,553,9-1,1
0.051890091357955,0.723382973994221,554,9-10,1
0.051890091357955,0.734496554789954,555,9-11,1
0.051890091357955,0.743387419426539,556,9-12,1
0.051890091357955,0.723382973994221,557,9-13,1
0.051890091357955,0.734496554789954,558,9-14,1
0.051890091357955,0.743387419426539,559,9-15,1
0.051890091357955,0.536674816625916,560,9-16,1
0.051890091357955,0.643365192264947,561,9-17,1
0.051890091357955,0.663369637697265,562,9-18,1
0.051890091357955,0.612247166036897,563,9-19,1
0.051890091357955,0.621138030673483,564,9-2,1
0.051890091357955,0.570015559013114,565,9-20,1
0.051890091357955,0.472216048010669,566,9-21,1
0.051890091357955,0.36997110468993,567,9-22,1
0.051890091357955,0.323294065347855,568,9-23,1
0.051890091357955,0.252167148255167,569,9-24,1
0.051890091357955,0.632251611469215,570,9-3,1
0.051890091357955,0.632251611469215,571,9-4,1
0.051890091357955,0.65447877306068,572,9-5,1
0.051890091357955,0.663369637697265,573,9-6,1
0.051890091357955,0.674483218492998,574,9-7,1
0.051890091357955,0.694487663925317,575,9-8,1
0.051890091357955,0.674483218492998,576,9-9,1
0.0647611831648085,0.612247166036897,1,10-1,1
0.0647611831648085,0.723382973994221,2,10-10,1
0.0647611831648085,0.743387419426539,3,10-11,1
0.0647611831648085,0.743387419426539,4,10-12,1
0.0647611831648085,0.714492109357635,5,10-13,1
