alpha	x	y	density	level	piece
0.1	0.798438934802571	0.0454545454545455	4.68062767455601e-21	1	1
0.1	0.807621671258035	0.0454545454545455	2.26109774865116e-21	1	1
0.1	0.816804407713499	0.0454545454545455	1.05861293086435e-21	1	1
0.1	0.825987144168962	0.0454545454545455	4.80497445391236e-22	1	1
0.1	0.835169880624426	0.0454545454545455	2.11495452872079e-22	1	1
0.1	0.84435261707989	0.0454545454545455	9.02653825388169e-23	1	1
0.1	0.853535353535354	0.0454545454545455	3.73317168817108e-23	1	1
0.1	0.862718089990817	0.0454545454545455	1.4944080433589e-23	1	1
0.1	0.871900826446281	0.0454545454545455	5.78105266635107e-24	1	1
0.1	0.881083562901745	0.0454545454545455	2.15716488634157e-24	1	1
0.1	0.890266299357208	0.0454545454545455	7.74893615166244e-25	1	1
0.1	0.899449035812672	0.0454545454545455	2.67448614796832e-25	1	1
0.1	0.908631772268136	0.0454545454545455	8.85307788913957e-26	1	1
0.1	0.9178145087236	0.0454545454545455	2.80611867979837e-26	1	1
0.1	0.926997245179063	0.0454545454545455	8.5050168237187e-27	1	1
0.1	0.936179981634527	0.0454545454545455	2.46206021222824e-27	1	1
0.1	0.945362718089991	0.0454545454545455	6.8008578159361e-28	1	1
0.1	0.954545454545455	0.0454545454545455	1.79117027597459e-28	1	1
0.5752	0.0454545454545455	0.0546372819100092	0.000257302605158395	1	1
0.6778	0.0546372819100092	0.0546372819100092	0.000312746073163746	1	1
0.7732	0.0638200183654729	0.0546372819100092	0.000364508876075622	1	1
0.8542	0.0730027548209366	0.0546372819100092	0.00040772662439785	1	1
0.91	0.0821854912764004	0.0546372819100092	0.00043816378347538	1	1
0.937	0.0913682277318641	0.0546372819100092	0.000452970195977141	1	1
0.9334	0.100550964187328	0.0546372819100092	0.000451165643905098	1	1
0.901	0.109733700642792	0.0546372819100092	0.000433728908188878	1	1
0.8452	0.118916437098255	0.0546372819100092	0.000403287828180292	1	1
0.7714	0.128099173553719	0.0546372819100092	0.000363522585382398	1	1
0.6886	0.137281910009183	0.0546372819100092	0.000318462483900785	1	1
0.6022	0.146464646464646	0.0546372819100092	0.000271856887067627	1	1
0.5194	0.15564738292011	0.0546372819100092	0.000226743846719032	1	1
0.442	0.164830119375574	0.0546372819100092	0.000185256986214473	1	1
0.3754	0.174012855831038	0.0546372819100092	0.000148637853933619	1	1
0.3178	0.183195592286501	0.0546372819100092	0.000117380285256209	1	1
0.2692	0.192378328741965	0.0546372819100092	9.14289829474411e-05	1	1
0.2296	0.201561065197429	0.0546372819100092	7.03747720291343e-05	1	1
0.199	0.210743801652893	0.0546372819100092	5.36166206771608e-05	1	1
0.1756	0.219926538108356	0.0546372819100092	4.04824209541805e-05	1	1
0.1558	0.22910927456382	0.0546372819100092	3.03119126245112e-05	1	1
0.1414	0.238292011019284	0.0546372819100092	2.2508182489555e-05	1	1
0.1306	0.247474747474747	0.0546372819100092	1.65636772261876e-05	1	1
0.1216	0.256657483930211	0.0546372819100092	1.20662065533064e-05	1	1
0.1162	0.265840220385675	0.0546372819100092	8.6909143358278e-06	1	1
0.1108	0.275022956841139	0.0546372819100092	6.18474999466557e-06	1	1
0.1072	0.284205693296602	0.0546372819100092	4.34946175041491e-06	1	1
0.1054	0.293388429752066	0.0546372819100092	3.02730648699967e-06	1	1
0.1036	0.30257116620753	0.0546372819100092	2.0912024755853e-06	1	1
0.1018	0.311753902662994	0.0546372819100092	1.43892428995281e-06	1	1
0.1018	0.320936639118457	0.0546372819100092	9.89803954142011e-07	1	1
0.1018	0.330119375573921	0.0546372819100092	6.82317714692522e-07	1	1
0.1	0.339302112029385	0.0546372819100092	4.71518319592538e-07	1	1
0.1	0.348484848484848	0.0546372819100092	3.26011373925348e-07	1	1
0.1	0.357667584940312	0.0546372819100092	2.24705883870066e-07	1	1
0.1	0.366850321395776	0.0546372819100092	1.53765692179297e-07	1	1
0.1	0.37603305785124	0.0546372819100092	1.04112742360651e-07	1	1
0.1	0.385215794306703	0.0546372819100092	6.96305099962435e-08	1	1
0.1	0.394398530762167	0.0546372819100092	4.6020178432071e-08	1	1
0.1	0.403581267217631	0.0546372819100092	3.0146774375845e-08	1	1
0.1	0.412764003673095	0.0546372819100092	1.96880368812614e-08	1	1
0.1	0.421946740128558	0.0546372819100092	1.29361957622637e-08	1	1
0.1	0.431129476584022	0.0546372819100092	8.66231919343003e-09	1	1
0.1	0.440312213039486	0.0546372819100092	6.00441825050645e-09	1	1
0.1	0.449494949494949	0.0546372819100092	4.37112252854515e-09	1	1
0.1	0.458677685950413	0.0546372819100092	3.36367065704407e-09	1	1
0.1	0.467860422405877	0.0546372819100092	2.71818874051704e-09	1	1
0.1	0.477043158861341	0.0546372819100092	2.26592881615091e-09	1	1
0.1	0.486225895316804	0.0546372819100092	1.90624069943213e-09	1	1
0.1	0.495408631772268	0.0546372819100092	1.58692144123532e-09	1	1
0.1	0.504591368227732	0.0546372819100092	1.2883697325811e-09	1	1
0.1	0.513774104683196	0.0546372819100092	1.01016929975563e-09	1	1
0.1	0.522956841138659	0.0546372819100092	7.60233718960046e-10	1	1
0.1	0.532139577594123	0.0546372819100092	5.47105242171803e-10	1	1
0.1	0.541322314049587	0.0546372819100092	3.75652674975104e-10	1	1
0.1	0.55050505050505	0.0546372819100092	2.45758486915813e-10	1	1
0.1	0.559687786960514	0.0546372819100092	1.5306881044672e-10	1	1
0.1	0.568870523415978	0.0546372819100092	9.07215923164404e-11	1	1
0.1	0.578053259871442	0.0546372819100092	5.11509140442466e-11	1	1
0.1	0.587235996326905	0.0546372819100092	2.74307651362481e-11	1	1
0.1	0.596418732782369	0.0546372819100092	1.39899989207623e-11	1	1
0.1	0.605601469237833	0.0546372819100092	6.78524088145147e-12	1	1
0.1	0.614784205693297	0.0546372819100092	3.12943755838922e-12	1	1
0.1	0.62396694214876	0.0546372819100092	1.3725139876186e-12	1	1
0.1	0.633149678604224	0.0546372819100092	5.72431825353674e-13	1	1
0.1	0.642332415059688	0.0546372819100092	2.27043895159934e-13	1	1
0.1	0.651515151515152	0.0546372819100092	8.56494256927121e-14	1	1
0.1	0.660697887970615	0.0546372819100092	3.07375892744747e-14	1	1
0.1	0.669880624426079	0.0546372819100092	1.0499265015601e-14	1	1
0.1	0.679063360881543	0.0546372819100092	3.4170521781455e-15	1	1
0.1	0.688246097337006	0.0546372819100092	1.06213934539826e-15	1	1
0.1	0.69742883379247	0.0546372819100092	3.17066198011329e-16	1	1
0.1	0.706611570247934	0.0546372819100092	9.2086991177753e-17	1	1
0.1	0.715794306703398	0.0546372819100092	2.67970487527738e-17	1	1
0.1	0.724977043158861	0.0546372819100092	8.27720225805225e-18	1	1
0.1	0.734159779614325	0.0546372819100092	2.93939040643664e-18	1	1
0.1	0.743342516069789	0.0546372819100092	1.25629436288939e-18	1	1
0.1	0.752525252525253	0.0546372819100092	6.22508982628226e-19	1	1
0.1	0.761707988980716	0.0546372819100092	3.31208050415158e-19	1	1
0.1	0.77089072543618	0.0546372819100092	1.78708445389665e-19	1	1
0.1	0.780073461891644	0.0546372819100092	9.50291643901023e-20	1	1
0.1	0.789256198347107	0.0546372819100092	4.92209861331231e-20	1	1
0.1	0.798438934802571	0.0546372819100092	2.47325096209711e-20	1	1
0.1	0.807621671258035	0.0546372819100092	1.20450232045253e-20	1	1
0.1	0.816804407713499	0.0546372819100092	5.68653889208202e-21	1	1
0.1	0.825987144168962	0.0546372819100092	2.60347212745211e-21	1	1
0.1	0.835169880624426	0.0546372819100092	1.1560414555113e-21	1	1
0.1	0.84435261707989	0.0546372819100092	4.97682833419666e-22	1	1
0.1	0.853535353535354	0.0546372819100092	2.07538457247441e-22	1	1
0.1	0.862718089990817	0.0546372819100092	8.37156696848815e-23	1	1
0.1	0.871900826446281	0.0546372819100092	3.26074537916123e-23	1	1
0.1	0.881083562901745	0.0546372819100092	1.22400654817146e-23	1	1
0.1	0.890266299357208	0.0546372819100092	4.4192195241453e-24	1	1
0.1	0.899449035812672	0.0546372819100092	1.5317182992675e-24	1	1
0.1	0.908631772268136	0.0546372819100092	5.08785845018861e-25	1	1
0.1	0.9178145087236	0.0546372819100092	1.61718281452699e-25	1	1
0.1	0.926997245179063	0.0546372819100092	4.91242062910991e-26	1	1
0.1	0.936179981634527	0.0546372819100092	1.42456999848739e-26	1	1
0.1	0.945362718089991	0.0546372819100092	3.94047989644467e-27	1	1
0.1	0.954545454545455	0.0546372819100092	1.03894093309512e-27	1	1
0.5896	0.0454545454545455	0.0638200183654729	0.000265159777721437	1	1
0.6976	0.0546372819100092	0.0638200183654729	0.000323385818004935	1	1
0.8002	0.0638200183654729	0.0638200183654729	0.000378341984118685	1	1
0.8866	0.0730027548209366	0.0638200183654729	0.000425035280403425	1	1
0.9478	0.0821854912764004	0.0638200183654729	0.000459054714415361	1	1
0.982	0.0913682277318641	0.0638200183654729	0.000477345442758922	1	1
0.9856	0.100550964187328	0.0638200183654729	0.000478714822561122	1	1
0.9568	0.109733700642792	0.0638200183654729	0.000463942818112347	1	1
0.9046	0.118916437098255	0.0638200183654729	0.000435490501961382	1	1
0.8344	0.128099173553719	0.0638200183654729	0.000396917805116156	1	1
0.7516	0.137281910009183	0.0638200183654729	0.000352190719124244	1	1
0.6634	0.146464646464646	0.0638200183654729	0.000305058329608325	1	1
0.5788	0.15564738292011	0.0638200183654729	0.000258622010047958	1	1
0.4978	0.164830119375574	0.0638200183654729	0.000215135644962611	1	1
0.4258	0.174012855831038	0.0638200183654729	0.000176003327116983	1	1
0.3628	0.183195592286501	0.0638200183654729	0.000141902593806602	1	1
0.3088	0.192378328741965	0.0638200183654729	0.000112959501212302	1	1
0.2638	0.201561065197429	0.0638200183654729	8.89233855794703e-05	1	1
0.2278	0.210743801652893	0.0638200183654729	6.93159257476808e-05	1	1
0.199	0.219926538108356	0.0638200183654729	5.35482949843056e-05	1	1
0.1756	0.22910927456382	0.0638200183654729	4.10083432896038e-05	1	1
0.1576	0.238292011019284	0.0638200183654729	3.11206030485983e-05	1	1
0.1432	0.247474747474747	0.0638200183654729	2.33811017926837e-05	1	1
0.1324	0.256657483930211	0.0638200183654729	1.73698411284806e-05	1	1
0.1234	0.265840220385675	0.0638200183654729	1.27462895658272e-05	1	1
0.1162	0.275022956841139	0.0638200183654729	9.23534946460491e-06	1	1
0.1126	0.284205693296602	0.0638200183654729	6.6112926211189e-06	1	1
0.109	0.293388429752066	0.0638200183654729	4.68494546717573e-06	1	1
0.1054	0.30257116620753	0.0638200183654729	3.29612453065003e-06	1	1
0.1036	0.311753902662994	0.0638200183654729	2.31050320338076e-06	1	1
0.1036	0.320936639118457	0.0638200183654729	1.61868178107053e-06	1	1
0.1018	0.330119375573921	0.0638200183654729	1.13528878619468e-06	1	1
0.1018	0.339302112029385	0.0638200183654729	7.96881102099089e-07	1	1
0.1018	0.348484848484848	0.0638200183654729	5.58500827010044e-07	1	1
0.1	0.357667584940312	0.0638200183654729	3.8948000316017e-07	1	1
0.1	0.366850321395776	0.0638200183654729	2.69303156390897e-07	1	1
0.1	0.37603305785124	0.0638200183654729	1.84156951380911e-07	1	1
0.1	0.385215794306703	0.0638200183654729	1.24443533203867e-07	1	1
0.1	0.394398530762167	0.0638200183654729	8.32108675382162e-08	1	1
0.1	0.403581267217631	0.0638200183654729	5.52666951002018e-08	1	1
0.1	0.412764003673095	0.0638200183654729	3.67030523196727e-08	1	1
0.1	0.421946740128558	0.0638200183654729	2.46163525032562e-08	1	1
0.1	0.431129476584022	0.0638200183654729	1.68994608729603e-08	1	1
0.1	0.440312213039486	0.0638200183654729	1.20593877413868e-08	1	1
0.1	0.449494949494949	0.0638200183654729	9.05740263877658e-09	1	1
0.1	0.458677685950413	0.0638200183654729	7.18055483488299e-09	1	1
0.1	0.467860422405877	0.0638200183654729	5.94843811039554e-09	1	1
0.1	0.477043158861341	0.0638200183654729	5.05003393593413e-09	1	1
0.1	0.486225895316804	0.0638200183654729	4.30036852865687e-09	1	1
0.1	0.495408631772268	0.0638200183654729	3.60718105215153e-09	1	1
0.1	0.504591368227732	0.0638200183654729	2.94175819031477e-09	1	1
0.1	0.513774104683196	0.0638200183654729	2.3125401390357e-09	1	1
0.1	0.522956841138659	0.0638200183654729	1.74293061090963e-09	1	1
0.1	0.532139577594123	0.0638200183654729	1.25532751604654e-09	1	1
0.1	0.541322314049587	0.0638200183654729	8.62310244793719e-10	1	1
0.1	0.55050505050505	0.0638200183654729	5.64267820877376e-10	1	1
0.1	0.559687786960514	0.0638200183654729	3.514899088358e-10	1	1
0.1	0.568870523415978	0.0638200183654729	2.08333580920902e-10	1	1
0.1	0.578053259871442	0.0638200183654729	1.17465666331973e-10	1	1
0.1	0.587235996326905	0.0638200183654729	6.29939422166142e-11	1	1
0.1	0.596418732782369	0.0638200183654729	3.21278305635026e-11	1	1
0.1	0.605601469237833	0.0638200183654729	1.55824455689566e-11	1	1
0.1	0.614784205693297	0.0638200183654729	7.18707127078013e-12	1	1
0.1	0.62396694214876	0.0638200183654729	3.15234621413738e-12	1	1
0.1	0.633149678604224	0.0638200183654729	1.31492682903962e-12	1	1
0.1	0.642332415059688	0.0638200183654729	5.21677238976346e-13	1	1
0.1	0.651515151515152	0.0638200183654729	1.96893613168129e-13	1	1
0.1	0.660697887970615	0.0638200183654729	7.07275596990657e-14	1	1
0.1	0.669880624426079	0.0638200183654729	2.42040487626987e-14	1	1
0.1	0.679063360881543	0.0638200183654729	7.90739413869408e-15	1	1
0.1	0.688246097337006	0.0638200183654729	2.4777857219312e-15	1	1
0.1	0.69742883379247	0.0638200183654729	7.52776317504785e-16	1	1
0.1	0.706611570247934	0.0638200183654729	2.27186840333474e-16	1	1
0.1	0.715794306703398	0.0638200183654729	7.15347107969895e-17	1	1
0.1	0.724977043158861	0.0638200183654729	2.53243953051608e-17	1	1
0.1	0.734159779614325	0.0638200183654729	1.06880632386878e-17	1	1
0.1	0.743342516069789	0.0638200183654729	5.29200402064872e-18	1	1
0.1	0.752525252525253	0.0638200183654729	2.86431608994881e-18	1	1
0.1	0.761707988980716	0.0638200183654729	1.59150013847181e-18	1	1
0.1	0.77089072543618	0.0638200183654729	8.76848907866737e-19	1	1
0.1	0.780073461891644	0.0638200183654729	4.71817009451372e-19	1	1
0.1	0.789256198347107	0.0638200183654729	2.4652670779503e-19	1	1
0.1	0.798438934802571	0.0638200183654729	1.24873110404845e-19	1	1
0.1	0.807621671258035	0.0638200183654729	6.13131815252026e-20	1	1
0.1	0.816804407713499	0.0638200183654729	2.91935430228226e-20	1	1
0.1	0.825987144168962	0.0638200183654729	1.34832044212984e-20	1	1
0.1	0.835169880624426	0.0638200183654729	6.03984459155898e-21	1	1
0.1	0.84435261707989	0.0638200183654729	2.62245804780938e-21	1	1
0.1	0.853535353535354	0.0638200183654729	1.1023908495113e-21	1	1
0.1	0.862718089990817	0.0638200183654729	4.47932845645917e-22	1	1
0.1	0.871900826446281	0.0638200183654729	1.7559988610032e-22	1	1
0.1	0.881083562901745	0.0638200183654729	6.62830995011134e-23	1	1
0.1	0.890266299357208	0.0638200183654729	2.40433185701512e-23	1	1
0.1	0.899449035812672	0.0638200183654729	8.36572586929303e-24	1	1
0.1	0.908631772268136	0.0638200183654729	2.78754409512361e-24	1	1
0.1	0.9178145087236	0.0638200183654729	8.88256942572256e-25	1	1
0.1	0.926997245179063	0.0638200183654729	2.70360240271207e-25	1	1
0.1	0.936179981634527	0.0638200183654729	7.85262035714933e-26	1	1
0.1	0.945362718089991	0.0638200183654729	2.17477779974489e-26	1	1
0.1	0.954545454545455	0.0638200183654729	5.73948922482615e-27	1	1
0.5824	0.0454545454545455	0.0730027548209366	0.000261065340655484	1	1
0.6904	0.0546372819100092	0.0730027548209366	0.000319558874550725	1	1
0.7948	0.0638200183654729	0.0730027548209366	0.000375420222266978	1	1
0.883	0.0730027548209366	0.0730027548209366	0.000423774691359255	1	1
0.9514	0.0821854912764004	0.0730027548209366	0.000460251026567776	1	1
0.991	0.0913682277318641	0.0730027548209366	0.000481733286689681	1	1
1	0.100550964187328	0.0730027548209366	0.000486861269280638	1	1
0.9802	0.109733700642792	0.0730027548209366	0.000476155011699033	1	1
0.9352	0.118916437098255	0.0730027548209366	0.000451755748169473	1	1
0.8704	0.128099173553719	0.0730027548209366	0.000416888835830058	1	1
0.793	0.137281910009183	0.0730027548209366	0.000375220073615849	1	1
0.7102	0.146464646464646	0.0730027548209366	0.00033027576187384	1	1
0.6274	0.15564738292011	0.0730027548209366	0.000285039883610608	1	1
0.5464	0.164830119375574	0.0730027548209366	0.00024176176928539	1	1
0.4726	0.174012855831038	0.0730027548209366	0.00020194032167299	1	1
0.4078	0.183195592286501	0.0730027548209366	0.000166417907589595	1	1
0.3502	0.192378328741965	0.0730027548209366	0.000135519097627247	1	1
0.3016	0.201561065197429	0.0730027548209366	0.000109191799030159	1	1
0.2602	0.210743801652893	0.0730027548209366	8.71326176472906e-05	1	1
0.2278	0.219926538108356	0.0730027548209366	6.88928807295341e-05	1	1
0.199	0.22910927456382	0.0730027548209366	5.3965300705048e-05	1	1
0.1774	0.238292011019284	0.0730027548209366	4.18493626198037e-05	1	1
0.1594	0.247474747474747	0.0730027548209366	3.20925717214981e-05	1	1
0.145	0.256657483930211	0.0730027548209366	2.43074496299816e-05	1	1
0.1342	0.265840220385675	0.0730027548209366	1.81691366236408e-05	1	1
0.1252	0.275022956841139	0.0730027548209366	1.3402318398623e-05	1	1
0.118	0.284205693296602	0.0730027548209366	9.76664175851191e-06	1	1
0.1126	0.293388429752066	0.0730027548209366	7.04687899388128e-06	1	1
0.109	0.30257116620753	0.0730027548209366	5.04973337833006e-06	1	1
0.1072	0.311753902662994	0.0730027548209366	3.60555338661365e-06	1	1
0.1054	0.320936639118457	0.0730027548209366	2.57161198259387e-06	1	1
0.1036	0.330119375573921	0.0730027548209366	1.83399291408706e-06	1	1
0.1018	0.339302112029385	0.0730027548209366	1.30663315204883e-06	1	1
0.1018	0.348484848484848	0.0730027548209366	9.27664821784408e-07	1	1
0.1018	0.357667584940312	0.0730027548209366	6.54199099403573e-07	1	1
0.1	0.366850321395776	0.0730027548209366	4.56921596717543e-07	1	1
0.1	0.37603305785124	0.0730027548209366	3.15524145280003e-07	1	1
0.1	0.385215794306703	0.0730027548209366	2.15426788879248e-07	1	1
0.1	0.394398530762167	0.0730027548209366	1.45741411920718e-07	1	1
0.1	0.403581267217631	0.0730027548209366	9.81456488154332e-08	1	1
0.1	0.412764003673095	0.0730027548209366	6.62798112703859e-08	1	1
0.1	0.421946740128558	0.0730027548209366	4.53704585286822e-08	1	1
0.1	0.431129476584022	0.0730027548209366	3.1921893340059e-08	1	1
0.1	0.440312213039486	0.0730027548209366	2.342877961895e-08	1	1
0.1	0.449494949494949	0.0730027548209366	1.8120685106957e-08	1	1
0.1	0.458677685950413	0.0730027548209366	1.47594796222165e-08	1	1
0.1	0.467860422405877	0.0730027548209366	1.249601859232e-08	1	1
0.1	0.477043158861341	0.0730027548209366	1.07751028989461e-08	1	1
0.1	0.486225895316804	0.0730027548209366	9.26920895804453e-09	1	1
0.1	0.495408631772268	0.0730027548209366	7.82359907496949e-09	1	1
0.1	0.504591368227732	0.0730027548209366	6.4037212564637e-09	1	1
0.1	0.513774104683196	0.0730027548209366	5.04451288138973e-09	1	1
0.1	0.522956841138659	0.0730027548209366	3.80638490452985e-09	1	1
0.1	0.532139577594123	0.0730027548209366	2.74322462224331e-09	1	1
0.1	0.541322314049587	0.0730027548209366	1.88499146217776e-09	1	1
0.1	0.55050505050505	0.0730027548209366	1.23367482336488e-09	1	1
0.1	0.559687786960514	0.0730027548209366	7.68527199594464e-10	1	1
0.1	0.568870523415978	0.0730027548209366	4.55530055415917e-10	1	1
0.1	0.578053259871442	0.0730027548209366	2.56845246142446e-10	1	1
0.1	0.587235996326905	0.0730027548209366	1.37740141040137e-10	1	1
0.1	0.596418732782369	0.0730027548209366	7.02502373231982e-11	1	1
0.1	0.605601469237833	0.0730027548209366	3.40734120844716e-11	1	1
0.1	0.614784205693297	0.0730027548209366	1.57167342011848e-11	1	1
0.1	0.62396694214876	0.0730027548209366	6.89452801337748e-12	1	1
0.1	0.633149678604224	0.0730027548209366	2.87664633108171e-12	1	1
0.1	0.642332415059688	0.0730027548209366	1.141828072041e-12	1	1
0.1	0.651515151515152	0.0730027548209366	4.3135431183212e-13	1	1
0.1	0.660697887970615	0.0730027548209366	1.5522760298095e-13	1	1
0.1	0.669880624426079	0.0730027548209366	5.33104627719153e-14	1	1
0.1	0.679063360881543	0.0730027548209366	1.75440903536708e-14	1	1
0.1	0.688246097337006	0.0730027548209366	5.58316714105682e-15	1	1
0.1	0.69742883379247	0.0730027548209366	1.7532594827102e-15	1	1
0.1	0.706611570247934	0.0730027548209366	5.66274063166873e-16	1	1
0.1	0.715794306703398	0.0730027548209366	2.01302468059318e-16	1	1
0.1	0.724977043158861	0.0730027548209366	8.40957202532003e-17	1	1
0.1	0.734159779614325	0.0730027548209366	4.14645523135018e-17	1	1
0.1	0.743342516069789	0.0730027548209366	2.27266081543117e-17	1	1
0.1	0.752525252525253	0.0730027548209366	1.29616506610127e-17	1	1
0.1	0.761707988980716	0.0730027548209366	7.38554763857219e-18	1	1
0.1	0.77089072543618	0.0730027548209366	4.12446907201232e-18	1	1
0.1	0.780073461891644	0.0730027548209366	2.23989532329956e-18	1	1
0.1	0.789256198347107	0.0730027548209366	1.1797905622523e-18	1	1
0.1	0.798438934802571	0.0730027548209366	6.02396085217295e-19	1	1
0.1	0.807621671258035	0.0730027548209366	2.98252931307644e-19	1	1
0.1	0.816804407713499	0.0730027548209366	1.43245739779141e-19	1	1
0.1	0.825987144168962	0.0730027548209366	6.67453159093252e-20	1	1
0.1	0.835169880624426	0.0730027548209366	3.01606770212693e-20	1	1
0.1	0.84435261707989	0.0730027548209366	1.32052334306954e-20	1	1
