alpha	colour	x	y	group
0.1732	#1C3D5C	0.348484848484849	0.246580976453577	9
0.1732	#1C3D5C	0.44949494949495	0.30488820563531	9
0.1732	#1C3D5C	0.550505050505051	0.297686346717954	9
0.1732	#1C3D5C	0.651515151515152	0.326154055351878	9
0.1732	#1C3D5C	0.752525252525253	0.362325258811232	9
0.1732	#1C3D5C	0.853535353535354	0.386929959045862	9
0.1732	#1C3D5C	0.954545454545455	0.403253377854411	9
0.1868	#316793	0.0454545454545455	0.186037811386589	10
0.1868	#316793	0.146464646464646	0.231704701253152	10
0.1868	#316793	0.247474747474748	0.280346377563049	10
0.1868	#316793	0.348484848484849	0.347065982559362	10
0.1868	#316793	0.44949494949495	0.360362543538281	10
0.1868	#316793	0.550505050505051	0.439708482821771	10
0.1868	#316793	0.651515151515152	0.466449348824624	10
0.1868	#316793	0.752525252525253	0.499768814763825	10
0.1868	#316793	0.853535353535354	0.561828994058744	10
0.1868	#316793	0.954545454545455	0.613701343549302	10
0.2084	#29577F	0.0454545454545455	0.220917826486886	11
0.2084	#29577F	0.146464646464646	0.244089573141089	11
0.2084	#29577F	0.247474747474748	0.287715017204001	11
0.2084	#29577F	0.348484848484849	0.320338541413777	11
0.2084	#29577F	0.44949494949495	0.376745924938989	11
0.2084	#29577F	0.550505050505051	0.408811547699727	11
0.2084	#29577F	0.651515151515152	0.452520030420577	11
0.2084	#29577F	0.752525252525253	0.473612201236728	11
0.2084	#29577F	0.853535353535354	0.506868224187708	11
0.2084	#29577F	0.954545454545455	0.53725097400403	11
0.1892	#2F638F	0.0454545454545455	0.189642557422299	12
0.1892	#2F638F	0.146464646464646	0.23772688708693	12
0.1892	#2F638F	0.247474747474748	0.264424187404112	12
0.1892	#2F638F	0.348484848484849	0.312731529657154	12
0.1892	#2F638F	0.44949494949495	0.357094527989229	12
0.1892	#2F638F	0.550505050505051	0.404302595136705	12
0.1892	#2F638F	0.651515151515152	0.449957172430615	12
0.1892	#2F638F	0.752525252525253	0.494670925297321	12
0.1892	#2F638F	0.853535353535354	0.520121329587847	12
0.1892	#2F638F	0.954545454545455	0.596137031070579	12
0.1856	#214769	0.0454545454545455	0.183955512869543	13
0.1856	#214769	0.146464646464646	0.22596254814339	13
0.1856	#214769	0.247474747474748	0.241533999084518	13
0.1856	#214769	0.348484848484849	0.269532395938604	13
0.1856	#214769	0.44949494949495	0.302797652112062	13
0.1856	#214769	0.550505050505051	0.334250686715028	13
0.1856	#214769	0.651515151515152	0.356560652212958	13
0.1856	#214769	0.752525252525253	0.381939364912219	13
0.1856	#214769	0.853535353535354	0.424001477746809	13
0.1856	#214769	0.954545454545455	0.454668627965161	13
0.2064	#2B5B84	0.0454545454545455	0.217514415702382	14
0.2064	#2B5B84	0.146464646464646	0.259188210126902	14
0.2064	#2B5B84	0.247474747474748	0.287559935730693	14
0.2064	#2B5B84	0.348484848484849	0.308965142452926	14
0.2064	#2B5B84	0.44949494949495	0.355204239420593	14
0.2064	#2B5B84	0.550505050505051	0.380742682812576	14
0.2064	#2B5B84	0.651515151515152	0.429609491971376	14
0.2064	#2B5B84	0.752525252525253	0.475850112157176	14
0.2064	#2B5B84	0.853535353535354	0.486263616231173	14
0.2064	#2B5B84	0.954545454545455	0.5567584458959	14
0.1668	#255075	0.0454545454545455	0.153319772423318	15
0.1668	#255075	0.146464646464646	0.176071236706891	15
0.1668	#255075	0.247474747474748	0.221509983106873	15
0.1668	#255075	0.348484848484849	0.264660993292968	15
0.1668	#255075	0.44949494949495	0.317979652352989	15
0.1668	#255075	0.550505050505051	0.359199528223956	15
0.1668	#255075	0.651515151515152	0.402357802494631	15
0.1668	#255075	0.752525252525253	0.410556467121368	15
0.1668	#255075	0.853535353535354	0.458488153756628	15
0.1668	#255075	0.954545454545455	0.501449906912999	15
0.2228	#2C5D87	0.0454545454545455	0.244488460485337	16
0.2228	#2C5D87	0.146464646464646	0.301713784889723	16
0.2228	#2C5D87	0.247474747474748	0.313659200315376	16
0.2228	#2C5D87	0.348484848484849	0.366682087146876	16
0.2228	#2C5D87	0.44949494949495	0.424118408511269	16
0.2228	#2C5D87	0.550505050505051	0.440651868994851	16
0.2228	#2C5D87	0.651515151515152	0.484867879315313	16
0.2228	#2C5D87	0.752525252525253	0.510300602295617	16
0.2228	#2C5D87	0.853535353535354	0.551378938964025	16
0.2228	#2C5D87	0.954545454545455	0.566949996334721	16
0.164	#2E618C	0.0454545454545455	0.149326803030327	17
0.164	#2E618C	0.146464646464646	0.211340625301714	17
0.164	#2E618C	0.247474747474748	0.260076847056316	17
0.164	#2E618C	0.348484848484849	0.286581387749254	17
0.164	#2E618C	0.44949494949495	0.349721664222939	17
0.164	#2E618C	0.550505050505051	0.379068395479648	17
0.164	#2E618C	0.651515151515152	0.425670063913938	17
0.164	#2E618C	0.752525252525253	0.494797214939158	17
0.164	#2E618C	0.853535353535354	0.524316861548771	17
0.164	#2E618C	0.954545454545455	0.586482586810702	17
0.1496	#152F49	0.0454545454545455	0.126011495232208	18
0.1496	#152F49	0.146464646464646	0.154349760422033	18
0.1496	#152F49	0.247474747474748	0.169167701125065	18
0.1496	#152F49	0.348484848484849	0.183915802333683	18
0.1496	#152F49	0.44949494949495	0.217699484309751	18
0.1496	#152F49	0.550505050505051	0.227852984369961	18
0.1496	#152F49	0.651515151515152	0.262655172502546	18
0.1496	#152F49	0.752525252525253	0.298548429984126	18
0.1496	#152F49	0.853535353535354	0.309033167935742	18
0.1496	#152F49	0.954545454545455	0.326343061502958	18
0.1748	#1E4160	0.0454545454545455	0.16680292770939	19
0.1748	#1E4160	0.146464646464646	0.194019984915154	19
0.1748	#1E4160	0.247474747474748	0.219077479723902	19
0.1748	#1E4160	0.348484848484849	0.246370541381026	19
0.1748	#1E4160	0.44949494949495	0.283786445378318	19
0.1748	#1E4160	0.550505050505051	0.312682225316243	19
0.1748	#1E4160	0.651515151515152	0.347708034942792	19
0.1748	#1E4160	0.752525252525253	0.369047096442789	19
0.1748	#1E4160	0.853535353535354	0.387649791654611	19
0.1748	#1E4160	0.954545454545455	0.421744314408919	19
0.206	#1B3B59	0.0454545454545455	0.217113989782999	20
0.206	#1B3B59	0.146464646464646	0.224501781715216	20
0.206	#1B3B59	0.247474747474748	0.239149112546804	20
0.206	#1B3B59	0.348484848484849	0.271388615685737	20
0.206	#1B3B59	0.44949494949495	0.296702657483608	20
0.206	#1B3B59	0.550505050505051	0.311766045641627	20
0.206	#1B3B59	0.651515151515152	0.333911748278319	20
0.206	#1B3B59	0.752525252525253	0.337287336514747	20
0.206	#1B3B59	0.853535353535354	0.374766118312147	20
0.206	#1B3B59	0.954545454545455	0.393274490634608	20
0.1916	#428AC3	0.0454545454545455	0.193554391911999	21
0.1916	#428AC3	0.146464646464646	0.266838284424145	21
0.1916	#428AC3	0.247474747474748	0.32348171649621	21
0.1916	#428AC3	0.348484848484849	0.392100837134733	21
0.1916	#428AC3	0.44949494949495	0.463516210205695	21
0.1916	#428AC3	0.550505050505051	0.53255669313567	21
0.1916	#428AC3	0.651515151515152	0.56818109903913	21
0.1916	#428AC3	0.752525252525253	0.646223563976388	21
0.1916	#428AC3	0.853535353535354	0.707552247396177	21
0.1916	#428AC3	0.954545454545455	0.78081819335167	21
0.1436	#255075	0.0454545454545455	0.115894603979374	22
0.1436	#255075	0.146464646464646	0.171650316989163	22
0.1436	#255075	0.247474747474748	0.20976226009547	22
0.1436	#255075	0.348484848484849	0.236736806781163	22
0.1436	#255075	0.44949494949495	0.277199646164425	22
0.1436	#255075	0.550505050505051	0.325358674315053	22
0.1436	#255075	0.651515151515152	0.375199926125612	22
0.1436	#255075	0.752525252525253	0.40230952580072	22
0.1436	#255075	0.853535353535354	0.449070061427795	22
0.1436	#255075	0.954545454545455	0.500616092196257	22
0.1884	#2D608A	0.0454545454545455	0.188860497932177	23
0.1884	#2D608A	0.146464646464646	0.2336187720338	23
0.1884	#2D608A	0.247474747474748	0.288359788893223	23
0.1884	#2D608A	0.348484848484849	0.322459266754637	23
0.1884	#2D608A	0.44949494949495	0.379750359859341	23
0.1884	#2D608A	0.550505050505051	0.410638100368973	23
0.1884	#2D608A	0.651515151515152	0.452557242365955	23
0.1884	#2D608A	0.752525252525253	0.510666038237708	23
0.1884	#2D608A	0.853535353535354	0.538816358731897	23
0.1884	#2D608A	0.954545454545455	0.579167505528447	23
0.202	#316795	0.0454545454545455	0.210555664245928	24
0.202	#316795	0.146464646464646	0.264383373112349	24
0.202	#316795	0.247474747474748	0.291552767960347	24
0.202	#316795	0.348484848484849	0.343078778671577	24
0.202	#316795	0.44949494949495	0.392403618258846	24
0.202	#316795	0.550505050505051	0.439610123060757	24
0.202	#316795	0.651515151515152	0.478388603239238	24
0.202	#316795	0.752525252525253	0.551879439776731	24
0.202	#316795	0.853535353535354	0.57182788900093	24
0.202	#316795	0.954545454545455	0.617985318700337	24
0.1984	#234C70	0.0454545454545455	0.204487284224197	25
0.1984	#234C70	0.146464646464646	0.21373686289838	25
0.1984	#234C70	0.247474747474748	0.273138032503934	25
0.1984	#234C70	0.348484848484849	0.287114472828829	25
0.1984	#234C70	0.44949494949495	0.332228299421961	25
0.1984	#234C70	0.550505050505051	0.339918402367607	25
0.1984	#234C70	0.651515151515152	0.390923382410662	25
0.1984	#234C70	0.752525252525253	0.416760094440157	25
0.1984	#234C70	0.853535353535354	0.423195048881581	25
0.1984	#234C70	0.954545454545455	0.479839280747997	25
0.2012	#346D9C	0.0454545454545455	0.209412889555767	26
0.2012	#346D9C	0.146464646464646	0.250745525335883	26
0.2012	#346D9C	0.247474747474748	0.310471181088851	26
0.2012	#346D9C	0.348484848484849	0.356693248728943	26
0.2012	#346D9C	0.44949494949495	0.412298141158375	26
0.2012	#346D9C	0.550505050505051	0.454018370194479	26
0.2012	#346D9C	0.651515151515152	0.507629145962267	26
0.2012	#346D9C	0.752525252525253	0.550086207660017	26
0.2012	#346D9C	0.853535353535354	0.605732214722717	26
0.2012	#346D9C	0.954545454545455	0.643113441145591	26
0.2056	#3978AB	0.0454545454545455	0.21630356566396	27
0.2056	#3978AB	0.146464646464646	0.286798374107633	27
0.2056	#3978AB	0.247474747474748	0.317385961400448	27
0.2056	#3978AB	0.348484848484849	0.383349548967684	27
0.2056	#3978AB	0.44949494949495	0.443387888513428	27
0.2056	#3978AB	0.550505050505051	0.480103310854816	27
0.2056	#3978AB	0.651515151515152	0.56656860137473	27
0.2056	#3978AB	0.752525252525253	0.59071784177971	27
0.2056	#3978AB	0.853535353535354	0.663766236703708	27
0.2056	#3978AB	0.954545454545455	0.696657797327704	27
0.1552	#214769	0.0454545454545455	0.135029803428908	28
0.1552	#214769	0.146464646464646	0.182826399398911	28
0.1552	#214769	0.247474747474748	0.207670009514625	28
0.1552	#214769	0.348484848484849	0.248698257541239	28
0.1552	#214769	0.44949494949495	0.280804959503057	28
0.1552	#214769	0.550505050505051	0.323382464631715	28
0.1552	#214769	0.651515151515152	0.35491802118827	28
0.1552	#214769	0.752525252525253	0.399610032438027	28
0.1552	#214769	0.853535353535354	0.428717508090259	28
0.1552	#214769	0.954545454545455	0.457383474403993	28
0.2148	#254F73	0.0454545454545455	0.231631534152481	29
0.2148	#254F73	0.146464646464646	0.257885328387781	29
0.2148	#254F73	0.247474747474748	0.272145248872152	29
0.2148	#254F73	0.348484848484849	0.318333548015223	29
0.2148	#254F73	0.44949494949495	0.32454949066087	29
0.2148	#254F73	0.550505050505051	0.38343534689632	29
0.2148	#254F73	0.651515151515152	0.38679884273285	29
0.2148	#254F73	0.752525252525253	0.430372720035412	29
0.2148	#254F73	0.853535353535354	0.450450468964724	29
0.2148	#254F73	0.954545454545455	0.494387830880075	29
0.1844	#1A3A57	0.0454545454545455	0.181849267495813	30
0.1844	#1A3A57	0.146464646464646	0.199827994116027	30
0.1844	#1A3A57	0.247474747474748	0.217923957686456	30
0.1844	#1A3A57	0.348484848484849	0.257301418604107	30
0.1844	#1A3A57	0.44949494949495	0.258955777576306	30
0.1844	#1A3A57	0.550505050505051	0.294702621463581	30
0.1844	#1A3A57	0.651515151515152	0.319700552901162	30
0.1844	#1A3A57	0.752525252525253	0.32639170929972	30
0.1844	#1A3A57	0.853535353535354	0.348294763542442	30
0.1844	#1A3A57	0.954545454545455	0.383286983282461	30
0.1316	#183551	0.0454545454545455	0.0968241884008229	31
0.1316	#183551	0.146464646464646	0.11610763090872	31
0.1316	#183551	0.247474747474748	0.150980431273975	31
0.1316	#183551	0.348484848484849	0.183170155270791	31
0.1316	#183551	0.44949494949495	0.219861669556589	31
0.1316	#183551	0.550505050505051	0.259125673419086	31
0.1316	#183551	0.651515151515152	0.275421767447192	31
0.1316	#183551	0.752525252525253	0.318559857617761	31
0.1316	#183551	0.853535353535354	0.327877936733874	31
0.1316	#183551	0.954545454545455	0.360691390095983	31
0.1648	#204667	0.0454545454545455	0.15055835528911	32
0.1648	#204667	0.146464646464646	0.185027691350328	32
0.1648	#204667	0.247474747474748	0.233706187729011	32
0.1648	#204667	0.348484848484849	0.288225624135529	32
0.1648	#204667	0.44949494949495	0.27852090360545	32
0.1648	#204667	0.550505050505051	0.320818748802179	32
0.1648	#204667	0.651515151515152	0.364361191536035	32
0.1648	#204667	0.752525252525253	0.371596452023686	32
0.1648	#204667	0.853535353535354	0.418047831020651	32
0.1648	#204667	0.954545454545455	0.44818037909907	32
0.1816	#29577E	0.0454545454545455	0.177663146608152	33
0.1816	#29577E	0.146464646464646	0.242971976919461	33
0.1816	#29577E	0.247474747474748	0.265315130981833	33
0.1816	#29577E	0.348484848484849	0.314533095073767	33
0.1816	#29577E	0.44949494949495	0.335283458754347	33
0.1816	#29577E	0.550505050505051	0.383424824005247	33
0.1816	#29577E	0.651515151515152	0.412027205143437	33
0.1816	#29577E	0.752525252525253	0.47035716422904	33
0.1816	#29577E	0.853535353535354	0.489094374946795	33
0.1816	#29577E	0.954545454545455	0.535516560757723	33
0.1624	#27537A	0.0454545454545455	0.14648291974937	34
0.1624	#27537A	0.146464646464646	0.167024822310697	34
0.1624	#27537A	0.247474747474748	0.223855434395275	34
0.1624	#27537A	0.348484848484849	0.260354041304841	34
0.1624	#27537A	0.44949494949495	0.310587204090229	34
0.1624	#27537A	0.550505050505051	0.348504524631837	34
0.1624	#27537A	0.651515151515152	0.38653853330954	34
0.1624	#27537A	0.752525252525253	0.437892213844318	34
0.1624	#27537A	0.853535353535354	0.476111969548892	34
0.1624	#27537A	0.954545454545455	0.517698872645793	34
0.1748	#265075	0.0454545454545455	0.166630176347548	35
0.1748	#265075	0.146464646464646	0.203936391971892	35
0.1748	#265075	0.247474747474748	0.23005231855255	35
0.1748	#265075	0.348484848484849	0.297494194848823	35
0.1748	#265075	0.44949494949495	0.338687499430638	35
0.1748	#265075	0.550505050505051	0.361736904754645	35
0.1748	#265075	0.651515151515152	0.399146044780015	35
0.1748	#265075	0.752525252525253	0.43902885590945	35
0.1748	#265075	0.853535353535354	0.471134763347404	35
0.1748	#265075	0.954545454545455	0.50206833109876	35
0.1744	#3D7FB5	0.0454545454545455	0.166169393493738	36
0.1744	#3D7FB5	0.146464646464646	0.22256002916416	36
0.1744	#3D7FB5	0.247474747474748	0.311628607377586	36
0.1744	#3D7FB5	0.348484848484849	0.37423228746444	36
0.1744	#3D7FB5	0.44949494949495	0.426164414907941	36
0.1744	#3D7FB5	0.550505050505051	0.493919974834016	36
0.1744	#3D7FB5	0.651515151515152	0.549111619306593	36
0.1744	#3D7FB5	0.752525252525253	0.593128219630629	36
0.1744	#3D7FB5	0.853535353535354	0.668082830819547	36
0.1744	#3D7FB5	0.954545454545455	0.731580350309095	36
0.1932	#29577F	0.0454545454545455	0.19616537742852	37
0.1932	#29577F	0.146464646464646	0.245977211591701	37
0.1932	#29577F	0.247474747474748	0.274670550913263	37
0.1932	#29577F	0.348484848484849	0.321884992175325	37
0.1932	#29577F	0.44949494949495	0.352059859244588	37
0.1932	#29577F	0.550505050505051	0.388358913973415	37
0.1932	#29577F	0.651515151515152	0.42326684514917	37
0.1932	#29577F	0.752525252525253	0.463301043968824	37
0.1932	#29577F	0.853535353535354	0.496620196094999	37
0.1932	#29577F	0.954545454545455	0.537386564997394	37
0.2096	#2A5981	0.0454545454545455	0.222751294275345	38
0.2096	#2A5981	0.146464646464646	0.265941367440665	38
0.2096	#2A5981	0.247474747474748	0.324992863522122	38
0.2096	#2A5981	0.348484848484849	0.328908775497491	38
0.2096	#2A5981	0.44949494949495	0.379445727623541	38
0.2096	#2A5981	0.550505050505051	0.398436064273324	38
0.2096	#2A5981	0.651515151515152	0.440148101082485	38
0.2096	#2A5981	0.752525252525253	0.456349343955879	38
0.2096	#2A5981	0.853535353535354	0.510672989132003	38
0.2096	#2A5981	0.954545454545455	0.546341937676961	38
0.2252	#306591	0.0454545454545455	0.247847227749755	39
0.2252	#306591	0.146464646464646	0.294164317677659	39
0.2252	#306591	0.247474747474748	0.358819745353248	39
0.2252	#306591	0.348484848484849	0.354723492224943	39
0.2252	#306591	0.44949494949495	0.419450694887034	39
0.2252	#306591	0.550505050505051	0.457549484467921	39
0.2252	#306591	0.651515151515152	0.498003486507305	39
0.2252	#306591	0.752525252525253	0.519765733724188	39
0.2252	#306591	0.853535353535354	0.581329425939238	39
0.2252	#306591	0.954545454545455	0.604035293276048	39
0.2104	#28557C	0.0454545454545455	0.224439954071575	40
0.2104	#28557C	0.146464646464646	0.245957002335248	40
0.2104	#28557C	0.247474747474748	0.288459217734695	40
0.2104	#28557C	0.348484848484849	0.324154217206038	40
0.2104	#28557C	0.44949494949495	0.339525919550733	40
0.2104	#28557C	0.550505050505051	0.380313351334889	40
0.2104	#28557C	0.651515151515152	0.416115135144915	40
0.2104	#28557C	0.752525252525253	0.453490121265242	40
0.2104	#28557C	0.853535353535354	0.489278068433998	40
0.2104	#28557C	0.954545454545455	0.526280668369262	40
0.2116	#3F83BA	0.0454545454545455	0.226139266118409	41
0.2116	#3F83BA	0.146464646464646	0.284940784933206	41
0.2116	#3F83BA	0.247474747474748	0.364487796688795	41
0.2116	#3F83BA	0.348484848484849	0.39540176936486	41
0.2116	#3F83BA	0.44949494949495	0.470970062482532	41
0.2116	#3F83BA	0.550505050505051	0.537509559306448	41
0.2116	#3F83BA	0.651515151515152	0.592976413625128	41
0.2116	#3F83BA	0.752525252525253	0.63287826538965	41
0.2116	#3F83BA	0.853535353535354	0.709166704387142	41
0.2116	#3F83BA	0.954545454545455	0.749527146016525	41
0.2208	#2F6490	0.0454545454545455	0.24113807503618	42
0.2208	#2F6490	0.146464646464646	0.275305038639949	42
0.2208	#2F6490	0.247474747474748	0.309006583487018	42
0.2208	#2F6490	0.348484848484849	0.334574317042084	42
0.2208	#2F6490	0.44949494949495	0.378237645257692	42
0.2208	#2F6490	0.550505050505051	0.411610061981952	42
0.2208	#2F6490	0.651515151515152	0.469498202941144	42
0.2208	#2F6490	0.752525252525253	0.497116547004654	42
0.2208	#2F6490	0.853535353535354	0.537294245315268	42
0.2208	#2F6490	0.954545454545455	0.600060169420574	42
0.1768	#2B5B84	0.0454545454545455	0.16985253538272	43
0.1768	#2B5B84	0.146464646464646	0.214220085228518	43
0.1768	#2B5B84	0.247474747474748	0.250865222998936	43
0.1768	#2B5B84	0.348484848484849	0.301086824481582	43
0.1768	#2B5B84	0.44949494949495	0.330283387581323	43
0.1768	#2B5B84	0.550505050505051	0.389985608024252	43
0.1768	#2B5B84	0.651515151515152	0.437246023988095	43
0.1768	#2B5B84	0.752525252525253	0.462817883355304	43
0.1768	#2B5B84	0.853535353535354	0.511010003248642	43
0.1768	#2B5B84	0.954545454545455	0.555856620151273	43
0.1872	#3978AA	0.0454545454545455	0.186590929329312	44
0.1872	#3978AA	0.146464646464646	0.233084069930385	44
0.1872	#3978AA	0.247474747474748	0.301241404746045	44
0.1872	#3978AA	0.348484848484849	0.336766818150261	44
0.1872	#3978AA	0.44949494949495	0.411739136502459	44
0.1872	#3978AA	0.550505050505051	0.472343609189104	44
0.1872	#3978AA	0.651515151515152	0.504558619794552	44
0.1872	#3978AA	0.752525252525253	0.581222836887115	44
0.1872	#3978AA	0.853535353535354	0.598328057756245	44
0.1872	#3978AA	0.954545454545455	0.695121181846693	44
0.202	#346C9B	0.0454545454545455	0.210391655917806	45
0.202	#346C9B	0.146464646464646	0.252106456436692	45
0.202	#346C9B	0.247474747474748	0.302657270107896	45
0.202	#346C9B	0.348484848484849	0.357959641482018	45
0.202	#346C9B	0.44949494949495	0.390026672594846	45
0.202	#346C9B	0.550505050505051	0.456505476532705	45
0.202	#346C9B	0.651515151515152	0.494434837578492	45
0.202	#346C9B	0.752525252525253	0.542741351051144	45
0.202	#346C9B	0.853535353535354	0.590252692522526	45
0.202	#346C9B	0.954545454545455	0.641563967291427	45
0.1892	#234B6F	0.0454545454545455	0.190128147971229	46
0.1892	#234B6F	0.146464646464646	0.213258431180711	46
0.1892	#234B6F	0.247474747474748	0.259392842419386	46
0.1892	#234B6F	0.348484848484849	0.270069801294212	46
0.1892	#234B6F	0.44949494949495	0.308085613741708	46
0.1892	#234B6F	0.550505050505051	0.36008369626111	46
0.1892	#234B6F	0.651515151515152	0.388268466054537	46
0.1892	#234B6F	0.752525252525253	0.397916515026082	46
0.1892	#234B6F	0.853535353535354	0.451524293811859	46
0.1892	#234B6F	0.954545454545455	0.477489922225091	46
0.1324	#132B43	0.0454545454545455	0.101582644700668	47
0.1324	#132B43	0.146464646464646	0.0978767082732269	47
0.1324	#132B43	0.247474747474748	0.135074492925832	47
0.1324	#132B43	0.348484848484849	0.18881671066765	47
0.1324	#132B43	0.44949494949495	0.184096330649844	47
0.1324	#132B43	0.550505050505051	0.207064152516869	47
0.1324	#132B43	0.651515151515152	0.220385374931908	47
0.1324	#132B43	0.752525252525253	0.257518596010188	47
0.1324	#132B43	0.853535353535354	0.296858468890337	47
0.1324	#132B43	0.954545454545455	0.301913128397084	47
0.176	#244D71	0.0454545454545455	0.168340631263733	48
0.176	#244D71	0.146464646464646	0.233136290478512	48
0.176	#244D71	0.247474747474748	0.259830004998709	48
0.176	#244D71	0.348484848484849	0.278718366475883	48
0.176	#244D71	0.44949494949495	0.318015874108999	48
0.176	#244D71	0.550505050505051	0.365655682257857	48
0.176	#244D71	0.651515151515152	0.377099851098886	48
0.176	#244D71	0.752525252525253	0.425333021574702	48
0.176	#244D71	0.853535353535354	0.465705939506164	48
0.176	#244D71	0.954545454545455	0.484486057731882	48
0.1796	#2A5981	0.0454545454545455	0.174419784278415	49
0.1796	#2A5981	0.146464646464646	0.201115940097667	49
0.1796	#2A5981	0.247474747474748	0.25234090101513	49
0.1796	#2A5981	0.348484848484849	0.29584419239909	49
0.1796	#2A5981	0.44949494949495	0.361915724854126	49
0.1796	#2A5981	0.550505050505051	0.382157393610067	49
0.1796	#2A5981	0.651515151515152	0.415889351749589	49
0.1796	#2A5981	0.752525252525253	0.473312277500064	49
0.1796	#2A5981	0.853535353535354	0.486655834758361	49
0.1796	#2A5981	0.954545454545455	0.547589836785925	49
0.1956	#1F4364	0.0454545454545455	0.19994269432934	50
