linetype,x,y,group,PANEL
solid,0.550505050505051,0.59403870596193,13,1
solid,0.651515151515152,0.628622044898163,13,1
solid,0.752525252525253,0.721671858270556,13,1
solid,0.853535353535354,0.771493750699544,13,1
solid,0.954545454545455,0.834716902462767,13,1
solid,0.0454545454545455,0.218083869716369,14,1
solid,0.146464646464646,0.284529840994673,14,1
solid,0.247474747474748,0.333153642662451,14,1
solid,0.348484848484849,0.392773811404199,14,1
solid,0.44949494949495,0.474215350803512,14,1
solid,0.550505050505051,0.478659283088995,14,1
solid,0.651515151515152,0.553276862586674,14,1
solid,0.752525252525253,0.600562836572231,14,1
solid,0.853535353535354,0.672084737958388,14,1
solid,0.954545454545455,0.680332395049318,14,1
solid,0.0454545454545455,0.244392043182856,15,1
solid,0.146464646464646,0.323079908493442,15,1
solid,0.247474747474748,0.387188577447263,15,1
solid,0.348484848484849,0.447003947466962,15,1
solid,0.44949494949495,0.508168813296398,15,1
solid,0.550505050505051,0.570554299659598,15,1
solid,0.651515151515152,0.643901106275842,15,1
solid,0.752525252525253,0.71553134878074,15,1
solid,0.853535353535354,0.763856645320749,15,1
solid,0.954545454545455,0.834352863613899,15,1
solid,0.0454545454545455,0.18465742347312,16,1
solid,0.146464646464646,0.269091609716781,16,1
solid,0.247474747474748,0.324637277408585,16,1
solid,0.348484848484849,0.430437696238418,16,1
solid,0.44949494949495,0.504197185571917,16,1
solid,0.550505050505051,0.565347079413462,16,1
solid,0.651515151515152,0.65897251950104,16,1
solid,0.752525252525253,0.729220373062023,16,1
solid,0.853535353535354,0.809232397084413,16,1
solid,0.954545454545455,0.897458800415102,16,1
solid,0.0454545454545455,0.177065746332019,17,1
solid,0.146464646464646,0.228452503949352,17,1
solid,0.247474747474748,0.321473193178207,17,1
solid,0.348484848484849,0.327256794887765,17,1
solid,0.44949494949495,0.383620114406792,17,1
solid,0.550505050505051,0.463056480173126,17,1
solid,0.651515151515152,0.512439866200578,17,1
solid,0.752525252525253,0.572207140215647,17,1
solid,0.853535353535354,0.619561863615268,17,1
solid,0.954545454545455,0.695029288492478,17,1
solid,0.0454545454545455,0.156689616400718,18,1
solid,0.146464646464646,0.218248229344235,18,1
solid,0.247474747474748,0.288522498651067,18,1
solid,0.348484848484849,0.350267717523202,18,1
solid,0.44949494949495,0.433177832782461,18,1
solid,0.550505050505051,0.491330589868532,18,1
solid,0.651515151515152,0.550444470704734,18,1
solid,0.752525252525253,0.626041950087392,18,1
solid,0.853535353535354,0.705517055789531,18,1
solid,0.954545454545455,0.790371305038204,18,1
solid,0.0454545454545455,0.145591157776868,19,1
solid,0.146464646464646,0.196395234379572,19,1
solid,0.247474747474748,0.296669908243644,19,1
solid,0.348484848484849,0.379084993962182,19,1
solid,0.44949494949495,0.454879903992766,19,1
solid,0.550505050505051,0.536375548368544,19,1
solid,0.651515151515152,0.586392733516021,19,1
solid,0.752525252525253,0.712943773048061,19,1
solid,0.853535353535354,0.769185801899634,19,1
solid,0.954545454545455,0.858944062330872,19,1
solid,0.0454545454545455,0.184945656344611,20,1
solid,0.146464646464646,0.209442214624319,20,1
solid,0.247474747474748,0.293748831785955,20,1
solid,0.348484848484849,0.31072234845973,20,1
solid,0.44949494949495,0.399504209971864,20,1
solid,0.550505050505051,0.451823596244876,20,1
solid,0.651515151515152,0.519902396847411,20,1
solid,0.752525252525253,0.539622732672143,20,1
solid,0.853535353535354,0.613436474070917,20,1
solid,0.954545454545455,0.667744682699562,20,1
3133,0.0454545454545455,0.17307870832827,21,1
3133,0.146464646464646,0.197480406555184,21,1
3133,0.247474747474748,0.234375691253339,21,1
3133,0.348484848484849,0.285150968042112,21,1
3133,0.44949494949495,0.301634851274543,21,1
3133,0.550505050505051,0.32825750483405,21,1
3133,0.651515151515152,0.375880822986787,21,1
3133,0.752525252525253,0.430977801475031,21,1
3133,0.853535353535354,0.440437941332597,21,1
3133,0.954545454545455,0.472919875095764,21,1
solid,0.0454545454545455,0.167278748591205,22,1
solid,0.146464646464646,0.226687580123219,22,1
solid,0.247474747474748,0.278014531917165,22,1
solid,0.348484848484849,0.34698577588547,22,1
solid,0.44949494949495,0.398237096450819,22,1
solid,0.550505050505051,0.462059578458418,22,1
solid,0.651515151515152,0.517378609798762,22,1
solid,0.752525252525253,0.549937822073886,22,1
solid,0.853535353535354,0.640124359085233,22,1
solid,0.954545454545455,0.662698993554387,22,1
solid,0.0454545454545455,0.168932685277255,23,1
solid,0.146464646464646,0.245091984184419,23,1
solid,0.247474747474748,0.27099798458664,23,1
solid,0.348484848484849,0.31724255868146,23,1
solid,0.44949494949495,0.411154896312557,23,1
solid,0.550505050505051,0.43784882142385,23,1
solid,0.651515151515152,0.480922122835523,23,1
solid,0.752525252525253,0.546507408593929,23,1
solid,0.853535353535354,0.586507242871311,23,1
solid,0.954545454545455,0.639209137502536,23,1
3133,0.0454545454545455,0.113361258091135,24,1
3133,0.146464646464646,0.155065564366424,24,1
3133,0.247474747474748,0.156934983024869,24,1
3133,0.348484848484849,0.186389560918225,24,1
3133,0.44949494949495,0.20491311753996,24,1
3133,0.550505050505051,0.229204282458021,24,1
3133,0.651515151515152,0.249514472890289,24,1
3133,0.752525252525253,0.241947485815722,24,1
3133,0.853535353535354,0.277576927471831,24,1
3133,0.954545454545455,0.295612786977826,24,1
solid,0.0454545454545455,0.184256706895145,25,1
solid,0.146464646464646,0.239698359913535,25,1
solid,0.247474747474748,0.294863871744315,25,1
solid,0.348484848484849,0.378256266912623,25,1
solid,0.44949494949495,0.432976395731661,25,1
solid,0.550505050505051,0.499174977081591,25,1
solid,0.651515151515152,0.577296592105691,25,1
solid,0.752525252525253,0.649559851599276,25,1
solid,0.853535353535354,0.706471698867752,25,1
solid,0.954545454545455,0.748206437037868,25,1
solid,0.0454545454545455,0.374775639503135,26,1
solid,0.146464646464646,0.408037674717214,26,1
solid,0.247474747474748,0.455947194128033,26,1
solid,0.348484848484849,0.538993995871626,26,1
solid,0.44949494949495,0.564562448630644,26,1
solid,0.550505050505051,0.638304630523666,26,1
solid,0.651515151515152,0.677349548005942,26,1
solid,0.752525252525253,0.750653478047404,26,1
solid,0.853535353535354,0.780980386317955,26,1
solid,0.954545454545455,0.853712417078604,26,1
solid,0.0454545454545455,0.197733032589578,27,1
solid,0.146464646464646,0.254565393198564,27,1
solid,0.247474747474748,0.353327234728531,27,1
solid,0.348484848484849,0.400945895874778,27,1
solid,0.44949494949495,0.45628635678515,27,1
solid,0.550505050505051,0.553989226228654,27,1
solid,0.651515151515152,0.594038503820445,27,1
solid,0.752525252525253,0.675566634524894,27,1
solid,0.853535353535354,0.728741377998934,27,1
solid,0.954545454545455,0.814992356020417,27,1
solid,0.0454545454545455,0.25767556288932,28,1
solid,0.146464646464646,0.351886674243111,28,1
solid,0.247474747474748,0.416008888204382,28,1
solid,0.348484848484849,0.500021113204919,28,1
solid,0.44949494949495,0.582481899711512,28,1
solid,0.550505050505051,0.654895128813178,28,1
solid,0.651515151515152,0.720233766221274,28,1
solid,0.752525252525253,0.800062657420976,28,1
solid,0.853535353535354,0.895081569582514,28,1
solid,0.954545454545455,0.954545454545455,28,1
solid,0.0454545454545455,0.146684047480142,29,1
solid,0.146464646464646,0.19903364154162,29,1
solid,0.247474747474748,0.285992243562894,29,1
solid,0.348484848484849,0.365253939974844,29,1
solid,0.44949494949495,0.40062592975314,29,1
solid,0.550505050505051,0.508853561016467,29,1
solid,0.651515151515152,0.575055984630781,29,1
solid,0.752525252525253,0.629293546951847,29,1
solid,0.853535353535354,0.69982165926668,29,1
solid,0.954545454545455,0.772868207450941,29,1
solid,0.0454545454545455,0.202955704800018,30,1
solid,0.146464646464646,0.286914791352536,30,1
solid,0.247474747474748,0.346331231547032,30,1
solid,0.348484848484849,0.418957358320955,30,1
solid,0.44949494949495,0.488783962747915,30,1
solid,0.550505050505051,0.570773570857705,30,1
solid,0.651515151515152,0.636328784448045,30,1
solid,0.752525252525253,0.686251703774751,30,1
solid,0.853535353535354,0.766943991216301,30,1
solid,0.954545454545455,0.816356679704006,30,1
solid,0.0454545454545455,0.195972836821095,31,1
solid,0.146464646464646,0.20194592161917,31,1
solid,0.247474747474748,0.255653829345691,31,1
solid,0.348484848484849,0.30273847765423,31,1
solid,0.44949494949495,0.361079464516131,31,1
solid,0.550505050505051,0.392820171822613,31,1
solid,0.651515151515152,0.456809336155797,31,1
solid,0.752525252525253,0.463304040070507,31,1
solid,0.853535353535354,0.505214647141607,31,1
solid,0.954545454545455,0.569994809246327,31,1
solid,0.0454545454545455,0.233822954022083,32,1
solid,0.146464646464646,0.297593098653628,32,1
solid,0.247474747474748,0.354108203529729,32,1
solid,0.348484848484849,0.415000974179753,32,1
solid,0.44949494949495,0.468689397124448,32,1
solid,0.550505050505051,0.52471969614084,32,1
solid,0.651515151515152,0.575226406523961,32,1
solid,0.752525252525253,0.611958389034137,32,1
solid,0.853535353535354,0.675318385054214,32,1
solid,0.954545454545455,0.754316861870613,32,1
solid,0.0454545454545455,0.140837091652288,33,1
solid,0.146464646464646,0.189448249505257,33,1
solid,0.247474747474748,0.237918232612337,33,1
solid,0.348484848484849,0.304165893472786,33,1
solid,0.44949494949495,0.36036208608238,33,1
solid,0.550505050505051,0.438540668936974,33,1
solid,0.651515151515152,0.474459520955218,33,1
solid,0.752525252525253,0.490484205622205,33,1
solid,0.853535353535354,0.562129237531595,33,1
solid,0.954545454545455,0.607786368359659,33,1
solid,0.0454545454545455,0.141923780143836,34,1
solid,0.146464646464646,0.158656080274055,34,1
solid,0.247474747474748,0.266516612962874,34,1
solid,0.348484848484849,0.311422567288912,34,1
solid,0.44949494949495,0.376043264173454,34,1
solid,0.550505050505051,0.439756043821539,34,1
solid,0.651515151515152,0.500687070816757,34,1
solid,0.752525252525253,0.559172364943868,34,1
solid,0.853535353535354,0.614467818923577,34,1
solid,0.954545454545455,0.700322288758988,34,1
solid,0.0454545454545455,0.15845667891258,35,1
solid,0.146464646464646,0.224285886717644,35,1
solid,0.247474747474748,0.281936787996473,35,1
solid,0.348484848484849,0.345394627293306,35,1
solid,0.44949494949495,0.330276509848249,35,1
solid,0.550505050505051,0.402189680960077,35,1
solid,0.651515151515152,0.425646070375615,35,1
solid,0.752525252525253,0.497900234074984,35,1
solid,0.853535353535354,0.567264995450971,35,1
solid,0.954545454545455,0.563715523809665,35,1
solid,0.0454545454545455,0.144103058710192,36,1
solid,0.146464646464646,0.236467210938876,36,1
solid,0.247474747474748,0.241405315645829,36,1
solid,0.348484848484849,0.31919909854704,36,1
solid,0.44949494949495,0.364932518048599,36,1
solid,0.550505050505051,0.429285064287144,36,1
solid,0.651515151515152,0.447647186169213,36,1
solid,0.752525252525253,0.532368386868459,36,1
solid,0.853535353535354,0.607930504841136,36,1
solid,0.954545454545455,0.613503342075171,36,1
3133,0.0454545454545455,0.129344080696936,37,1
3133,0.146464646464646,0.132403070836194,37,1
3133,0.247474747474748,0.19281531026063,37,1
3133,0.348484848484849,0.220511553403342,37,1
3133,0.44949494949495,0.252723783003865,37,1
3133,0.550505050505051,0.310668903736465,37,1
3133,0.651515151515152,0.321926584410636,37,1
3133,0.752525252525253,0.393465183140312,37,1
3133,0.853535353535354,0.412269599966627,37,1
3133,0.954545454545455,0.449629102148721,37,1
solid,0.0454545454545455,0.234474875288607,38,1
solid,0.146464646464646,0.296846529222625,38,1
solid,0.247474747474748,0.327844061836801,38,1
solid,0.348484848484849,0.413349971371772,38,1
solid,0.44949494949495,0.480379253942031,38,1
solid,0.550505050505051,0.532410447011425,38,1
solid,0.651515151515152,0.605527489273265,38,1
solid,0.752525252525253,0.663366028865026,38,1
solid,0.853535353535354,0.718443080804486,38,1
solid,0.954545454545455,0.795888635238817,38,1
solid,0.0454545454545455,0.0808227990425962,39,1
solid,0.146464646464646,0.139702586019643,39,1
solid,0.247474747474748,0.193887601007277,39,1
solid,0.348484848484849,0.249360170246541,39,1
solid,0.44949494949495,0.345532842886778,39,1
solid,0.550505050505051,0.364094410802399,39,1
solid,0.651515151515152,0.468283895023782,39,1
solid,0.752525252525253,0.456502538020206,39,1
solid,0.853535353535354,0.545885709396306,39,1
solid,0.954545454545455,0.59417209108455,39,1
solid,0.0454545454545455,0.247139885997278,40,1
solid,0.146464646464646,0.292661588707857,40,1
solid,0.247474747474748,0.347796476512996,40,1
solid,0.348484848484849,0.430750057329105,40,1
solid,0.44949494949495,0.466982556802709,40,1
solid,0.550505050505051,0.56410933767367,40,1
solid,0.651515151515152,0.591672658845047,40,1
solid,0.752525252525253,0.651758970939029,40,1
solid,0.853535353535354,0.729788494944044,40,1
solid,0.954545454545455,0.792689977866017,40,1
solid,0.0454545454545455,0.193002717103685,41,1
solid,0.146464646464646,0.247370989614722,41,1
solid,0.247474747474748,0.325132707038562,41,1
solid,0.348484848484849,0.395331119457032,41,1
solid,0.44949494949495,0.456977886835808,41,1
solid,0.550505050505051,0.518853864363023,41,1
solid,0.651515151515152,0.57317930050967,41,1
solid,0.752525252525253,0.649247861004864,41,1
solid,0.853535353535354,0.695216432125592,41,1
solid,0.954545454545455,0.754344202348181,41,1
solid,0.0454545454545455,0.0888037619080859,42,1
solid,0.146464646464646,0.107001421387216,42,1
solid,0.247474747474748,0.166430994478328,42,1
solid,0.348484848484849,0.227973754227784,42,1
solid,0.44949494949495,0.252073293619507,42,1
solid,0.550505050505051,0.32166703309268,42,1
solid,0.651515151515152,0.35212646995881,42,1
solid,0.752525252525253,0.391736994874096,42,1
solid,0.853535353535354,0.430745735554488,42,1
solid,0.954545454545455,0.503782001589991,42,1
solid,0.0454545454545455,0.21299210842293,43,1
solid,0.146464646464646,0.282621253576972,43,1
solid,0.247474747474748,0.341573859690598,43,1
solid,0.348484848484849,0.412472577826858,43,1
solid,0.44949494949495,0.461864106287006,43,1
solid,0.550505050505051,0.522755601401423,43,1
solid,0.651515151515152,0.585493034092824,43,1
solid,0.752525252525253,0.647646326942666,43,1
solid,0.853535353535354,0.708488028946933,43,1
solid,0.954545454545455,0.744426347087584,43,1
solid,0.0454545454545455,0.174122468966063,44,1
solid,0.146464646464646,0.267016339666294,44,1
solid,0.247474747474748,0.337750028470179,44,1
solid,0.348484848484849,0.408746443231487,44,1
solid,0.44949494949495,0.453315505500612,44,1
solid,0.550505050505051,0.520001241047346,44,1
solid,0.651515151515152,0.617493639707712,44,1
solid,0.752525252525253,0.674617991296528,44,1
solid,0.853535353535354,0.744879824131735,44,1
solid,0.954545454545455,0.78780883595182,44,1
solid,0.0454545454545455,0.0997316379658017,45,1
solid,0.146464646464646,0.140099565637205,45,1
solid,0.247474747474748,0.217095066187006,45,1
solid,0.348484848484849,0.291721434288529,45,1
solid,0.44949494949495,0.363705853941598,45,1
solid,0.550505050505051,0.389973631852654,45,1
solid,0.651515151515152,0.473444380004315,45,1
solid,0.752525252525253,0.538349799283002,45,1
solid,0.853535353535354,0.587065592803046,45,1
solid,0.954545454545455,0.669199173425473,45,1
solid,0.0454545454545455,0.126757976257711,46,1
solid,0.146464646464646,0.148121265252259,46,1
solid,0.247474747474748,0.252713532351684,46,1
solid,0.348484848484849,0.27613584164179,46,1
solid,0.44949494949495,0.357022777921414,46,1
solid,0.550505050505051,0.417221644168633,46,1
solid,0.651515151515152,0.494390854547602,46,1
solid,0.752525252525253,0.532008534517892,46,1
solid,0.853535353535354,0.577687820659672,46,1
solid,0.954545454545455,0.66476145664323,46,1
solid,0.0454545454545455,0.300282530775082,47,1
solid,0.146464646464646,0.372436918942669,47,1
solid,0.247474747474748,0.413448235247547,47,1
solid,0.348484848484849,0.473540620891116,47,1
solid,0.44949494949495,0.510111768399179,47,1
solid,0.550505050505051,0.581224116783487,47,1
solid,0.651515151515152,0.633048313907031,47,1
solid,0.752525252525253,0.705066109282308,47,1
solid,0.853535353535354,0.753336711117951,47,1
solid,0.954545454545455,0.786613984573505,47,1
3133,0.0454545454545455,0.116008171760635,48,1
3133,0.146464646464646,0.119364993840721,48,1
3133,0.247474747474748,0.19327594425191,48,1
3133,0.348484848484849,0.238441437153223,48,1
3133,0.44949494949495,0.294213219263276,48,1
3133,0.550505050505051,0.339775716791661,48,1
3133,0.651515151515152,0.353312890931342,48,1
3133,0.752525252525253,0.417908367186505,48,1
3133,0.853535353535354,0.468449981680702,48,1
3133,0.954545454545455,0.49191440285078,48,1
3133,0.0454545454545455,0.0811062995683863,49,1
3133,0.146464646464646,0.144644873395221,49,1
3133,0.247474747474748,0.190859302048782,49,1
3133,0.348484848484849,0.220691984822323,49,1
3133,0.44949494949495,0.250767484285209,49,1
3133,0.550505050505051,0.300082572210564,49,1
3133,0.651515151515152,0.340527009077564,49,1
3133,0.752525252525253,0.400474764743445,49,1
3133,0.853535353535354,0.432328146074953,49,1
3133,0.954545454545455,0.451278755114941,49,1
