alpha,colour,x,y,group,PANEL
0.2144,#3978AA,0.348484848484849,0.353652790231921,6,1
0.2144,#3978AA,0.44949494949495,0.385698495060199,6,1
0.2144,#3978AA,0.550505050505051,0.44776238773253,6,1
0.2144,#3978AA,0.651515151515152,0.489629630009517,6,1
0.2144,#3978AA,0.752525252525253,0.550204150466307,6,1
0.2144,#3978AA,0.853535353535354,0.598424888460568,6,1
0.2144,#3978AA,0.954545454545455,0.65040976017491,6,1
0.2292,#3F83BA,0.0454545454545455,0.220664532330748,7,1
0.2292,#3F83BA,0.146464646464646,0.288324974212293,7,1
0.2292,#3F83BA,0.247474747474748,0.350176926128322,7,1
0.2292,#3F83BA,0.348484848484849,0.410699434871484,7,1
0.2292,#3F83BA,0.44949494949495,0.469256043363617,7,1
0.2292,#3F83BA,0.550505050505051,0.510331849635816,7,1
0.2292,#3F83BA,0.651515151515152,0.578004482148649,7,1
0.2292,#3F83BA,0.752525252525253,0.612362290979703,7,1
0.2292,#3F83BA,0.853535353535354,0.671876590820687,7,1
0.2292,#3F83BA,0.954545454545455,0.712435513768822,7,1
0.1952,#3976A9,0.0454545454545455,0.174502373954096,8,1
0.1952,#3976A9,0.146464646464646,0.230367438946575,8,1
0.1952,#3976A9,0.247474747474748,0.284146890759971,8,1
0.1952,#3976A9,0.348484848484849,0.341077081705287,8,1
0.1952,#3976A9,0.44949494949495,0.388092792171572,8,1
0.1952,#3976A9,0.550505050505051,0.449583111914925,8,1
0.1952,#3976A9,0.651515151515152,0.479229510589097,8,1
0.1952,#3976A9,0.752525252525253,0.542559968379959,8,1
0.1952,#3976A9,0.853535353535354,0.604428019998418,8,1
0.1952,#3976A9,0.954545454545455,0.642072891986177,8,1
0.2012,#244D71,0.0454545454545455,0.182656929659403,9,1
0.2012,#244D71,0.146464646464646,0.202567462736606,9,1
0.2012,#244D71,0.247474747474748,0.237229772362551,9,1
0.2012,#244D71,0.348484848484849,0.252311576046545,9,1
0.2012,#244D71,0.44949494949495,0.27477825730094,9,1
0.2012,#244D71,0.550505050505051,0.293267239709096,9,1
0.2012,#244D71,0.651515151515152,0.331879411185985,9,1
0.2012,#244D71,0.752525252525253,0.357365298627598,9,1
0.2012,#244D71,0.853535353535354,0.378471978503764,9,1
0.2012,#244D71,0.954545454545455,0.401086689662033,9,1
0.2556,#336B99,0.0454545454545455,0.256295852989671,10,1
0.2556,#336B99,0.146464646464646,0.295497889215,10,1
0.2556,#336B99,0.247474747474748,0.321028329640557,10,1
0.2556,#336B99,0.348484848484849,0.358987863154278,10,1
0.2556,#336B99,0.44949494949495,0.375009201862522,10,1
0.2556,#336B99,0.550505050505051,0.422171852053162,10,1
0.2556,#336B99,0.651515151515152,0.46994556768653,10,1
0.2556,#336B99,0.752525252525253,0.492410291712878,10,1
0.2556,#336B99,0.853535353535354,0.546364117883892,10,1
0.2556,#336B99,0.954545454545455,0.575776226940822,10,1
0.2332,#3671A1,0.0454545454545455,0.225985624519593,11,1
0.2332,#3671A1,0.146464646464646,0.265030856936818,11,1
0.2332,#3671A1,0.247474747474748,0.304431161006695,11,1
0.2332,#3671A1,0.348484848484849,0.350532806015597,11,1
0.2332,#3671A1,0.44949494949495,0.385975997174727,11,1
0.2332,#3671A1,0.550505050505051,0.437479454031828,11,1
0.2332,#3671A1,0.651515151515152,0.483042847406251,11,1
0.2332,#3671A1,0.752525252525253,0.523788194981082,11,1
0.2332,#3671A1,0.853535353535354,0.580044459775534,11,1
0.2332,#3671A1,0.954545454545455,0.609641437580996,11,1
0.23,#346D9D,0.0454545454545455,0.221698553541396,12,1
0.23,#346D9D,0.146464646464646,0.280320236005318,12,1
0.23,#346D9D,0.247474747474748,0.293118094174782,12,1
0.23,#346D9D,0.348484848484849,0.34431020396401,12,1
0.23,#346D9D,0.44949494949495,0.390470187688892,12,1
0.23,#346D9D,0.550505050505051,0.433430417888264,12,1
0.23,#346D9D,0.651515151515152,0.490869744146428,12,1
0.23,#346D9D,0.752525252525253,0.517206751509601,12,1
0.23,#346D9D,0.853535353535354,0.546888826319066,12,1
0.23,#346D9D,0.954545454545455,0.591327140904874,12,1
0.17,#254E73,0.0454545454545455,0.140489450283297,13,1
0.17,#254E73,0.146464646464646,0.19077524147922,13,1
0.17,#254E73,0.247474747474748,0.199258914587963,13,1
0.17,#254E73,0.348484848484849,0.220595785845944,13,1
0.17,#254E73,0.44949494949495,0.276697487035542,13,1
0.17,#254E73,0.550505050505051,0.303621852203418,13,1
0.17,#254E73,0.651515151515152,0.314864264995106,13,1
0.17,#254E73,0.752525252525253,0.338723601034724,13,1
0.17,#254E73,0.853535353535354,0.392693325667608,13,1
0.17,#254E73,0.954545454545455,0.410651156305064,13,1
0.1744,#336B99,0.0454545454545455,0.146469672303167,14,1
0.1744,#336B99,0.146464646464646,0.203935568001301,14,1
0.1744,#336B99,0.247474747474748,0.235578789455483,14,1
0.1744,#336B99,0.348484848484849,0.294860975648233,14,1
0.1744,#336B99,0.44949494949495,0.355213355201167,14,1
0.1744,#336B99,0.550505050505051,0.379905721382529,14,1
0.1744,#336B99,0.651515151515152,0.439629108637657,14,1
0.1744,#336B99,0.752525252525253,0.494018581927293,14,1
0.1744,#336B99,0.853535353535354,0.543965437388051,14,1
0.1744,#336B99,0.954545454545455,0.576496667218871,14,1
0.2404,#336B99,0.0454545454545455,0.235913640164103,15,1
0.2404,#336B99,0.146464646464646,0.253113091182215,15,1
0.2404,#336B99,0.247474747474748,0.294976420602882,15,1
0.2404,#336B99,0.348484848484849,0.350245076263918,15,1
0.2404,#336B99,0.44949494949495,0.390303565444635,15,1
0.2404,#336B99,0.550505050505051,0.438675273344649,15,1
0.2404,#336B99,0.651515151515152,0.456800691513635,15,1
0.2404,#336B99,0.752525252525253,0.510909267117,15,1
0.2404,#336B99,0.853535353535354,0.532295507863877,15,1
0.2404,#336B99,0.954545454545455,0.578195528240826,15,1
0.1548,#204667,0.0454545454545455,0.12003779796722,16,1
0.1548,#204667,0.146464646464646,0.157500394184172,16,1
0.1548,#204667,0.247474747474748,0.184873144232825,16,1
0.1548,#204667,0.348484848484849,0.198309175495637,16,1
0.1548,#204667,0.44949494949495,0.248963321588205,16,1
0.1548,#204667,0.550505050505051,0.271987968372824,16,1
0.1548,#204667,0.651515151515152,0.279537039398474,16,1
0.1548,#204667,0.752525252525253,0.315600395487547,16,1
0.1548,#204667,0.853535353535354,0.357352126530261,16,1
0.1548,#204667,0.954545454545455,0.352769698996867,16,1
0.2272,#3875A7,0.0454545454545455,0.217882628221888,17,1
0.2272,#3875A7,0.146464646464646,0.270234267750207,17,1
0.2272,#3875A7,0.247474747474748,0.319699326001486,17,1
0.2272,#3875A7,0.348484848484849,0.360128470219856,17,1
0.2272,#3875A7,0.44949494949495,0.396556955633841,17,1
0.2272,#3875A7,0.550505050505051,0.455828860872498,17,1
0.2272,#3875A7,0.651515151515152,0.500495174423641,17,1
0.2272,#3875A7,0.752525252525253,0.539616512207874,17,1
0.2272,#3875A7,0.853535353535354,0.582226519763869,17,1
0.2272,#3875A7,0.954545454545455,0.636160516653489,17,1
0.2452,#28547B,0.0454545454545455,0.242611967022936,18,1
0.2452,#28547B,0.146464646464646,0.246012372805409,18,1
0.2452,#28547B,0.247474747474748,0.273932872808274,18,1
0.2452,#28547B,0.348484848484849,0.283034668853908,18,1
0.2452,#28547B,0.44949494949495,0.3300026422407,18,1
0.2452,#28547B,0.550505050505051,0.343600140183089,18,1
0.2452,#28547B,0.651515151515152,0.367251825058691,18,1
0.2452,#28547B,0.752525252525253,0.3881325126225,18,1
0.2452,#28547B,0.853535353535354,0.416257393437024,18,1
0.2452,#28547B,0.954545454545455,0.446633120554691,18,1
0.1992,#2E618C,0.0454545454545455,0.18018796482677,19,1
0.1992,#2E618C,0.146464646464646,0.228993169283323,19,1
0.1992,#2E618C,0.247474747474748,0.259447040637306,19,1
0.1992,#2E618C,0.348484848484849,0.3015096447225,19,1
0.1992,#2E618C,0.44949494949495,0.33787863364631,19,1
0.1992,#2E618C,0.550505050505051,0.3774295643942,19,1
0.1992,#2E618C,0.651515151515152,0.40452269811282,19,1
0.1992,#2E618C,0.752525252525253,0.460696070202949,19,1
0.1992,#2E618C,0.853535353535354,0.49117631362248,19,1
0.1992,#2E618C,0.954545454545455,0.520592210841603,19,1
0.178,#3773A4,0.0454545454545455,0.151400683658383,20,1
0.178,#3773A4,0.146464646464646,0.207526010531681,20,1
0.178,#3773A4,0.247474747474748,0.25526327348738,20,1
0.178,#3773A4,0.348484848484849,0.31794686411274,20,1
0.178,#3773A4,0.44949494949495,0.373130913830883,20,1
0.178,#3773A4,0.550505050505051,0.418787889664219,20,1
0.178,#3773A4,0.651515151515152,0.460943411114387,20,1
0.178,#3773A4,0.752525252525253,0.520803214272637,20,1
0.178,#3773A4,0.853535353535354,0.565107630650006,20,1
0.178,#3773A4,0.954545454545455,0.624568335203638,20,1
0.21,#306692,0.0454545454545455,0.194763936690155,21,1
0.21,#306692,0.146464646464646,0.228465106587472,21,1
0.21,#306692,0.247474747474748,0.256772579160078,21,1
0.21,#306692,0.348484848484849,0.314209694511785,21,1
0.21,#306692,0.44949494949495,0.358607780052573,21,1
0.21,#306692,0.550505050505051,0.407639194327939,21,1
0.21,#306692,0.651515151515152,0.442165637310137,21,1
0.21,#306692,0.752525252525253,0.470809931302286,21,1
0.21,#306692,0.853535353535354,0.509455186791738,21,1
0.21,#306692,0.954545454545455,0.548868003043023,21,1
0.102,#132B43,0.0454545454545455,0.0480431468909987,22,1
0.102,#132B43,0.146464646464646,0.0789269983229172,22,1
0.102,#132B43,0.247474747474748,0.0630171591422218,22,1
0.102,#132B43,0.348484848484849,0.0788777132399364,22,1
0.102,#132B43,0.44949494949495,0.113783149902524,22,1
0.102,#132B43,0.550505050505051,0.122561592345421,22,1
0.102,#132B43,0.651515151515152,0.137499660076216,22,1
0.102,#132B43,0.752525252525253,0.176517191146581,22,1
0.102,#132B43,0.853535353535354,0.185794316979524,22,1
0.102,#132B43,0.954545454545455,0.172021385727576,22,1
0.1944,#3773A5,0.0454545454545455,0.173543788912979,23,1
0.1944,#3773A5,0.146464646464646,0.221946428704955,23,1
0.1944,#3773A5,0.247474747474748,0.284485344077685,23,1
0.1944,#3773A5,0.348484848484849,0.308994567592535,23,1
0.1944,#3773A5,0.44949494949495,0.391192738212461,23,1
0.1944,#3773A5,0.550505050505051,0.435538749077132,23,1
0.1944,#3773A5,0.651515151515152,0.486831899489886,23,1
0.1944,#3773A5,0.752525252525253,0.527523949510329,23,1
0.1944,#3773A5,0.853535353535354,0.615139410615862,23,1
0.1944,#3773A5,0.954545454545455,0.625309167463631,23,1
0.148,#183652,0.0454545454545455,0.110759460981264,24,1
0.148,#183652,0.146464646464646,0.115993846335412,24,1
0.148,#183652,0.247474747474748,0.138853041150489,24,1
0.148,#183652,0.348484848484849,0.154436788700432,24,1
0.148,#183652,0.44949494949495,0.189914871150713,24,1
0.148,#183652,0.550505050505051,0.179604184838459,24,1
0.148,#183652,0.651515151515152,0.210034518003424,24,1
0.148,#183652,0.752525252525253,0.232525997987887,24,1
0.148,#183652,0.853535353535354,0.261485609917342,24,1
0.148,#183652,0.954545454545455,0.248244816827336,24,1
0.2068,#27547A,0.0454545454545455,0.190522245127477,25,1
0.2068,#27547A,0.146464646464646,0.215764151038486,25,1
0.2068,#27547A,0.247474747474748,0.256158217683629,25,1
0.2068,#27547A,0.348484848484849,0.27050565404979,25,1
0.2068,#27547A,0.44949494949495,0.296157142021977,25,1
0.2068,#27547A,0.550505050505051,0.321280580054996,25,1
0.2068,#27547A,0.651515151515152,0.366046103244296,25,1
0.2068,#27547A,0.752525252525253,0.385985306614241,25,1
0.2068,#27547A,0.853535353535354,0.414160791944621,25,1
0.2068,#27547A,0.954545454545455,0.444786663222501,25,1
0.1592,#254F74,0.0454545454545455,0.125729776315915,26,1
0.1592,#254F74,0.146464646464646,0.170785720774475,26,1
0.1592,#254F74,0.247474747474748,0.20144269021341,26,1
0.1592,#254F74,0.348484848484849,0.208016510370959,26,1
0.1592,#254F74,0.44949494949495,0.256732848160165,26,1
0.1592,#254F74,0.550505050505051,0.263662605760507,26,1
0.1592,#254F74,0.651515151515152,0.309273691749587,26,1
0.1592,#254F74,0.752525252525253,0.325990296242909,26,1
0.1592,#254F74,0.853535353535354,0.352322304471185,26,1
0.1592,#254F74,0.954545454545455,0.41567246489598,26,1
0.208,#3772A3,0.0454545454545455,0.191796400465648,27,1
0.208,#3772A3,0.146464646464646,0.234254937382791,27,1
0.208,#3772A3,0.247474747474748,0.2920274526053,27,1
0.208,#3772A3,0.348484848484849,0.315363844322867,27,1
0.208,#3772A3,0.44949494949495,0.400466775681476,27,1
0.208,#3772A3,0.550505050505051,0.436432251468832,27,1
0.208,#3772A3,0.651515151515152,0.464892686791941,27,1
0.208,#3772A3,0.752525252525253,0.512479106616749,27,1
0.208,#3772A3,0.853535353535354,0.560516670390846,27,1
0.208,#3772A3,0.954545454545455,0.619384750566203,27,1
0.2308,#306592,0.0454545454545455,0.222767918160821,28,1
0.2308,#306592,0.146464646464646,0.259743256584812,28,1
0.2308,#306592,0.247474747474748,0.286128729747056,28,1
0.2308,#306592,0.348484848484849,0.334537054604519,28,1
0.2308,#306592,0.44949494949495,0.332469716310721,28,1
0.2308,#306592,0.550505050505051,0.404075090165612,28,1
0.2308,#306592,0.651515151515152,0.430962184096882,28,1
0.2308,#306592,0.752525252525253,0.463198146727226,28,1
0.2308,#306592,0.853535353535354,0.489470894474324,28,1
0.2308,#306592,0.954545454545455,0.545164464567374,28,1
0.2704,#3D80B5,0.0454545454545455,0.276446504458507,29,1
0.2704,#3D80B5,0.146464646464646,0.316528136812465,29,1
0.2704,#3D80B5,0.247474747474748,0.37215245921034,29,1
0.2704,#3D80B5,0.348484848484849,0.402551542910129,29,1
0.2704,#3D80B5,0.44949494949495,0.445667459822727,29,1
0.2704,#3D80B5,0.550505050505051,0.498175202008448,29,1
0.2704,#3D80B5,0.651515151515152,0.544958658506109,29,1
0.2704,#3D80B5,0.752525252525253,0.57746138190731,29,1
0.2704,#3D80B5,0.853535353535354,0.627670024120575,29,1
0.2704,#3D80B5,0.954545454545455,0.694027469767235,29,1
0.2312,#2B5C85,0.0454545454545455,0.223515398594253,30,1
0.2312,#2B5C85,0.146464646464646,0.278556490384936,30,1
0.2312,#2B5C85,0.247474747474748,0.279742521346928,30,1
0.2312,#2B5C85,0.348484848484849,0.30887609414583,30,1
0.2312,#2B5C85,0.44949494949495,0.345829601774615,30,1
0.2312,#2B5C85,0.550505050505051,0.37492883625291,30,1
0.2312,#2B5C85,0.651515151515152,0.411607601461141,30,1
0.2312,#2B5C85,0.752525252525253,0.431401985676009,30,1
0.2312,#2B5C85,0.853535353535354,0.455498888959337,30,1
0.2312,#2B5C85,0.954545454545455,0.490123507695058,30,1
0.2664,#428AC2,0.0454545454545455,0.271078109668344,31,1
0.2664,#428AC2,0.146464646464646,0.299163742115649,31,1
0.2664,#428AC2,0.247474747474748,0.390867782572978,31,1
0.2664,#428AC2,0.348484848484849,0.418871166781118,31,1
0.2664,#428AC2,0.44949494949495,0.475963468529276,31,1
0.2664,#428AC2,0.550505050505051,0.537910173840125,31,1
0.2664,#428AC2,0.651515151515152,0.598195826763082,31,1
0.2664,#428AC2,0.752525252525253,0.645919354032569,31,1
0.2664,#428AC2,0.853535353535354,0.705539424770699,31,1
0.2664,#428AC2,0.954545454545455,0.747786060828288,31,1
0.1688,#204667,0.0454545454545455,0.138807533253959,32,1
0.1688,#204667,0.146464646464646,0.171020758918064,32,1
0.1688,#204667,0.247474747474748,0.192480382321548,32,1
0.1688,#204667,0.348484848484849,0.221053113218602,32,1
0.1688,#204667,0.44949494949495,0.239972172697919,32,1
0.1688,#204667,0.550505050505051,0.288432185583352,32,1
0.1688,#204667,0.651515151515152,0.278353229265128,32,1
0.1688,#204667,0.752525252525253,0.324556735893087,32,1
0.1688,#204667,0.853535353535354,0.339542790283484,32,1
0.1688,#204667,0.954545454545455,0.360052844759498,32,1
0.2164,#2E608B,0.0454545454545455,0.203363328955357,33,1
0.2164,#2E608B,0.146464646464646,0.243858031094107,33,1
0.2164,#2E608B,0.247474747474748,0.304587096360309,33,1
0.2164,#2E608B,0.348484848484849,0.307347842980875,33,1
0.2164,#2E608B,0.44949494949495,0.349129417446148,33,1
0.2164,#2E608B,0.550505050505051,0.389287277640391,33,1
0.2164,#2E608B,0.651515151515152,0.417414590721104,33,1
0.2164,#2E608B,0.752525252525253,0.444421661184812,33,1
0.2164,#2E608B,0.853535353535354,0.458130106365334,33,1
0.2164,#2E608B,0.954545454545455,0.516512037722585,33,1
0.2292,#438AC3,0.0454545454545455,0.22070043423939,34,1
0.2292,#438AC3,0.146464646464646,0.266512915165837,34,1
0.2292,#438AC3,0.247474747474748,0.34150392792444,34,1
0.2292,#438AC3,0.348484848484849,0.390289417121509,34,1
0.2292,#438AC3,0.44949494949495,0.445811723678703,34,1
0.2292,#438AC3,0.550505050505051,0.522042444033655,34,1
0.2292,#438AC3,0.651515151515152,0.594698106839588,34,1
0.2292,#438AC3,0.752525252525253,0.65679844685838,34,1
0.2292,#438AC3,0.853535353535354,0.693816747585569,34,1
0.2292,#438AC3,0.954545454545455,0.752026540964404,34,1
0.2052,#2B5A83,0.0454545454545455,0.18807386437994,35,1
0.2052,#2B5A83,0.146464646464646,0.21771245643634,35,1
0.2052,#2B5A83,0.247474747474748,0.253501573105277,35,1
0.2052,#2B5A83,0.348484848484849,0.287789513715671,35,1
0.2052,#2B5A83,0.44949494949495,0.331821927895849,35,1
0.2052,#2B5A83,0.550505050505051,0.355393196241938,35,1
0.2052,#2B5A83,0.651515151515152,0.39108350409715,35,1
0.2052,#2B5A83,0.752525252525253,0.427449337848695,35,1
0.2052,#2B5A83,0.853535353535354,0.4478425354772,35,1
0.2052,#2B5A83,0.954545454545455,0.482230216708634,35,1
0.2216,#4288C1,0.0454545454545455,0.210287327542277,36,1
0.2216,#4288C1,0.146464646464646,0.249631737442335,36,1
0.2216,#4288C1,0.247474747474748,0.342240486767347,36,1
0.2216,#4288C1,0.348484848484849,0.406566306945388,36,1
0.2216,#4288C1,0.44949494949495,0.44493709874788,36,1
0.2216,#4288C1,0.550505050505051,0.516306915083692,36,1
0.2216,#4288C1,0.651515151515152,0.562875727324251,36,1
0.2216,#4288C1,0.752525252525253,0.62803488012659,36,1
0.2216,#4288C1,0.853535353535354,0.694179228202677,36,1
0.2216,#4288C1,0.954545454545455,0.741019144875078,36,1
0.194,#316793,0.0454545454545455,0.173063835291456,37,1
0.194,#316793,0.146464646464646,0.222778544669789,37,1
0.194,#316793,0.247474747474748,0.250664959258128,37,1
0.194,#316793,0.348484848484849,0.292520538172228,37,1
0.194,#316793,0.44949494949495,0.346210674693468,37,1
0.194,#316793,0.550505050505051,0.363683721665648,37,1
0.194,#316793,0.651515151515152,0.422992318414442,37,1
0.194,#316793,0.752525252525253,0.467958772222218,37,1
0.194,#316793,0.853535353535354,0.501526762132042,37,1
0.194,#316793,0.954545454545455,0.552861317478296,37,1
0.1576,#28557C,0.0454545454545455,0.123692196434127,38,1
0.1576,#28557C,0.146464646464646,0.160529608010133,38,1
0.1576,#28557C,0.247474747474748,0.18045411181083,38,1
0.1576,#28557C,0.348484848484849,0.234355986444997,38,1
0.1576,#28557C,0.44949494949495,0.270526311817187,38,1
0.1576,#28557C,0.550505050505051,0.307540032425033,38,1
0.1576,#28557C,0.651515151515152,0.340922163708979,38,1
0.1576,#28557C,0.752525252525253,0.370207285365828,38,1
0.1576,#28557C,0.853535353535354,0.427724145857994,38,1
0.1576,#28557C,0.954545454545455,0.453536310201623,38,1
0.278,#3A7AAD,0.0454545454545455,0.286806104072903,39,1
0.278,#3A7AAD,0.146464646464646,0.329417040125856,39,1
0.278,#3A7AAD,0.247474747474748,0.351699987412659,39,1
0.278,#3A7AAD,0.348484848484849,0.422563438653148,39,1
0.278,#3A7AAD,0.44949494949495,0.446911536448528,39,1
0.278,#3A7AAD,0.550505050505051,0.484315358591015,39,1
0.278,#3A7AAD,0.651515151515152,0.548596398267038,39,1
0.278,#3A7AAD,0.752525252525253,0.594061111572908,39,1
0.278,#3A7AAD,0.853535353535354,0.629926494545361,39,1
0.278,#3A7AAD,0.954545454545455,0.661273450728171,39,1
0.2288,#3772A3,0.0454545454545455,0.220098005671981,40,1
0.2288,#3772A3,0.146464646464646,0.269038456745183,40,1
0.2288,#3772A3,0.247474747474748,0.304457141749942,40,1
0.2288,#3772A3,0.348484848484849,0.338626938966357,40,1
0.2288,#3772A3,0.44949494949495,0.399639509394584,40,1
0.2288,#3772A3,0.550505050505051,0.440927647333655,40,1
0.2288,#3772A3,0.651515151515152,0.473926271284614,40,1
0.2288,#3772A3,0.752525252525253,0.51969563788142,40,1
0.2288,#3772A3,0.853535353535354,0.564561933266,40,1
0.2288,#3772A3,0.954545454545455,0.619604842593576,40,1
0.2096,#2A5981,0.0454545454545455,0.194351360571778,41,1
0.2096,#2A5981,0.146464646464646,0.218968717366111,41,1
0.2096,#2A5981,0.247474747474748,0.222947772871633,41,1
0.2096,#2A5981,0.348484848484849,0.264529656475197,41,1
0.2096,#2A5981,0.44949494949495,0.332342812582847,41,1
0.2096,#2A5981,0.550505050505051,0.349664504714173,41,1
0.2096,#2A5981,0.651515151515152,0.387640164188739,41,1
0.2096,#2A5981,0.752525252525253,0.430001595230785,41,1
0.2096,#2A5981,0.853535353535354,0.45601013444182,41,1
0.2096,#2A5981,0.954545454545455,0.473580881381315,41,1
0.1564,#275379,0.0454545454545455,0.121879439199585,42,1
0.1564,#275379,0.146464646464646,0.148767355050306,42,1
0.1564,#275379,0.247474747474748,0.201079457031198,42,1
0.1564,#275379,0.348484848484849,0.239827111490649,42,1
0.1564,#275379,0.44949494949495,0.249240312109679,42,1
0.1564,#275379,0.550505050505051,0.273083549630155,42,1
0.1564,#275379,0.651515151515152,0.298746899140821,42,1
0.1564,#275379,0.752525252525253,0.364484833099211,42,1
0.1564,#275379,0.853535353535354,0.393167763026994,42,1
0.1564,#275379,0.954545454545455,0.438945351695551,42,1
0.196,#1C3E5D,0.0454545454545455,0.175646992888876,43,1
0.196,#1C3E5D,0.146464646464646,0.195573136305682,43,1
0.196,#1C3E5D,0.247474747474748,0.203567511260972,43,1
0.196,#1C3E5D,0.348484848484849,0.213352398410487,43,1
0.196,#1C3E5D,0.44949494949495,0.230887034131001,43,1
0.196,#1C3E5D,0.550505050505051,0.236040484193479,43,1
0.196,#1C3E5D,0.651515151515152,0.260021259079631,43,1
0.196,#1C3E5D,0.752525252525253,0.279538863583938,43,1
0.196,#1C3E5D,0.853535353535354,0.311474565797583,43,1
0.196,#1C3E5D,0.954545454545455,0.307450967499436,43,1
0.242,#3773A5,0.0454545454545455,0.237764004120637,44,1
0.242,#3773A5,0.146464646464646,0.297151553172181,44,1
0.242,#3773A5,0.247474747474748,0.315662360580389,44,1
0.242,#3773A5,0.348484848484849,0.371717017118811,44,1
0.242,#3773A5,0.44949494949495,0.438151940349383,44,1
0.242,#3773A5,0.550505050505051,0.463423365766888,44,1
0.242,#3773A5,0.651515151515152,0.524239882931817,44,1
0.242,#3773A5,0.752525252525253,0.548753405763336,44,1
0.242,#3773A5,0.853535353535354,0.621406497920539,44,1
0.242,#3773A5,0.954545454545455,0.625791604151174,44,1
0.218,#4B9BDA,0.0454545454545455,0.205697902456434,45,1
0.218,#4B9BDA,0.146464646464646,0.274443506503278,45,1
0.218,#4B9BDA,0.247474747474748,0.360050997922188,45,1
0.218,#4B9BDA,0.348484848484849,0.422094330535558,45,1
0.218,#4B9BDA,0.44949494949495,0.499464469930901,45,1
0.218,#4B9BDA,0.550505050505051,0.550309834833425,45,1
0.218,#4B9BDA,0.651515151515152,0.61173823217341,45,1
0.218,#4B9BDA,0.752525252525253,0.691807964782916,45,1
0.218,#4B9BDA,0.853535353535354,0.77376418149335,45,1
0.218,#4B9BDA,0.954545454545455,0.843618709017219,45,1
0.1932,#3A79AC,0.0454545454545455,0.171989876141652,46,1
0.1932,#3A79AC,0.146464646464646,0.22571948157153,46,1
0.1932,#3A79AC,0.247474747474748,0.273516866293109,46,1
0.1932,#3A79AC,0.348484848484849,0.341018170971236,46,1
0.1932,#3A79AC,0.44949494949495,0.396506546823346,46,1
0.1932,#3A79AC,0.550505050505051,0.460785488062926,46,1
0.1932,#3A79AC,0.651515151515152,0.511503223963711,46,1
0.1932,#3A79AC,0.752525252525253,0.551987131871603,46,1
0.1932,#3A79AC,0.853535353535354,0.595821184187023,46,1
