alpha,linetype,x,y,group,PANEL
0.3592,solid,0.853535353535354,0.678170310570077,24,1
0.3592,solid,0.954545454545455,0.72278674837768,24,1
0.2128,22,0.0454545454545455,0.109758680808969,25,1
0.2128,22,0.146464646464646,0.164877476847145,25,1
0.2128,22,0.247474747474748,0.228095607499384,25,1
0.2128,22,0.348484848484849,0.252147798376825,25,1
0.2128,22,0.44949494949495,0.317538915310322,25,1
0.2128,22,0.550505050505051,0.352019411123393,25,1
0.2128,22,0.651515151515152,0.38077357790381,25,1
0.2128,22,0.752525252525253,0.406940540951673,25,1
0.2128,22,0.853535353535354,0.450420575499294,25,1
0.2128,22,0.954545454545455,0.482477048213641,25,1
0.2752,solid,0.0454545454545455,0.170959428028346,26,1
0.2752,solid,0.146464646464646,0.21417654383542,26,1
0.2752,solid,0.247474747474748,0.259039840031096,26,1
0.2752,solid,0.348484848484849,0.311959423827553,26,1
0.2752,solid,0.44949494949495,0.355003004219286,26,1
0.2752,solid,0.550505050505051,0.396371231536064,26,1
0.2752,solid,0.651515151515152,0.441048791528,26,1
0.2752,solid,0.752525252525253,0.475636211644618,26,1
0.2752,solid,0.853535353535354,0.554604214645979,26,1
0.2752,solid,0.954545454545455,0.585108329831677,26,1
0.3168,solid,0.0454545454545455,0.244787145843446,27,1
0.3168,solid,0.146464646464646,0.301704935509277,27,1
0.3168,solid,0.247474747474748,0.318006223947519,27,1
0.3168,solid,0.348484848484849,0.381736281188256,27,1
0.3168,solid,0.44949494949495,0.413104811316815,27,1
0.3168,solid,0.550505050505051,0.472727444266025,27,1
0.3168,solid,0.651515151515152,0.502093436456153,27,1
0.3168,solid,0.752525252525253,0.562221533745042,27,1
0.3168,solid,0.853535353535354,0.602526221759656,27,1
0.3168,solid,0.954545454545455,0.653036033937072,27,1
0.2832,solid,0.0454545454545455,0.164646235327977,28,1
0.2832,solid,0.146464646464646,0.236845957168471,28,1
0.2832,solid,0.247474747474748,0.255091562325564,28,1
0.2832,solid,0.348484848484849,0.303367456313402,28,1
0.2832,solid,0.44949494949495,0.362850042156914,28,1
0.2832,solid,0.550505050505051,0.422502565884104,28,1
0.2832,solid,0.651515151515152,0.447463706474444,28,1
0.2832,solid,0.752525252525253,0.49920898449982,28,1
0.2832,solid,0.853535353535354,0.55615040213301,28,1
0.2832,solid,0.954545454545455,0.597693495201055,28,1
0.3336,22,0.0454545454545455,0.119536753532612,29,1
0.3336,22,0.146464646464646,0.201392922455724,29,1
0.3336,22,0.247474747474748,0.248993476145744,29,1
0.3336,22,0.348484848484849,0.307665619266664,29,1
0.3336,22,0.44949494949495,0.374225363230025,29,1
0.3336,22,0.550505050505051,0.459343511192286,29,1
0.3336,22,0.651515151515152,0.513455825705882,29,1
0.3336,22,0.752525252525253,0.538805033872789,29,1
0.3336,22,0.853535353535354,0.621907373134445,29,1
0.3336,22,0.954545454545455,0.680909111540247,29,1
0.212,solid,0.0454545454545455,0.150036557282083,30,1
0.212,solid,0.146464646464646,0.186227871998283,30,1
0.212,solid,0.247474747474748,0.222466581620259,30,1
0.212,solid,0.348484848484849,0.244978343031675,30,1
0.212,solid,0.44949494949495,0.281492058130066,30,1
0.212,solid,0.550505050505051,0.331475199709754,30,1
0.212,solid,0.651515151515152,0.367448074660363,30,1
0.212,solid,0.752525252525253,0.394388026277315,30,1
0.212,solid,0.853535353535354,0.44837512014274,30,1
0.212,solid,0.954545454545455,0.480597771801772,30,1
0.2352,solid,0.0454545454545455,0.174776548153087,31,1
0.2352,solid,0.146464646464646,0.209617515458009,31,1
0.2352,solid,0.247474747474748,0.248569411570266,31,1
0.2352,solid,0.348484848484849,0.286951824529836,31,1
0.2352,solid,0.44949494949495,0.323848258806889,31,1
0.2352,solid,0.550505050505051,0.367497855319863,31,1
0.2352,solid,0.651515151515152,0.373868582091165,31,1
0.2352,solid,0.752525252525253,0.432003839073031,31,1
0.2352,solid,0.853535353535354,0.468670831393904,31,1
0.2352,solid,0.954545454545455,0.519773001039555,31,1
0.38,solid,0.0454545454545455,0.23778013026116,32,1
0.38,solid,0.146464646464646,0.287388788621958,32,1
0.38,solid,0.247474747474748,0.366512810820258,32,1
0.38,solid,0.348484848484849,0.413228580959623,32,1
0.38,solid,0.44949494949495,0.458700666677206,32,1
0.38,solid,0.550505050505051,0.531601099616621,32,1
0.38,solid,0.651515151515152,0.594510825477959,32,1
0.38,solid,0.752525252525253,0.662285724198024,32,1
0.38,solid,0.853535353535354,0.717895755147235,32,1
0.38,solid,0.954545454545455,0.75755490561059,32,1
0.3952,solid,0.0454545454545455,0.26123296847184,33,1
0.3952,solid,0.146464646464646,0.305389218830105,33,1
0.3952,solid,0.247474747474748,0.374227639064252,33,1
0.3952,solid,0.348484848484849,0.422778694068039,33,1
0.3952,solid,0.44949494949495,0.469275058051135,33,1
0.3952,solid,0.550505050505051,0.527737311549485,33,1
0.3952,solid,0.651515151515152,0.58886835338311,33,1
0.3952,solid,0.752525252525253,0.67073470867892,33,1
0.3952,solid,0.853535353535354,0.712456212947217,33,1
0.3952,solid,0.954545454545455,0.782336848396111,33,1
0.2336,solid,0.0454545454545455,0.185103361902753,34,1
0.2336,solid,0.146464646464646,0.223770135045463,34,1
0.2336,solid,0.247474747474748,0.27161759018937,34,1
0.2336,solid,0.348484848484849,0.313941863450922,34,1
0.2336,solid,0.44949494949495,0.326159033760271,34,1
0.2336,solid,0.550505050505051,0.389665788474195,34,1
0.2336,solid,0.651515151515152,0.400612316249406,34,1
0.2336,solid,0.752525252525253,0.439514005107581,34,1
0.2336,solid,0.853535353535354,0.479489647547082,34,1
0.2336,solid,0.954545454545455,0.516517246697695,34,1
0.3808,solid,0.0454545454545455,0.231610191588391,35,1
0.3808,solid,0.146464646464646,0.267791698408846,35,1
0.3808,solid,0.247474747474748,0.348907503652489,35,1
0.3808,solid,0.348484848484849,0.387205879960644,35,1
0.3808,solid,0.44949494949495,0.441987018469623,35,1
0.3808,solid,0.550505050505051,0.52957271720295,35,1
0.3808,solid,0.651515151515152,0.580124170167174,35,1
0.3808,solid,0.752525252525253,0.664744860183422,35,1
0.3808,solid,0.853535353535354,0.70694448813019,35,1
0.3808,solid,0.954545454545455,0.75816133844461,35,1
0.244,solid,0.0454545454545455,0.189656873384181,36,1
0.244,solid,0.146464646464646,0.244867713217847,36,1
0.244,solid,0.247474747474748,0.288321139723492,36,1
0.244,solid,0.348484848484849,0.305864438409825,36,1
0.244,solid,0.44949494949495,0.354259521972926,36,1
0.244,solid,0.550505050505051,0.380818969114369,36,1
0.244,solid,0.651515151515152,0.427209997814485,36,1
0.244,solid,0.752525252525253,0.456831833522511,36,1
0.244,solid,0.853535353535354,0.496964231124354,36,1
0.244,solid,0.954545454545455,0.533197966804234,36,1
0.1536,solid,0.0454545454545455,0.168582170728868,37,1
0.1536,solid,0.146464646464646,0.184219775343985,37,1
0.1536,solid,0.247474747474748,0.194943691181064,37,1
0.1536,solid,0.348484848484849,0.245463937856797,37,1
0.1536,solid,0.44949494949495,0.272890505598292,37,1
0.1536,solid,0.550505050505051,0.2925627754571,37,1
0.1536,solid,0.651515151515152,0.325677174547494,37,1
0.1536,solid,0.752525252525253,0.348374634978489,37,1
0.1536,solid,0.853535353535354,0.384225066863406,37,1
0.1536,solid,0.954545454545455,0.384357419140626,37,1
0.5,solid,0.0454545454545455,0.306257161868868,38,1
0.5,solid,0.146464646464646,0.392716429076683,38,1
0.5,solid,0.247474747474748,0.457308308177145,38,1
0.5,solid,0.348484848484849,0.513644453098102,38,1
0.5,solid,0.44949494949495,0.59391660028174,38,1
0.5,solid,0.550505050505051,0.660354200028649,38,1
0.5,solid,0.651515151515152,0.753258277901015,38,1
0.5,solid,0.752525252525253,0.811254055373501,38,1
0.5,solid,0.853535353535354,0.887849706241288,38,1
0.5,solid,0.954545454545455,0.954545454545454,38,1
0.4152,solid,0.0454545454545455,0.252091514645982,39,1
0.4152,solid,0.146464646464646,0.30669478756509,39,1
0.4152,solid,0.247474747474748,0.368333426441552,39,1
0.4152,solid,0.348484848484849,0.447253805097443,39,1
0.4152,solid,0.44949494949495,0.509822762034859,39,1
0.4152,solid,0.550505050505051,0.546760210901747,39,1
0.4152,solid,0.651515151515152,0.615299771496338,39,1
0.4152,solid,0.752525252525253,0.677135342482272,39,1
0.4152,solid,0.853535353535354,0.745363582467353,39,1
0.4152,solid,0.954545454545455,0.815000248777471,39,1
0.3208,solid,0.0454545454545455,0.165879340518559,40,1
0.3208,solid,0.146464646464646,0.24367584841778,40,1
0.3208,solid,0.247474747474748,0.283544275894313,40,1
0.3208,solid,0.348484848484849,0.315521510408361,40,1
0.3208,solid,0.44949494949495,0.383759610515675,40,1
0.3208,solid,0.550505050505051,0.456314628859581,40,1
0.3208,solid,0.651515151515152,0.498463957945031,40,1
0.3208,solid,0.752525252525253,0.542646777221769,40,1
0.3208,solid,0.853535353535354,0.593684390200221,40,1
0.3208,solid,0.954545454545455,0.660377756398136,40,1
0.3208,solid,0.0454545454545455,0.184563798874213,41,1
0.3208,solid,0.146464646464646,0.230625130856187,41,1
0.3208,solid,0.247474747474748,0.276740302079739,41,1
0.3208,solid,0.348484848484849,0.344754976499133,41,1
0.3208,solid,0.44949494949495,0.400603124844694,41,1
0.3208,solid,0.550505050505051,0.433347216783232,41,1
0.3208,solid,0.651515151515152,0.493004859664029,41,1
0.3208,solid,0.752525252525253,0.551767901757116,41,1
0.3208,solid,0.853535353535354,0.59823341397988,41,1
0.3208,solid,0.954545454545455,0.660017594291115,41,1
0.1632,22,0.0454545454545455,0.145362915425984,42,1
0.1632,22,0.146464646464646,0.156477786108944,42,1
0.1632,22,0.247474747474748,0.203451862082105,42,1
0.1632,22,0.348484848484849,0.221828024119988,42,1
0.1632,22,0.44949494949495,0.263326878678968,42,1
0.1632,22,0.550505050505051,0.297901566454935,42,1
0.1632,22,0.651515151515152,0.310991337388238,42,1
0.1632,22,0.752525252525253,0.336003266476099,42,1
0.1632,22,0.853535353535354,0.366259741702007,42,1
0.1632,22,0.954545454545455,0.400924769802939,42,1
0.3,solid,0.0454545454545455,0.21347692199662,43,1
0.3,solid,0.146464646464646,0.248894393729226,43,1
0.3,solid,0.247474747474748,0.322575183364438,43,1
0.3,solid,0.348484848484849,0.367759766978788,43,1
0.3,solid,0.44949494949495,0.407829653269411,43,1
0.3,solid,0.550505050505051,0.450913156253519,43,1
0.3,solid,0.651515151515152,0.496834371113686,43,1
0.3,solid,0.752525252525253,0.550443298474827,43,1
0.3,solid,0.853535353535354,0.584672473033328,43,1
0.3,solid,0.954545454545455,0.62599459138601,43,1
0.2216,solid,0.0454545454545455,0.194375200355229,44,1
0.2216,solid,0.146464646464646,0.221151727230119,44,1
0.2216,solid,0.247474747474748,0.244530331311604,44,1
0.2216,solid,0.348484848484849,0.314977691982084,44,1
0.2216,solid,0.44949494949495,0.325177750570647,44,1
0.2216,solid,0.550505050505051,0.379674396817598,44,1
0.2216,solid,0.651515151515152,0.428372007082861,44,1
0.2216,solid,0.752525252525253,0.449700643265465,44,1
0.2216,solid,0.853535353535354,0.496771170329495,44,1
0.2216,solid,0.954545454545455,0.49150310326458,44,1
0.2728,solid,0.0454545454545455,0.163025509498626,45,1
0.2728,solid,0.146464646464646,0.212201450622038,45,1
0.2728,solid,0.247474747474748,0.248318774450171,45,1
0.2728,solid,0.348484848484849,0.305151721332346,45,1
0.2728,solid,0.44949494949495,0.327131519024397,45,1
0.2728,solid,0.550505050505051,0.393790041045949,45,1
0.2728,solid,0.651515151515152,0.448286408849648,45,1
0.2728,solid,0.752525252525253,0.484722455830441,45,1
0.2728,solid,0.853535353535354,0.537427010179878,45,1
0.2728,solid,0.954545454545455,0.581567758048221,45,1
0.3056,solid,0.0454545454545455,0.191235608278213,46,1
0.3056,solid,0.146464646464646,0.24779882553751,46,1
0.3056,solid,0.247474747474748,0.301041199684401,46,1
0.3056,solid,0.348484848484849,0.363000159805595,46,1
0.3056,solid,0.44949494949495,0.378906136645516,46,1
0.3056,solid,0.550505050505051,0.423045273130439,46,1
0.3056,solid,0.651515151515152,0.485693361283335,46,1
0.3056,solid,0.752525252525253,0.538986808202675,46,1
0.3056,solid,0.853535353535354,0.609350914705332,46,1
0.3056,solid,0.954545454545455,0.635503723796328,46,1
0.3552,solid,0.0454545454545455,0.200796765785298,47,1
0.3552,solid,0.146464646464646,0.268858835173943,47,1
0.3552,solid,0.247474747474748,0.324315248446651,47,1
0.3552,solid,0.348484848484849,0.394161984401432,47,1
0.3552,solid,0.44949494949495,0.418533442499728,47,1
0.3552,solid,0.550505050505051,0.505458476905984,47,1
0.3552,solid,0.651515151515152,0.57994599482203,47,1
0.3552,solid,0.752525252525253,0.619551403751051,47,1
0.3552,solid,0.853535353535354,0.687779680680565,47,1
0.3552,solid,0.954545454545455,0.71701183398935,47,1
0.3288,solid,0.0454545454545455,0.161847848330484,48,1
0.3288,solid,0.146464646464646,0.243280195185447,48,1
0.3288,solid,0.247474747474748,0.285284632068163,48,1
0.3288,solid,0.348484848484849,0.315556558713006,48,1
0.3288,solid,0.44949494949495,0.387236593178605,48,1
0.3288,solid,0.550505050505051,0.449956786315135,48,1
0.3288,solid,0.651515151515152,0.483776114265713,48,1
0.3288,solid,0.752525252525253,0.56261313408602,48,1
0.3288,solid,0.853535353535354,0.635085017398981,48,1
0.3288,solid,0.954545454545455,0.673675677806484,48,1
0.168,solid,0.0454545454545455,0.197614081322953,49,1
0.168,solid,0.146464646464646,0.188557328059287,49,1
0.168,solid,0.247474747474748,0.223342407746954,49,1
0.168,solid,0.348484848484849,0.262373709258921,49,1
0.168,solid,0.44949494949495,0.270243803092359,49,1
0.168,solid,0.550505050505051,0.284696742688239,49,1
0.168,solid,0.651515151515152,0.324984557459664,49,1
0.168,solid,0.752525252525253,0.347203910442836,49,1
0.168,solid,0.853535353535354,0.350800664157399,49,1
0.168,solid,0.954545454545455,0.408898269783071,49,1
