alpha	linetype	x	y	group
0.1792	solid	0.247474747474748	0.170904127970619	5
0.1792	solid	0.348484848484849	0.184530065897904	5
0.1792	solid	0.44949494949495	0.246595386412377	5
0.1792	solid	0.550505050505051	0.28776056057165	5
0.1792	solid	0.651515151515152	0.285848696902795	5
0.1792	solid	0.752525252525253	0.314679718908846	5
0.1792	solid	0.853535353535354	0.37532552559871	5
0.1792	solid	0.954545454545455	0.40087983420578	5
0.256	solid	0.0454545454545455	0.190529269075056	6
0.256	solid	0.146464646464646	0.226415259497969	6
0.256	solid	0.247474747474748	0.252686221802986	6
0.256	solid	0.348484848484849	0.317417954787104	6
0.256	solid	0.44949494949495	0.349109271225871	6
0.256	solid	0.550505050505051	0.372334450214765	6
0.256	solid	0.651515151515152	0.430671324796925	6
0.256	solid	0.752525252525253	0.470167158840583	6
0.256	solid	0.853535353535354	0.521304795422936	6
0.256	solid	0.954545454545455	0.533534510884245	6
0.324	solid	0.0454545454545455	0.153719008883148	7
0.324	solid	0.146464646464646	0.229930183392373	7
0.324	solid	0.247474747474748	0.282997509243501	7
0.324	solid	0.348484848484849	0.321355319471137	7
0.324	solid	0.44949494949495	0.395270715559568	7
0.324	solid	0.550505050505051	0.459488346264655	7
0.324	solid	0.651515151515152	0.489251030932776	7
0.324	solid	0.752525252525253	0.54580361641409	7
0.324	solid	0.853535353535354	0.609594712352201	7
0.324	solid	0.954545454545455	0.651088911246634	7
0.2968	solid	0.0454545454545455	0.128827951380629	8
0.2968	solid	0.146464646464646	0.196868337039375	8
0.2968	solid	0.247474747474748	0.232442761515854	8
0.2968	solid	0.348484848484849	0.306073326409627	8
0.2968	solid	0.44949494949495	0.348542468068391	8
0.2968	solid	0.550505050505051	0.388171270232446	8
0.2968	solid	0.651515151515152	0.469696191090609	8
0.2968	solid	0.752525252525253	0.504332373600752	8
0.2968	solid	0.853535353535354	0.543910609001834	8
0.2968	solid	0.954545454545455	0.603191954480461	8
0.42	solid	0.0454545454545455	0.217250873021741	9
0.42	solid	0.146464646464646	0.293797656384483	9
0.42	solid	0.247474747474748	0.335693460061651	9
0.42	solid	0.348484848484849	0.412654053148437	9
0.42	solid	0.44949494949495	0.465546274491085	9
0.42	solid	0.550505050505051	0.568093897386187	9
0.42	solid	0.651515151515152	0.606438439222048	9
0.42	solid	0.752525252525253	0.695566197541077	9
0.42	solid	0.853535353535354	0.748256522868379	9
0.42	solid	0.954545454545455	0.816875653048488	9
0.4144	solid	0.0454545454545455	0.225909412953988	10
0.4144	solid	0.146464646464646	0.285745685343468	10
0.4144	solid	0.247474747474748	0.362667709259342	10
0.4144	solid	0.348484848484849	0.431494352328955	10
0.4144	solid	0.44949494949495	0.495130338001175	10
0.4144	solid	0.550505050505051	0.544645968059346	10
0.4144	solid	0.651515151515152	0.637013169122302	10
0.4144	solid	0.752525252525253	0.668921532138986	10
0.4144	solid	0.853535353535354	0.732954762743385	10
0.4144	solid	0.954545454545455	0.806823908804289	10
0.3224	solid	0.0454545454545455	0.177161859339524	11
0.3224	solid	0.146464646464646	0.206261343181984	11
0.3224	solid	0.247474747474748	0.270481050614542	11
0.3224	solid	0.348484848484849	0.294897587546261	11
0.3224	solid	0.44949494949495	0.367749210610311	11
0.3224	solid	0.550505050505051	0.439287072549368	11
0.3224	solid	0.651515151515152	0.486631780072053	11
0.3224	solid	0.752525252525253	0.523979556016281	11
0.3224	solid	0.853535353535354	0.574457715395613	11
0.3224	solid	0.954545454545455	0.647441165428986	11
0.3496	solid	0.0454545454545455	0.191643694293477	12
0.3496	solid	0.146464646464646	0.218751114720022	12
0.3496	solid	0.247474747474748	0.300455573658873	12
0.3496	solid	0.348484848484849	0.335344041884404	12
0.3496	solid	0.44949494949495	0.462329729732435	12
0.3496	solid	0.550505050505051	0.473093632569998	12
0.3496	solid	0.651515151515152	0.541349367489996	12
0.3496	solid	0.752525252525253	0.616529616383415	12
0.3496	solid	0.853535353535354	0.651926950610576	12
0.3496	solid	0.954545454545455	0.694404095366396	12
0.3128	solid	0.0454545454545455	0.240291854389329	13
0.3128	solid	0.146464646464646	0.275699800911318	13
0.3128	solid	0.247474747474748	0.314931273980791	13
0.3128	solid	0.348484848484849	0.371465332510716	13
0.3128	solid	0.44949494949495	0.431748144041698	13
0.3128	solid	0.550505050505051	0.43481183331654	13
0.3128	solid	0.651515151515152	0.490821134039693	13
0.3128	solid	0.752525252525253	0.544420474026807	13
0.3128	solid	0.853535353535354	0.603924306518987	13
0.3128	solid	0.954545454545455	0.631263598596489	13
0.1864	22	0.0454545454545455	0.0933750436725044	14
0.1864	22	0.146464646464646	0.127436714867786	14
0.1864	22	0.247474747474748	0.164214481147589	14
0.1864	22	0.348484848484849	0.203041423135305	14
0.1864	22	0.44949494949495	0.242844550129338	14
0.1864	22	0.550505050505051	0.286358778836156	14
0.1864	22	0.651515151515152	0.287586915783268	14
0.1864	22	0.752525252525253	0.339389726928027	14
0.1864	22	0.853535353535354	0.375635533947004	14
0.1864	22	0.954545454545455	0.413358134659178	14
0.2808	22	0.0454545454545455	0.104519862943523	15
0.2808	22	0.146464646464646	0.153171867424501	15
0.2808	22	0.247474747474748	0.204581088446925	15
0.2808	22	0.348484848484849	0.278958375834665	15
0.2808	22	0.44949494949495	0.309828187472865	15
0.2808	22	0.550505050505051	0.369833952277132	15
0.2808	22	0.651515151515152	0.426820033392905	15
0.2808	22	0.752525252525253	0.48214103247816	15
0.2808	22	0.853535353535354	0.528902643549602	15
0.2808	22	0.954545454545455	0.576793637510102	15
0.3192	solid	0.0454545454545455	0.24215625782483	16
0.3192	solid	0.146464646464646	0.288341103149421	16
0.3192	solid	0.247474747474748	0.320026933885205	16
0.3192	solid	0.348484848484849	0.380821783416651	16
0.3192	solid	0.44949494949495	0.433289096589445	16
0.3192	solid	0.550505050505051	0.474835082718284	16
0.3192	solid	0.651515151515152	0.506672974189202	16
0.3192	solid	0.752525252525253	0.558515101790935	16
0.3192	solid	0.853535353535354	0.602830915615874	16
0.3192	solid	0.954545454545455	0.642055500855665	16
0.4336	solid	0.0454545454545455	0.120566403277479	17
0.4336	solid	0.146464646464646	0.205133341822207	17
0.4336	solid	0.247474747474748	0.281363015050614	17
0.4336	solid	0.348484848484849	0.358600748023389	17
0.4336	solid	0.44949494949495	0.446883104131024	17
0.4336	solid	0.550505050505051	0.516065402788936	17
0.4336	solid	0.651515151515152	0.593894433625028	17
0.4336	solid	0.752525252525253	0.675181366717365	17
0.4336	solid	0.853535353535354	0.766465396355711	17
0.4336	solid	0.954545454545455	0.840130302962391	17
0.3424	22	0.0454545454545455	0.107818828745581	18
0.3424	22	0.146464646464646	0.165564930022384	18
0.3424	22	0.247474747474748	0.223522631097132	18
0.3424	22	0.348484848484849	0.302690546490091	18
0.3424	22	0.44949494949495	0.353447550771662	18
0.3424	22	0.550505050505051	0.447054719043424	18
0.3424	22	0.651515151515152	0.516697724834474	18
0.3424	22	0.752525252525253	0.598866111058734	18
0.3424	22	0.853535353535354	0.667501536445153	18
0.3424	22	0.954545454545455	0.682521030550167	18
0.348	solid	0.0454545454545455	0.163218747733294	19
0.348	solid	0.146464646464646	0.23803378486867	19
0.348	solid	0.247474747474748	0.277189365242459	19
0.348	solid	0.348484848484849	0.3464761405155	19
0.348	solid	0.44949494949495	0.401402843973952	19
0.348	solid	0.550505050505051	0.446042209730482	19
0.348	solid	0.651515151515152	0.525096935759091	19
0.348	solid	0.752525252525253	0.556956402326699	19
0.348	solid	0.853535353535354	0.611917479474623	19
0.348	solid	0.954545454545455	0.692261335406444	19
0.2552	solid	0.0454545454545455	0.200162907639259	20
0.2552	solid	0.146464646464646	0.255416844241734	20
0.2552	solid	0.247474747474748	0.265173019102472	20
0.2552	solid	0.348484848484849	0.33589481437609	20
0.2552	solid	0.44949494949495	0.373283543581742	20
0.2552	solid	0.550505050505051	0.370129301620988	20
0.2552	solid	0.651515151515152	0.424540545899871	20
0.2552	solid	0.752525252525253	0.461820284237694	20
0.2552	solid	0.853535353535354	0.518645741784108	20
0.2552	solid	0.954545454545455	0.532596694356461	20
0.2936	solid	0.0454545454545455	0.180585374985766	21
0.2936	solid	0.146464646464646	0.22646486225692	21
0.2936	solid	0.247474747474748	0.284667075733774	21
0.2936	solid	0.348484848484849	0.294098493037733	21
0.2936	solid	0.44949494949495	0.351652525081173	21
0.2936	solid	0.550505050505051	0.424439390408817	21
0.2936	solid	0.651515151515152	0.452293624253274	21
0.2936	solid	0.752525252525253	0.527264300403858	21
0.2936	solid	0.853535353535354	0.573559385270152	21
0.2936	solid	0.954545454545455	0.59851487220108	21
0.3864	solid	0.0454545454545455	0.177782880506293	22
0.3864	solid	0.146464646464646	0.244074354085374	22
0.3864	solid	0.247474747474748	0.315025372953656	22
0.3864	solid	0.348484848484849	0.373098252381051	22
0.3864	solid	0.44949494949495	0.460104415533761	22
0.3864	solid	0.550505050505051	0.49382736493824	22
0.3864	solid	0.651515151515152	0.560474088861923	22
0.3864	solid	0.752525252525253	0.635505327361477	22
0.3864	solid	0.853535353535354	0.697320818922985	22
0.3864	solid	0.954545454545455	0.75911650583706	22
0.2896	solid	0.0454545454545455	0.200058488829767	23
0.2896	solid	0.146464646464646	0.255352934917574	23
0.2896	solid	0.247474747474748	0.295935794940945	23
0.2896	solid	0.348484848484849	0.354382291320425	23
0.2896	solid	0.44949494949495	0.392300777173626	23
0.2896	solid	0.550505050505051	0.426136011045337	23
0.2896	solid	0.651515151515152	0.480782732618129	23
0.2896	solid	0.752525252525253	0.502311852135856	23
0.2896	solid	0.853535353535354	0.563145705427454	23
0.2896	solid	0.954545454545455	0.591265526772997	23
0.2504	solid	0.0454545454545455	0.134063045750772	24
0.2504	solid	0.146464646464646	0.17762458087629	24
0.2504	solid	0.247474747474748	0.240355566246057	24
0.2504	solid	0.348484848484849	0.257428611621564	24
0.2504	solid	0.44949494949495	0.327796221426873	24
0.2504	solid	0.550505050505051	0.372483987958388	24
0.2504	solid	0.651515151515152	0.427105718975867	24
0.2504	solid	0.752525252525253	0.43561390559255	24
0.2504	solid	0.853535353535354	0.495943168689531	24
0.2504	solid	0.954545454545455	0.523379625264373	24
0.3704	solid	0.0454545454545455	0.115776610701465	25
0.3704	solid	0.146464646464646	0.198185898645601	25
0.3704	solid	0.247474747474748	0.292341404879631	25
0.3704	solid	0.348484848484849	0.319480499389482	25
0.3704	solid	0.44949494949495	0.402522039537409	25
0.3704	solid	0.550505050505051	0.47329513902768	25
0.3704	solid	0.651515151515152	0.510248597248171	25
0.3704	solid	0.752525252525253	0.597557077798498	25
0.3704	solid	0.853535353535354	0.651401293015615	25
0.3704	solid	0.954545454545455	0.731425413773807	25
0.2952	solid	0.0454545454545455	0.109989612933654	26
0.2952	solid	0.146464646464646	0.170116450662199	26
0.2952	solid	0.247474747474748	0.227009953950449	26
0.2952	solid	0.348484848484849	0.280803058940358	26
0.2952	solid	0.44949494949495	0.335912076515653	26
0.2952	solid	0.550505050505051	0.394719680491576	26
0.2952	solid	0.651515151515152	0.447049402605061	26
0.2952	solid	0.752525252525253	0.495874234576136	26
0.2952	solid	0.853535353535354	0.538015870916394	26
0.2952	solid	0.954545454545455	0.600851983303572	26
0.284	solid	0.0454545454545455	0.162244030268629	27
0.284	solid	0.146464646464646	0.199891640594153	27
0.284	solid	0.247474747474748	0.230924138914959	27
0.284	solid	0.348484848484849	0.27364264536279	27
0.284	solid	0.44949494949495	0.350035307355158	27
0.284	solid	0.550505050505051	0.384212372408435	27
0.284	solid	0.651515151515152	0.445897524890022	27
0.284	solid	0.752525252525253	0.46629615001822	27
0.284	solid	0.853535353535354	0.518161964327762	27
0.284	solid	0.954545454545455	0.582092364517066	27
0.4912	solid	0.0454545454545455	0.354711412433209	28
0.4912	solid	0.146464646464646	0.396862561934523	28
0.4912	solid	0.247474747474748	0.496741541104449	28
0.4912	solid	0.348484848484849	0.540129782687123	28
0.4912	solid	0.44949494949495	0.594818495069948	28
0.4912	solid	0.550505050505051	0.689408317195885	28
0.4912	solid	0.651515151515152	0.710781623144376	28
0.4912	solid	0.752525252525253	0.801130831487927	28
0.4912	solid	0.853535353535354	0.855248913237159	28
0.4912	solid	0.954545454545455	0.938765452614213	28
0.3712	solid	0.0454545454545455	0.24697936481402	29
0.3712	solid	0.146464646464646	0.315375378206457	29
0.3712	solid	0.247474747474748	0.376899253773003	29
0.3712	solid	0.348484848484849	0.396885179853639	29
0.3712	solid	0.44949494949495	0.46395764361139	29
0.3712	solid	0.550505050505051	0.508239341080671	29
0.3712	solid	0.651515151515152	0.559426097622566	29
0.3712	solid	0.752525252525253	0.633590399264901	29
0.3712	solid	0.853535353535354	0.666854048155975	29
0.3712	solid	0.954545454545455	0.731557580614291	29
0.3464	solid	0.0454545454545455	0.179130019293113	30
0.3464	solid	0.146464646464646	0.249640604047285	30
0.3464	solid	0.247474747474748	0.286101851193931	30
0.3464	solid	0.348484848484849	0.346802349937143	30
0.3464	solid	0.44949494949495	0.383037673216535	30
0.3464	solid	0.550505050505051	0.452889530413518	30
0.3464	solid	0.651515151515152	0.521830063918441	30
0.3464	solid	0.752525252525253	0.563944635182995	30
0.3464	solid	0.853535353535354	0.611076255734517	30
0.3464	solid	0.954545454545455	0.689237896971589	30
0.24	22	0.0454545454545455	0.0974378756410507	31
0.24	22	0.146464646464646	0.117028365150705	31
0.24	22	0.247474747474748	0.173869593187442	31
0.24	22	0.348484848484849	0.209218703502744	31
0.24	22	0.44949494949495	0.265057311592203	31
0.24	22	0.550505050505051	0.294029708530919	31
0.24	22	0.651515151515152	0.326795604324646	31
0.24	22	0.752525252525253	0.40196437993418	31
0.24	22	0.853535353535354	0.456994120346082	31
0.24	22	0.954545454545455	0.506142913721287	31
0.3152	22	0.0454545454545455	0.0872959586324933	32
0.3152	22	0.146464646464646	0.156222309406271	32
0.3152	22	0.247474747474748	0.177975932638303	32
0.3152	22	0.348484848484849	0.279830456690914	32
0.3152	22	0.44949494949495	0.331688694175673	32
0.3152	22	0.550505050505051	0.379355477765975	32
0.3152	22	0.651515151515152	0.46117770111513	32
0.3152	22	0.752525252525253	0.518770905695541	32
0.3152	22	0.853535353535354	0.571825168198479	32
0.3152	22	0.954545454545455	0.634872120404526	32
0.372	22	0.0454545454545455	0.108694590484596	33
0.372	22	0.146464646464646	0.185062579520781	33
0.372	22	0.247474747474748	0.252860347270424	33
0.372	22	0.348484848484849	0.315850148066527	33
0.372	22	0.44949494949495	0.389368599366914	33
0.372	22	0.550505050505051	0.453557475802544	33
0.372	22	0.651515151515152	0.514174872471388	33
0.372	22	0.752525252525253	0.590633586726412	33
0.372	22	0.853535353535354	0.656485565912172	33
0.372	22	0.954545454545455	0.733251787150219	33
0.3424	solid	0.0454545454545455	0.133374502853436	34
0.3424	solid	0.146464646464646	0.201603998454194	34
0.3424	solid	0.247474747474748	0.246013295870135	34
0.3424	solid	0.348484848484849	0.320677273052988	34
0.3424	solid	0.44949494949495	0.390237352103962	34
0.3424	solid	0.550505050505051	0.429466931009049	34
0.3424	solid	0.651515151515152	0.526555442394725	34
0.3424	solid	0.752525252525253	0.549045363317463	34
0.3424	solid	0.853535353535354	0.611578052415442	34
0.3424	solid	0.954545454545455	0.682238681102183	34
0.4032	solid	0.0454545454545455	0.179069863895528	35
0.4032	solid	0.146464646464646	0.319988443714912	35
0.4032	solid	0.247474747474748	0.328374546091937	35
0.4032	solid	0.348484848484849	0.386669055279645	35
0.4032	solid	0.44949494949495	0.454631024319762	35
0.4032	solid	0.550505050505051	0.541663179816569	35
0.4032	solid	0.651515151515152	0.603206869394056	35
0.4032	solid	0.752525252525253	0.639218756317855	35
0.4032	solid	0.853535353535354	0.716384031718006	35
0.4032	solid	0.954545454545455	0.787781216851675	35
0.432	solid	0.0454545454545455	0.248493218073073	36
0.432	solid	0.146464646464646	0.324340759391089	36
0.432	solid	0.247474747474748	0.400447476907647	36
0.432	solid	0.348484848484849	0.421110668806514	36
0.432	solid	0.44949494949495	0.515307869764303	36
0.432	solid	0.550505050505051	0.580349405520198	36
0.432	solid	0.651515151515152	0.63471084168429	36
0.432	solid	0.752525252525253	0.716100207141236	36
0.432	solid	0.853535353535354	0.75004586250408	36
0.432	solid	0.954545454545455	0.83653648548732	36
0.4104	solid	0.0454545454545455	0.241602457668395	37
0.4104	solid	0.146464646464646	0.328605487072999	37
0.4104	solid	0.247474747474748	0.388467519866772	37
0.4104	solid	0.348484848484849	0.455470727433318	37
0.4104	solid	0.44949494949495	0.499435389310211	37
0.4104	solid	0.550505050505051	0.558636197634768	37
0.4104	solid	0.651515151515152	0.627801792445575	37
0.4104	solid	0.752525252525253	0.700534721457621	37
0.4104	solid	0.853535353535354	0.740219752190639	37
0.4104	solid	0.954545454545455	0.800477501722575	37
0.1472	solid	0.0454545454545455	0.135006045131145	38
0.1472	solid	0.146464646464646	0.15745546546523	38
0.1472	solid	0.247474747474748	0.165786842001144	38
0.1472	solid	0.348484848484849	0.198386221007092	38
0.1472	solid	0.44949494949495	0.23483787400148	38
0.1472	solid	0.550505050505051	0.26555821699603	38
0.1472	solid	0.651515151515152	0.277128392894036	38
0.1472	solid	0.752525252525253	0.314499428543962	38
0.1472	solid	0.853535353535354	0.324322279097073	38
0.1472	solid	0.954545454545455	0.345869367369923	38
0.1904	22	0.0454545454545455	0.0454545454545455	39
0.1904	22	0.146464646464646	0.0599151714078354	39
0.1904	22	0.247474747474748	0.109138858332174	39
0.1904	22	0.348484848484849	0.153639368000604	39
0.1904	22	0.44949494949495	0.212117442722493	39
0.1904	22	0.550505050505051	0.25863934972521	39
0.1904	22	0.651515151515152	0.313073229522146	39
0.1904	22	0.752525252525253	0.365708398935168	39
0.1904	22	0.853535353535354	0.371158510628455	39
0.1904	22	0.954545454545455	0.420760511858171	39
0.5	solid	0.0454545454545455	0.227021683133424	40
0.5	solid	0.146464646464646	0.34372412735253	40
0.5	solid	0.247474747474748	0.394321348886573	40
0.5	solid	0.348484848484849	0.473946768665044	40
0.5	solid	0.44949494949495	0.558187205809781	40
0.5	solid	0.550505050505051	0.645297014887597	40
0.5	solid	0.651515151515152	0.729468216615113	40
0.5	solid	0.752525252525253	0.800916008264734	40
0.5	solid	0.853535353535354	0.86875328864807	40
0.5	solid	0.954545454545455	0.954545454545455	40
0.3808	solid	0.0454545454545455	0.193554029202982	41
0.3808	solid	0.146464646464646	0.267632779870666	41
0.3808	solid	0.247474747474748	0.319588915935313	41
0.3808	solid	0.348484848484849	0.387270673387927	41
0.3808	solid	0.44949494949495	0.434273785539787	41
0.3808	solid	0.550505050505051	0.51552349137131	41
0.3808	solid	0.651515151515152	0.549426449295369	41
0.3808	solid	0.752525252525253	0.608096946648303	41
0.3808	solid	0.853535353535354	0.694193747035135	41
0.3808	solid	0.954545454545455	0.749481964243104	41
0.4696	solid	0.0454545454545455	0.205986336721353	42
0.4696	solid	0.146464646464646	0.278355005384734	42
0.4696	solid	0.247474747474748	0.364496041036539	42
0.4696	solid	0.348484848484849	0.45587103178376	42
0.4696	solid	0.44949494949495	0.531995272016665	42
0.4696	solid	0.550505050505051	0.596842345042574	42
0.4696	solid	0.651515151515152	0.668280077043571	42
0.4696	solid	0.752525252525253	0.7595670612336	42
0.4696	solid	0.853535353535354	0.821892170130882	42
0.4696	solid	0.954545454545455	0.901995639794616	42
0.2944	22	0.0454545454545455	0.0637111435992287	43
0.2944	22	0.146464646464646	0.121629956463673	43
0.2944	22	0.247474747474748	0.184860602589707	43
0.2944	22	0.348484848484849	0.241808925517612	43
0.2944	22	0.44949494949495	0.328506430835011	43
0.2944	22	0.550505050505051	0.362039736055759	43
0.2944	22	0.651515151515152	0.430321164124058	43
0.2944	22	0.752525252525253	0.480223902181274	43
0.2944	22	0.853535353535354	0.527122251988155	43
0.2944	22	0.954545454545455	0.599482043208113	43
0.264	solid	0.0454545454545455	0.135657674922232	44
0.264	solid	0.146464646464646	0.197361478733078	44
0.264	solid	0.247474747474748	0.227791125986101	44
0.264	solid	0.348484848484849	0.29070775932288	44
0.264	solid	0.44949494949495	0.327097437976355	44
0.264	solid	0.550505050505051	0.376348441881311	44
0.264	solid	0.651515151515152	0.405573756132605	44
0.264	solid	0.752525252525253	0.501959173896032	44
0.264	solid	0.853535353535354	0.493429434459229	44
0.264	solid	0.954545454545455	0.546707218821122	44
0.1904	22	0.0454545454545455	0.0801714327470087	45
0.1904	22	0.146464646464646	0.107092208849732	45
0.1904	22	0.247474747474748	0.165761621701357	45
0.1904	22	0.348484848484849	0.172860010818901	45
0.1904	22	0.44949494949495	0.213135335040095	45
0.1904	22	0.550505050505051	0.257548052314004	45
0.1904	22	0.651515151515152	0.303414821988165	45
0.1904	22	0.752525252525253	0.339514461433362	45
0.1904	22	0.853535353535354	0.37511015495347	45
0.1904	22	0.954545454545455	0.419963429945014	45
0.4088	solid	0.0454545454545455	0.199654268368029	46
0.4088	solid	0.146464646464646	0.276822325128673	46
0.4088	solid	0.247474747474748	0.372706168264236	46
0.4088	solid	0.348484848484849	0.432292852013931	46
0.4088	solid	0.44949494949495	0.495039600524286	46
0.4088	solid	0.550505050505051	0.560898254224331	46
0.4088	solid	0.651515151515152	0.629876528692497	46
0.4088	solid	0.752525252525253	0.685999669571772	46
0.4088	solid	0.853535353535354	0.776455181708986	46
0.4088	solid	0.954545454545455	0.797329265886764	46
0.2032	solid	0.0454545454545455	0.150566360086496	47
0.2032	solid	0.146464646464646	0.203169713995286	47
0.2032	solid	0.247474747474748	0.220908253756673	47
0.2032	solid	0.348484848484849	0.238813621604032	47
0.2032	solid	0.44949494949495	0.263871575944601	47
0.2032	solid	0.550505050505051	0.297493249554291	47
0.2032	solid	0.651515151515152	0.347966272243125	47
0.2032	solid	0.752525252525253	0.384898179590642	47
0.2032	solid	0.853535353535354	0.376816954098028	47
0.2032	solid	0.954545454545455	0.44274643313007	47
0.2544	solid	0.0454545454545455	0.124368758243626	48
0.2544	solid	0.146464646464646	0.166069449905084	48
0.2544	solid	0.247474747474748	0.234845080029925	48
0.2544	solid	0.348484848484849	0.263207832374803	48
0.2544	solid	0.44949494949495	0.323387432311626	48
0.2544	solid	0.550505050505051	0.340431020702503	48
0.2544	solid	0.651515151515152	0.416576786614747	48
0.2544	solid	0.752525252525253	0.421043094028966	48
0.2544	solid	0.853535353535354	0.49672847861401	48
0.2544	solid	0.954545454545455	0.530106070579192	48
0.1	22	0.0454545454545455	0.0651563778072391	49
0.1	22	0.146464646464646	0.0783703127871616	49
0.1	22	0.247474747474748	0.102530147070172	49
0.1	22	0.348484848484849	0.128573350245609	49
0.1	22	0.44949494949495	0.153791690050087	49
0.1	22	0.550505050505051	0.155792046012842	49
0.1	22	0.651515151515152	0.176362977952909	49
0.1	22	0.752525252525253	0.195542302983683	49
0.1	22	0.853535353535354	0.227658589300074	49
0.1	22	0.954545454545455	0.264105346846596	49
