linetype	x	y	group
solid	0.247474747474748	0.356681347033275	7
solid	0.348484848484849	0.423941673938768	7
solid	0.44949494949495	0.518751110757863	7
solid	0.550505050505051	0.588553939851749	7
solid	0.651515151515152	0.67499626915005	7
solid	0.752525252525253	0.722567921420728	7
solid	0.853535353535354	0.818088468586845	7
solid	0.954545454545455	0.900883083875149	7
solid	0.0454545454545455	0.138534041238388	8
solid	0.146464646464646	0.171794409104908	8
solid	0.247474747474748	0.239775539207092	8
solid	0.348484848484849	0.33939284634775	8
solid	0.44949494949495	0.412247422973218	8
solid	0.550505050505051	0.478053308281971	8
solid	0.651515151515152	0.545165781775909	8
solid	0.752525252525253	0.657196235381856	8
solid	0.853535353535354	0.716390001537765	8
solid	0.954545454545455	0.7555825677384	8
3133	0.0454545454545455	0.13443814919619	9
3133	0.146464646464646	0.166464870406868	9
3133	0.247474747474748	0.204055572614399	9
3133	0.348484848484849	0.244495083248727	9
3133	0.44949494949495	0.32199075075418	9
3133	0.550505050505051	0.312418818218318	9
3133	0.651515151515152	0.350255019901999	9
3133	0.752525252525253	0.398329874356519	9
3133	0.853535353535354	0.431031782768445	9
3133	0.954545454545455	0.452727106903927	9
solid	0.0454545454545455	0.16402765141218	10
solid	0.146464646464646	0.224723145997884	10
solid	0.247474747474748	0.289372405225598	10
solid	0.348484848484849	0.378048893500732	10
solid	0.44949494949495	0.395721245335126	10
solid	0.550505050505051	0.501179292560384	10
solid	0.651515151515152	0.536720361646449	10
solid	0.752525252525253	0.581004994789203	10
solid	0.853535353535354	0.663488677987007	10
solid	0.954545454545455	0.732431798853164	10
solid	0.0454545454545455	0.210386397844339	11
solid	0.146464646464646	0.241183779222861	11
solid	0.247474747474748	0.299166004674526	11
solid	0.348484848484849	0.342525667284063	11
solid	0.44949494949495	0.417496265267681	11
solid	0.550505050505051	0.46011442556606	11
solid	0.651515151515152	0.518207017027497	11
solid	0.752525252525253	0.546240450951137	11
solid	0.853535353535354	0.590440762530516	11
solid	0.954545454545455	0.630822229986779	11
solid	0.0454545454545455	0.168818690261828	12
solid	0.146464646464646	0.232727184563598	12
solid	0.247474747474748	0.268210350848607	12
solid	0.348484848484849	0.332415249380926	12
solid	0.44949494949495	0.391377752256376	12
solid	0.550505050505051	0.454121613121951	12
solid	0.651515151515152	0.514800743166759	12
solid	0.752525252525253	0.57422943106203	12
solid	0.853535353535354	0.608055357906034	12
solid	0.954545454545455	0.709087212960211	12
solid	0.0454545454545455	0.161260085266632	13
solid	0.146464646464646	0.217091296664545	13
solid	0.247474747474748	0.23778718637918	13
solid	0.348484848484849	0.274999629565722	13
solid	0.44949494949495	0.319212212946543	13
solid	0.550505050505051	0.361016187270752	13
solid	0.651515151515152	0.390668182272898	13
solid	0.752525252525253	0.424398824401824	13
solid	0.853535353535354	0.480303238940999	13
solid	0.954545454545455	0.521062700675217	13
solid	0.0454545454545455	0.205862952051395	14
solid	0.146464646464646	0.26125125572721	14
solid	0.247474747474748	0.298959887140554	14
solid	0.348484848484849	0.327409374559368	14
solid	0.44949494949495	0.38886538498288	14
solid	0.550505050505051	0.422808323885763	14
solid	0.651515151515152	0.487756805365126	14
solid	0.752525252525253	0.54921484028556	14
solid	0.853535353535354	0.56305534446678	14
solid	0.954545454545455	0.656749453365761	14
solid	0.0454545454545455	0.120542370006929	15
solid	0.146464646464646	0.150781157480205	15
solid	0.247474747474748	0.211173428426613	15
solid	0.348484848484849	0.268525087643403	15
solid	0.44949494949495	0.339390486880149	15
solid	0.550505050505051	0.394175491071589	15
solid	0.651515151515152	0.451536804924541	15
solid	0.752525252525253	0.462433583880064	15
solid	0.853535353535354	0.526139201564008	15
solid	0.954545454545455	0.583239320790742	15
solid	0.0454545454545455	0.241713937171297	16
solid	0.146464646464646	0.317771653772986	16
solid	0.247474747474748	0.33364820896232	16
solid	0.348484848484849	0.404120499718342	16
solid	0.44949494949495	0.480458650675887	16
solid	0.550505050505051	0.502433139505682	16
solid	0.651515151515152	0.561200281801747	16
solid	0.752525252525253	0.595002708559103	16
solid	0.853535353535354	0.649599594139276	16
solid	0.954545454545455	0.670294960762628	16
solid	0.0454545454545455	0.115235346627819	17
solid	0.146464646464646	0.197657417079954	17
solid	0.247474747474748	0.262432335894821	17
solid	0.348484848484849	0.297659306919679	17
solid	0.44949494949495	0.381578538556568	17
solid	0.550505050505051	0.420583042110552	17
solid	0.651515151515152	0.48252094334278	17
solid	0.752525252525253	0.574397281605273	17
solid	0.853535353535354	0.613631605558601	17
solid	0.954545454545455	0.696255569048932	17
3133	0.0454545454545455	0.084247159292098	18
3133	0.146464646464646	0.121911318739414	18
3133	0.247474747474748	0.141605724080793	18
3133	0.348484848484849	0.161207306314062	18
3133	0.44949494949495	0.206108925243117	18
3133	0.550505050505051	0.219603860189008	18
3133	0.651515151515152	0.265859167426794	18
3133	0.752525252525253	0.313564606126521	18
3133	0.853535353535354	0.32749978667931	18
3133	0.954545454545455	0.350506226451275	18
solid	0.0454545454545455	0.138462722828311	19
solid	0.146464646464646	0.174636693797174	19
solid	0.247474747474748	0.207940407821483	19
solid	0.348484848484849	0.244215395692952	19
solid	0.44949494949495	0.293944571582148	19
solid	0.550505050505051	0.332349719379528	19
solid	0.651515151515152	0.378902240139315	19
solid	0.752525252525253	0.407263814477344	19
solid	0.853535353535354	0.431988506476466	19
solid	0.954545454545455	0.477303261374007	19
3133	0.0454545454545455	0.20533074919517	20
3133	0.146464646464646	0.215149803799774	20
3133	0.247474747474748	0.234617452938599	20
3133	0.348484848484849	0.277466716243646	20
3133	0.44949494949495	0.311111404799718	20
3133	0.550505050505051	0.331132032371661	20
3133	0.651515151515152	0.36056570693127	20
3133	0.752525252525253	0.36505217400022	20
3133	0.853535353535354	0.414864920265835	20
3133	0.954545454545455	0.439464248474316	20
solid	0.0454545454545455	0.174017877896096	21
solid	0.146464646464646	0.271418907705378	21
solid	0.247474747474748	0.346703235906651	21
solid	0.348484848484849	0.437904355084262	21
solid	0.44949494949495	0.53282195079157	21
solid	0.550505050505051	0.624583099188473	21
solid	0.651515151515152	0.671931209426555	21
solid	0.752525252525253	0.775656819423102	21
solid	0.853535353535354	0.857168277359713	21
solid	0.954545454545455	0.954545454545455	21
solid	0.0454545454545455	0.0708008808164945	22
solid	0.146464646464646	0.144905348779957	22
solid	0.247474747474748	0.195559624628798	22
solid	0.348484848484849	0.231411276823577	22
solid	0.44949494949495	0.285190109931877	22
solid	0.550505050505051	0.349197885388235	22
solid	0.651515151515152	0.415441490727943	22
solid	0.752525252525253	0.451472640760472	22
solid	0.853535353535354	0.513621691095863	22
solid	0.954545454545455	0.582131104383333	22
solid	0.0454545454545455	0.167779261308222	23
solid	0.146464646464646	0.227267122017336	23
solid	0.247474747474748	0.300022965520482	23
solid	0.348484848484849	0.345344306210866	23
solid	0.44949494949495	0.4214894354611	23
solid	0.550505050505051	0.462542081970309	23
solid	0.651515151515152	0.518256475123633	23
solid	0.752525252525253	0.595488406519034	23
solid	0.853535353535354	0.632902770188935	23
solid	0.954545454545455	0.686533153582094	23
solid	0.0454545454545455	0.196614131678853	24
solid	0.146464646464646	0.268156104902979	24
solid	0.247474747474748	0.304266728216981	24
solid	0.348484848484849	0.372749533008036	24
solid	0.44949494949495	0.438306779031523	24
solid	0.550505050505051	0.501048563396223	24
solid	0.651515151515152	0.552588728285758	24
solid	0.752525252525253	0.650264805728164	24
solid	0.853535353535354	0.676778128518887	24
solid	0.954545454545455	0.738125595635575	24
solid	0.0454545454545455	0.188548696790925	25
solid	0.146464646464646	0.200842237121334	25
solid	0.247474747474748	0.279791852011097	25
solid	0.348484848484849	0.298367825994563	25
solid	0.44949494949495	0.358328248649242	25
solid	0.550505050505051	0.368549102380793	25
solid	0.651515151515152	0.436339409517823	25
solid	0.752525252525253	0.470678774858462	25
solid	0.853535353535354	0.479231420847709	25
solid	0.954545454545455	0.554516812049197	25
solid	0.0454545454545455	0.195095279065461	26
solid	0.146464646464646	0.250030151541674	26
solid	0.247474747474748	0.329411038349911	26
solid	0.348484848484849	0.390844415231646	26
solid	0.44949494949495	0.464748428779554	26
solid	0.550505050505051	0.52019844832269	26
solid	0.651515151515152	0.591452097517042	26
solid	0.752525252525253	0.647881435401239	26
solid	0.853535353535354	0.721840094076243	26
solid	0.954545454545455	0.771523180281283	26
solid	0.0454545454545455	0.2042536210423	27
solid	0.146464646464646	0.297947701736551	27
solid	0.247474747474748	0.338601417028867	27
solid	0.348484848484849	0.426273088643453	27
solid	0.44949494949495	0.506069560955913	27
solid	0.550505050505051	0.554867732332267	27
solid	0.651515151515152	0.669788051800866	27
solid	0.752525252525253	0.701884612230801	27
solid	0.853535353535354	0.798972644097194	27
solid	0.954545454545455	0.842688551740617	27
solid	0.0454545454545455	0.096233319898271	28
solid	0.146464646464646	0.159759389669808	28
solid	0.247474747474748	0.192778831275612	28
solid	0.348484848484849	0.247309144446415	28
solid	0.44949494949495	0.289981902779258	28
solid	0.550505050505051	0.346571321054956	28
solid	0.651515151515152	0.38848497464136	28
solid	0.752525252525253	0.447884765929096	28
solid	0.853535353535354	0.48657127679103	28
solid	0.954545454545455	0.524670981156121	28
solid	0.0454545454545455	0.224625900195168	29
solid	0.146464646464646	0.259519606127825	29
solid	0.247474747474748	0.278472351302297	29
solid	0.348484848484849	0.339860846747305	29
solid	0.44949494949495	0.34812240592719	29
solid	0.550505050505051	0.42638712197763	29
solid	0.651515151515152	0.430857517135516	29
solid	0.752525252525253	0.488771205622373	29
solid	0.853535353535354	0.515456379607136	29
solid	0.954545454545455	0.573853172557906	29
3133	0.0454545454545455	0.158460691547223	30
3133	0.146464646464646	0.182356071929456	30
3133	0.247474747474748	0.206407270995593	30
3133	0.348484848484849	0.258743536349105	30
3133	0.44949494949495	0.260942331500982	30
3133	0.550505050505051	0.308453173074731	30
3133	0.651515151515152	0.341677721903365	30
3133	0.752525252525253	0.350570883845146	30
3133	0.853535353535354	0.379682056383587	30
3133	0.954545454545455	0.426189933096409	30
3133	0.0454545454545455	0.0454545454545454	31
3133	0.146464646464646	0.0710840131882079	31
3133	0.247474747474748	0.117433170574278	31
3133	0.348484848484849	0.160216272823477	31
3133	0.44949494949495	0.20898266819619	31
3133	0.550505050505051	0.261168138693803	31
3133	0.651515151515152	0.282827145684232	31
3133	0.752525252525253	0.340161633012708	31
3133	0.853535353535354	0.352546216727381	31
3133	0.954545454545455	0.396158312639706	31
solid	0.0454545454545455	0.116872192790835	32
solid	0.146464646464646	0.162685109028169	32
solid	0.247474747474748	0.227383305512006	32
solid	0.348484848484849	0.29984464822434	32
solid	0.44949494949495	0.286946182528289	32
solid	0.550505050505051	0.343163907046568	32
solid	0.651515151515152	0.401035816101977	32
solid	0.752525252525253	0.410652142395218	32
solid	0.853535353535354	0.472390295149805	32
solid	0.954545454545455	0.512439221496467	32
solid	0.0454545454545455	0.152896952076142	33
solid	0.146464646464646	0.239698391108694	33
solid	0.247474747474748	0.269394496763859	33
solid	0.348484848484849	0.33480969542946	33
solid	0.44949494949495	0.362388836249125	33
solid	0.550505050505051	0.426373136088073	33
solid	0.651515151515152	0.464388329909765	33
solid	0.752525252525253	0.541914207546919	33
solid	0.853535353535354	0.566817683018835	33
solid	0.954545454545455	0.628517035345582	33
solid	0.0454545454545455	0.111455564321949	34
solid	0.146464646464646	0.138757641151227	34
solid	0.247474747474748	0.214290748795752	34
solid	0.348484848484849	0.262800752532339	34
solid	0.44949494949495	0.329565243584218	34
solid	0.550505050505051	0.379960848153793	34
solid	0.651515151515152	0.430511541982855	34
solid	0.752525252525253	0.498765304127861	34
solid	0.853535353535354	0.54956287283053	34
solid	0.954545454545455	0.604835689944408	34
solid	0.0454545454545455	0.138233120388164	35
solid	0.146464646464646	0.18781651034655	35
solid	0.247474747474748	0.22252697749263	35
solid	0.348484848484849	0.31216343072058	35
solid	0.44949494949495	0.366913119226158	35
solid	0.550505050505051	0.397547897730556	35
solid	0.651515151515152	0.447268083679287	35
solid	0.752525252525253	0.500276005918846	35
solid	0.853535353535354	0.542947708256435	35
solid	0.954545454545455	0.584061263382589	35
solid	0.0454545454545455	0.137620697617741	36
solid	0.146464646464646	0.212569036162788	36
solid	0.247474747474748	0.330949364284665	36
solid	0.348484848484849	0.414155409996548	36
solid	0.44949494949495	0.483177981257286	36
solid	0.550505050505051	0.573231348864779	36
solid	0.651515151515152	0.646586117889988	36
solid	0.752525252525253	0.705088225969934	36
solid	0.853535353535354	0.804709794482344	36
solid	0.954545454545455	0.889103834927069	36
solid	0.0454545454545455	0.177488117663779	37
solid	0.146464646464646	0.24369262424589	37
solid	0.247474747474748	0.281828709854662	37
solid	0.348484848484849	0.344581042504467	37
solid	0.44949494949495	0.384686214680156	37
solid	0.550505050505051	0.432930995224602	37
solid	0.651515151515152	0.479326844687245	37
solid	0.752525252525253	0.532535975083499	37
solid	0.853535353535354	0.576820191139895	37
solid	0.954545454545455	0.631002442881234	37
solid	0.0454545454545455	0.212823245077699	38
solid	0.146464646464646	0.270226822584764	38
solid	0.247474747474748	0.34871168921708	38
solid	0.348484848484849	0.353916296204628	38
solid	0.44949494949495	0.421084551216243	38
solid	0.550505050505051	0.44632445432056	38
solid	0.651515151515152	0.501763585641015	38
solid	0.752525252525253	0.523296526727589	38
solid	0.853535353535354	0.595497644896517	38
solid	0.954545454545455	0.642904956399755	38
solid	0.0454545454545455	0.246178047622169	39
solid	0.146464646464646	0.30773771785938	39
solid	0.247474747474748	0.393670724724677	39
solid	0.348484848484849	0.388226427766921	39
solid	0.44949494949495	0.474254830187232	39
solid	0.550505050505051	0.524891623791645	39
solid	0.651515151515152	0.578658711257554	39
solid	0.752525252525253	0.607582738314894	39
solid	0.853535353535354	0.689406544543714	39
solid	0.954545454545455	0.719584729483218	39
solid	0.0454545454545455	0.215067629177835	40
solid	0.146464646464646	0.243665764286317	40
solid	0.247474747474748	0.300155115590847	40
solid	0.348484848484849	0.347597051169997	40
solid	0.44949494949495	0.368027456637977	40
solid	0.550505050505051	0.422237702885393	40
solid	0.651515151515152	0.46982156466686	40
solid	0.752525252525253	0.519496356936172	40
solid	0.853535353535354	0.56706182854945	40
solid	0.954545454545455	0.616241685347016	40
solid	0.0454545454545455	0.217326171098238	41
solid	0.146464646464646	0.295478794963868	41
solid	0.247474747474748	0.40120408598824	41
solid	0.348484848484849	0.442291597458044	41
solid	0.44949494949495	0.542728805666806	41
solid	0.550505050505051	0.631165913624284	41
solid	0.651515151515152	0.704886461833775	41
solid	0.752525252525253	0.757919690827685	41
solid	0.853535353535354	0.859314039110519	41
solid	0.954545454545455	0.912956776190945	41
solid	0.0454545454545455	0.237260966923411	42
solid	0.146464646464646	0.282672002369048	42
solid	0.247474747474748	0.327464453503165	42
solid	0.348484848484849	0.361446321725299	42
solid	0.44949494949495	0.419478898698418	42
solid	0.550505050505051	0.463833908302044	42
solid	0.651515151515152	0.540772569034834	42
solid	0.752525252525253	0.577479887126146	42
solid	0.853535353535354	0.630879741537152	42
solid	0.954545454545455	0.714301424463927	42
solid	0.0454545454545455	0.142515931762968	43
solid	0.146464646464646	0.201484484018556	43
solid	0.247474747474748	0.250189240739143	43
solid	0.348484848484849	0.316938365756899	43
solid	0.44949494949495	0.355743282025984	43
solid	0.550505050505051	0.435093021152876	43
solid	0.651515151515152	0.497906458407597	43
solid	0.752525252525253	0.531893810213336	43
solid	0.853535353535354	0.595945567637732	43
solid	0.954545454545455	0.655550844050343	43
solid	0.0454545454545455	0.164762796003718	44
solid	0.146464646464646	0.226556453769124	44
solid	0.247474747474748	0.317143817138243	44
solid	0.348484848484849	0.364360357244892	44
solid	0.44949494949495	0.464005460205042	44
solid	0.550505050505051	0.544554375503849	44
solid	0.651515151515152	0.587371085980405	44
solid	0.752525252525253	0.689264877895188	44
solid	0.853535353535354	0.711999288836751	44
solid	0.954545454545455	0.840646248512162	44
solid	0.0454545454545455	0.196396149534227	45
solid	0.146464646464646	0.251838954078962	45
solid	0.247474747474748	0.319025632358316	45
solid	0.348484848484849	0.392527567614308	45
solid	0.44949494949495	0.435147599742078	45
solid	0.550505050505051	0.52350404127476	45
solid	0.651515151515152	0.573915648781218	45
solid	0.752525252525253	0.638119445788212	45
solid	0.853535353535354	0.701266386108911	45
solid	0.954545454545455	0.769463787092895	45
solid	0.0454545454545455	0.169464084739524	46
solid	0.146464646464646	0.200206357388463	46
solid	0.247474747474748	0.261523230854854	46
solid	0.348484848484849	0.275713890684597	46
solid	0.44949494949495	0.326240400051017	46
solid	0.550505050505051	0.395350631670582	46
solid	0.651515151515152	0.43281078162594	46
solid	0.752525252525253	0.445633925611135	46
solid	0.853535353535354	0.516883591540895	46
solid	0.954545454545455	0.551394298606227	46
3133	0.0454545454545455	0.0517789713006558	47
3133	0.146464646464646	0.0468534411184171	47
3133	0.247474747474748	0.0962927163477883	47
3133	0.348484848484849	0.167721064008499	47
3133	0.44949494949495	0.161447245041401	47
3133	0.550505050505051	0.191973591631869	47
3133	0.651515151515152	0.209678720781883	47
3133	0.752525252525253	0.259032185085935	47
3133	0.853535353535354	0.311318492482307	47
3133	0.954545454545455	0.318036599619026	47
solid	0.0454545454545455	0.140506472206247	48
solid	0.146464646464646	0.226625859677985	48
solid	0.247474747474748	0.262104260109175	48
solid	0.348484848484849	0.287208628834974	48
solid	0.44949494949495	0.339438628923591	48
solid	0.550505050505051	0.402756313268024	48
solid	0.651515151515152	0.417966665669034	48
solid	0.752525252525253	0.48207298309114	48
solid	0.853535353535354	0.535732302323921	48
solid	0.954545454545455	0.560692805818215	48
solid	0.0454545454545455	0.148586225392121	49
solid	0.146464646464646	0.184067870534172	49
solid	0.247474747474748	0.252150552475147	49
solid	0.348484848484849	0.309970425787536	49
solid	0.44949494949495	0.397785566080899	49
solid	0.550505050505051	0.424688604583667	49
solid	0.651515151515152	0.469521477779213	49
solid	0.752525252525253	0.545841824734463	49
solid	0.853535353535354	0.563576638944309	49
solid	0.954545454545455	0.644563529029356	49
