colour,fill,y,x,density,scaled,count,group,PANEL,ymin,ymax,xmin,xmax
#F8766D,#F8766D,0.0549092513206448,0.078182425659873,0.175528086141734,0.449994489309652,282.600218688192,1,1,0.0454545454545455,0.0549092513206448,0.078182425659873,0.078182425659873
#A3A500,#A3A500,0.0647590216764145,0.078182425659873,0.0600099178600126,0.0582979747049779,294.408657021222,2,1,0.0549092513206448,0.0647590216764145,0.078182425659873,0.078182425659873
#00BF7D,#00BF7D,0.0701166077973422,0.078182425659873,0.0132542390907528,0.0254256751062852,160.137716694475,3,1,0.0647590216764145,0.0701166077973422,0.078182425659873,0.078182425659873
#00B0F6,#00B0F6,0.0835220289365031,0.078182425659873,0.0290542169212419,0.0561767736903947,400.686705560847,4,1,0.0701166077973422,0.0835220289365031,0.078182425659873,0.078182425659873
#E76BF3,#E76BF3,0.092633873144162,0.078182425659873,0.0126375628876842,0.028233635175406,272.352117792481,5,1,0.0835220289365031,0.092633873144162,0.078182425659873,0.078182425659873
#F8766D,#F8766D,0.0548563222840121,0.079852990310725,0.174545450337613,0.447475344330791,281.018175043557,1,1,0.0454545454545455,0.0548563222840121,0.079852990310725,0.079852990310725
#A3A500,#A3A500,0.0642884385152073,0.079852990310725,0.0574653519661563,0.0558259993481506,281.925016745963,2,1,0.0548563222840121,0.0642884385152073,0.079852990310725,0.079852990310725
#00BF7D,#00BF7D,0.0695621511095308,0.079852990310725,0.0130467427015384,0.025027633714262,157.630745319987,3,1,0.0642884385152073,0.0695621511095308,0.079852990310725,0.079852990310725
#00B0F6,#00B0F6,0.0827451444934199,0.079852990310725,0.0285721385005878,0.055244667675921,394.038362061606,4,1,0.0695621511095308,0.0827451444934199,0.079852990310725,0.079852990310725
#E76BF3,#E76BF3,0.0917220556369257,0.079852990310725,0.0124504190949457,0.0278155363998369,268.318981915175,5,1,0.0827451444934199,0.0917220556369257,0.079852990310725,0.079852990310725
#F8766D,#F8766D,0.054788621262984,0.081523554961577,0.173288570343755,0.44425313024875,278.994598253446,1,1,0.0454545454545455,0.054788621262984,0.081523554961577,0.081523554961577
#A3A500,#A3A500,0.0637051356268696,0.081523554961577,0.0543240375407299,0.0527742993051495,266.513728174821,2,1,0.054788621262984,0.0637051356268696,0.081523554961577,0.081523554961577
#00BF7D,#00BF7D,0.0688749514212262,0.081523554961577,0.0127897103372528,0.0245345672061523,154.525280294688,3,1,0.0637051356268696,0.0688749514212262,0.081523554961577,0.081523554961577
#00B0F6,#00B0F6,0.0817822347220337,0.081523554961577,0.0279745787165221,0.0540892766754707,385.797415079557,4,1,0.0688749514212262,0.0817822347220337,0.081523554961577,0.081523554961577
#E76BF3,#E76BF3,0.0905914725692046,0.081523554961577,0.0122178666304033,0.0272959899096325,263.307243751821,5,1,0.0817822347220337,0.0905914725692046,0.081523554961577,0.081523554961577
#F8766D,#F8766D,0.0547072510776693,0.083194119612429,0.171777920187149,0.440380335525753,276.56245150131,1,1,0.0454545454545455,0.0547072510776693,0.083194119612429,0.083194119612429
#A3A500,#A3A500,0.0630357670041248,0.083194119612429,0.0507416456008685,0.0492941046616484,248.938513317861,2,1,0.0547072510776693,0.0630357670041248,0.083194119612429,0.083194119612429
#00BF7D,#00BF7D,0.0680828839298167,0.083194119612429,0.0124861631604573,0.0239522710936569,150.857823304646,3,1,0.0630357670041248,0.0680828839298167,0.083194119612429,0.083194119612429
#00B0F6,#00B0F6,0.0806644286820333,0.083194119612429,0.02726858982202,0.0527242363282506,376.061122235478,4,1,0.0680828839298167,0.0806644286820333,0.083194119612429,0.083194119612429
#E76BF3,#E76BF3,0.0892750698945479,0.083194119612429,0.0119424254131752,0.0266806254672473,257.371210079338,5,1,0.0806644286820333,0.0892750698945479,0.083194119612429,0.083194119612429
#F8766D,#F8766D,0.0546127475862088,0.084864684263281,0.170023448157592,0.435882464203261,273.737751533722,1,1,0.0454545454545455,0.0546127475862088,0.084864684263281,0.084864684263281
#A3A500,#A3A500,0.0622987251589234,0.084864684263281,0.0468269681579255,0.045491103846363,229.733105782782,2,1,0.0546127475862088,0.0622987251589234,0.084864684263281,0.084864684263281
#00BF7D,#00BF7D,0.067205708670379,0.084864684263281,0.0121394843138706,0.0232872352768755,146.669249480185,3,1,0.0622987251589234,0.067205708670379,0.084864684263281,0.084864684263281
#00B0F6,#00B0F6,0.0794151314914123,0.084864684263281,0.0264620719814006,0.0511648217230469,364.938434695495,4,1,0.067205708670379,0.0794151314914123,0.084864684263281,0.084864684263281
#E76BF3,#E76BF3,0.0877983011850176,0.084864684263281,0.0116269365220287,0.0259757903393285,250.572108986241,5,1,0.0794151314914123,0.0877983011850176,0.084864684263281,0.084864684263281
#F8766D,#F8766D,0.0545004277131093,0.086535248914133,0.167938212229573,0.430536626410891,270.380521689613,1,1,0.0454545454545455,0.0545004277131093,0.086535248914133,0.086535248914133
#A3A500,#A3A500,0.0615075828402626,0.086535248914133,0.0426912291784065,0.0414733478651463,209.443170349262,2,1,0.0545004277131093,0.0615075828402626,0.086535248914133,0.086535248914133
#00BF7D,#00BF7D,0.0662580350545034,0.086535248914133,0.0117522384177448,0.0225443794800453,141.990544563192,3,1,0.0615075828402626,0.0662580350545034,0.086535248914133,0.086535248914133
#00B0F6,#00B0F6,0.0780517874004262,0.086535248914133,0.0255611692774686,0.0494229125381241,352.51408550557,4,1,0.0662580350545034,0.0780517874004262,0.086535248914133,0.086535248914133
#E76BF3,#E76BF3,0.0861752452647768,0.086535248914133,0.0112667323196649,0.0251710565367296,242.809348221098,5,1,0.0780517874004262,0.0861752452647768,0.086535248914133,0.086535248914133
#F8766D,#F8766D,0.0543777056513926,0.088205813564985,0.165659858050651,0.424695698911786,266.712371461548,1,1,0.0454545454545455,0.0543777056513926,0.088205813564985,0.088205813564985
#A3A500,#A3A500,0.0606877029952636,0.088205813564985,0.0384437817964755,0.037347070261998,188.605193493509,2,1,0.0543777056513926,0.0606877029952636,0.088205813564985,0.088205813564985
#00BF7D,#00BF7D,0.0652646917473706,0.088205813564985,0.0113231037013375,0.0217211681435446,136.80573891956,3,1,0.0606877029952636,0.0652646917473706,0.088205813564985,0.088205813564985
#00B0F6,#00B0F6,0.0765977474098942,0.088205813564985,0.0245626790968598,0.0474923164714605,338.743907424794,4,1,0.0652646917473706,0.0765977474098942,0.088205813564985,0.088205813564985
#E76BF3,#E76BF3,0.0844388101003858,0.088205813564985,0.0108750677249365,0.02429603693232,234.368584540107,5,1,0.0765977474098942,0.0844388101003858,0.088205813564985,0.088205813564985
#F8766D,#F8766D,0.0542455063610695,0.089876378215837,0.163205557647408,0.418403704958876,262.760947812327,1,1,0.0454545454545455,0.0542455063610695,0.089876378215837,0.089876378215837
#A3A500,#A3A500,0.0598570090420018,0.089876378215837,0.034188189449182,0.0332128800503742,167.727257437687,2,1,0.0542455063610695,0.0598570090420018,0.089876378215837,0.089876378215837
#00BF7D,#00BF7D,0.0642498776681542,0.089876378215837,0.0108676052518979,0.0208473831221963,131.30240665343,3,1,0.0598570090420018,0.0642498776681542,0.089876378215837,0.089876378215837
#00B0F6,#00B0F6,0.0750933728703652,0.089876378215837,0.0235016310579861,0.0454407638271052,324.110993920687,4,1,0.0642498776681542,0.0750933728703652,0.089876378215837,0.089876378215837
#E76BF3,#E76BF3,0.082633760557016,0.089876378215837,0.0104580501395613,0.0233643760993055,225.381438557685,5,1,0.0750933728703652,0.082633760557016,0.089876378215837,0.089876378215837
#F8766D,#F8766D,0.0541045135543419,0.0915469428666889,0.160588004243301,0.411693185672686,258.546686831714,1,1,0.0454545454545455,0.0541045135543419,0.0915469428666889,0.0915469428666889
#A3A500,#A3A500,0.0590316704179615,0.0915469428666889,0.0300187992196195,0.0291624328108823,147.272228971453,2,1,0.0541045135543419,0.0590316704179615,0.0915469428666889,0.0915469428666889
#00BF7D,#00BF7D,0.0632318252413518,0.0915469428666889,0.0103908467341172,0.0199328148022614,125.542210241604,3,1,0.0590316704179615,0.0632318252413518,0.0915469428666889,0.0915469428666889
#00B0F6,#00B0F6,0.0735621082780263,0.0915469428666889,0.0223893215356422,0.0432900963188475,308.771133298042,4,1,0.0632318252413518,0.0735621082780263,0.0915469428666889,0.0915469428666889
#E76BF3,#E76BF3,0.0807867076413045,0.0915469428666889,0.0100200713171772,0.0223858856739247,215.942556956486,5,1,0.0735621082780263,0.0807867076413045,0.0915469428666889,0.0915469428666889
#F8766D,#F8766D,0.0539534263825525,0.0932175075175409,0.157783047380512,0.404502227469069,254.030706282625,1,1,0.0454545454545455,0.0539534263825525,0.0932175075175409,0.0932175075175409
#A3A500,#A3A500,0.0582263142637189,0.0932175075175409,0.0260326526926225,0.0252900017580138,127.716194110006,2,1,0.0539534263825525,0.0582263142637189,0.0932175075175409,0.0932175075175409
#00BF7D,#00BF7D,0.0622272919282659,0.0932175075175409,0.00989809839090084,0.0189875731178466,119.588824758864,3,1,0.0582263142637189,0.0622272919282659,0.0932175075175409,0.0932175075175409
#00B0F6,#00B0F6,0.0720260140518034,0.0932175075175409,0.0212372438860994,0.0410625365271805,292.882830433197,4,1,0.0622272919282659,0.0720260140518034,0.0932175075175409,0.0932175075175409
#E76BF3,#E76BF3,0.0789229937261143,0.0932175075175409,0.00956568312438006,0.0213707350014838,206.150037013515,5,1,0.0720260140518034,0.0789229937261143,0.0932175075175409,0.0932175075175409
#F8766D,#F8766D,0.0537975451904938,0.0948880721683929,0.154889088785178,0.397083099004699,249.371432944137,1,1,0.0454545454545455,0.0537975451904938,0.0948880721683929,0.0948880721683929
#A3A500,#A3A500,0.0574611611618632,0.0948880721683929,0.022320651707755,0.0216838955136182,109.505117278246,2,1,0.0537975451904938,0.0574611611618632,0.0948880721683929,0.0948880721683929
#00BF7D,#00BF7D,0.0612586927971456,0.0948880721683929,0.00939478920406332,0.0180220725127256,113.507843163493,3,1,0.0574611611618632,0.0612586927971456,0.0948880721683929,0.0948880721683929
#00B0F6,#00B0F6,0.0705128813049407,0.0948880721683929,0.0200570498714203,0.0387806133126226,276.606774776758,4,1,0.0612586927971456,0.0705128813049407,0.0948880721683929,0.0948880721683929
#E76BF3,#E76BF3,0.0770733564247894,0.0948880721683929,0.00909897217409476,0.0203280540020038,196.091949323916,5,1,0.0705128813049407,0.0770733564247894,0.0948880721683929,0.0948880721683929
#F8766D,#F8766D,0.0536378976626875,0.0965586368192449,0.151925207580415,0.3894847126813,244.599584204469,1,1,0.0454545454545455,0.0536378976626875,0.0965586368192449,0.0965586368192449
#A3A500,#A3A500,0.056741143333135,0.0965586368192449,0.0189065847280295,0.0183672239112769,92.7557046757128,2,1,0.0536378976626875,0.056741143333135,0.0965586368192449,0.0965586368192449
#00BF7D,#00BF7D,0.0603338005600744,0.0965586368192449,0.00888794632175322,0.0170497932013813,107.384167459422,3,1,0.056741143333135,0.0603338005600744,0.0965586368192449,0.0965586368192449
#00B0F6,#00B0F6,0.0690362776873692,0.0965586368192449,0.0188612991403862,0.0364686109485762,260.116176445066,4,1,0.0603338005600744,0.0690362776873692,0.0965586368192449,0.0965586368192449
#E76BF3,#E76BF3,0.0752578737567608,0.0965586368192449,0.00862896794510766,0.0192780154740015,185.962888185015,5,1,0.0690362776873692,0.0752578737567608,0.0965586368192449,0.0965586368192449
#F8766D,#F8766D,0.053475488804,0.0982292014700969,0.148910061838008,0.381754901467764,239.745199559193,1,1,0.0454545454545455,0.053475488804,0.0982292014700969,0.0982292014700969
#A3A500,#A3A500,0.0560716879581531,0.0982292014700969,0.0158173939454031,0.015366160544976,77.6001346961475,2,1,0.053475488804,0.0560716879581531,0.0982292014700969,0.0982292014700969
#00BF7D,#00BF7D,0.0594618435161081,0.0982292014700969,0.00838697340663531,0.0160887742783318,101.331412698968,3,1,0.0560716879581531,0.0594618435161081,0.0982292014700969,0.0982292014700969
#00B0F6,#00B0F6,0.067614456887958,0.0982292014700969,0.0176695528564031,0.0341643512442735,243.680803442655,4,1,0.0594618435161081,0.067614456887958,0.0982292014700969,0.0982292014700969
#E76BF3,#E76BF3,0.0734992929235603,0.0982292014700969,0.00816190266083812,0.0182345428553992,175.897164243722,5,1,0.067614456887958,0.0734992929235603,0.0982292014700969,0.0982292014700969
#F8766D,#F8766D,0.0533124659138821,0.0998997661209489,0.145883516506514,0.373995865573541,234.872461575488,1,1,0.0454545454545455,0.0533124659138821,0.0998997661209489,0.0998997661209489
#A3A500,#A3A500,0.0554571365178603,0.0998997661209489,0.0130664474533794,0.0126936921476545,64.1039912062791,2,1,0.0533124659138821,0.0554571365178603,0.0998997661209489,0.0998997661209489
#00BF7D,#00BF7D,0.0586496566986139,0.0998997661209489,0.00789803930775334,0.0151508494784668,95.4241109162758,3,1,0.0554571365178603,0.0586496566986139,0.0998997661209489,0.0998997661209489
#00B0F6,#00B0F6,0.0662599679776583,0.0998997661209489,0.0164941953292019,0.031891779452376,227.471447785023,4,1,0.0586496566986139,0.0662599679776583,0.0998997661209489,0.0998997661209489
#E76BF3,#E76BF3,0.071813913681315,0.0998997661209489,0.00770297828904355,0.0172092578853851,166.006885107177,5,1,0.0662599679776583,0.071813913681315,0.0998997661209489,0.0998997661209489
#F8766D,#F8766D,0.0531511906072377,0.101570330771801,0.142889415334238,0.366320005501371,230.051958688124,1,1,0.0454545454545455,0.0531511906072377,0.101570330771801,0.101570330771801
#A3A500,#A3A500,0.0549000711594739,0.101570330771801,0.0106550888493751,0.0103511239870248,52.2738658950343,2,1,0.0531511906072377,0.0549000711594739,0.101570330771801,0.101570330771801
#00BF7D,#00BF7D,0.0579023106156144,0.101570330771801,0.00742730003050096,0.014247827898636,89.7366389685126,3,1,0.0549000711594739,0.0579023106156144,0.101570330771801,0.101570330771801
#00B0F6,#00B0F6,0.0649830368898424,0.101570330771801,0.0153464001612286,0.0296724999044553,211.642204623503,4,1,0.0579023106156144,0.0649830368898424,0.101570330771801,0.101570330771801
#E76BF3,#E76BF3,0.070215765790132,0.101570330771801,0.00725747050152901,0.0162139469656867,156.405746778452,5,1,0.0649830368898424,0.070215765790132,0.101570330771801,0.101570330771801
#F8766D,#F8766D,0.0529927857581505,0.103240895422653,0.139948604653332,0.358780764177664,225.317253491864,1,1,0.0454545454545455,0.0529927857581505,0.103240895422653,0.103240895422653
#A3A500,#A3A500,0.0544001537628374,0.103240895422653,0.00857441699750911,0.00832980885587591,42.0660897897797,2,1,0.0529927857581505,0.0544001537628374,0.103240895422653,0.103240895422653
#00BF7D,#00BF7D,0.0572220068217117,0.103240895422653,0.00698103852688337,0.0133917621580278,84.3449074818049,3,1,0.0544001537628374,0.0572220068217117,0.103240895422653,0.103240895422653
#00B0F6,#00B0F6,0.0637909375335208,0.103240895422653,0.0142371609112652,0.0275277688148992,196.344686127259,4,1,0.0572220068217117,0.0637909375335208,0.103240895422653,0.103240895422653
#E76BF3,#E76BF3,0.0687190688807835,0.103240895422653,0.00683501258367119,0.0152701318617964,147.301356190698,5,1,0.0637909375335208,0.0687190688807835,0.103240895422653,0.103240895422653
#F8766D,#F8766D,0.0528388808616956,0.104911460073505,0.137091336293517,0.351455697035092,220.717051432562,1,1,0.0454545454545455,0.0528388808616956,0.104911460073505,0.104911460073505
#A3A500,#A3A500,0.0539561877256685,0.104911460073505,0.00680721384455047,0.00661301989192383,33.3961911213646,2,1,0.0528388808616956,0.0539561877256685,0.104911460073505,0.104911460073505
#00BF7D,#00BF7D,0.0566131849379059,0.104911460073505,0.00657319836201912,0.0126094002694177,79.4173826099151,3,1,0.0539561877256685,0.0566131849379059,0.104911460073505,0.104911460073505
#00B0F6,#00B0F6,0.0626962067928859,0.104911460073505,0.0131840271690493,0.025491518584423,181.820918688358,4,1,0.0566131849379059,0.0626962067928859,0.104911460073505,0.104911460073505
#E76BF3,#E76BF3,0.0673432928815589,0.104911460073505,0.00644522023771253,0.0143992950566488,138.900941342943,5,1,0.0626962067928859,0.0673432928815589,0.104911460073505,0.104911460073505
#F8766D,#F8766D,0.0526943143947462,0.106582024724357,0.134407437331109,0.344575090235947,216.395974103085,1,1,0.0454545454545455,0.0526943143947462,0.106582024724357,0.106582024724357
#A3A500,#A3A500,0.0535707501283446,0.106582024724357,0.00533970178827702,0.00518737253584092,26.196576973287,2,1,0.0526943143947462,0.0535707501283446,0.106582024724357,0.106582024724357
#00BF7D,#00BF7D,0.0560822895321469,0.106582024724357,0.00621334739049923,0.0119190962975413,75.0696631720118,3,1,0.0535707501283446,0.0560822895321469,0.106582024724357,0.106582024724357
#00B0F6,#00B0F6,0.0617156454208864,0.106582024724357,0.0122094443946905,0.023607147854139,168.380447647176,4,1,0.0560822895321469,0.0617156454208864,0.106582024724357,0.106582024724357
#E76BF3,#E76BF3,0.0661070959760551,0.106582024724357,0.00609066960478232,0.0136071919185417,131.260020652664,5,1,0.0617156454208864,0.0661070959760551,0.106582024724357,0.106582024724357
#F8766D,#F8766D,0.0525583748946276,0.108252589375209,0.131883699350803,0.338105081882515,212.332755954793,1,1,0.0454545454545455,0.0525583748946276,0.108252589375209,0.108252589375209
#A3A500,#A3A500,0.0532409711368993,0.108252589375209,0.00415873090952671,0.00404009200502424,20.4027338421381,2,1,0.0525583748946276,0.0532409711368993,0.108252589375209,0.108252589375209
#00BF7D,#00BF7D,0.0556277581860757,0.108252589375209,0.00590472005385478,0.0113270548882449,71.3408276906735,3,1,0.0532409711368993,0.0556277581860757,0.108252589375209,0.108252589375209
#00B0F6,#00B0F6,0.0608479582033438,0.108252589375209,0.0113139917127193,0.0218757763702023,156.031259710112,4,1,0.0556277581860757,0.0608479582033438,0.108252589375209,0.108252589375209
#E76BF3,#E76BF3,0.0650135140123833,0.108252589375209,0.00577736759970568,0.0129072425224696,124.508049141257,5,1,0.0608479582033438,0.0650135140123833,0.108252589375209,0.108252589375209
#F8766D,#F8766D,0.0524321627135404,0.109923154026061,0.129540550562489,0.332098042977514,208.560286405608,1,1,0.0454545454545455,0.0524321627135404,0.109923154026061,0.109923154026061
#A3A500,#A3A500,0.052957020191157,0.109923154026061,0.00319770441160981,0.00310648135424703,15.6879378433577,2,1,0.0524321627135404,0.052957020191157,0.109923154026061,0.109923154026061
#00BF7D,#00BF7D,0.0552429246293719,0.109923154026061,0.00565514455182787,0.0108482929174086,68.3254564751844,3,1,0.052957020191157,0.0552429246293719,0.109923154026061,0.109923154026061
#00B0F6,#00B0F6,0.0600913401970639,0.109923154026061,0.0105082053122926,0.0203177760158208,144.918659461827,4,1,0.0552429246293719,0.0600913401970639,0.109923154026061,0.109923154026061
#E76BF3,#E76BF3,0.0640652139179915,0.109923154026061,0.00551151642976139,0.0123133032471623,118.778690577788,5,1,0.0600913401970639,0.0640652139179915,0.109923154026061,0.109923154026061
#F8766D,#F8766D,0.0523181929608545,0.111593718676913,0.127424684363127,0.326673679556489,205.153741824634,1,1,0.0454545454545455,0.0523181929608545,0.111593718676913,0.111593718676913
#A3A500,#A3A500,0.0527164796980345,0.111593718676913,0.00242656970869423,0.0023573453279393,11.9047509908539,2,1,0.0523181929608545,0.0527164796980345,0.111593718676913,0.111593718676913
#00BF7D,#00BF7D,0.0549287057955312,0.111593718676913,0.00547287023618511,0.0104986351590099,66.1232181935885,3,1,0.0527164796980345,0.0549287057955312,0.111593718676913,0.111593718676913
#00B0F6,#00B0F6,0.0594516578934095,0.111593718676913,0.00980281260931483,0.0189538884140501,135.190588695061,4,1,0.0549287057955312,0.0594516578934095,0.111593718676913,0.111593718676913
#E76BF3,#E76BF3,0.0632772745335673,0.111593718676913,0.00530589305220215,0.0118539191493629,114.347301168009,5,1,0.0594516578934095,0.0632772745335673,0.111593718676913,0.111593718676913
#F8766D,#F8766D,0.0522228727263306,0.113264283327765,0.125655049371461,0.322136935541084,202.304629488052,1,1,0.0454545454545455,0.0522228727263306,0.113264283327765,0.113264283327765
#A3A500,#A3A500,0.0525210540007531,0.113264283327765,0.0018166752258345,0.00176484971384091,8.91260865794404,2,1,0.0522228727263306,0.0525210540007531,0.113264283327765,0.113264283327765
#00BF7D,#00BF7D,0.0546938404511453,0.113264283327765,0.00537529970711117,0.0103114651106053,64.9443710613171,3,1,0.0525210540007531,0.0546938404511453,0.113264283327765,0.113264283327765
#00B0F6,#00B0F6,0.0589427089064202,0.113264283327765,0.00920877788827971,0.0178053131769929,126.998255857265,4,1,0.0546938404511453,0.0589427089064202,0.113264283327765,0.113264283327765
#E76BF3,#E76BF3,0.0626771800134626,0.113264283327765,0.00517947984973429,0.0115714988542829,111.622970241624,5,1,0.0589427089064202,0.0626771800134626,0.113264283327765,0.113264283327765
#F8766D,#F8766D,0.0521426561293533,0.114934847978617,0.124165815761908,0.318319045582138,199.906963376672,1,1,0.0454545454545455,0.0521426561293533,0.114934847978617,0.114934847978617
#A3A500,#A3A500,0.0523628333872099,0.114934847978617,0.00134143423464484,0.00130316624098942,6.58107635516758,2,1,0.0521426561293533,0.0523628333872099,0.114934847978617,0.114934847978617
#00BF7D,#00BF7D,0.0545410099189122,0.114934847978617,0.00538863433669799,0.0103370449992142,65.1054800559852,3,1,0.0523628333872099,0.0545410099189122,0.114934847978617,0.114934847978617
#00B0F6,#00B0F6,0.0585915427020017,0.114934847978617,0.00877891540331374,0.0169741674744127,121.0700223271,4,1,0.0545410099189122,0.0585915427020017,0.114934847978617,0.114934847978617
#E76BF3,#E76BF3,0.0622890628305582,0.114934847978617,0.00512823113391609,0.0114570038714702,110.518509167026,5,1,0.0585915427020017,0.0622890628305582,0.114934847978617,0.114934847978617
#F8766D,#F8766D,0.0520785029696007,0.116605412629469,0.122974802364897,0.315265691118304,197.989431807484,1,1,0.0454545454545455,0.0520785029696007,0.116605412629469,0.116605412629469
#A3A500,#A3A500,0.0522388287616707,0.116605412629469,0.000976788012862355,0.000948922526419923,4.79212199110272,2,1,0.0520785029696007,0.0522388287616707,0.116605412629469,0.116605412629469
#00BF7D,#00BF7D,0.0544653053165617,0.116605412629469,0.00550812472676978,0.0105662640298569,66.5491629488324,3,1,0.0522388287616707,0.0544653053165617,0.116605412629469,0.116605412629469
#00B0F6,#00B0F6,0.0583855533821027,0.116605412629469,0.00849654304023146,0.0164281961828685,117.175825067832,4,1,0.0544653053165617,0.0583855533821027,0.116605412629469,0.116605412629469
#E76BF3,#E76BF3,0.0621063304289977,0.116605412629469,0.00516048703748285,0.0115290669283785,111.213656144793,5,1,0.0583855533821027,0.0621063304289977,0.116605412629469,0.116605412629469
#F8766D,#F8766D,0.0520339573197761,0.118275977280321,0.122147805441843,0.313145551451597,196.657966761367,1,1,0.0454545454545455,0.0520339573197761,0.118275977280321,0.118275977280321
#A3A500,#A3A500,0.0521490966727214,0.118275977280321,0.0007014887518318,0.00068147691195837,3.44150381648681,2,1,0.0520339573197761,0.0521490966727214,0.118275977280321,0.118275977280321
#00BF7D,#00BF7D,0.0544718245025108,0.118275977280321,0.00574624267419947,0.0110230469147036,69.426103989678,3,1,0.0521490966727214,0.0544718245025108,0.118275977280321,0.118275977280321
#00B0F6,#00B0F6,0.0583358138113118,0.118275977280321,0.00837461071859263,0.0161924381702944,115.494256420111,4,1,0.0544718245025108,0.0583358138113118,0.118275977280321,0.118275977280321
#E76BF3,#E76BF3,0.0621464176935915,0.118275977280321,0.00528507128797098,0.0118074011537465,113.898571327063,5,1,0.0583358138113118,0.0621464176935915,0.118275977280321,0.118275977280321
#F8766D,#F8766D,0.0520157032864048,0.119946541931173,0.121808916470847,0.312276755051043,196.112355518063,1,1,0.0454545454545455,0.0520157032864048,0.119946541931173,0.119946541931173
#A3A500,#A3A500,0.0520974666797087,0.119946541931173,0.000498145067235047,0.000483934148965559,2.44389969985514,2,1,0.0520157032864048,0.0520974666797087,0.119946541931173,0.119946541931173
#00BF7D,#00BF7D,0.054569816753893,0.119946541931173,0.00611639612684465,0.0117331141891798,73.898298004537,3,1,0.0520974666797087,0.054569816753893,0.119946541931173,0.119946541931173
#00B0F6,#00B0F6,0.0584586919579964,0.119946541931173,0.00842854712184976,0.0162967250325996,116.23809335743,4,1,0.054569816753893,0.0584586919579964,0.119946541931173,0.119946541931173
#E76BF3,#E76BF3,0.0624360774049739,0.119946541931173,0.00551638697602929,0.0123241845561342,118.883655720407,5,1,0.0584586919579964,0.0624360774049739,0.119946541931173,0.119946541931173
#F8766D,#F8766D,0.05201790365761,0.121617106582025,0.121849766704785,0.312381481198085,196.178124394704,1,1,0.0454545454545455,0.05201790365761,0.121617106582025,0.121617106582025
#A3A500,#A3A500,0.0520762975906263,0.121617106582025,0.000355766174972986,0.000345616994808157,1.74538885441747,2,1,0.05201790365761,0.0520762975906263,0.121617106582025,0.121617106582025
#00BF7D,#00BF7D,0.0547583437252779,0.121617106582025,0.00663516739044884,0.012728275775791,80.1660924114029,3,1,0.0520762975906263,0.0547583437252779,0.121617106582025,0.121617106582025
