x,y,colour,group,PANEL
0.0825602968460111,0.0704437660737508,#00BA38,2,1
0.101113172541744,0.0704437660737508,#00BA38,2,1
0.101113172541744,0.0767053417726976,#00BA38,2,1
0.119666048237477,0.0767053417726976,#00BA38,2,1
0.119666048237477,0.090398104111049,#00BA38,2,1
0.13821892393321,0.090398104111049,#00BA38,2,1
0.13821892393321,0.0927257297512133,#00BA38,2,1
0.156771799628942,0.0927257297512133,#00BA38,2,1
0.156771799628942,0.102449641408913,#00BA38,2,1
0.175324675324675,0.102449641408913,#00BA38,2,1
0.175324675324675,0.111995334270137,#00BA38,2,1
0.193877551020408,0.111995334270137,#00BA38,2,1
0.193877551020408,0.113349108989093,#00BA38,2,1
0.212430426716141,0.113349108989093,#00BA38,2,1
0.212430426716141,0.114945270614493,#00BA38,2,1
0.230983302411874,0.114945270614493,#00BA38,2,1
0.230983302411874,0.117936665838217,#00BA38,2,1
0.249536178107607,0.117936665838217,#00BA38,2,1
0.249536178107607,0.120305112136119,#00BA38,2,1
0.268089053803339,0.120305112136119,#00BA38,2,1
0.268089053803339,0.120904350612625,#00BA38,2,1
0.286641929499072,0.120904350612625,#00BA38,2,1
0.286641929499072,0.123370265002161,#00BA38,2,1
0.305194805194805,0.123370265002161,#00BA38,2,1
0.305194805194805,0.126637499496141,#00BA38,2,1
0.323747680890538,0.126637499496141,#00BA38,2,1
0.323747680890538,0.133405687730096,#00BA38,2,1
0.342300556586271,0.133405687730096,#00BA38,2,1
0.342300556586271,0.13397744140042,#00BA38,2,1
0.360853432282004,0.13397744140042,#00BA38,2,1
0.360853432282004,0.13749557163436,#00BA38,2,1
0.379406307977737,0.13749557163436,#00BA38,2,1
0.379406307977737,0.139595370825452,#00BA38,2,1
0.397959183673469,0.139595370825452,#00BA38,2,1
0.397959183673469,0.141697250688994,#00BA38,2,1
0.416512059369202,0.141697250688994,#00BA38,2,1
0.416512059369202,0.142846769617611,#00BA38,2,1
0.435064935064935,0.142846769617611,#00BA38,2,1
0.435064935064935,0.142883555268996,#00BA38,2,1
0.453617810760668,0.142883555268996,#00BA38,2,1
0.453617810760668,0.152623028773359,#00BA38,2,1
0.472170686456401,0.152623028773359,#00BA38,2,1
0.472170686456401,0.160767016763019,#00BA38,2,1
0.490723562152134,0.160767016763019,#00BA38,2,1
0.490723562152134,0.164104976075589,#00BA38,2,1
0.509276437847866,0.164104976075589,#00BA38,2,1
0.509276437847866,0.166958117466677,#00BA38,2,1
0.527829313543599,0.166958117466677,#00BA38,2,1
0.527829313543599,0.172664605289674,#00BA38,2,1
0.546382189239332,0.172664605289674,#00BA38,2,1
0.546382189239332,0.176937271283775,#00BA38,2,1
0.564935064935065,0.176937271283775,#00BA38,2,1
0.564935064935065,0.181224014540589,#00BA38,2,1
0.583487940630798,0.181224014540589,#00BA38,2,1
0.583487940630798,0.183363984323156,#00BA38,2,1
0.602040816326531,0.183363984323156,#00BA38,2,1
0.602040816326531,0.183418444390725,#00BA38,2,1
0.620593692022263,0.183418444390725,#00BA38,2,1
0.620593692022263,0.184958427529199,#00BA38,2,1
0.639146567717996,0.184958427529199,#00BA38,2,1
0.639146567717996,0.189528815903754,#00BA38,2,1
0.657699443413729,0.189528815903754,#00BA38,2,1
0.657699443413729,0.191352048288878,#00BA38,2,1
0.676252319109462,0.191352048288878,#00BA38,2,1
0.676252319109462,0.191916064490784,#00BA38,2,1
0.694805194805195,0.191916064490784,#00BA38,2,1
0.694805194805195,0.1936012286804,#00BA38,2,1
0.713358070500928,0.1936012286804,#00BA38,2,1
0.713358070500928,0.196277523965497,#00BA38,2,1
0.73191094619666,0.196277523965497,#00BA38,2,1
0.73191094619666,0.204073388150082,#00BA38,2,1
0.750463821892393,0.204073388150082,#00BA38,2,1
0.750463821892393,0.205078730951098,#00BA38,2,1
0.769016697588126,0.205078730951098,#00BA38,2,1
0.769016697588126,0.205993743112684,#00BA38,2,1
0.787569573283859,0.205993743112684,#00BA38,2,1
0.787569573283859,0.212139346476816,#00BA38,2,1
0.806122448979592,0.212139346476816,#00BA38,2,1
0.806122448979592,0.212739882573237,#00BA38,2,1
0.824675324675325,0.212739882573237,#00BA38,2,1
0.824675324675325,0.214816698451117,#00BA38,2,1
0.843228200371058,0.214816698451117,#00BA38,2,1
0.843228200371058,0.216979383227538,#00BA38,2,1
0.86178107606679,0.216979383227538,#00BA38,2,1
0.86178107606679,0.220211717003637,#00BA38,2,1
0.880333951762523,0.220211717003637,#00BA38,2,1
0.880333951762523,0.2252610188249,#00BA38,2,1
0.898886827458256,0.2252610188249,#00BA38,2,1
0.898886827458256,0.234758314878437,#00BA38,2,1
0.917439703153989,0.234758314878437,#00BA38,2,1
0.917439703153989,0.251915592496841,#00BA38,2,1
0.935992578849722,0.251915592496841,#00BA38,2,1
0.935992578849722,0.265078114786642,#00BA38,2,1
0.954545454545454,0.265078114786642,#00BA38,2,1
0.954545454545454,0.273463863707737,#00BA38,2,1
0.0454545454545455,0.175010100117536,#619CFF,3,1
0.0640074211502783,0.175010100117536,#619CFF,3,1
0.0640074211502783,0.233277598381249,#619CFF,3,1
0.0825602968460111,0.233277598381249,#619CFF,3,1
0.0825602968460111,0.233871078588057,#619CFF,3,1
0.101113172541744,0.233871078588057,#619CFF,3,1
0.101113172541744,0.235927330577651,#619CFF,3,1
0.119666048237477,0.235927330577651,#619CFF,3,1
0.119666048237477,0.238530132172645,#619CFF,3,1
0.13821892393321,0.238530132172645,#619CFF,3,1
0.13821892393321,0.245330707507286,#619CFF,3,1
0.156771799628942,0.245330707507286,#619CFF,3,1
0.156771799628942,0.248534104828927,#619CFF,3,1
0.175324675324675,0.248534104828927,#619CFF,3,1
0.175324675324675,0.257644537754387,#619CFF,3,1
0.193877551020408,0.257644537754387,#619CFF,3,1
0.193877551020408,0.263249166609227,#619CFF,3,1
0.212430426716141,0.263249166609227,#619CFF,3,1
0.212430426716141,0.271871565702919,#619CFF,3,1
0.230983302411874,0.271871565702919,#619CFF,3,1
0.230983302411874,0.290389984420805,#619CFF,3,1
0.249536178107607,0.290389984420805,#619CFF,3,1
0.249536178107607,0.294933572729639,#619CFF,3,1
0.268089053803339,0.294933572729639,#619CFF,3,1
0.268089053803339,0.309257400412797,#619CFF,3,1
0.286641929499072,0.309257400412797,#619CFF,3,1
0.286641929499072,0.311061114931835,#619CFF,3,1
0.305194805194805,0.311061114931835,#619CFF,3,1
0.305194805194805,0.330737482128664,#619CFF,3,1
0.323747680890538,0.330737482128664,#619CFF,3,1
0.323747680890538,0.332411628147505,#619CFF,3,1
0.342300556586271,0.332411628147505,#619CFF,3,1
0.342300556586271,0.339036655941038,#619CFF,3,1
0.360853432282004,0.339036655941038,#619CFF,3,1
0.360853432282004,0.372391295111638,#619CFF,3,1
0.379406307977737,0.372391295111638,#619CFF,3,1
0.379406307977737,0.376900233970989,#619CFF,3,1
0.397959183673469,0.376900233970989,#619CFF,3,1
0.397959183673469,0.377794670007217,#619CFF,3,1
0.416512059369202,0.377794670007217,#619CFF,3,1
0.416512059369202,0.383379281674553,#619CFF,3,1
0.435064935064935,0.383379281674553,#619CFF,3,1
0.435064935064935,0.385836873998248,#619CFF,3,1
0.453617810760668,0.385836873998248,#619CFF,3,1
0.453617810760668,0.402197610651187,#619CFF,3,1
0.472170686456401,0.402197610651187,#619CFF,3,1
0.472170686456401,0.412019694571452,#619CFF,3,1
0.490723562152134,0.412019694571452,#619CFF,3,1
0.490723562152134,0.45291769958513,#619CFF,3,1
0.509276437847866,0.45291769958513,#619CFF,3,1
0.509276437847866,0.481955024847765,#619CFF,3,1
0.527829313543599,0.481955024847765,#619CFF,3,1
0.527829313543599,0.491956185806034,#619CFF,3,1
0.546382189239332,0.491956185806034,#619CFF,3,1
0.546382189239332,0.495506916272918,#619CFF,3,1
0.564935064935065,0.495506916272918,#619CFF,3,1
0.564935064935065,0.517977610511742,#619CFF,3,1
0.583487940630798,0.517977610511742,#619CFF,3,1
0.583487940630798,0.522215153207549,#619CFF,3,1
0.602040816326531,0.522215153207549,#619CFF,3,1
0.602040816326531,0.52926826785445,#619CFF,3,1
0.620593692022263,0.52926826785445,#619CFF,3,1
0.620593692022263,0.552241026786935,#619CFF,3,1
0.639146567717996,0.552241026786935,#619CFF,3,1
0.639146567717996,0.567227110847505,#619CFF,3,1
0.657699443413729,0.567227110847505,#619CFF,3,1
0.657699443413729,0.574988331420308,#619CFF,3,1
0.676252319109462,0.574988331420308,#619CFF,3,1
0.676252319109462,0.58450797863804,#619CFF,3,1
0.694805194805195,0.58450797863804,#619CFF,3,1
0.694805194805195,0.615284891495367,#619CFF,3,1
0.713358070500928,0.615284891495367,#619CFF,3,1
0.713358070500928,0.640526639097276,#619CFF,3,1
0.73191094619666,0.640526639097276,#619CFF,3,1
0.73191094619666,0.653494710448929,#619CFF,3,1
0.750463821892393,0.653494710448929,#619CFF,3,1
0.750463821892393,0.66156346850882,#619CFF,3,1
0.769016697588126,0.66156346850882,#619CFF,3,1
0.769016697588126,0.670187538200287,#619CFF,3,1
0.787569573283859,0.670187538200287,#619CFF,3,1
0.787569573283859,0.688297173057605,#619CFF,3,1
0.806122448979592,0.688297173057605,#619CFF,3,1
0.806122448979592,0.690981727849186,#619CFF,3,1
0.824675324675325,0.690981727849186,#619CFF,3,1
0.824675324675325,0.704576279372669,#619CFF,3,1
0.843228200371058,0.704576279372669,#619CFF,3,1
0.843228200371058,0.711661051152574,#619CFF,3,1
0.86178107606679,0.711661051152574,#619CFF,3,1
0.86178107606679,0.751056950807334,#619CFF,3,1
0.880333951762523,0.751056950807334,#619CFF,3,1
0.880333951762523,0.76357562090889,#619CFF,3,1
0.898886827458256,0.76357562090889,#619CFF,3,1
0.898886827458256,0.787504700494047,#619CFF,3,1
0.917439703153989,0.787504700494047,#619CFF,3,1
0.917439703153989,0.838123971353854,#619CFF,3,1
0.935992578849722,0.838123971353854,#619CFF,3,1
0.935992578849722,0.89641148222011,#619CFF,3,1
0.954545454545454,0.89641148222011,#619CFF,3,1
0.954545454545454,0.954545454545455,#619CFF,3,1
